,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
386,4,6:00.0,,Turnover by K. Towns (bad pass; steal by A. Bradley),99,107
387,4,5:55.0,I. Thomas misses 3-pt jump shot from 24 ft,,99,107
388,4,5:54.0,,Defensive rebound by Team,99,107
389,4,5:54.0,,Z. LaVine enters the game for S. Muhammad,99,107
390,4,5:36.0,,R. Rubio makes 2-pt jump shot from 16 ft,99,109
391,4,5:18.0,Shooting foul by G. Dieng (drawn by E. Turner),,99,109
392,4,5:18.0,E. Turner makes free throw 1 of 2,,100,109
393,4,5:18.0,E. Turner misses free throw 2 of 2,,100,109
394,4,5:18.0,,Defensive rebound by K. Towns,100,109
395,4,5:04.0,,Shooting foul by J. Crowder (drawn by Z. LaVine),100,109
396,4,5:04.0,,Z. LaVine makes free throw 1 of 2,100,110
397,4,5:04.0,,Z. LaVine makes free throw 2 of 2,100,111
398,4,4:56.0,Turnover by J. Crowder (lost ball),,100,111
399,4,4:33.0,,Turnover by R. Rubio (lost ball; steal by J. Sullinger),100,111
400,4,4:29.0,I. Thomas misses 2-pt layup from 2 ft (block by A. Wiggins),,100,111
401,4,4:28.0,Offensive rebound by A. Bradley,,100,111
402,4,4:27.0,A. Bradley misses 2-pt layup from 3 ft,,100,111
403,4,4:26.0,,Defensive rebound by G. Dieng,100,111
404,4,4:16.0,,Personal foul by I. Thomas,100,111
405,4,4:16.0,,A. Wiggins makes free throw 1 of 2,100,112
406,4,4:16.0,M. Smart enters the game for E. Turner,,100,112
407,4,4:16.0,,A. Wiggins misses free throw 2 of 2,100,112
408,4,4:16.0,Defensive rebound by J. Crowder,,100,112
409,4,4:08.0,A. Bradley misses 3-pt jump shot from 23 ft,,100,112
410,4,4:06.0,,Defensive rebound by G. Dieng,100,112
411,4,3:58.0,,Personal foul by A. Bradley,100,112
412,4,3:58.0,,R. Rubio makes free throw 1 of 2,100,113
413,4,3:58.0,J. Jerebko enters the game for J. Sullinger,,100,113
414,4,3:58.0,,R. Rubio makes free throw 2 of 2,100,114
415,4,3:48.0,M. Smart makes 2-pt layup from 1 ft (assist by J. Crowder),,102,114
416,4,3:28.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),102,116
417,4,3:14.0,I. Thomas makes 2-pt layup at rim (assist by J. Crowder),,104,116
418,4,3:10.0,,Turnover by A. Wiggins (bad pass; steal by A. Bradley),104,116
419,4,3:09.0,A. Bradley makes 2-pt layup at rim,,106,116
420,4,2:47.0,,Turnover by A. Wiggins (lost ball),106,116
421,4,2:47.0,Boston full timeout,,106,116
422,4,2:39.0,Offensive foul by A. Bradley (drawn by K. Towns),,106,116
423,4,2:39.0,Turnover by A. Bradley (offensive foul),,106,116
424,4,2:25.0,,R. Rubio misses 3-pt jump shot from 24 ft,106,116
425,4,2:24.0,,Offensive rebound by G. Dieng,106,116
426,4,2:14.0,,Turnover by K. Towns (bad pass; steal by I. Thomas),106,116
427,4,2:10.0,A. Bradley makes 2-pt layup at rim (assist by I. Thomas),,108,116
428,4,1:56.0,,Personal foul by M. Smart,108,116
429,4,1:56.0,,R. Rubio makes free throw 1 of 2,108,117
430,4,1:56.0,,R. Rubio makes free throw 2 of 2,108,118
431,4,1:47.0,J. Jerebko misses 2-pt jump shot from 12 ft,,108,118
432,4,1:46.0,Offensive rebound by M. Smart,,108,118
433,4,1:44.0,M. Smart misses 2-pt jump shot from 3 ft (block by K. Towns),,108,118
434,4,1:43.0,Offensive rebound by M. Smart,,108,118
435,4,1:43.0,Shooting foul by K. Towns (drawn by M. Smart),,108,118
436,4,1:43.0,,Minnesota full timeout,108,118
437,4,1:43.0,M. Smart makes free throw 1 of 2,,109,118
438,4,1:43.0,M. Smart makes free throw 2 of 2,,110,118
439,4,1:22.0,,Personal block foul by M. Smart,110,118
440,4,1:22.0,,A. Wiggins makes free throw 1 of 2,110,119
441,4,1:22.0,,S. Muhammad enters the game for G. Dieng,110,119
442,4,1:22.0,,A. Wiggins makes free throw 2 of 2,110,120
443,4,1:14.0,I. Thomas makes 2-pt layup from 1 ft,,112,120
444,4,0:55.0,,S. Muhammad misses 3-pt jump shot from 23 ft,112,120
445,4,0:54.0,Defensive rebound by M. Smart,,112,120
446,4,0:53.0,Boston full timeout,,112,120
447,4,0:51.0,I. Thomas makes 2-pt layup at rim (assist by M. Smart),,114,120
448,4,0:43.0,,S. Muhammad misses 2-pt layup at rim,114,120
449,4,0:42.0,,Offensive rebound by A. Wiggins,114,120
450,4,0:36.0,,Personal take foul by I. Thomas,114,120
451,4,0:36.0,,R. Rubio makes free throw 1 of 2,114,121
452,4,0:36.0,,R. Rubio makes free throw 2 of 2,114,122
453,4,0:36.0,Boston full timeout,,114,122
454,4,0:34.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by M. Smart),,117,122
455,4,0:31.0,,Minnesota full timeout,117,122
456,4,0:31.0,E. Turner enters the game for I. Thomas,,117,122
457,4,0:23.0,,Personal take foul by J. Crowder,117,122
458,4,0:23.0,,A. Wiggins misses free throw 1 of 2,117,122
459,4,0:23.0,,Offensive rebound by Team,117,122
460,4,0:23.0,I. Thomas enters the game for J. Jerebko,,117,122
461,4,0:23.0,,A. Wiggins makes free throw 2 of 2,117,123
462,4,0:16.0,I. Thomas makes 2-pt layup at rim,,119,123
463,4,0:10.0,,Personal take foul by A. Bradley,119,123
464,4,0:10.0,,R. Rubio misses free throw 1 of 2,119,123
465,4,0:10.0,,Offensive rebound by Team,119,123
466,4,0:10.0,,R. Rubio misses free throw 2 of 2,119,123
467,4,0:10.0,Defensive rebound by J. Crowder,,119,123
468,4,0:10.0,Boston full timeout,,119,123
469,4,0:10.0,J. Jerebko enters the game for E. Turner,,119,123
470,4,0:06.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by J. Jerebko),,122,123
471,4,0:05.0,,Personal take foul by I. Thomas,122,123
472,4,0:05.0,,Z. LaVine misses free throw 1 of 2,122,123
473,4,0:05.0,,Offensive rebound by Team,122,123
474,4,0:05.0,J. Sullinger enters the game for J. Jerebko,,122,123
475,4,0:05.0,,Z. LaVine makes free throw 2 of 2,122,124
476,4,0:01.0,M. Smart misses 3-pt jump shot from 29 ft,,122,124
477,4,0:00.0,Offensive rebound by Team,,122,124
