,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
211,3,10:37.0,E. Mudiay makes 2-pt jump shot from 7 ft,,66,66
212,3,10:37.0,Shooting foul by G. Dragić (drawn by E. Mudiay),,66,66
213,3,10:37.0,E. Mudiay misses free throw 1 of 1,,66,66
214,3,10:36.0,,Defensive rebound by L. Deng,66,66
215,3,10:25.0,,J. Johnson misses 3-pt jump shot from 24 ft,66,66
216,3,10:24.0,Defensive rebound by K. Faried,,66,66
217,3,10:18.0,Turnover by K. Faried (lost ball; steal by L. Deng),,66,66
218,3,10:02.0,,D. Wade makes 2-pt jump shot from 19 ft,66,68
219,3,9:46.0,E. Mudiay makes 2-pt jump shot from 6 ft,,68,68
220,3,9:27.0,,Turnover by J. Johnson (bad pass; steal by N. Jokić),68,68
221,3,9:23.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,70,68
222,3,8:58.0,,G. Dragić misses 3-pt jump shot from 25 ft,70,68
223,3,8:57.0,Defensive rebound by K. Faried,,70,68
224,3,8:46.0,J. Sampson misses 3-pt jump shot from 23 ft,,70,68
225,3,8:45.0,,Defensive rebound by G. Dragić,70,68
226,3,8:33.0,,Shooting foul by J. Sampson (drawn by J. Johnson),70,68
227,3,8:33.0,,J. Johnson makes free throw 1 of 2,70,69
228,3,8:33.0,,J. Johnson misses free throw 2 of 2,70,69
229,3,8:32.0,Defensive rebound by N. Jokić,,70,69
230,3,8:20.0,E. Mudiay misses 2-pt jump shot from 18 ft,,70,69
231,3,8:19.0,,Defensive rebound by Team,70,69
232,3,8:19.0,Loose ball foul by N. Jokić,,70,69
233,3,8:12.0,,L. Deng makes 2-pt layup at rim (assist by G. Dragić),70,71
234,3,7:53.0,G. Harris misses 2-pt layup from 1 ft,,70,71
235,3,7:52.0,Offensive rebound by Team,,70,71
236,3,7:38.0,E. Mudiay makes 2-pt jump shot from 20 ft,,72,71
237,3,7:14.0,,Turnover by A. Stoudemire (lost ball; steal by G. Harris),72,71
238,3,7:11.0,Shooting foul by J. Johnson (drawn by G. Harris),,72,71
239,3,7:11.0,G. Harris makes free throw 1 of 2,,73,71
240,3,7:11.0,G. Harris makes free throw 2 of 2,,74,71
241,3,6:57.0,,L. Deng makes 2-pt layup from 2 ft (assist by A. Stoudemire),74,73
242,3,6:57.0,,Shooting foul by K. Faried (drawn by L. Deng),74,73
243,3,6:57.0,,L. Deng makes free throw 1 of 1,74,74
244,3,6:36.0,N. Jokić misses 2-pt jump shot from 8 ft,,74,74
245,3,6:35.0,,Defensive rebound by L. Deng,74,74
246,3,6:30.0,,Personal foul by J. Sampson,74,74
247,3,6:30.0,,J. Johnson makes free throw 1 of 2,74,75
248,3,6:30.0,,J. Johnson makes free throw 2 of 2,74,76
249,3,6:20.0,E. Mudiay misses 2-pt jump shot from 4 ft,,74,76
250,3,6:19.0,Offensive rebound by K. Faried,,74,76
251,3,6:18.0,K. Faried makes 2-pt layup from 2 ft,,76,76
252,3,5:59.0,,J. Johnson misses 3-pt jump shot from 23 ft,76,76
253,3,5:58.0,Defensive rebound by G. Harris,,76,76
254,3,5:52.0,G. Harris makes 2-pt layup from 1 ft,,78,76
255,3,5:43.0,,Miami full timeout,78,76
256,3,5:43.0,D. Arthur enters the game for K. Faried,,78,76
257,3,5:43.0,,H. Whiteside enters the game for A. Stoudemire,78,76
258,3,5:43.0,,J. Richardson enters the game for G. Dragić,78,76
259,3,5:26.0,,D. Wade misses 2-pt jump shot from 16 ft,78,76
260,3,5:25.0,Defensive rebound by E. Mudiay,,78,76
261,3,5:08.0,G. Harris misses 3-pt jump shot from 23 ft,,78,76
262,3,5:07.0,,Defensive rebound by L. Deng,78,76
263,3,4:56.0,,J. Johnson makes 2-pt jump shot from 6 ft,78,78
264,3,4:43.0,E. Mudiay makes 2-pt layup at rim,,80,78
265,3,4:22.0,,D. Wade makes 2-pt jump shot from 4 ft,80,80
266,3,4:06.0,Personal foul by H. Whiteside,,80,80
267,3,4:06.0,,J. Winslow enters the game for L. Deng,80,80
268,3,4:06.0,,G. Dragić enters the game for D. Wade,80,80
269,3,3:54.0,J. Sampson misses 2-pt dunk at rim,,80,80
270,3,3:52.0,Offensive rebound by D. Arthur,,80,80
271,3,3:52.0,Turnover by Team (shot clock),,80,80
272,3,3:28.0,,Turnover by Team (shot clock),80,80
273,3,3:15.0,N. Jokić misses 2-pt layup from 3 ft,,80,80
274,3,3:14.0,Offensive rebound by N. Jokić,,80,80
275,3,3:06.0,D. Arthur makes 3-pt jump shot from 23 ft (assist by N. Jokić),,83,80
276,3,2:52.0,,J. Richardson misses 2-pt jump shot from 11 ft,83,80
277,3,2:51.0,Defensive rebound by J. Sampson,,83,80
278,3,2:50.0,Personal foul by J. Winslow,,83,80
279,3,2:50.0,Denver full timeout,,83,80
280,3,2:39.0,N. Jokić makes 2-pt jump shot from 16 ft (assist by E. Mudiay),,85,80
281,3,2:17.0,,J. Johnson makes 2-pt jump shot from 6 ft,85,82
282,3,2:04.0,G. Harris misses 2-pt jump shot from 10 ft,,85,82
283,3,2:03.0,,Defensive rebound by H. Whiteside,85,82
284,3,1:49.0,,J. Johnson misses 3-pt jump shot from 24 ft,85,82
285,3,1:48.0,Defensive rebound by E. Mudiay,,85,82
286,3,1:34.0,N. Jokić makes 2-pt jump shot from 2 ft (assist by G. Harris),,87,82
287,3,1:34.0,Shooting foul by J. Johnson (drawn by N. Jokić),,87,82
288,3,1:34.0,,L. Deng enters the game for J. Johnson,87,82
289,3,1:34.0,N. Jokić makes free throw 1 of 1,,88,82
290,3,1:28.0,,Personal foul by N. Jokić,88,82
291,3,1:28.0,J. Lauvergne enters the game for N. Jokić,,88,82
292,3,1:28.0,,G. Dragić misses free throw 1 of 2,88,82
293,3,1:28.0,,Offensive rebound by Team,88,82
294,3,1:28.0,W. Barton enters the game for J. Sampson,,88,82
295,3,1:28.0,,G. Dragić misses free throw 2 of 2,88,82
296,3,1:27.0,Defensive rebound by W. Barton,,88,82
297,3,1:17.0,Shooting foul by H. Whiteside (drawn by E. Mudiay),,88,82
298,3,1:17.0,E. Mudiay misses free throw 1 of 2,,88,82
299,3,1:17.0,Offensive rebound by Team,,88,82
300,3,1:17.0,D. Augustin enters the game for G. Harris,,88,82
301,3,1:17.0,E. Mudiay makes free throw 2 of 2,,89,82
302,3,1:06.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by G. Dragić),89,85
303,3,0:45.0,D. Augustin misses 2-pt jump shot from 6 ft,,89,85
304,3,0:43.0,,Defensive rebound by H. Whiteside,89,85
305,3,0:43.0,,Personal foul by D. Arthur,89,85
306,3,0:43.0,,H. Whiteside makes free throw 1 of 2,89,86
307,3,0:43.0,,H. Whiteside makes free throw 2 of 2,89,87
308,3,0:33.0,Turnover by E. Mudiay (bad pass; steal by J. Richardson),,89,87
309,3,0:29.0,,Shooting foul by J. Lauvergne (drawn by J. Richardson),89,87
310,3,0:29.0,,J. Richardson misses free throw 1 of 2,89,87
311,3,0:29.0,,Offensive rebound by Team,89,87
312,3,0:29.0,,J. Richardson makes free throw 2 of 2,89,88
313,3,0:11.0,J. Lauvergne makes 2-pt jump shot from 16 ft (assist by E. Mudiay),,91,88
314,3,0:02.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),91,90
315,4,11:49.0,,L. Deng misses 2-pt jump shot from 16 ft,91,90
316,4,11:48.0,Defensive rebound by D. Arthur,,91,90
317,4,11:29.0,D. Arthur makes 2-pt jump shot from 18 ft,,93,90
318,4,11:20.0,,Shooting foul by D. Arthur (drawn by H. Whiteside),93,90
319,4,11:20.0,,H. Whiteside makes free throw 1 of 2,93,91
320,4,11:20.0,,H. Whiteside makes free throw 2 of 2,93,92
321,4,11:09.0,W. Barton misses 2-pt jump shot from 5 ft,,93,92
322,4,11:08.0,Offensive rebound by J. Lauvergne,,93,92
323,4,11:07.0,,Violation by H. Whiteside (def goaltending),93,92
324,4,11:07.0,J. Lauvergne makes 2-pt jump shot from 4 ft,,95,92
325,4,10:44.0,,L. Deng makes 2-pt jump shot from 16 ft,95,94
326,4,10:26.0,D. Augustin misses 2-pt jump shot from 4 ft,,95,94
327,4,10:25.0,,Defensive rebound by H. Whiteside,95,94
328,4,10:13.0,,Personal foul by D. Augustin,95,94
329,4,10:10.0,,Personal foul by W. Barton,95,94
330,4,9:59.0,,H. Whiteside makes 2-pt jump shot from 10 ft (assist by G. Dragić),95,96
331,4,9:38.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by D. Augustin),,97,96
332,4,9:15.0,,J. Winslow misses 2-pt jump shot from 11 ft,97,96
333,4,9:14.0,Defensive rebound by W. Barton,,97,96
334,4,9:01.0,Turnover by D. Augustin (bad pass; steal by J. Winslow),,97,96
335,4,8:57.0,,J. Winslow makes 2-pt layup from 1 ft,97,98
336,4,8:57.0,,Shooting foul by D. Arthur (drawn by J. Winslow),97,98
337,4,8:57.0,Official timeout,,97,98
338,4,8:57.0,,J. Winslow makes free throw 1 of 1,97,99
339,4,8:43.0,Turnover by Team (back court),,97,99
340,4,8:34.0,,Personal foul by D. Arthur,97,99
341,4,8:34.0,,H. Whiteside makes free throw 1 of 2,97,100
342,4,8:34.0,,H. Whiteside makes free throw 2 of 2,97,101
343,4,8:18.0,W. Barton misses 3-pt jump shot from 24 ft,,97,101
344,4,8:17.0,,Defensive rebound by J. Richardson,97,101
345,4,8:09.0,,G. Dragić makes 2-pt jump shot from 16 ft,97,103
346,4,8:09.0,Denver full timeout,,97,103
347,4,8:09.0,G. Harris enters the game for A. Toupane,,97,103
348,4,8:09.0,K. Faried enters the game for J. Lauvergne,,97,103
349,4,7:58.0,Turnover by K. Faried (bad pass; steal by J. Winslow),,97,103
350,4,7:53.0,,J. Winslow misses 2-pt layup from 1 ft,97,103
351,4,7:52.0,,Offensive rebound by J. Richardson,97,103
352,4,7:51.0,,J. Richardson misses 2-pt layup at rim,97,103
353,4,7:50.0,Defensive rebound by D. Arthur,,97,103
354,4,7:41.0,G. Harris misses 2-pt jump shot from 6 ft,,97,103
355,4,7:40.0,Offensive rebound by K. Faried,,97,103
356,4,7:39.0,K. Faried makes 2-pt layup at rim,,99,103
357,4,7:23.0,,G. Dragić misses 2-pt jump shot from 15 ft,99,103
358,4,7:22.0,Defensive rebound by W. Barton,,99,103
359,4,7:22.0,Personal foul by H. Whiteside,,99,103
360,4,7:22.0,,D. Wade enters the game for G. Dragić,99,103
361,4,7:10.0,D. Augustin misses 3-pt jump shot from 24 ft,,99,103
362,4,7:09.0,,Defensive rebound by D. Wade,99,103
363,4,6:51.0,,D. Wade misses 2-pt jump shot from 5 ft,99,103
364,4,6:50.0,Defensive rebound by G. Harris,,99,103
365,4,6:47.0,D. Augustin makes 2-pt layup from 1 ft (assist by G. Harris),,101,103
366,4,6:47.0,,Miami full timeout,101,103
367,4,6:27.0,,J. Richardson makes 2-pt dunk at rim (assist by D. Wade),101,105
368,4,6:03.0,Denver full timeout,,101,105
369,4,6:03.0,Turnover by Team (5 sec inbounds),,101,105
370,4,5:50.0,,J. Winslow makes 2-pt hook shot from 3 ft (assist by D. Wade),101,107
371,4,5:34.0,D. Augustin makes 2-pt layup from 2 ft,,103,107
372,4,5:18.0,,Turnover by D. Wade (bad pass; steal by D. Augustin),103,107
373,4,5:16.0,Personal foul by J. Winslow,,103,107
374,4,5:16.0,N. Jokić enters the game for K. Faried,,103,107
375,4,5:16.0,E. Mudiay enters the game for W. Barton,,103,107
376,4,5:10.0,D. Augustin misses 2-pt layup from 2 ft (block by J. Richardson),,103,107
377,4,5:09.0,,Defensive rebound by L. Deng,103,107
378,4,5:01.0,,Turnover by L. Deng (bad pass),103,107
379,4,4:46.0,N. Jokić misses 2-pt jump shot from 7 ft,,103,107
380,4,4:45.0,,Defensive rebound by J. Richardson,103,107
381,4,4:37.0,,D. Wade misses 2-pt layup from 2 ft (block by N. Jokić),103,107
382,4,4:36.0,Defensive rebound by N. Jokić,,103,107
383,4,4:34.0,Shooting foul by J. Richardson (drawn by G. Harris),,103,107
384,4,4:34.0,G. Harris makes free throw 1 of 2,,104,107
385,4,4:34.0,,J. Johnson enters the game for L. Deng,104,107
386,4,4:34.0,G. Harris makes free throw 2 of 2,,105,107
387,4,4:20.0,,Turnover by D. Wade (bad pass; steal by D. Arthur),105,107
388,4,4:15.0,D. Augustin misses 2-pt layup from 1 ft (block by J. Richardson),,105,107
389,4,4:14.0,,Defensive rebound by J. Winslow,105,107
