,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
0,1,11:44.0,,A. Stoudemire makes 2-pt jump shot from 2 ft (assist by G. Dragić),0,2
1,1,11:30.0,Turnover by E. Mudiay (bad pass; steal by L. Deng),,0,2
2,1,11:25.0,,D. Wade misses 2-pt layup from 1 ft,0,2
3,1,11:24.0,Defensive rebound by N. Jokić,,0,2
4,1,11:19.0,G. Harris misses 3-pt jump shot from 24 ft,,0,2
5,1,11:18.0,,Defensive rebound by J. Johnson,0,2
6,1,11:00.0,,L. Deng makes 2-pt jump shot from 19 ft (assist by J. Johnson),0,4
7,1,10:36.0,J. Sampson makes 2-pt jump shot from 15 ft (assist by N. Jokić),,2,4
8,1,10:26.0,,G. Dragić makes 2-pt jump shot from 11 ft,2,6
9,1,10:08.0,G. Harris makes 2-pt layup from 2 ft,,4,6
10,1,9:53.0,,Turnover by G. Dragić (bad pass),4,6
11,1,9:38.0,Shooting foul by A. Stoudemire (drawn by K. Faried),,4,6
12,1,9:38.0,K. Faried makes free throw 1 of 2,,5,6
13,1,9:38.0,K. Faried misses free throw 2 of 2,,5,6
14,1,9:37.0,,Defensive rebound by L. Deng,5,6
15,1,9:23.0,,Turnover by D. Wade (lost ball; steal by G. Harris),5,6
16,1,9:17.0,J. Sampson makes 2-pt layup from 2 ft,,7,6
17,1,9:00.0,,D. Wade makes 2-pt jump shot from 1 ft,7,8
18,1,8:36.0,E. Mudiay misses 3-pt jump shot from 24 ft,,7,8
19,1,8:35.0,Offensive rebound by K. Faried,,7,8
20,1,8:32.0,K. Faried makes 2-pt layup from 2 ft,,9,8
21,1,8:19.0,,L. Deng misses 3-pt jump shot from 25 ft,9,8
22,1,8:18.0,Defensive rebound by E. Mudiay,,9,8
23,1,8:13.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,11,8
24,1,7:53.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by L. Deng),11,11
25,1,7:45.0,Shooting foul by A. Stoudemire (drawn by G. Harris),,11,11
26,1,7:45.0,G. Harris misses free throw 1 of 2,,11,11
27,1,7:45.0,Offensive rebound by Team,,11,11
28,1,7:45.0,,H. Whiteside enters the game for A. Stoudemire,11,11
29,1,7:45.0,G. Harris makes free throw 2 of 2,,12,11
30,1,7:29.0,,H. Whiteside misses 2-pt layup from 1 ft,12,11
31,1,7:28.0,,Offensive rebound by L. Deng,12,11
32,1,7:27.0,,L. Deng makes 2-pt layup from 1 ft,12,13
33,1,7:19.0,Turnover by E. Mudiay (bad pass; steal by D. Wade),,12,13
34,1,7:18.0,,Turnover by D. Wade (lost ball; steal by G. Harris),12,13
35,1,7:14.0,G. Harris makes 2-pt jump shot from 8 ft,,14,13
36,1,6:51.0,,Turnover by H. Whiteside (lost ball; steal by J. Sampson),14,13
37,1,6:48.0,K. Faried makes 2-pt jump shot from 3 ft (assist by E. Mudiay),,16,13
38,1,6:48.0,Shooting foul by G. Dragić (drawn by K. Faried),,16,13
39,1,6:48.0,K. Faried makes free throw 1 of 1,,17,13
40,1,6:41.0,,G. Dragić misses 2-pt layup from 2 ft,17,13
41,1,6:40.0,Defensive rebound by N. Jokić,,17,13
42,1,6:35.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,19,13
43,1,6:35.0,,Miami full timeout,19,13
44,1,6:25.0,,Personal foul by J. Sampson,19,13
45,1,6:17.0,,Shooting foul by K. Faried (drawn by L. Deng),19,13
46,1,6:17.0,,L. Deng makes free throw 1 of 2,19,14
47,1,6:17.0,,L. Deng makes free throw 2 of 2,19,15
48,1,6:04.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,21,15
49,1,5:49.0,,D. Wade makes 2-pt jump shot from 4 ft,21,17
50,1,5:35.0,J. Sampson makes 2-pt layup from 2 ft,,23,17
51,1,5:14.0,,L. Deng misses 3-pt jump shot from 24 ft,23,17
52,1,5:13.0,Defensive rebound by G. Harris,,23,17
53,1,5:07.0,G. Harris misses 3-pt jump shot from 24 ft,,23,17
54,1,5:06.0,,Defensive rebound by H. Whiteside,23,17
55,1,5:05.0,,Turnover by H. Whiteside (lost ball; steal by N. Jokić),23,17
56,1,5:04.0,N. Jokić misses 2-pt layup from 2 ft (block by H. Whiteside),,23,17
57,1,5:03.0,Offensive rebound by Team,,23,17
58,1,5:03.0,,J. Winslow enters the game for G. Dragić,23,17
59,1,5:03.0,,J. Richardson enters the game for L. Deng,23,17
60,1,5:03.0,W. Barton enters the game for J. Sampson,,23,17
61,1,4:54.0,E. Mudiay makes 2-pt jump shot from 17 ft,,25,17
62,1,4:41.0,,Def 3 sec tech foul by K. Faried,25,17
63,1,4:41.0,,D. Wade makes technical free throw,25,18
64,1,4:29.0,,D. Wade makes 2-pt layup from 2 ft,25,20
65,1,4:09.0,E. Mudiay makes 2-pt jump shot from 9 ft,,27,20
66,1,3:54.0,,J. Richardson makes 2-pt layup from 2 ft,27,22
67,1,3:42.0,N. Jokić misses 3-pt jump shot from 24 ft,,27,22
68,1,3:41.0,Offensive rebound by K. Faried,,27,22
69,1,3:39.0,Turnover by K. Faried (bad pass),,27,22
70,1,3:23.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Wade),27,25
71,1,3:23.0,Denver full timeout,,27,25
72,1,3:23.0,,G. Dragić enters the game for D. Wade,27,25
73,1,3:14.0,E. Mudiay misses 2-pt jump shot from 2 ft,,27,25
74,1,3:13.0,Offensive rebound by Team,,27,25
75,1,3:00.0,W. Barton misses 3-pt jump shot from 24 ft,,27,25
76,1,2:59.0,Offensive rebound by K. Faried,,27,25
77,1,2:58.0,K. Faried makes 2-pt layup from 1 ft,,29,25
78,1,2:36.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by J. Johnson),29,28
79,1,2:22.0,Turnover by E. Mudiay (bad pass),,29,28
80,1,2:17.0,,Offensive foul by H. Whiteside (drawn by N. Jokić),29,28
81,1,2:17.0,,Turnover by H. Whiteside (offensive foul),29,28
82,1,1:56.0,E. Mudiay misses 2-pt jump shot from 21 ft,,29,28
83,1,1:55.0,Offensive rebound by N. Jokić,,29,28
84,1,1:54.0,N. Jokić makes 2-pt layup from 1 ft,,31,28
85,1,1:43.0,,J. Johnson makes 2-pt jump shot from 7 ft,31,30
86,1,1:43.0,,Shooting foul by W. Barton (drawn by J. Johnson),31,30
87,1,1:43.0,A. Toupane enters the game for G. Harris,,31,30
88,1,1:43.0,,J. Johnson makes free throw 1 of 1,31,31
89,1,1:26.0,Turnover by E. Mudiay (bad pass; steal by J. Johnson),,31,31
90,1,1:20.0,,J. Winslow makes 2-pt layup from 1 ft (assist by J. Johnson),31,33
91,1,1:00.0,W. Barton misses 2-pt jump shot from 16 ft,,31,33
92,1,0:59.0,,Defensive rebound by J. Winslow,31,33
93,1,0:43.0,,J. Richardson misses 3-pt jump shot from 25 ft,31,33
94,1,0:42.0,Defensive rebound by N. Jokić,,31,33
95,1,0:27.0,W. Barton misses 2-pt jump shot from 7 ft,,31,33
96,1,0:26.0,Offensive rebound by N. Jokić,,31,33
97,1,0:26.0,N. Jokić makes 2-pt layup from 2 ft,,33,33
98,1,0:26.0,Shooting foul by J. Winslow (drawn by N. Jokić),,33,33
99,1,0:26.0,,L. Deng enters the game for J. Johnson,33,33
100,1,0:26.0,D. Arthur enters the game for K. Faried,,33,33
101,1,0:26.0,N. Jokić misses free throw 1 of 1,,33,33
102,1,0:25.0,,Defensive rebound by H. Whiteside,33,33
103,1,0:09.0,,J. Winslow misses 2-pt hook shot from 5 ft,33,33
104,1,0:08.0,,Offensive rebound by Team,33,33
105,1,0:02.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by G. Dragić),33,36
106,1,0:01.0,E. Mudiay misses 3-pt jump shot from 37 ft,,33,36
107,1,0:00.0,Offensive rebound by Team,,33,36
108,2,11:44.0,A. Toupane misses 2-pt layup from 2 ft,,33,36
109,2,11:43.0,Offensive rebound by J. Lauvergne,,33,36
110,2,11:42.0,J. Lauvergne misses 2-pt layup from 1 ft,,33,36
111,2,11:41.0,,Defensive rebound by H. Whiteside,33,36
112,2,11:19.0,,J. Richardson misses 2-pt jump shot from 13 ft,33,36
113,2,11:18.0,,Offensive rebound by H. Whiteside,33,36
114,2,11:17.0,,H. Whiteside makes 2-pt dunk at rim,33,38
115,2,10:56.0,D. Arthur makes 2-pt jump shot from 13 ft,,35,38
116,2,10:33.0,,G. Dragić misses 3-pt jump shot from 25 ft,35,38
117,2,10:32.0,Defensive rebound by W. Barton,,35,38
118,2,10:24.0,A. Toupane makes 3-pt jump shot from 23 ft (assist by D. Augustin),,38,38
119,2,10:08.0,,J. Winslow misses 2-pt jump shot from 19 ft,38,38
120,2,10:07.0,Defensive rebound by D. Arthur,,38,38
121,2,9:57.0,D. Arthur misses 3-pt jump shot from 23 ft,,38,38
122,2,9:56.0,Offensive rebound by Team,,38,38
123,2,9:56.0,,Loose ball foul by J. Richardson,38,38
124,2,9:45.0,J. Lauvergne makes 2-pt jump shot from 10 ft (assist by A. Toupane),,40,38
125,2,9:29.0,,J. Winslow makes 2-pt layup from 1 ft (assist by G. Dragić),40,40
126,2,9:14.0,J. Lauvergne misses 2-pt jump shot from 10 ft,,40,40
127,2,9:13.0,,Defensive rebound by J. Richardson,40,40
128,2,9:03.0,,J. Winslow makes 2-pt jump shot from 18 ft (assist by J. Richardson),40,42
129,2,8:50.0,D. Augustin misses 2-pt jump shot from 8 ft,,40,42
130,2,8:49.0,,Defensive rebound by Team,40,42
131,2,8:49.0,,Personal foul by J. Lauvergne,40,42
132,2,8:49.0,Official timeout,,40,42
133,2,8:49.0,,J. McRoberts enters the game for H. Whiteside,40,42
134,2,8:32.0,,J. McRoberts misses 2-pt jump shot from 13 ft,40,42
135,2,8:31.0,Defensive rebound by J. Lauvergne,,40,42
136,2,8:24.0,D. Augustin makes 2-pt layup from 2 ft,,42,42
137,2,8:11.0,,G. Dragić misses 3-pt jump shot from 24 ft,42,42
138,2,8:10.0,Defensive rebound by A. Toupane,,42,42
139,2,8:08.0,Shooting foul by G. Dragić (drawn by A. Toupane),,42,42
140,2,8:08.0,A. Toupane misses free throw 1 of 2,,42,42
141,2,8:08.0,Offensive rebound by Team,,42,42
142,2,8:08.0,A. Toupane makes free throw 2 of 2,,43,42
143,2,7:49.0,,J. Winslow makes 2-pt jump shot from 17 ft,43,44
144,2,7:33.0,Turnover by W. Barton (lost ball; steal by J. Richardson),,43,44
145,2,7:15.0,,L. Deng makes 2-pt jump shot from 20 ft,43,46
146,2,6:49.0,J. Lauvergne misses 2-pt jump shot from 14 ft,,43,46
147,2,6:48.0,,Defensive rebound by G. Dragić,43,46
148,2,6:43.0,,G. Dragić makes 2-pt layup from 1 ft,43,48
149,2,6:43.0,Denver full timeout,,43,48
150,2,6:43.0,,D. Wade enters the game for G. Dragić,43,48
151,2,6:32.0,Turnover by D. Augustin (bad pass),,43,48
152,2,6:15.0,,L. Deng makes 2-pt layup from 1 ft (assist by J. McRoberts),43,50
153,2,5:51.0,W. Barton misses 2-pt jump shot from 4 ft (block by J. McRoberts),,43,50
154,2,5:50.0,,Defensive rebound by L. Deng,43,50
155,2,5:45.0,,J. Winslow makes 2-pt layup at rim (assist by L. Deng),43,52
156,2,5:25.0,D. Augustin makes 3-pt jump shot from 23 ft,,46,52
157,2,5:07.0,,D. Wade misses 2-pt jump shot from 5 ft,46,52
158,2,5:06.0,Defensive rebound by D. Arthur,,46,52
159,2,5:03.0,Shooting foul by J. McRoberts (drawn by J. Lauvergne),,46,52
160,2,5:03.0,J. Lauvergne makes free throw 1 of 2,,47,52
161,2,5:03.0,J. Sampson enters the game for W. Barton,,47,52
162,2,5:03.0,G. Harris enters the game for A. Toupane,,47,52
163,2,5:03.0,J. Lauvergne makes free throw 2 of 2,,48,52
164,2,4:57.0,Offensive charge foul by D. Wade (drawn by D. Arthur),,48,52
165,2,4:57.0,,Turnover by D. Wade (offensive foul),48,52
166,2,4:57.0,K. Faried enters the game for J. Lauvergne,,48,52
167,2,4:45.0,D. Augustin makes 2-pt jump shot from 14 ft,,50,52
168,2,4:22.0,,J. Winslow misses 2-pt jump shot from 19 ft,50,52
169,2,4:21.0,,Offensive rebound by J. McRoberts,50,52
170,2,4:13.0,,D. Wade makes 2-pt layup at rim,50,54
171,2,3:47.0,D. Augustin misses 2-pt jump shot from 5 ft (block by J. Richardson),,50,54
172,2,3:46.0,,Defensive rebound by J. McRoberts,50,54
173,2,3:36.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by D. Wade),50,57
174,2,3:36.0,Denver full timeout,,50,57
175,2,3:36.0,E. Mudiay enters the game for D. Arthur,,50,57
176,2,3:36.0,,J. Johnson enters the game for L. Deng,50,57
177,2,3:25.0,K. Faried makes 2-pt dunk at rim (assist by D. Augustin),,52,57
178,2,3:02.0,,D. Wade misses 2-pt jump shot from 6 ft,52,57
179,2,3:01.0,Defensive rebound by K. Faried,,52,57
180,2,2:54.0,G. Harris makes 2-pt layup from 1 ft (assist by E. Mudiay),,54,57
181,2,2:45.0,,Miami full timeout,54,57
182,2,2:45.0,,G. Dragić enters the game for J. Richardson,54,57
183,2,2:45.0,,H. Whiteside enters the game for J. McRoberts,54,57
184,2,2:36.0,,Turnover by H. Whiteside (3 sec),54,57
185,2,2:24.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,56,57
186,2,2:06.0,,D. Wade misses 2-pt layup from 2 ft (block by K. Faried),56,57
187,2,2:05.0,Defensive rebound by K. Faried,,56,57
188,2,2:01.0,D. Augustin makes 2-pt layup from 1 ft (assist by K. Faried),,58,57
189,2,1:46.0,,Shooting foul by D. Augustin (drawn by J. Winslow),58,57
190,2,1:46.0,,J. Winslow makes free throw 1 of 2,58,58
191,2,1:46.0,,J. Winslow makes free throw 2 of 2,58,59
192,2,1:34.0,E. Mudiay misses 2-pt jump shot from 14 ft,,58,59
193,2,1:33.0,Offensive rebound by K. Faried,,58,59
194,2,1:31.0,K. Faried makes 2-pt layup from 1 ft,,60,59
195,2,1:09.0,,G. Dragić makes 2-pt layup from 1 ft,60,61
196,2,0:49.0,G. Harris misses 3-pt jump shot from 24 ft,,60,61
197,2,0:48.0,,Defensive rebound by J. Johnson,60,61
198,2,0:44.0,,J. Richardson enters the game for G. Dragić,60,61
199,2,0:34.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by D. Wade),60,64
200,2,0:15.0,Shooting foul by J. Richardson (drawn by E. Mudiay),,60,64
201,2,0:15.0,E. Mudiay makes free throw 1 of 2,,61,64
202,2,0:15.0,E. Mudiay makes free throw 2 of 2,,62,64
203,2,0:01.0,,D. Wade misses 2-pt jump shot from 16 ft,62,64
204,2,0:00.0,,Offensive rebound by Team,62,64
205,3,11:45.0,Turnover by N. Jokić (lost ball; steal by D. Wade),,62,64
206,3,11:27.0,,J. Johnson misses 2-pt jump shot from 20 ft,62,64
207,3,11:26.0,Defensive rebound by K. Faried,,62,64
208,3,11:20.0,J. Sampson makes 2-pt layup from 2 ft (assist by K. Faried),,64,64
209,3,11:03.0,,Personal foul by K. Faried,64,64
210,3,10:54.0,,A. Stoudemire makes 2-pt layup from 1 ft (assist by G. Dragić),64,66
