,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BROOKLYN_ACTION,MILWAUKEE_SCORE,BROOKLYN_SCORE
0,1,11:42.0,,M. Brown misses 3-pt jump shot from 22 ft,0,0
1,1,11:41.0,Defensive rebound by K. Middleton,,0,0
2,1,11:27.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,0,0
3,1,11:26.0,,Defensive rebound by D. Sloan,0,0
4,1,11:11.0,,T. Young makes 2-pt hook shot from 4 ft (assist by B. Bogdanović),0,2
5,1,10:51.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by K. Middleton),,2,2
6,1,10:29.0,,M. Brown misses 3-pt jump shot from 22 ft,2,2
7,1,10:28.0,Defensive rebound by G. Antetokounmpo,,2,2
8,1,10:23.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,2,2
9,1,10:22.0,,Defensive rebound by T. Young,2,2
10,1,10:13.0,,T. Young misses 2-pt jump shot from 8 ft,2,2
11,1,10:12.0,Defensive rebound by K. Middleton,,2,2
12,1,10:05.0,,Violation by M. Brown (kicked ball),2,2
13,1,10:00.0,J. Parker makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,4,2
14,1,9:39.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,4,2
15,1,9:38.0,Defensive rebound by J. Bayless,,4,2
16,1,9:32.0,J. Parker makes 2-pt dunk at rim (assist by J. Bayless),,6,2
17,1,9:09.0,,T. Young misses 2-pt jump shot from 16 ft,6,2
18,1,9:08.0,Defensive rebound by J. Parker,,6,2
19,1,8:58.0,J. Bayless misses 3-pt jump shot from 24 ft,,6,2
20,1,8:57.0,,Defensive rebound by T. Young,6,2
21,1,8:52.0,,D. Sloan makes 2-pt layup from 2 ft (assist by T. Young),6,4
22,1,8:35.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by G. Monroe),,9,4
23,1,8:21.0,,B. Lopez misses 2-pt jump shot from 19 ft,9,4
24,1,8:20.0,Defensive rebound by G. Antetokounmpo,,9,4
25,1,8:14.0,G. Monroe makes 2-pt layup at rim (assist by G. Antetokounmpo),,11,4
26,1,8:07.0,,Brooklyn full timeout,11,4
27,1,7:58.0,,Turnover by B. Lopez (lost ball; steal by J. Bayless),11,4
28,1,7:32.0,G. Monroe makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,13,4
29,1,7:20.0,,B. Lopez makes 2-pt layup from 1 ft (assist by B. Bogdanović),13,6
30,1,6:57.0,G. Monroe misses 2-pt layup from 1 ft,,13,6
31,1,6:56.0,Offensive rebound by G. Monroe,,13,6
32,1,6:54.0,G. Monroe misses 2-pt layup from 1 ft,,13,6
33,1,6:53.0,,Defensive rebound by B. Lopez,13,6
34,1,6:37.0,,T. Young misses 2-pt layup from 2 ft,13,6
35,1,6:36.0,Defensive rebound by G. Monroe,,13,6
36,1,6:29.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,16,6
37,1,6:13.0,,Shooting foul by K. Middleton (drawn by B. Bogdanović),16,6
38,1,6:13.0,,B. Bogdanović makes free throw 1 of 2,16,7
39,1,6:13.0,,B. Bogdanović makes free throw 2 of 2,16,8
40,1,5:56.0,J. Bayless misses 3-pt jump shot from 24 ft,,16,8
41,1,5:55.0,Offensive rebound by G. Antetokounmpo,,16,8
42,1,5:50.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,16,8
43,1,5:49.0,,Defensive rebound by B. Lopez,16,8
44,1,5:37.0,,B. Bogdanović misses 2-pt layup from 2 ft,16,8
45,1,5:36.0,Defensive rebound by G. Monroe,,16,8
46,1,5:26.0,J. Parker makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),,18,8
47,1,5:12.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,18,8
48,1,5:11.0,Defensive rebound by K. Middleton,,18,8
49,1,5:03.0,K. Middleton misses 2-pt jump shot from 18 ft,,18,8
50,1,5:02.0,,Defensive rebound by T. Young,18,8
51,1,4:55.0,,D. Sloan misses 2-pt layup from 2 ft,18,8
52,1,4:54.0,,Offensive rebound by T. Young,18,8
53,1,4:52.0,,T. Young makes 2-pt hook shot from 2 ft,18,10
54,1,4:35.0,G. Monroe makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,20,10
55,1,4:19.0,,T. Young makes 2-pt layup at rim (assist by B. Lopez),20,12
56,1,4:05.0,J. Parker misses 2-pt jump shot from 19 ft,,20,12
57,1,4:04.0,,Defensive rebound by T. Young,20,12
58,1,3:57.0,,B. Lopez makes 2-pt dunk at rim (assist by M. Brown),20,14
59,1,3:42.0,J. Parker makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,22,14
60,1,3:42.0,Shooting foul by T. Young (drawn by J. Parker),,22,14
61,1,3:42.0,M. Plumlee enters the game for G. Monroe,,22,14
62,1,3:42.0,R. Vaughn enters the game for K. Middleton,,22,14
63,1,3:42.0,,S. Karasev enters the game for M. Brown,22,14
64,1,3:42.0,J. Parker makes free throw 1 of 1,,23,14
65,1,3:23.0,,B. Lopez makes 2-pt layup from 2 ft,23,16
66,1,3:02.0,M. Plumlee misses 2-pt layup from 1 ft,,23,16
67,1,3:01.0,Offensive rebound by J. Parker,,23,16
68,1,2:44.0,M. Plumlee misses 2-pt layup from 1 ft,,23,16
69,1,2:43.0,,Defensive rebound by D. Sloan,23,16
70,1,2:34.0,,S. Karasev makes 3-pt jump shot from 25 ft (assist by D. Sloan),23,19
71,1,2:34.0,Milwaukee full timeout,,23,19
72,1,2:34.0,J. O'Bryant enters the game for G. Antetokounmpo,,23,19
73,1,2:14.0,Turnover by M. Plumlee (bad pass; steal by D. Sloan),,23,19
74,1,2:10.0,,D. Sloan makes 2-pt layup from 1 ft,23,21
75,1,1:56.0,Shooting foul by B. Bogdanović (drawn by M. Plumlee),,23,21
76,1,1:56.0,M. Plumlee makes free throw 1 of 2,,24,21
77,1,1:56.0,M. Plumlee makes free throw 2 of 2,,25,21
78,1,1:42.0,,T. Young misses 2-pt jump shot from 15 ft,25,21
79,1,1:41.0,Defensive rebound by M. Plumlee,,25,21
80,1,1:19.0,M. Plumlee misses 2-pt jump shot from 11 ft,,25,21
81,1,1:18.0,Offensive rebound by J. O'Bryant,,25,21
82,1,1:17.0,Turnover by Team (shot clock),,25,21
83,1,1:17.0,,S. Kilpatrick enters the game for B. Bogdanović,25,21
84,1,1:17.0,,S. Larkin enters the game for D. Sloan,25,21
85,1,1:01.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,25,21
86,1,1:01.0,Defensive rebound by J. Bayless,,25,21
87,1,0:53.0,Turnover by J. Bayless (bad pass; steal by S. Karasev),,25,21
88,1,0:49.0,,S. Larkin makes 2-pt layup at rim (assist by S. Karasev),25,23
