,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
26,1,8:17.0,,G. Antetokounmpo misses 2-pt hook shot from 5 ft,10,6
27,1,8:17.0,Defensive rebound by M. Gortat,,10,6
28,1,8:06.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,12,6
29,1,8:06.0,Violation by Team (jump ball),,12,6
30,1,7:53.0,,O. Mayo misses 3-pt jump shot from 26 ft,12,6
31,1,7:52.0,,Offensive rebound by M. Plumlee,12,6
32,1,7:52.0,,Turnover by M. Plumlee (traveling),12,6
33,1,7:41.0,O. Porter makes 2-pt layup at rim (assist by J. Dudley),,14,6
34,1,7:34.0,,Milwaukee full timeout,14,6
35,1,7:34.0,,G. Monroe enters the game for M. Plumlee,14,6
36,1,7:17.0,,Shooting foul by B. Beal (drawn by K. Middleton),14,6
37,1,7:17.0,,K. Middleton misses free throw 1 of 2,14,6
38,1,7:17.0,,Offensive rebound by Team,14,6
39,1,7:17.0,,K. Middleton makes free throw 2 of 2,14,7
40,1,7:04.0,Turnover by J. Wall (bad pass; steal by K. Middleton),,14,7
41,1,6:58.0,,G. Monroe misses 2-pt layup from 2 ft,14,7
42,1,6:56.0,Defensive rebound by M. Gortat,,14,7
43,1,6:55.0,Turnover by M. Gortat (lost ball; steal by G. Monroe),,14,7
44,1,6:49.0,,K. Middleton makes 2-pt jump shot from 17 ft,14,9
45,1,6:31.0,B. Beal misses 2-pt jump shot from 17 ft,,14,9
46,1,6:29.0,,Defensive rebound by G. Antetokounmpo,14,9
47,1,6:25.0,,G. Antetokounmpo misses 2-pt layup at rim,14,9
48,1,6:23.0,Defensive rebound by B. Beal,,14,9
49,1,6:15.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Dudley),,16,9
50,1,5:49.0,,G. Monroe misses 2-pt jump shot from 5 ft,16,9
51,1,5:48.0,Defensive rebound by J. Wall,,16,9
52,1,5:37.0,Personal foul by O. Mayo (drawn by B. Beal),,16,9
53,1,5:37.0,,M. Carter-Williams enters the game for O. Mayo,16,9
54,1,5:28.0,Turnover by M. Gortat (offensive foul),,16,9
55,1,5:28.0,Offensive foul by M. Gortat (drawn by M. Carter-Williams),,16,9
56,1,5:28.0,N. Hilário enters the game for M. Gortat,,16,9
57,1,5:07.0,,G. Monroe misses 2-pt layup from 2 ft,16,9
58,1,5:05.0,,Offensive rebound by G. Antetokounmpo,16,9
59,1,5:01.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,16,9
60,1,5:00.0,,Offensive rebound by J. Parker,16,9
61,1,4:51.0,,Turnover by G. Antetokounmpo (3 sec),16,9
62,1,4:46.0,Turnover by J. Wall (bad pass; steal by M. Carter-Williams),,16,9
63,1,4:41.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Parker),16,11
64,1,4:21.0,J. Dudley makes 2-pt layup at rim (assist by N. Hilário),,18,11
65,1,4:05.0,,G. Monroe misses 2-pt hook shot from 3 ft,18,11
66,1,4:04.0,Defensive rebound by N. Hilário,,18,11
67,1,3:55.0,J. Dudley misses 3-pt jump shot from 24 ft,,18,11
68,1,3:54.0,,Defensive rebound by M. Carter-Williams,18,11
69,1,3:46.0,,J. Parker misses 2-pt layup from 2 ft,18,11
70,1,3:46.0,Defensive rebound by Team,,18,11
71,1,3:37.0,N. Hilário misses 2-pt jump shot from 19 ft,,18,11
72,1,3:36.0,,Defensive rebound by G. Monroe,18,11
73,1,3:27.0,,K. Middleton makes 2-pt layup from 1 ft,18,13
74,1,3:19.0,O. Porter makes 2-pt jump shot from 21 ft (assist by B. Beal),,20,13
75,1,3:01.0,,Turnover by J. Parker (traveling),20,13
76,1,3:01.0,Washington full timeout,,20,13
77,1,3:01.0,G. Temple enters the game for B. Beal,,20,13
78,1,3:01.0,,J. Bayless enters the game for J. Parker,20,13
79,1,2:46.0,N. Hilário makes 2-pt dunk at rim (assist by J. Dudley),,22,13
80,1,2:21.0,,K. Middleton makes 2-pt jump shot from 11 ft (assist by G. Monroe),22,15
81,1,2:09.0,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Wall),,25,15
82,1,1:57.0,,K. Middleton misses 3-pt jump shot from 24 ft,25,15
83,1,1:56.0,,Offensive rebound by M. Carter-Williams,25,15
84,1,1:54.0,,Shooting foul by N. Hilário (drawn by K. Middleton),25,15
85,1,1:54.0,,K. Middleton makes free throw 1 of 2,25,16
86,1,1:54.0,R. Sessions enters the game for O. Porter,,25,16
87,1,1:54.0,K. Oubre enters the game for J. Wall,,25,16
88,1,1:54.0,,K. Middleton makes free throw 2 of 2,25,17
89,1,1:28.0,K. Oubre misses 3-pt jump shot from 24 ft,,25,17
90,1,1:27.0,,Defensive rebound by J. Bayless,25,17
91,1,1:20.0,,K. Middleton misses 2-pt layup from 2 ft,25,17
92,1,1:18.0,Defensive rebound by N. Hilário,,25,17
93,1,1:11.0,J. Dudley misses 2-pt jump shot from 3 ft,,25,17
94,1,1:09.0,Offensive rebound by K. Oubre,,25,17
95,1,1:09.0,K. Oubre makes 2-pt layup at rim,,27,17
96,1,0:45.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,27,17
97,1,0:44.0,,Offensive rebound by Team,27,17
98,1,0:44.0,Loose ball foul by N. Hilário (drawn by G. Antetokounmpo),,27,17
99,1,0:44.0,D. Gooden enters the game for J. Dudley,,27,17
100,1,0:44.0,,G. Antetokounmpo misses free throw 1 of 2,27,17
101,1,0:44.0,,Offensive rebound by Team,27,17
102,1,0:44.0,,G. Antetokounmpo makes free throw 2 of 2,27,18
103,1,0:32.0,Shooting block foul by M. Carter-Williams (drawn by R. Sessions),,27,18
104,1,0:32.0,R. Sessions misses free throw 1 of 2,,27,18
105,1,0:32.0,Offensive rebound by Team,,27,18
106,1,0:32.0,R. Sessions misses free throw 2 of 2,,27,18
107,1,0:32.0,,Defensive rebound by G. Antetokounmpo,27,18
108,1,0:11.0,,J. Bayless misses 3-pt jump shot from 25 ft,27,18
109,1,0:10.0,Defensive rebound by G. Temple,,27,18
110,1,0:08.0,J. Wall enters the game for K. Oubre,,27,18
111,1,0:02.0,D. Gooden misses 3-pt jump shot from 27 ft,,27,18
112,1,0:00.0,,Defensive rebound by G. Antetokounmpo,27,18
113,2,11:46.0,,J. Parker makes 2-pt dunk from 1 ft (assist by M. Carter-Williams),27,20
114,2,11:19.0,R. Sessions misses 3-pt jump shot from 26 ft,,27,20
115,2,11:18.0,,Defensive rebound by J. Bayless,27,20
116,2,11:12.0,,Shooting foul by D. Gooden (drawn by J. Parker),27,20
117,2,11:12.0,,J. Parker misses free throw 1 of 2,27,20
118,2,11:12.0,,Offensive rebound by Team,27,20
119,2,11:12.0,O. Porter enters the game for D. Gooden,,27,20
120,2,11:12.0,,J. Parker makes free throw 2 of 2,27,21
121,2,10:51.0,O. Porter makes 2-pt jump shot from 14 ft (assist by R. Sessions),,29,21
122,2,10:42.0,,Turnover by M. Carter-Williams (step out of bounds),29,21
123,2,10:25.0,O. Porter misses 2-pt jump shot from 16 ft,,29,21
124,2,10:23.0,Offensive rebound by N. Hilário,,29,21
125,2,10:21.0,N. Hilário makes 2-pt layup at rim,,31,21
126,2,10:12.0,,Shooting foul by K. Oubre (drawn by M. Carter-Williams),31,21
127,2,10:12.0,,M. Carter-Williams makes free throw 1 of 2,31,22
128,2,10:12.0,,M. Carter-Williams misses free throw 2 of 2,31,22
129,2,10:11.0,,Offensive rebound by J. Parker,31,22
130,2,10:01.0,,Turnover by M. Carter-Williams (bad pass; steal by G. Temple),31,22
131,2,9:54.0,O. Porter misses 3-pt jump shot from 22 ft,,31,22
132,2,9:52.0,,Defensive rebound by J. Bayless,31,22
133,2,9:49.0,,Shooting foul by O. Porter (drawn by M. Carter-Williams),31,22
134,2,9:49.0,,M. Carter-Williams makes free throw 1 of 2,31,23
135,2,9:49.0,,M. Carter-Williams makes free throw 2 of 2,31,24
136,2,9:31.0,Shooting foul by G. Monroe (drawn by N. Hilário),,31,24
137,2,9:31.0,N. Hilário makes free throw 1 of 2,,32,24
138,2,9:31.0,N. Hilário makes free throw 2 of 2,,33,24
139,2,9:20.0,,G. Monroe makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),33,26
140,2,9:12.0,R. Sessions makes 2-pt layup from 1 ft,,35,26
141,2,9:03.0,,M. Carter-Williams makes 2-pt layup from 1 ft,35,28
142,2,8:58.0,R. Sessions misses 2-pt jump shot from 3 ft,,35,28
143,2,8:57.0,Offensive rebound by G. Temple,,35,28
144,2,8:56.0,G. Temple makes 2-pt layup at rim,,37,28
145,2,8:56.0,Shooting foul by M. Carter-Williams (drawn by G. Temple),,37,28
146,2,8:56.0,Official timeout,,37,28
147,2,8:56.0,,M. Plumlee enters the game for G. Monroe,37,28
148,2,8:56.0,G. Temple misses free throw 1 of 1,,37,28
149,2,8:54.0,,Defensive rebound by M. Plumlee,37,28
150,2,8:46.0,Violation by K. Oubre (kicked ball),,37,28
151,2,8:40.0,,J. Bayless misses 2-pt jump shot from 4 ft,37,28
152,2,8:39.0,,Offensive rebound by J. Bayless,37,28
153,2,8:37.0,,J. Bayless makes 2-pt jump shot from 6 ft,37,30
154,2,8:21.0,O. Porter misses 3-pt jump shot from 26 ft,,37,30
155,2,8:19.0,,Defensive rebound by J. Parker,37,30
156,2,8:15.0,,Personal foul by K. Oubre (drawn by M. Carter-Williams),37,30
157,2,8:15.0,M. Gortat enters the game for N. Hilário,,37,30
158,2,8:15.0,B. Beal enters the game for K. Oubre,,37,30
159,2,8:10.0,,R. Vaughn makes 2-pt jump shot from 20 ft (assist by M. Plumlee),37,32
160,2,7:59.0,Shooting foul by J. Parker (drawn by R. Sessions),,37,32
161,2,7:59.0,R. Sessions makes free throw 1 of 2,,38,32
162,2,7:59.0,R. Sessions makes free throw 2 of 2,,39,32
163,2,7:47.0,,J. Parker makes 2-pt jump shot from 11 ft (assist by J. Bayless),39,34
164,2,7:33.0,Shooting foul by J. Bayless (drawn by R. Sessions),,39,34
165,2,7:33.0,R. Sessions makes free throw 1 of 2,,40,34
166,2,7:33.0,J. Dudley enters the game for O. Porter,,40,34
167,2,7:33.0,J. Wall enters the game for G. Temple,,40,34
168,2,7:33.0,R. Sessions misses free throw 2 of 2,,40,34
169,2,7:32.0,,Defensive rebound by M. Carter-Williams,40,34
170,2,7:24.0,,M. Plumlee makes 2-pt hook shot from 3 ft (assist by J. Parker),40,36
171,2,7:24.0,,Shooting foul by M. Gortat (drawn by M. Plumlee),40,36
172,2,7:24.0,N. Hilário enters the game for M. Gortat,,40,36
173,2,7:24.0,,M. Plumlee misses free throw 1 of 1,40,36
174,2,7:23.0,Defensive rebound by N. Hilário,,40,36
175,2,6:58.0,J. Dudley misses 3-pt jump shot from 26 ft,,40,36
176,2,6:57.0,,Defensive rebound by J. Bayless,40,36
177,2,6:47.0,,J. Parker makes 2-pt layup from 1 ft (assist by J. Bayless),40,38
178,2,6:34.0,N. Hilário misses 2-pt layup at rim (block by M. Plumlee),,40,38
179,2,6:32.0,,Defensive rebound by J. Parker,40,38
180,2,6:30.0,Offensive charge foul by M. Plumlee (drawn by J. Dudley),,40,38
181,2,6:30.0,,Turnover by M. Plumlee (offensive foul),40,38
182,2,6:11.0,R. Sessions misses 3-pt jump shot from 22 ft,,40,38
183,2,6:09.0,,Defensive rebound by M. Carter-Williams,40,38
184,2,6:07.0,,Turnover by M. Carter-Williams (lost ball; steal by R. Sessions),40,38
185,2,6:00.0,Turnover by J. Dudley (lost ball; steal by J. Parker),,40,38
186,2,5:54.0,,Milwaukee full timeout,40,38
187,2,5:54.0,O. Porter enters the game for R. Sessions,,40,38
188,2,5:38.0,,Shooting foul by O. Porter (drawn by R. Vaughn),40,38
189,2,5:38.0,,R. Vaughn makes free throw 1 of 3,40,39
190,2,5:38.0,,R. Vaughn makes free throw 2 of 3,40,40
191,2,5:38.0,,R. Vaughn makes free throw 3 of 3,40,41
192,2,5:23.0,O. Porter misses 2-pt layup at rim,,40,41
193,2,5:21.0,,Defensive rebound by R. Vaughn,40,41
194,2,5:02.0,,J. Bayless makes 3-pt jump shot from 25 ft,40,44
195,2,4:52.0,J. Wall misses 3-pt jump shot from 27 ft,,40,44
196,2,4:51.0,Offensive rebound by O. Porter,,40,44
197,2,4:49.0,O. Porter misses 2-pt jump shot from 12 ft,,40,44
198,2,4:48.0,,Defensive rebound by J. Parker,40,44
199,2,4:41.0,,J. Bayless misses 2-pt jump shot from 20 ft,40,44
200,2,4:37.0,Defensive rebound by J. Wall,,40,44
201,2,4:32.0,J. Dudley misses 3-pt jump shot from 27 ft,,40,44
202,2,4:31.0,,Defensive rebound by M. Plumlee,40,44
203,2,4:17.0,,J. Parker makes 2-pt jump shot from 14 ft,40,46
204,2,4:11.0,Washington full timeout,,40,46
205,2,4:11.0,,O. Mayo enters the game for M. Carter-Williams,40,46
206,2,4:11.0,,K. Middleton enters the game for R. Vaughn,40,46
207,2,4:04.0,J. Wall misses 2-pt layup from 1 ft (block by O. Mayo),,40,46
208,2,4:04.0,Offensive rebound by Team,,40,46
209,2,4:01.0,B. Beal misses 3-pt jump shot from 26 ft,,40,46
210,2,3:59.0,,Defensive rebound by K. Middleton,40,46
211,2,3:38.0,,O. Mayo misses 2-pt layup at rim (block by J. Wall),40,46
212,2,3:37.0,Defensive rebound by N. Hilário,,40,46
213,2,3:37.0,,Loose ball foul by M. Plumlee (drawn by N. Hilário),40,46
214,2,3:37.0,N. Hilário makes free throw 1 of 2,,41,46
215,2,3:37.0,N. Hilário makes free throw 2 of 2,,42,46
216,2,3:13.0,,J. Bayless misses 2-pt layup at rim,42,46
217,2,3:11.0,Defensive rebound by N. Hilário,,42,46
218,2,3:06.0,J. Wall misses 2-pt layup from 1 ft (block by J. Bayless),,42,46
219,2,3:04.0,,Defensive rebound by J. Parker,42,46
220,2,3:02.0,,J. Parker misses 2-pt layup from 1 ft (block by O. Porter),42,46
221,2,3:02.0,Defensive rebound by Team,,42,46
222,2,2:49.0,N. Hilário misses 2-pt jump shot from 19 ft,,42,46
223,2,2:48.0,,Defensive rebound by J. Bayless,42,46
224,2,2:33.0,,Shooting foul by J. Dudley (drawn by J. Parker),42,46
225,2,2:33.0,,J. Parker misses free throw 1 of 2,42,46
226,2,2:33.0,,Offensive rebound by Team,42,46
227,2,2:33.0,,G. Antetokounmpo enters the game for J. Bayless,42,46
228,2,2:33.0,,G. Monroe enters the game for M. Plumlee,42,46
229,2,2:33.0,,J. Parker makes free throw 2 of 2,42,47
230,2,2:13.0,Offensive foul by O. Porter (drawn by K. Middleton),,42,47
231,2,2:13.0,Turnover by O. Porter (offensive foul),,42,47
232,2,2:13.0,G. Temple enters the game for O. Porter,,42,47
233,2,2:01.0,,G. Monroe makes 2-pt layup from 1 ft (assist by J. Parker),42,49
234,2,1:49.0,Turnover by J. Wall (bad pass; steal by G. Monroe),,42,49
235,2,1:46.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),42,51
236,2,1:27.0,Turnover by J. Wall (bad pass),,42,51
237,2,1:27.0,D. Blair enters the game for N. Hilário,,42,51
238,2,1:13.0,,Shooting foul by D. Blair (drawn by G. Antetokounmpo),42,51
239,2,1:13.0,,G. Antetokounmpo makes free throw 1 of 2,42,52
240,2,1:13.0,,G. Antetokounmpo makes free throw 2 of 2,42,53
241,2,1:03.0,J. Wall makes 2-pt layup at rim (assist by B. Beal),,44,53
242,2,0:45.0,,Personal foul by D. Blair (drawn by G. Monroe),44,53
243,2,0:45.0,,G. Monroe makes free throw 1 of 2,44,54
244,2,0:45.0,,G. Monroe makes free throw 2 of 2,44,55
245,2,0:35.0,Washington full timeout,,44,55
246,2,0:24.0,B. Beal makes 2-pt jump shot from 16 ft (assist by J. Wall),,46,55
247,2,0:05.0,,K. Middleton misses 2-pt layup at rim,46,55
248,2,0:03.0,,Offensive rebound by K. Middleton,46,55
249,2,0:01.0,,K. Middleton misses 3-pt jump shot from 25 ft,46,55
250,2,0:00.0,,Offensive rebound by G. Monroe,46,55
251,3,11:38.0,,Turnover by O. Mayo (bad pass; steal by M. Gortat),46,55
252,3,11:30.0,O. Porter misses 3-pt jump shot from 27 ft,,46,55
253,3,11:28.0,Offensive rebound by J. Dudley,,46,55
254,3,11:18.0,B. Beal makes 3-pt jump shot from 25 ft,,49,55
255,3,11:00.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by O. Mayo),49,57
256,3,10:39.0,B. Beal misses 2-pt jump shot from 21 ft,,49,57
257,3,10:38.0,,Defensive rebound by G. Antetokounmpo,49,57
258,3,10:33.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,49,57
259,3,10:31.0,Defensive rebound by M. Gortat,,49,57
260,3,10:16.0,O. Porter misses 2-pt jump shot from 15 ft,,49,57
261,3,10:14.0,,Defensive rebound by G. Antetokounmpo,49,57
262,3,10:02.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,49,57
263,3,10:01.0,Defensive rebound by J. Dudley,,49,57
264,3,10:00.0,Flagrant foul type 1 by O. Mayo (drawn by O. Porter),,49,57
265,3,10:00.0,O. Porter makes flagrant free throw 1 of 2,,50,57
266,3,10:00.0,O. Porter misses flagrant free throw 2 of 2,,50,57
267,3,10:00.0,Offensive rebound by Team,,50,57
268,3,9:44.0,J. Wall misses 3-pt jump shot from 26 ft,,50,57
269,3,9:42.0,Offensive rebound by Team,,50,57
270,3,9:37.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,52,57
271,3,9:24.0,,Personal foul by B. Beal (drawn by K. Middleton),52,57
272,3,9:15.0,,K. Middleton misses 2-pt jump shot from 14 ft,52,57
273,3,9:12.0,Defensive rebound by M. Gortat,,52,57
274,3,8:59.0,J. Dudley makes 2-pt jump shot from 19 ft (assist by J. Wall),,54,57
275,3,8:52.0,,Offensive foul by O. Mayo (drawn by J. Dudley),54,57
276,3,8:52.0,,Turnover by O. Mayo (offensive foul),54,57
277,3,8:52.0,,M. Carter-Williams enters the game for O. Mayo,54,57
278,3,8:31.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,56,57
279,3,8:31.0,,Milwaukee full timeout,56,57
280,3,8:21.0,,Turnover by G. Antetokounmpo (lost ball),56,57
281,3,8:06.0,J. Wall misses 3-pt jump shot from 28 ft,,56,57
282,3,8:05.0,,Defensive rebound by M. Plumlee,56,57
283,3,7:51.0,,Turnover by M. Carter-Williams (bad pass),56,57
284,3,7:50.0,,Loose ball foul by G. Antetokounmpo (drawn by O. Porter),56,57
285,3,7:50.0,,G. Monroe enters the game for M. Plumlee,56,57
286,3,7:31.0,J. Wall makes 2-pt jump shot from 19 ft,,58,57
287,3,7:06.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,58,57
288,3,7:04.0,Defensive rebound by B. Beal,,58,57
289,3,6:55.0,B. Beal misses 3-pt jump shot from 27 ft,,58,57
290,3,6:54.0,Offensive rebound by O. Porter,,58,57
291,3,6:40.0,J. Wall misses 3-pt jump shot from 24 ft,,58,57
292,3,6:39.0,,Defensive rebound by G. Antetokounmpo,58,57
293,3,6:30.0,,Turnover by J. Parker (bad pass; steal by J. Wall),58,57
294,3,6:26.0,J. Wall misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,58,57
295,3,6:23.0,,Defensive rebound by M. Carter-Williams,58,57
296,3,6:19.0,,Turnover by J. Parker (bad pass),58,57
297,3,6:05.0,Turnover by M. Gortat (bad pass; steal by K. Middleton),,58,57
298,3,6:02.0,,K. Middleton makes 2-pt dunk at rim,58,59
299,3,5:35.0,M. Gortat makes 2-pt hook shot from 11 ft,,60,59
300,3,5:20.0,,G. Antetokounmpo misses 3-pt jump shot from 22 ft,60,59
301,3,5:19.0,Defensive rebound by J. Dudley,,60,59
302,3,5:12.0,O. Porter misses 3-pt jump shot from 25 ft,,60,59
303,3,5:11.0,,Defensive rebound by G. Monroe,60,59
304,3,5:02.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,60,59
305,3,5:00.0,Defensive rebound by M. Gortat,,60,59
306,3,4:47.0,Shooting foul by G. Monroe (drawn by B. Beal),,60,59
307,3,4:47.0,B. Beal makes free throw 1 of 2,,61,59
308,3,4:47.0,B. Beal makes free throw 2 of 2,,62,59
309,3,4:32.0,,G. Monroe makes 2-pt hook shot from 3 ft,62,61
310,3,4:21.0,B. Beal misses 2-pt jump shot from 4 ft,,62,61
311,3,4:20.0,,Defensive rebound by G. Monroe,62,61
312,3,4:14.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),62,63
313,3,3:52.0,J. Wall misses 3-pt jump shot from 26 ft,,62,63
314,3,3:51.0,Offensive rebound by M. Gortat,,62,63
315,3,3:49.0,M. Gortat misses 2-pt layup from 1 ft,,62,63
316,3,3:48.0,Offensive rebound by M. Gortat,,62,63
317,3,3:48.0,M. Gortat misses 2-pt layup from 1 ft,,62,63
318,3,3:47.0,Offensive rebound by Team,,62,63
319,3,3:39.0,Turnover by B. Beal (bad pass; steal by K. Middleton),,62,63
320,3,3:24.0,,J. Parker makes 2-pt jump shot from 14 ft (assist by M. Carter-Williams),62,65
321,3,3:01.0,Shooting foul by M. Carter-Williams (drawn by B. Beal),,62,65
322,3,3:01.0,B. Beal makes free throw 1 of 2,,63,65
323,3,3:01.0,B. Beal makes free throw 2 of 2,,64,65
324,3,2:50.0,,G. Monroe misses 2-pt hook shot from 3 ft,64,65
325,3,2:49.0,,Offensive rebound by G. Antetokounmpo,64,65
326,3,2:37.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,64,65
327,3,2:36.0,Defensive rebound by O. Porter,,64,65
328,3,2:22.0,J. Dudley makes 2-pt layup from 2 ft (assist by O. Porter),,66,65
329,3,2:12.0,Washington full timeout,,66,65
330,3,2:12.0,G. Temple enters the game for B. Beal,,66,65
331,3,2:12.0,,J. Bayless enters the game for M. Carter-Williams,66,65
332,3,2:06.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),66,67
333,3,1:37.0,M. Gortat misses 3-pt jump shot from 27 ft,,66,67
334,3,1:36.0,,Defensive rebound by J. Parker,66,67
335,3,1:13.0,,J. Bayless misses 2-pt jump shot from 5 ft (block by J. Dudley),66,67
336,3,1:11.0,Defensive rebound by M. Gortat,,66,67
337,3,1:10.0,,Violation by G. Antetokounmpo (def goaltending),66,67
338,3,1:10.0,O. Porter makes 2-pt layup at rim (assist by M. Gortat),,68,67
339,3,0:45.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by J. Dudley),68,67
340,3,0:43.0,Defensive rebound by G. Temple,,68,67
341,3,0:37.0,Turnover by J. Wall (bad pass; steal by K. Middleton),,68,67
342,3,0:36.0,,Personal foul by J. Dudley (drawn by J. Parker),68,67
343,3,0:29.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),68,69
344,3,0:09.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,70,69
345,3,0:02.0,,Turnover by K. Middleton (lost ball; steal by G. Temple),70,69
346,3,0:00.0,J. Wall misses 3-pt jump shot from 43 ft,,70,69
347,3,0:00.0,Offensive rebound by Team,,70,69
348,4,11:44.0,Shooting foul by G. Monroe (drawn by N. Hilário),,70,69
349,4,11:44.0,N. Hilário makes free throw 1 of 2,,71,69
350,4,11:44.0,N. Hilário makes free throw 2 of 2,,72,69
351,4,11:27.0,,J. Bayless misses 3-pt jump shot from 23 ft,72,69
352,4,11:26.0,,Offensive rebound by G. Antetokounmpo,72,69
353,4,11:26.0,,Personal foul by G. Temple (drawn by G. Antetokounmpo),72,69
354,4,11:20.0,Offensive charge foul by G. Monroe (drawn by G. Temple),,72,69
355,4,11:20.0,,Turnover by G. Monroe (offensive foul),72,69
356,4,10:59.0,J. Wall misses 2-pt jump shot from 16 ft,,72,69
357,4,10:58.0,,Defensive rebound by J. Bayless,72,69
358,4,10:45.0,,R. Vaughn makes 3-pt jump shot from 24 ft (assist by K. Middleton),72,72
359,4,10:28.0,Personal foul by K. Middleton (drawn by K. Oubre),,72,72
360,4,10:15.0,J. Wall makes 3-pt jump shot from 28 ft (assist by O. Porter),,75,72
361,4,9:58.0,,K. Middleton misses 2-pt layup at rim,75,72
362,4,9:57.0,,Offensive rebound by G. Monroe,75,72
363,4,9:57.0,,G. Monroe misses 2-pt layup from 1 ft,75,72
364,4,9:55.0,,Offensive rebound by G. Monroe,75,72
365,4,9:55.0,,G. Monroe misses 2-pt layup from 1 ft,75,72
366,4,9:54.0,,Offensive rebound by K. Middleton,75,72
367,4,9:54.0,,K. Middleton makes 2-pt layup from 1 ft,75,74
368,4,9:54.0,,Shooting foul by N. Hilário (drawn by K. Middleton),75,74
369,4,9:54.0,,K. Middleton makes free throw 1 of 1,75,75
370,4,9:42.0,K. Oubre misses 2-pt dunk at rim,,75,75
371,4,9:40.0,,Defensive rebound by J. Bayless,75,75
372,4,9:33.0,,K. Middleton makes 2-pt layup from 1 ft,75,77
373,4,9:33.0,Washington full timeout,,75,77
374,4,9:33.0,B. Beal enters the game for K. Oubre,,75,77
375,4,9:17.0,Turnover by B. Beal (bad pass),,75,77
376,4,8:52.0,,R. Vaughn misses 3-pt jump shot from 27 ft (block by J. Wall),75,77
377,4,8:52.0,,Offensive rebound by Team,75,77
378,4,8:52.0,,Turnover by Team (shot clock),75,77
379,4,8:38.0,G. Temple misses 3-pt jump shot from 23 ft,,75,77
380,4,8:37.0,,Defensive rebound by G. Antetokounmpo,75,77
381,4,8:23.0,,K. Middleton misses 2-pt jump shot from 16 ft,75,77
382,4,8:22.0,Defensive rebound by B. Beal,,75,77
