,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
101,1,1:33.0,,Personal foul by N. Jokić (drawn by A. Len),11,24
102,1,1:19.0,,A. Goodwin misses 2-pt layup from 1 ft,11,24
103,1,1:18.0,Defensive rebound by N. Jokić,,11,24
104,1,1:08.0,J. Nelson misses 3-pt jump shot from 24 ft,,11,24
105,1,1:08.0,Offensive rebound by Team,,11,24
106,1,1:08.0,Personal foul by A. Len (drawn by N. Jokić),,11,24
107,1,1:04.0,J. Nelson misses 3-pt jump shot from 24 ft,,11,24
108,1,1:03.0,,Defensive rebound by A. Len,11,24
109,1,0:58.0,,Turnover by A. Len (bad pass),11,24
110,1,0:39.0,D. Arthur misses 2-pt jump shot from 19 ft,,11,24
111,1,0:38.0,Offensive rebound by W. Barton,,11,24
112,1,0:35.0,W. Barton makes 2-pt jump shot from 3 ft,,13,24
113,1,0:30.0,,E. Bledsoe makes 3-pt jump shot from 24 ft,13,27
114,1,0:05.0,W. Barton misses 2-pt jump shot from 19 ft,,13,27
115,1,0:05.0,,Defensive rebound by A. Goodwin,13,27
116,1,0:01.0,,A. Goodwin misses 3-pt jump shot from 39 ft,13,27
117,1,0:00.0,,Offensive rebound by Team,13,27
118,2,11:45.0,R. Foye misses 2-pt jump shot from 17 ft,,13,27
119,2,11:42.0,,Defensive rebound by T. Warren,13,27
120,2,11:27.0,,T. Warren misses 2-pt jump shot from 10 ft,13,27
121,2,11:27.0,,Offensive rebound by T. Warren,13,27
122,2,11:27.0,,Shooting foul by N. Jokić (drawn by T. Warren),13,27
123,2,11:27.0,,T. Warren makes free throw 1 of 2,13,28
124,2,11:27.0,,T. Warren makes free throw 2 of 2,13,29
125,2,11:11.0,J. Nelson misses 2-pt layup from 1 ft,,13,29
126,2,11:11.0,,Defensive rebound by T. Warren,13,29
127,2,11:04.0,,Turnover by B. Knight (traveling),13,29
128,2,10:50.0,Personal foul by B. Knight (drawn by J. Nelson),,13,29
129,2,10:36.0,W. Barton misses 2-pt jump shot from 19 ft,,13,29
130,2,10:35.0,Offensive rebound by N. Jokić,,13,29
131,2,10:26.0,R. Foye makes 2-pt jump shot from 18 ft,,15,29
132,2,10:10.0,,Shooting foul by N. Jokić (drawn by A. Len),15,29
133,2,10:10.0,,A. Len makes free throw 1 of 2,15,30
134,2,10:10.0,K. Papanikolaou enters the game for N. Jokić,,15,30
135,2,10:10.0,J. Hickson enters the game for D. Arthur,,15,30
136,2,10:10.0,,A. Len makes free throw 2 of 2,15,31
137,2,9:55.0,J. Nelson makes 2-pt jump shot from 3 ft,,17,31
138,2,9:45.0,,B. Knight misses 3-pt jump shot from 25 ft,17,31
139,2,9:45.0,Defensive rebound by Team,,17,31
140,2,9:44.0,,T. Chandler enters the game for A. Len,17,31
141,2,9:23.0,J. Nelson misses 2-pt jump shot from 20 ft,,17,31
142,2,9:23.0,,Defensive rebound by Team,17,31
143,2,9:23.0,Loose ball foul by K. Papanikolaou (drawn by A. Goodwin),,17,31
144,2,9:16.0,,Turnover by B. Knight (bad pass; steal by K. Papanikolaou),17,31
145,2,9:11.0,K. Papanikolaou makes 2-pt layup at rim,,19,31
146,2,9:01.0,,Turnover by A. Goodwin (bad pass; steal by W. Barton),19,31
147,2,8:50.0,J. Hickson misses 2-pt jump shot from 13 ft,,19,31
148,2,8:49.0,,Defensive rebound by T. Chandler,19,31
149,2,8:42.0,,T. Warren misses 2-pt jump shot at rim,19,31
150,2,8:41.0,,Offensive rebound by T. Warren,19,31
151,2,8:41.0,,T. Warren makes 2-pt layup at rim,19,33
152,2,8:28.0,Turnover by W. Barton (lost ball; steal by T. Warren),,19,33
153,2,8:24.0,,Shooting block foul by K. Papanikolaou (drawn by A. Goodwin),19,33
154,2,8:24.0,Official timeout,,19,33
155,2,8:24.0,,A. Goodwin makes free throw 1 of 2,19,34
156,2,8:24.0,,A. Goodwin misses free throw 2 of 2,19,34
157,2,8:24.0,Defensive rebound by W. Barton,,19,34
158,2,8:06.0,K. Papanikolaou misses 3-pt jump shot from 24 ft,,19,34
159,2,8:06.0,,Defensive rebound by T. Warren,19,34
160,2,7:43.0,,T. Warren misses 3-pt jump shot from 24 ft,19,34
161,2,7:42.0,,Offensive rebound by T. Warren,19,34
162,2,7:39.0,,T. Warren makes 2-pt jump shot from 9 ft,19,36
163,2,7:21.0,W. Barton misses 3-pt jump shot from 24 ft,,19,36
164,2,7:21.0,,Defensive rebound by T. Chandler,19,36
165,2,7:12.0,,M. Teletović misses 3-pt jump shot from 24 ft,19,36
166,2,7:12.0,,Offensive rebound by T. Warren,19,36
167,2,7:10.0,E. Mudiay enters the game for J. Nelson,,19,36
168,2,6:59.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Teletović),19,38
169,2,6:58.0,Denver full timeout,,19,38
170,2,6:58.0,G. Harris enters the game for R. Foye,,19,38
171,2,6:58.0,D. Gallinari enters the game for K. Papanikolaou,,19,38
172,2,6:33.0,E. Mudiay misses 3-pt jump shot from 23 ft,,19,38
173,2,6:33.0,,Defensive rebound by M. Teletović,19,38
174,2,6:09.0,,M. Teletović misses 2-pt layup at rim,19,38
175,2,6:08.0,,Offensive rebound by M. Teletović,19,38
176,2,6:08.0,,M. Teletović misses 2-pt layup at rim,19,38
177,2,6:05.0,Defensive rebound by G. Harris,,19,38
178,2,5:59.0,W. Barton makes 2-pt layup at rim,,21,38
179,2,5:59.0,,Turnover by B. Knight (lost ball; steal by W. Barton),21,38
180,2,5:55.0,Personal foul by B. Knight (drawn by W. Barton),,21,38
181,2,5:55.0,,E. Bledsoe enters the game for A. Goodwin,21,38
182,2,5:55.0,K. Faried enters the game for J. Hickson,,21,38
183,2,5:35.0,Shooting foul by T. Warren (drawn by G. Harris),,21,38
184,2,5:35.0,G. Harris makes 2-pt layup at rim,,23,38
185,2,5:35.0,G. Harris makes free throw 1 of 1,,24,38
186,2,5:27.0,,B. Knight misses 3-pt jump shot from 24 ft,24,38
187,2,5:26.0,Defensive rebound by K. Faried,,24,38
188,2,5:13.0,D. Gallinari misses 2-pt layup from 1 ft (block by T. Chandler),,24,38
189,2,5:13.0,Offensive rebound by Team,,24,38
190,2,5:13.0,,P. Tucker enters the game for T. Warren,24,38
191,2,5:06.0,E. Mudiay misses 2-pt jump shot from 15 ft,,24,38
192,2,5:05.0,,Defensive rebound by P. Tucker,24,38
193,2,4:58.0,,E. Bledsoe misses 2-pt layup from 1 ft,24,38
194,2,4:57.0,,Offensive rebound by T. Chandler,24,38
195,2,4:55.0,,T. Chandler makes 2-pt layup at rim,24,40
196,2,4:35.0,K. Faried misses 2-pt hook shot from 1 ft,,24,40
197,2,4:34.0,Offensive rebound by K. Faried,,24,40
198,2,4:21.0,Def 3 sec tech foul by T. Chandler,,24,40
199,2,4:21.0,D. Gallinari makes technical free throw,,25,40
200,2,4:06.0,E. Mudiay misses 2-pt jump shot from 16 ft,,25,40
201,2,4:05.0,,Defensive rebound by T. Chandler,25,40
202,2,3:57.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),25,43
203,2,3:42.0,E. Mudiay misses 3-pt jump shot from 24 ft,,25,43
204,2,3:42.0,,Defensive rebound by P. Tucker,25,43
205,2,3:31.0,,E. Bledsoe makes 2-pt jump shot from 4 ft,25,45
206,2,3:31.0,,Shooting foul by D. Gallinari (drawn by E. Bledsoe),25,45
207,2,3:31.0,J. Nelson enters the game for E. Mudiay,,25,45
208,2,3:31.0,,E. Bledsoe makes free throw 1 of 1,25,46
209,2,3:17.0,Turnover by G. Harris (bad pass),,25,46
210,2,3:11.0,R. Foye enters the game for W. Barton,,25,46
211,2,3:02.0,,B. Knight misses 2-pt jump shot from 18 ft,25,46
212,2,3:01.0,Defensive rebound by D. Gallinari,,25,46
213,2,2:57.0,Personal foul by P. Tucker (drawn by D. Gallinari),,25,46
214,2,2:57.0,,Phoenix full timeout,25,46
215,2,2:57.0,,D. Booker enters the game for B. Knight,25,46
216,2,2:49.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by R. Foye),,28,46
217,2,2:34.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),28,49
218,2,2:13.0,R. Foye misses 3-pt jump shot from 24 ft,,28,49
219,2,2:13.0,,Defensive rebound by T. Chandler,28,49
220,2,2:07.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,28,51
221,2,1:51.0,G. Harris misses 2-pt jump shot from 7 ft,,28,51
222,2,1:50.0,,Defensive rebound by E. Bledsoe,28,51
223,2,1:46.0,Violation by R. Foye (kicked ball),,28,51
224,2,1:43.0,,Shooting foul by G. Harris (drawn by E. Bledsoe),28,51
225,2,1:43.0,,E. Bledsoe makes free throw 1 of 2,28,52
226,2,1:43.0,,E. Bledsoe makes free throw 2 of 2,28,53
227,2,1:28.0,D. Gallinari misses 2-pt layup from 2 ft,,28,53
228,2,1:27.0,Offensive rebound by K. Faried,,28,53
229,2,1:19.0,D. Gallinari misses 3-pt jump shot from 24 ft,,28,53
230,2,1:19.0,Offensive rebound by Team,,28,53
231,2,1:19.0,Turnover by Team (shot clock),,28,53
232,2,0:57.0,,E. Bledsoe makes 2-pt jump shot from 5 ft,28,55
233,2,0:39.0,G. Harris misses 3-pt jump shot from 23 ft,,28,55
234,2,0:39.0,,Defensive rebound by M. Teletović,28,55
235,2,0:30.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by M. Teletović),28,58
236,2,0:04.0,J. Nelson misses 2-pt jump shot from 20 ft,,28,58
237,2,0:04.0,Offensive rebound by Team,,28,58
238,2,0:04.0,Turnover by Team (shot clock),,28,58
239,2,0:01.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by G. Harris),28,58
240,2,0:01.0,,Offensive rebound by Team,28,58
241,2,0:01.0,,Phoenix full timeout,28,58
242,2,0:01.0,J. Hickson enters the game for K. Faried,,28,58
243,2,0:01.0,,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),28,60
244,3,11:43.0,Shooting block foul by T. Chandler (drawn by D. Gallinari),,28,60
245,3,11:43.0,D. Gallinari makes free throw 1 of 2,,29,60
246,3,11:43.0,D. Gallinari makes free throw 2 of 2,,30,60
247,3,11:21.0,,B. Knight makes 2-pt layup from 2 ft,30,62
248,3,11:21.0,,Shooting block foul by D. Gallinari (drawn by B. Knight),30,62
249,3,11:21.0,,B. Knight makes free throw 1 of 1,30,63
250,3,10:59.0,W. Barton makes 2-pt jump shot from 18 ft,,32,63
251,3,10:43.0,,J. Leuer misses 2-pt layup from 1 ft,32,63
252,3,10:42.0,Defensive rebound by J. Hickson,,32,63
253,3,10:35.0,D. Gallinari misses 2-pt layup from 2 ft,,32,63
254,3,10:33.0,Offensive rebound by D. Gallinari,,32,63
255,3,10:33.0,D. Gallinari makes 2-pt layup at rim,,34,63
256,3,10:18.0,,P. Tucker misses 3-pt jump shot from 23 ft,34,63
257,3,10:18.0,Defensive rebound by D. Gallinari,,34,63
258,3,10:14.0,W. Barton makes 2-pt dunk at rim (assist by D. Gallinari),,36,63
259,3,9:56.0,,Turnover by T. Chandler (3 sec),36,63
260,3,9:39.0,E. Mudiay misses 2-pt jump shot from 12 ft,,36,63
261,3,9:38.0,,Defensive rebound by J. Leuer,36,63
262,3,9:29.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by P. Tucker),36,66
263,3,9:16.0,W. Barton misses 3-pt jump shot from 24 ft,,36,66
264,3,9:15.0,Offensive rebound by D. Gallinari,,36,66
265,3,9:10.0,W. Barton makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,39,66
266,3,9:01.0,,Shooting foul by D. Gallinari (drawn by J. Leuer),39,66
267,3,9:01.0,,J. Leuer makes free throw 1 of 2,39,67
268,3,9:01.0,,J. Leuer makes free throw 2 of 2,39,68
269,3,8:44.0,G. Harris makes 2-pt layup from 2 ft,,41,68
270,3,8:31.0,,B. Knight makes 3-pt jump shot from 24 ft (assist by P. Tucker),41,71
271,3,8:20.0,J. Hickson misses 2-pt jump shot from 21 ft,,41,71
272,3,8:20.0,Offensive rebound by Team,,41,71
273,3,8:20.0,,Loose ball foul by J. Leuer (drawn by D. Gallinari),41,71
274,3,8:14.0,E. Mudiay makes 2-pt jump shot from 14 ft,,43,71
275,3,7:59.0,,P. Tucker makes 2-pt jump shot from 3 ft,43,73
276,3,7:41.0,D. Gallinari misses 3-pt jump shot from 24 ft,,43,73
277,3,7:40.0,,Defensive rebound by B. Knight,43,73
278,3,7:34.0,,Turnover by P. Tucker (step out of bounds),43,73
279,3,7:13.0,,Violation by E. Bledsoe (kicked ball),43,73
280,3,7:01.0,E. Mudiay makes 2-pt jump shot from 18 ft (assist by W. Barton),,45,73
281,3,6:49.0,,B. Knight makes 2-pt layup from 1 ft,45,75
282,3,6:49.0,Denver full timeout,,45,75
283,3,6:29.0,Turnover by J. Hickson (bad pass; steal by B. Knight),,45,75
284,3,6:24.0,,B. Knight misses 2-pt layup from 2 ft (block by W. Barton),45,75
285,3,6:23.0,Defensive rebound by Team,,45,75
286,3,6:06.0,G. Harris misses 3-pt jump shot from 25 ft,,45,75
287,3,6:06.0,,Defensive rebound by E. Bledsoe,45,75
288,3,6:02.0,,Personal foul by J. Hickson (drawn by E. Bledsoe),45,75
289,3,5:49.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,45,75
290,3,5:49.0,Defensive rebound by W. Barton,,45,75
291,3,5:37.0,E. Mudiay misses 3-pt jump shot from 23 ft,,45,75
292,3,5:37.0,,Defensive rebound by P. Tucker,45,75
293,3,5:32.0,,B. Knight makes 2-pt layup at rim (assist by P. Tucker),45,77
294,3,5:10.0,E. Mudiay misses 2-pt layup at rim,,45,77
295,3,5:09.0,,Defensive rebound by P. Tucker,45,77
296,3,5:07.0,,Personal foul by G. Harris (drawn by E. Bledsoe),45,77
297,3,5:07.0,J. Nelson enters the game for J. Hickson,,45,77
298,3,5:07.0,N. Jokić enters the game for G. Harris,,45,77
299,3,5:07.0,,A. Goodwin enters the game for T. Chandler,45,77
300,3,5:07.0,,A. Len enters the game for B. Knight,45,77
301,3,4:54.0,,A. Len misses 2-pt layup at rim (block by D. Gallinari),45,77
302,3,4:52.0,Defensive rebound by W. Barton,,45,77
303,3,4:46.0,E. Mudiay misses 3-pt jump shot from 25 ft,,45,77
304,3,4:46.0,,Defensive rebound by E. Bledsoe,45,77
305,3,4:46.0,,Personal foul by D. Gallinari (drawn by E. Bledsoe),45,77
306,3,4:46.0,,E. Bledsoe makes free throw 1 of 2,45,78
307,3,4:46.0,K. Papanikolaou enters the game for D. Gallinari,,45,78
308,3,4:46.0,,E. Bledsoe makes free throw 2 of 2,45,79
309,3,4:31.0,N. Jokić makes 2-pt jump shot from 3 ft (assist by W. Barton),,47,79
310,3,4:09.0,,P. Tucker misses 3-pt jump shot from 24 ft,47,79
311,3,4:09.0,Defensive rebound by N. Jokić,,47,79
312,3,4:05.0,Turnover by E. Mudiay (bad pass),,47,79
313,3,3:48.0,,E. Bledsoe misses 2-pt jump shot from 22 ft,47,79
314,3,3:48.0,Defensive rebound by E. Mudiay,,47,79
315,3,3:32.0,W. Barton makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,50,79
316,3,3:14.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by A. Goodwin),50,82
317,3,2:54.0,,Violation by P. Tucker (kicked ball),50,82
318,3,2:54.0,,Phoenix full timeout,50,82
319,3,2:54.0,,T. Warren enters the game for P. Tucker,50,82
320,3,2:54.0,,M. Teletović enters the game for J. Leuer,50,82
321,3,2:54.0,R. Foye enters the game for E. Mudiay,,50,82
322,3,2:46.0,K. Papanikolaou misses 2-pt layup from 1 ft,,50,82
323,3,2:45.0,,Defensive rebound by E. Bledsoe,50,82
324,3,2:39.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,50,84
325,3,2:23.0,Personal foul by T. Warren (drawn by N. Jokić),,50,84
326,3,2:14.0,W. Barton misses 2-pt layup from 2 ft,,50,84
327,3,2:13.0,,Defensive rebound by M. Teletović,50,84
328,3,2:03.0,,Turnover by E. Bledsoe (bad pass; steal by N. Jokić),50,84
329,3,1:55.0,R. Foye misses 3-pt jump shot from 23 ft,,50,84
330,3,1:55.0,,Defensive rebound by A. Len,50,84
331,3,1:34.0,,A. Len misses 2-pt layup from 1 ft,50,84
332,3,1:33.0,Defensive rebound by N. Jokić,,50,84
333,3,1:19.0,K. Papanikolaou makes 2-pt layup at rim (assist by R. Foye),,52,84
334,3,1:00.0,,M. Teletović misses 3-pt jump shot from 24 ft,52,84
335,3,1:00.0,Defensive rebound by W. Barton,,52,84
336,3,0:51.0,R. Foye makes 2-pt jump shot from 18 ft,,54,84
337,3,0:27.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,54,86
338,3,0:06.0,J. Nelson misses 3-pt jump shot from 23 ft,,54,86
339,3,0:06.0,,Defensive rebound by E. Bledsoe,54,86
340,3,0:01.0,,T. Warren makes 2-pt layup from 2 ft (assist by E. Bledsoe),54,88
341,3,0:00.0,K. Papanikolaou misses 3-pt jump shot from 74 ft,,54,88
342,3,0:00.0,Offensive rebound by Team,,54,88
343,4,11:38.0,,A. Goodwin makes 3-pt jump shot from 24 ft (assist by M. Teletović),54,91
344,4,11:19.0,N. Jokić misses 2-pt layup from 2 ft,,54,91
345,4,11:18.0,,Defensive rebound by M. Teletović,54,91
346,4,11:04.0,,Turnover by A. Len (lost ball; steal by N. Jokić),54,91
347,4,10:55.0,W. Barton makes 2-pt jump shot from 13 ft,,56,91
348,4,10:38.0,,Turnover by D. Booker (discontinued dribble),56,91
349,4,10:24.0,Shooting foul by A. Len (drawn by K. Papanikolaou),,56,91
350,4,10:24.0,K. Papanikolaou misses free throw 1 of 2,,56,91
351,4,10:24.0,Offensive rebound by Team,,56,91
352,4,10:24.0,K. Papanikolaou makes free throw 2 of 2,,57,91
353,4,10:13.0,,Turnover by A. Goodwin (bad pass),57,91
354,4,10:01.0,W. Barton makes 3-pt jump shot from 25 ft (assist by R. Foye),,60,91
355,4,9:50.0,,Turnover by M. Teletović (bad pass),60,91
356,4,9:34.0,R. Foye misses 2-pt jump shot from 4 ft,,60,91
357,4,9:34.0,,Defensive rebound by A. Len,60,91
358,4,9:28.0,,T. Warren misses 2-pt jump shot from 9 ft,60,91
359,4,9:26.0,Defensive rebound by W. Barton,,60,91
360,4,9:18.0,R. Foye misses 2-pt jump shot from 21 ft,,60,91
361,4,9:17.0,,Defensive rebound by A. Goodwin,60,91
362,4,8:55.0,,D. Booker misses 2-pt jump shot from 16 ft,60,91
363,4,8:55.0,Defensive rebound by W. Barton,,60,91
364,4,8:41.0,J. Nelson makes 2-pt jump shot from 8 ft,,62,91
365,4,8:41.0,,Phoenix full timeout,62,91
366,4,8:30.0,,Turnover by T. Warren (lost ball; steal by N. Jokić),62,91
367,4,8:21.0,R. Foye misses 3-pt jump shot from 22 ft,,62,91
368,4,8:20.0,,Defensive rebound by D. Booker,62,91
369,4,8:20.0,,Turnover by D. Booker (lost ball),62,91
370,4,8:20.0,,S. Weems enters the game for T. Warren,62,91
371,4,8:07.0,J. Nelson misses 3-pt jump shot from 22 ft,,62,91
372,4,8:06.0,,Defensive rebound by M. Teletović,62,91
373,4,7:46.0,,D. Booker misses 2-pt jump shot from 19 ft,62,91
374,4,7:46.0,,Offensive rebound by M. Teletović,62,91
375,4,7:30.0,,D. Booker misses 2-pt layup from 1 ft,62,91
376,4,7:29.0,Defensive rebound by N. Jokić,,62,91
377,4,7:18.0,K. Papanikolaou makes 2-pt layup at rim (assist by J. Nelson),,64,91
378,4,7:01.0,,Shooting foul by R. Foye (drawn by M. Teletović),64,91
379,4,7:01.0,,M. Teletović makes free throw 1 of 2,64,92
380,4,7:01.0,,M. Teletović makes free throw 2 of 2,64,93
381,4,6:49.0,R. Foye makes 2-pt layup from 2 ft,,66,93
382,4,6:33.0,,A. Len misses 2-pt hook shot from 3 ft,66,93
383,4,6:33.0,,Offensive rebound by Team,66,93
384,4,6:33.0,,Shooting foul by W. Barton (drawn by A. Len),66,93
385,4,6:33.0,,A. Len makes free throw 1 of 2,66,94
386,4,6:33.0,,A. Len makes free throw 2 of 2,66,95
387,4,6:21.0,R. Foye makes 2-pt layup at rim,,68,95
388,4,6:09.0,,Turnover by A. Goodwin (back court),68,95
389,4,6:09.0,D. Arthur enters the game for N. Jokić,,68,95
390,4,5:59.0,D. Arthur misses 2-pt jump shot from 19 ft,,68,95
391,4,5:59.0,,Defensive rebound by D. Booker,68,95
