,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
168,2,7:22.0,D. DeRozan enters the game for A. Bennett,,43,36
169,2,7:22.0,,M. Dunleavy enters the game for E. Moore,43,36
170,2,7:22.0,,D. Rose makes free throw 2 of 2,43,37
171,2,7:02.0,D. DeRozan misses 3-pt jump shot from 25 ft,,43,37
172,2,7:01.0,,Defensive rebound by P. Gasol,43,37
173,2,6:51.0,,P. Gasol misses 2-pt jump shot from 18 ft,43,37
174,2,6:50.0,Defensive rebound by L. Scola,,43,37
175,2,6:45.0,Shooting foul by D. McDermott (drawn by K. Lowry),,43,37
176,2,6:45.0,K. Lowry makes free throw 1 of 2,,44,37
177,2,6:45.0,J. Johnson enters the game for C. Joseph,,44,37
178,2,6:45.0,K. Lowry makes free throw 2 of 2,,45,37
179,2,6:28.0,,Turnover by M. Dunleavy (bad pass; steal by D. DeRozan),45,37
180,2,6:25.0,Shooting foul by D. McDermott (drawn by D. DeRozan),,45,37
181,2,6:25.0,D. DeRozan makes free throw 1 of 2,,46,37
182,2,6:25.0,D. DeRozan makes free throw 2 of 2,,47,37
183,2,6:14.0,,D. Rose misses 2-pt jump shot from 10 ft,47,37
184,2,6:13.0,Defensive rebound by J. Valančiūnas,,47,37
185,2,6:08.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,50,37
186,2,6:07.0,,Chicago full timeout,50,37
187,2,6:07.0,,T. Snell enters the game for D. McDermott,50,37
188,2,5:57.0,,P. Gasol misses 2-pt layup from 1 ft (block by L. Scola),50,37
189,2,5:55.0,,Offensive rebound by M. Dunleavy,50,37
190,2,5:54.0,,M. Dunleavy makes 2-pt layup from 1 ft,50,39
191,2,5:36.0,D. DeRozan misses 2-pt jump shot from 15 ft,,50,39
192,2,5:35.0,,Defensive rebound by P. Gasol,50,39
193,2,5:28.0,,Turnover by D. Rose (bad pass; steal by D. DeRozan),50,39
194,2,5:24.0,D. DeRozan makes 2-pt dunk at rim,,52,39
195,2,5:13.0,,Personal foul by J. Johnson,52,39
196,2,5:08.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),52,42
197,2,4:56.0,D. DeRozan misses 3-pt jump shot from 25 ft,,52,42
198,2,4:55.0,,Defensive rebound by T. Snell,52,42
199,2,4:48.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Rose),52,44
200,2,4:28.0,Personal foul by T. Gibson,,52,44
201,2,4:19.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by J. Johnson),,54,44
202,2,4:02.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,54,44
203,2,4:01.0,Defensive rebound by L. Scola,,54,44
204,2,3:56.0,K. Lowry misses 3-pt jump shot from 25 ft,,54,44
205,2,3:55.0,,Defensive rebound by T. Gibson,54,44
206,2,3:40.0,,D. Rose misses 2-pt jump shot from 17 ft,54,44
207,2,3:38.0,,Offensive rebound by T. Gibson,54,44
208,2,3:36.0,,T. Snell misses 3-pt jump shot from 24 ft,54,44
209,2,3:35.0,Defensive rebound by D. DeRozan,,54,44
210,2,3:24.0,L. Scola misses 3-pt jump shot from 25 ft,,54,44
211,2,3:24.0,,Defensive rebound by P. Gasol,54,44
212,2,3:24.0,,Personal foul by K. Lowry,54,44
213,2,3:14.0,,D. Rose misses 2-pt jump shot from 5 ft,54,44
214,2,3:13.0,Defensive rebound by L. Scola,,54,44
215,2,3:09.0,Shooting foul by M. Dunleavy (drawn by J. Johnson),,54,44
216,2,3:09.0,J. Johnson misses free throw 1 of 2,,54,44
217,2,3:09.0,Offensive rebound by Team,,54,44
218,2,3:09.0,C. Joseph enters the game for K. Lowry,,54,44
219,2,3:09.0,,D. McDermott enters the game for M. Dunleavy,54,44
220,2,3:09.0,,B. Portis enters the game for T. Gibson,54,44
221,2,3:09.0,J. Johnson misses free throw 2 of 2,,54,44
222,2,3:07.0,,Defensive rebound by P. Gasol,54,44
223,2,2:55.0,,D. McDermott misses 2-pt layup from 2 ft,54,44
224,2,2:54.0,Defensive rebound by L. Scola,,54,44
225,2,2:44.0,,Offensive charge foul by J. Valančiūnas (drawn by B. Portis),54,44
226,2,2:44.0,Turnover by J. Valančiūnas (offensive foul),,54,44
227,2,2:44.0,Toronto full timeout,,54,44
228,2,2:44.0,T. Ross enters the game for J. Johnson,,54,44
229,2,2:32.0,,T. Snell misses 2-pt jump shot from 17 ft,54,44
230,2,2:31.0,Defensive rebound by C. Joseph,,54,44
231,2,2:20.0,Turnover by J. Valančiūnas (3 sec),,54,44
232,2,2:08.0,,C. Felício enters the game for P. Gasol,54,44
233,2,2:00.0,,Turnover by T. Snell (bad pass; steal by T. Ross),54,44
234,2,1:52.0,Shooting foul by T. Snell (drawn by D. DeRozan),,54,44
235,2,1:52.0,D. DeRozan makes free throw 1 of 2,,55,44
236,2,1:52.0,,E. Moore enters the game for T. Snell,55,44
237,2,1:52.0,D. DeRozan makes free throw 2 of 2,,56,44
238,2,1:34.0,,B. Portis makes 2-pt jump shot from 18 ft (assist by E. Moore),56,46
239,2,1:10.0,L. Scola misses 2-pt jump shot from 4 ft,,56,46
240,2,1:09.0,,Defensive rebound by B. Portis,56,46
241,2,0:50.0,,C. Felício makes 2-pt layup from 3 ft (assist by E. Moore),56,48
242,2,0:31.0,L. Scola makes 2-pt jump shot from 6 ft,,58,48
243,2,0:13.0,,B. Portis makes 2-pt jump shot from 20 ft (assist by D. Rose),58,50
244,2,0:04.0,C. Joseph misses 2-pt jump shot from 17 ft,,58,50
245,2,0:03.0,,Defensive rebound by E. Moore,58,50
246,2,0:01.0,,B. Portis makes 2-pt dunk at rim (assist by E. Moore),58,52
247,3,11:44.0,,Violation by P. Gasol (def goaltending),58,52
248,3,11:44.0,D. DeRozan makes 2-pt jump shot from 19 ft,,60,52
249,3,11:26.0,,T. Gibson misses 2-pt layup from 1 ft (block by K. Lowry),60,52
250,3,11:23.0,,Offensive rebound by T. Gibson,60,52
251,3,11:23.0,,T. Gibson misses 2-pt layup from 2 ft,60,52
252,3,11:22.0,Defensive rebound by J. Valančiūnas,,60,52
253,3,11:16.0,Personal foul by M. Dunleavy,,60,52
254,3,11:01.0,D. DeRozan misses 2-pt jump shot from 20 ft,,60,52
255,3,11:00.0,,Defensive rebound by T. Gibson,60,52
256,3,10:48.0,,D. Rose misses 3-pt jump shot from 24 ft,60,52
257,3,10:47.0,Defensive rebound by D. DeRozan,,60,52
258,3,10:29.0,L. Scola misses 3-pt jump shot from 23 ft,,60,52
259,3,10:28.0,,Defensive rebound by M. Dunleavy,60,52
260,3,10:19.0,,Personal foul by D. DeRozan,60,52
261,3,10:11.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by M. Dunleavy),60,55
262,3,9:57.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,62,55
263,3,9:57.0,Shooting foul by P. Gasol (drawn by J. Valančiūnas),,62,55
264,3,9:57.0,J. Valančiūnas makes free throw 1 of 1,,63,55
265,3,9:43.0,,P. Gasol misses 2-pt jump shot from 18 ft,63,55
266,3,9:42.0,Defensive rebound by J. Johnson,,63,55
267,3,9:34.0,J. Johnson misses 2-pt layup from 2 ft,,63,55
268,3,9:33.0,Offensive rebound by J. Valančiūnas,,63,55
269,3,9:32.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by P. Gasol),,63,55
270,3,9:32.0,Offensive rebound by Team,,63,55
271,3,9:21.0,J. Johnson makes 2-pt jump shot from 20 ft,,65,55
272,3,9:07.0,,D. Rose makes 2-pt jump shot from 5 ft (assist by T. Gibson),65,57
273,3,8:55.0,Turnover by K. Lowry (bad pass; steal by E. Moore),,65,57
274,3,8:50.0,,E. Moore misses 2-pt jump shot from 5 ft,65,57
275,3,8:48.0,,Offensive rebound by E. Moore,65,57
276,3,8:41.0,,T. Gibson makes 2-pt layup from 2 ft (assist by P. Gasol),65,59
277,3,8:41.0,,Shooting foul by J. Valančiūnas (drawn by T. Gibson),65,59
278,3,8:41.0,,T. Gibson makes free throw 1 of 1,65,60
279,3,8:25.0,J. Johnson misses 2-pt layup from 1 ft,,65,60
280,3,8:23.0,Offensive rebound by J. Valančiūnas,,65,60
281,3,8:23.0,J. Valančiūnas makes 2-pt layup from 1 ft,,67,60
282,3,8:12.0,,P. Gasol misses 2-pt layup from 1 ft,67,60
283,3,8:11.0,Defensive rebound by K. Lowry,,67,60
284,3,8:08.0,Shooting foul by E. Moore (drawn by K. Lowry),,67,60
285,3,8:08.0,K. Lowry makes free throw 1 of 2,,68,60
286,3,8:08.0,K. Lowry makes free throw 2 of 2,,69,60
287,3,7:58.0,,Shooting foul by J. Valančiūnas (drawn by P. Gasol),69,60
288,3,7:58.0,,P. Gasol makes free throw 1 of 2,69,61
289,3,7:58.0,,P. Gasol makes free throw 2 of 2,69,62
290,3,7:44.0,D. DeRozan misses 2-pt jump shot from 13 ft,,69,62
291,3,7:44.0,,Defensive rebound by Team,69,62
292,3,7:35.0,,D. Rose makes 2-pt jump shot from 13 ft (assist by E. Moore),69,64
293,3,7:13.0,K. Lowry misses 3-pt jump shot from 24 ft,,69,64
294,3,7:12.0,,Defensive rebound by T. Gibson,69,64
295,3,7:02.0,,T. Gibson makes 2-pt dunk at rim (assist by P. Gasol),69,66
296,3,7:02.0,Toronto full timeout,,69,66
297,3,7:02.0,T. Ross enters the game for J. Johnson,,69,66
298,3,7:02.0,P. Patterson enters the game for L. Scola,,69,66
299,3,6:44.0,J. Valančiūnas misses 2-pt layup from 1 ft,,69,66
300,3,6:43.0,,Defensive rebound by P. Gasol,69,66
301,3,6:38.0,,Personal foul by P. Patterson,69,66
302,3,6:38.0,,D. McDermott enters the game for M. Dunleavy,69,66
303,3,6:32.0,,D. McDermott makes 2-pt jump shot from 21 ft (assist by P. Gasol),69,68
304,3,6:14.0,Turnover by D. DeRozan (lost ball; steal by T. Gibson),,69,68
305,3,6:09.0,,D. McDermott makes 2-pt jump shot from 21 ft,69,70
306,3,5:53.0,T. Ross misses 3-pt jump shot from 24 ft,,69,70
307,3,5:53.0,,Defensive rebound by Team,69,70
308,3,5:53.0,Loose ball foul by J. Valančiūnas,,69,70
309,3,5:53.0,,B. Portis enters the game for T. Gibson,69,70
310,3,5:53.0,,P. Gasol makes free throw 1 of 2,69,71
311,3,5:53.0,B. Biyombo enters the game for J. Valančiūnas,,69,71
312,3,5:53.0,,P. Gasol makes free throw 2 of 2,69,72
313,3,5:40.0,K. Lowry makes 2-pt jump shot from 18 ft (assist by P. Patterson),,71,72
314,3,5:24.0,,D. Rose misses 2-pt jump shot at rim,71,72
315,3,5:23.0,,Offensive rebound by D. Rose,71,72
316,3,5:23.0,,D. Rose makes 2-pt layup at rim,71,74
317,3,5:14.0,P. Patterson misses 3-pt jump shot from 25 ft,,71,74
318,3,5:13.0,,Defensive rebound by P. Gasol,71,74
319,3,5:07.0,,D. Rose makes 2-pt jump shot from 20 ft,71,76
320,3,5:07.0,Toronto full timeout,,71,76
321,3,4:54.0,Personal foul by B. Portis,,71,76
322,3,4:44.0,D. DeRozan makes 2-pt jump shot from 10 ft (assist by K. Lowry),,73,76
323,3,4:27.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),73,78
324,3,4:14.0,K. Lowry misses 3-pt jump shot from 26 ft,,73,78
325,3,4:14.0,Offensive rebound by B. Biyombo,,73,78
326,3,4:14.0,Personal foul by D. Rose,,73,78
327,3,4:14.0,B. Biyombo misses free throw 1 of 2,,73,78
328,3,4:14.0,Offensive rebound by Team,,73,78
329,3,4:14.0,B. Biyombo misses free throw 2 of 2,,73,78
330,3,4:13.0,,Defensive rebound by E. Moore,73,78
331,3,3:59.0,,D. McDermott makes 2-pt jump shot from 4 ft (assist by P. Gasol),73,80
332,3,3:41.0,Personal foul by E. Moore,,73,80
333,3,3:41.0,D. DeRozan makes free throw 1 of 2,,74,80
334,3,3:41.0,D. DeRozan makes free throw 2 of 2,,75,80
335,3,3:31.0,,D. Rose makes 2-pt jump shot from 16 ft,75,82
336,3,3:12.0,D. DeRozan misses 2-pt jump shot from 8 ft,,75,82
337,3,3:11.0,,Defensive rebound by B. Portis,75,82
338,3,2:57.0,,Turnover by D. Rose (bad pass; steal by K. Lowry),75,82
339,3,2:53.0,K. Lowry makes 2-pt layup from 1 ft (assist by B. Biyombo),,77,82
340,3,2:53.0,,Chicago full timeout,77,82
341,3,2:53.0,C. Joseph enters the game for K. Lowry,,77,82
342,3,2:53.0,,A. Brooks enters the game for D. Rose,77,82
343,3,2:44.0,,Personal foul by B. Biyombo,77,82
344,3,2:44.0,,P. Gasol makes free throw 1 of 2,77,83
345,3,2:44.0,,P. Gasol misses free throw 2 of 2,77,83
346,3,2:43.0,Defensive rebound by B. Biyombo,,77,83
347,3,2:28.0,D. DeRozan misses 2-pt jump shot from 17 ft,,77,83
348,3,2:26.0,,Defensive rebound by B. Portis,77,83
349,3,2:11.0,,Personal foul by T. Ross,77,83
350,3,2:11.0,,A. Brooks misses free throw 1 of 2,77,83
351,3,2:11.0,,Offensive rebound by Team,77,83
352,3,2:11.0,,C. Felício enters the game for P. Gasol,77,83
353,3,2:11.0,,A. Brooks makes free throw 2 of 2,77,84
354,3,1:55.0,T. Ross makes 2-pt jump shot from 5 ft (assist by C. Joseph),,79,84
355,3,1:37.0,,E. Moore makes 2-pt jump shot from 8 ft,79,86
356,3,1:22.0,C. Joseph makes 2-pt layup from 2 ft,,81,86
357,3,0:58.0,,A. Brooks misses 3-pt jump shot from 23 ft (block by B. Biyombo),81,86
358,3,0:56.0,Defensive rebound by T. Ross,,81,86
359,3,0:43.0,Turnover by D. DeRozan (lost ball; steal by A. Brooks),,81,86
360,3,0:34.0,,Turnover by A. Brooks (discontinued dribble),81,86
361,3,0:28.0,Turnover by D. DeRozan (traveling),,81,86
362,3,0:07.0,,C. Felício makes 2-pt layup from 1 ft (assist by A. Brooks),81,88
363,3,0:07.0,,Shooting foul by D. DeRozan (drawn by C. Felício),81,88
364,3,0:07.0,,C. Felício makes free throw 1 of 1,81,89
365,3,0:01.0,Turnover by C. Joseph (lost ball; steal by B. Portis),,81,89
366,4,11:40.0,,Turnover by A. Brooks (bad pass; steal by C. Joseph),81,89
367,4,11:27.0,P. Patterson makes 2-pt jump shot from 4 ft (assist by C. Joseph),,83,89
368,4,11:27.0,Shooting foul by A. Brooks (drawn by P. Patterson),,83,89
369,4,11:27.0,P. Patterson misses free throw 1 of 1,,83,89
370,4,11:26.0,,Defensive rebound by C. Felício,83,89
371,4,11:07.0,,D. McDermott misses 2-pt jump shot from 8 ft,83,89
372,4,11:06.0,,Offensive rebound by D. McDermott,83,89
373,4,11:05.0,,D. McDermott makes 2-pt layup from 1 ft,83,91
374,4,10:49.0,C. Joseph makes 2-pt layup from 2 ft,,85,91
375,4,10:15.0,,A. Brooks makes 2-pt jump shot from 23 ft,85,93
376,4,10:04.0,Offensive foul by B. Biyombo (drawn by B. Portis),,85,93
377,4,10:04.0,Turnover by B. Biyombo (offensive foul),,85,93
378,4,9:54.0,,A. Brooks misses 3-pt jump shot from 25 ft,85,93
379,4,9:52.0,Defensive rebound by T. Ross,,85,93
380,4,9:46.0,K. Lowry misses 2-pt layup from 1 ft,,85,93
381,4,9:45.0,,Defensive rebound by A. Brooks,85,93
382,4,9:40.0,,B. Portis misses 2-pt dunk at rim,85,93
383,4,9:39.0,,Offensive rebound by D. McDermott,85,93
384,4,9:37.0,,Shooting foul by B. Biyombo (drawn by C. Felício),85,93
