,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
391,4,4:03.0,J. Hill makes free throw 2 of 2,,89,81
392,4,3:50.0,,J. Harden makes 2-pt layup from 2 ft,89,83
393,4,3:40.0,P. George misses 3-pt jump shot from 25 ft,,89,83
394,4,3:39.0,,Defensive rebound by P. Beverley,89,83
395,4,3:39.0,Loose ball foul by C. Miles (drawn by P. Beverley),,89,83
396,4,3:39.0,,P. Beverley makes free throw 1 of 2,89,84
397,4,3:39.0,I. Mahinmi enters the game for J. Hill,,89,84
398,4,3:39.0,,P. Beverley makes free throw 2 of 2,89,85
399,4,3:20.0,C. Miles misses 3-pt jump shot from 24 ft,,89,85
400,4,3:19.0,,Defensive rebound by D. Howard,89,85
401,4,3:12.0,,Houston full timeout,89,85
402,4,3:12.0,R. Stuckey enters the game for C. Miles,,89,85
403,4,2:58.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),89,88
404,4,2:37.0,Personal foul by T. Ariza (drawn by P. George),,89,88
405,4,2:34.0,M. Ellis makes 2-pt jump shot from 17 ft (assist by G. Hill),,91,88
406,4,2:19.0,,Houston full timeout,91,88
407,4,2:08.0,,Offensive foul by D. Howard (drawn by I. Mahinmi),91,88
408,4,2:08.0,,Turnover by D. Howard (offensive foul),91,88
409,4,1:56.0,I. Mahinmi makes 2-pt hook shot from 3 ft (assist by P. George),,93,88
410,4,1:45.0,,Shooting foul by I. Mahinmi (drawn by J. Harden),93,88
411,4,1:45.0,,J. Harden makes free throw 1 of 2,93,89
412,4,1:45.0,,J. Harden makes free throw 2 of 2,93,90
413,4,1:28.0,Turnover by R. Stuckey (lost ball; steal by D. Howard),,93,90
414,4,1:19.0,,P. Beverley misses 2-pt layup from 1 ft (block by P. George),93,90
415,4,1:19.0,,Offensive rebound by Team,93,90
416,4,1:04.0,,Turnover by J. Harden (bad pass; steal by R. Stuckey),93,90
417,4,0:55.0,P. George misses 3-pt jump shot from 23 ft,,93,90
418,4,0:55.0,,Defensive rebound by D. Howard,93,90
419,4,0:44.0,,J. Harden misses 3-pt jump shot from 26 ft,93,90
420,4,0:42.0,Defensive rebound by G. Hill,,93,90
421,4,0:42.0,Personal foul by P. Beverley (drawn by G. Hill),,93,90
422,4,0:42.0,Indiana full timeout,,93,90
423,4,0:42.0,,C. Brewer enters the game for M. Thornton,93,90
424,4,0:23.0,Turnover by M. Ellis (lost ball),,93,90
425,4,0:23.0,,Houston full timeout,93,90
426,4,0:23.0,,M. Thornton enters the game for C. Brewer,93,90
427,4,0:17.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),93,93
428,4,0:17.0,Indiana full timeout,,93,93
429,4,0:17.0,,C. Brewer enters the game for M. Thornton,93,93
430,4,0:00.0,M. Ellis misses 2-pt jump shot from 20 ft,,93,93
431,4,0:00.0,Offensive rebound by Team,,93,93
432,1OT,4:35.0,,Turnover by P. Beverley (lost ball; steal by P. George),93,93
433,1OT,4:16.0,G. Hill makes 2-pt layup from 2 ft (assist by M. Ellis),,95,93
434,1OT,3:55.0,,Turnover by T. Ariza (bad pass; steal by I. Mahinmi),95,93
435,1OT,3:50.0,R. Stuckey makes 2-pt layup from 2 ft,,97,93
436,1OT,3:39.0,,Personal foul by G. Hill (drawn by J. Harden),97,93
437,1OT,3:32.0,,J. Harden misses 3-pt jump shot from 25 ft,97,93
438,1OT,3:31.0,Defensive rebound by P. George,,97,93
439,1OT,3:17.0,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),,99,93
440,1OT,3:17.0,,Houston full timeout,99,93
441,1OT,3:06.0,,Shooting foul by I. Mahinmi (drawn by D. Howard),99,93
442,1OT,3:06.0,,D. Howard misses free throw 1 of 2,99,93
443,1OT,3:06.0,,Offensive rebound by Team,99,93
444,1OT,3:06.0,,C. Brewer enters the game for M. Thornton,99,93
445,1OT,3:06.0,,D. Howard makes free throw 2 of 2,99,94
446,1OT,3:02.0,Personal foul by C. Brewer (drawn by G. Hill),,99,94
447,1OT,2:42.0,P. George misses 2-pt jump shot from 12 ft,,99,94
448,1OT,2:41.0,,Defensive rebound by D. Howard,99,94
449,1OT,2:33.0,,T. Ariza misses 3-pt jump shot from 25 ft,99,94
450,1OT,2:32.0,,Offensive rebound by P. Beverley,99,94
451,1OT,2:23.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),99,97
452,1OT,2:22.0,Indiana full timeout,,99,97
453,1OT,2:07.0,Turnover by M. Ellis (bad pass),,99,97
454,1OT,1:47.0,,D. Howard makes 2-pt layup from 1 ft (assist by J. Harden),99,99
455,1OT,1:35.0,M. Ellis makes 2-pt layup from 2 ft,,101,99
456,1OT,1:13.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),101,102
457,1OT,0:59.0,M. Ellis makes 2-pt jump shot from 6 ft (assist by G. Hill),,103,102
458,1OT,0:41.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by P. Beverley),103,105
459,1OT,0:41.0,Indiana full timeout,,103,105
460,1OT,0:37.0,M. Ellis misses 2-pt jump shot from 7 ft,,103,105
461,1OT,0:36.0,,Defensive rebound by J. Harden,103,105
462,1OT,0:13.0,,Turnover by J. Harden (lost ball),103,105
463,1OT,0:13.0,,Loose ball foul by J. Harden (drawn by G. Hill),103,105
464,1OT,0:13.0,Indiana full timeout,,103,105
465,1OT,0:13.0,C. Miles enters the game for R. Stuckey,,103,105
466,1OT,0:08.0,M. Ellis misses 2-pt jump shot from 6 ft,,103,105
467,1OT,0:06.0,,Defensive rebound by D. Howard,103,105
468,1OT,0:02.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Harden),103,107
