,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BROOKLYN_ACTION,WASHINGTON_SCORE,BROOKLYN_SCORE
0,1,11:40.0,,B. Lopez makes 2-pt jump shot from 7 ft,0,2
1,1,11:19.0,J. Dudley makes 3-pt jump shot from 23 ft (assist by J. Wall),,3,2
2,1,11:04.0,,J. Jack makes 3-pt jump shot from 23 ft (assist by J. Johnson),3,5
3,1,10:51.0,M. Gortat misses 2-pt jump shot from 18 ft,,3,5
4,1,10:50.0,,Defensive rebound by T. Young,3,5
5,1,10:41.0,,T. Young makes 2-pt hook shot from 4 ft,3,7
6,1,10:29.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,5,7
7,1,10:14.0,,Personal foul by K. Oubre (drawn by B. Bogdanović),5,7
8,1,10:06.0,,B. Lopez misses 2-pt layup from 1 ft,5,7
9,1,10:05.0,Defensive rebound by J. Dudley,,5,7
10,1,9:57.0,M. Gortat makes 2-pt jump shot from 6 ft (assist by J. Wall),,7,7
11,1,9:39.0,,Turnover by J. Johnson (bad pass),7,7
12,1,9:27.0,Personal foul by J. Johnson (drawn by G. Temple),,7,7
13,1,9:21.0,G. Temple misses 2-pt layup from 1 ft,,7,7
14,1,9:20.0,Offensive rebound by M. Gortat,,7,7
15,1,9:18.0,Turnover by M. Gortat (lost ball; steal by J. Jack),,7,7
16,1,9:06.0,,J. Jack misses 3-pt jump shot from 23 ft,7,7
17,1,9:05.0,Defensive rebound by K. Oubre,,7,7
18,1,8:52.0,K. Oubre makes 2-pt layup from 3 ft (assist by J. Dudley),,9,7
19,1,8:33.0,,B. Lopez misses 2-pt hook shot from 7 ft,9,7
20,1,8:32.0,Defensive rebound by K. Oubre,,9,7
21,1,8:21.0,J. Wall makes 3-pt jump shot from 26 ft (assist by J. Dudley),,12,7
22,1,8:07.0,,J. Jack misses 3-pt jump shot from 24 ft,12,7
23,1,8:06.0,Defensive rebound by G. Temple,,12,7
24,1,7:48.0,G. Temple misses 3-pt jump shot from 24 ft,,12,7
25,1,7:47.0,,Defensive rebound by B. Bogdanović,12,7
26,1,7:32.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,12,7
27,1,7:31.0,,Offensive rebound by T. Young,12,7
28,1,7:22.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,12,7
29,1,7:21.0,,Offensive rebound by T. Young,12,7
30,1,7:19.0,,T. Young makes 2-pt layup from 1 ft,12,9
31,1,7:14.0,G. Temple makes 2-pt layup from 1 ft,,14,9
32,1,7:02.0,,B. Bogdanović makes 2-pt hook shot from 8 ft (assist by J. Jack),14,11
33,1,6:46.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,16,11
34,1,6:23.0,,B. Lopez misses 2-pt dunk at rim (block by J. Wall),16,11
35,1,6:22.0,,Offensive rebound by T. Young,16,11
36,1,6:20.0,,T. Young makes 2-pt layup from 1 ft,16,13
37,1,6:14.0,J. Wall misses 2-pt layup from 1 ft,,16,13
38,1,6:13.0,,Defensive rebound by B. Lopez,16,13
39,1,6:12.0,,Personal foul by J. Dudley (drawn by J. Jack),16,13
40,1,6:12.0,,Brooklyn full timeout,16,13
41,1,6:03.0,,Turnover by J. Jack (bad pass; steal by G. Temple),16,13
42,1,5:58.0,M. Gortat misses 2-pt jump shot from 8 ft,,16,13
43,1,5:57.0,,Defensive rebound by B. Lopez,16,13
44,1,5:50.0,,T. Young misses 2-pt layup from 2 ft,16,13
45,1,5:49.0,Defensive rebound by M. Gortat,,16,13
46,1,5:35.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by J. Wall),,19,13
47,1,5:20.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by B. Lopez),19,15
48,1,5:02.0,J. Wall makes 2-pt layup from 1 ft,,21,15
49,1,4:46.0,,Shooting foul by J. Dudley (drawn by J. Johnson),21,15
50,1,4:46.0,,J. Johnson misses free throw 1 of 2,21,15
51,1,4:46.0,,Offensive rebound by Team,21,15
52,1,4:46.0,O. Porter enters the game for K. Oubre,,21,15
53,1,4:46.0,,J. Johnson makes free throw 2 of 2,21,16
