,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,A. Davis misses 3-pt jump shot from 23 ft,,0,0
1,1,11:45.0,,Defensive rebound by A. Bogut,0,0
2,1,11:35.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Thompson),0,3
3,1,11:18.0,A. Davis makes 2-pt jump shot from 7 ft (assist by E. Gordon),,2,3
4,1,10:56.0,,S. Curry makes 2-pt layup from 3 ft (assist by A. Bogut),2,5
5,1,10:36.0,A. Davis misses 2-pt jump shot from 16 ft,,2,5
6,1,10:36.0,,Defensive rebound by H. Barnes,2,5
7,1,10:29.0,,S. Curry misses 3-pt jump shot from 26 ft,2,5
8,1,10:28.0,Defensive rebound by K. Perkins,,2,5
9,1,10:10.0,K. Perkins makes 2-pt hook shot from 10 ft (assist by E. Gordon),,4,5
10,1,10:07.0,,Turnover by S. Curry (bad pass),4,5
11,1,9:52.0,E. Gordon makes 3-pt jump shot from 24 ft,,7,5
12,1,9:34.0,,S. Curry misses 2-pt layup from 2 ft,7,5
13,1,9:33.0,,Offensive rebound by A. Bogut,7,5
14,1,9:33.0,,A. Bogut makes 2-pt layup at rim,7,7
15,1,9:20.0,D. Cunningham misses 2-pt jump shot from 3 ft,,7,7
16,1,9:19.0,,Defensive rebound by S. Curry,7,7
17,1,9:13.0,,S. Curry makes 3-pt jump shot from 27 ft,7,10
18,1,9:00.0,K. Perkins makes 2-pt jump shot from 8 ft (assist by N. Robinson),,9,10
19,1,8:44.0,,Personal foul by N. Robinson (drawn by S. Curry),9,10
20,1,8:37.0,,K. Thompson misses 3-pt jump shot from 24 ft,9,10
21,1,8:36.0,Defensive rebound by K. Perkins,,9,10
22,1,8:22.0,E. Gordon misses 3-pt jump shot from 25 ft,,9,10
23,1,8:21.0,,Defensive rebound by H. Barnes,9,10
24,1,8:13.0,,Personal foul by N. Robinson (drawn by K. Thompson),9,10
25,1,8:13.0,I. Smith enters the game for N. Robinson,,9,10
26,1,8:05.0,,K. Thompson misses 2-pt jump shot from 14 ft,9,10
27,1,8:04.0,Defensive rebound by D. Cunningham,,9,10
28,1,7:57.0,E. Gordon misses 2-pt jump shot from 4 ft (block by A. Bogut),,9,10
29,1,7:57.0,Offensive rebound by Team,,9,10
30,1,7:45.0,,Violation by A. Bogut (def goaltending),9,10
31,1,7:45.0,D. Cunningham makes 2-pt layup from 2 ft (assist by K. Perkins),,11,10
32,1,7:29.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),11,12
33,1,7:17.0,Turnover by I. Smith (bad pass; steal by S. Curry),,11,12
34,1,7:11.0,,S. Curry makes 2-pt layup at rim,11,14
35,1,6:56.0,K. Perkins makes 2-pt hook shot from 6 ft (assist by I. Smith),,13,14
36,1,6:45.0,,S. Curry makes 3-pt jump shot from 25 ft,13,17
37,1,6:31.0,Turnover by A. Davis (traveling),,13,17
38,1,6:22.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),13,19
39,1,6:19.0,New Orleans full timeout,,13,19
40,1,6:04.0,K. Perkins makes 2-pt hook shot from 8 ft (assist by A. Davis),,15,19
41,1,5:50.0,,S. Curry makes 2-pt jump shot from 22 ft,15,21
42,1,5:30.0,D. Cunningham makes 3-pt jump shot from 25 ft (assist by E. Gordon),,18,21
43,1,5:19.0,,Shooting foul by I. Smith (drawn by H. Barnes),18,21
44,1,5:19.0,,H. Barnes misses free throw 1 of 2,18,21
45,1,5:19.0,,Offensive rebound by Team,18,21
46,1,5:19.0,,H. Barnes makes free throw 2 of 2,18,22
47,1,5:08.0,A. Davis misses 2-pt jump shot from 12 ft,,18,22
48,1,5:07.0,,Defensive rebound by D. Green,18,22
49,1,5:03.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by H. Barnes),18,25
50,1,4:54.0,Personal foul by K. Thompson (drawn by E. Gordon),,18,25
51,1,4:54.0,,A. Iguodala enters the game for A. Bogut,18,25
52,1,4:54.0,A. Ajinça enters the game for K. Perkins,,18,25
53,1,4:47.0,I. Smith makes 2-pt jump shot from 3 ft,,20,25
54,1,4:38.0,,Shooting foul by I. Smith (drawn by S. Curry),20,25
55,1,4:38.0,,S. Curry makes free throw 1 of 2,20,26
56,1,4:38.0,,S. Curry makes free throw 2 of 2,20,27
57,1,4:30.0,Turnover by E. Gordon (lost ball),,20,27
58,1,4:18.0,,D. Green makes 2-pt jump shot from 17 ft (assist by S. Curry),20,29
59,1,4:08.0,Turnover by E. Gordon (bad pass; steal by K. Thompson),,20,29
60,1,3:57.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),20,32
61,1,3:43.0,Shooting foul by D. Green (drawn by A. Davis),,20,32
62,1,3:43.0,A. Davis misses free throw 1 of 2,,20,32
63,1,3:43.0,Offensive rebound by Team,,20,32
64,1,3:43.0,,L. Barbosa enters the game for K. Thompson,20,32
65,1,3:43.0,A. Davis makes free throw 2 of 2,,21,32
66,1,3:28.0,,H. Barnes misses 3-pt jump shot from 23 ft,21,32
67,1,3:28.0,Defensive rebound by E. Gordon,,21,32
68,1,3:22.0,Shooting foul by A. Iguodala (drawn by E. Gordon),,21,32
69,1,3:22.0,E. Gordon makes free throw 1 of 2,,22,32
70,1,3:22.0,E. Gordon makes free throw 2 of 2,,23,32
71,1,3:06.0,,S. Curry misses 3-pt jump shot from 27 ft,23,32
72,1,3:00.0,,Offensive rebound by H. Barnes,23,32
73,1,3:00.0,,H. Barnes misses 2-pt dunk from 1 ft,23,32
74,1,2:59.0,,Offensive rebound by A. Iguodala,23,32
75,1,2:58.0,,H. Barnes misses 3-pt jump shot from 23 ft,23,32
76,1,2:55.0,,Offensive rebound by L. Barbosa,23,32
77,1,2:45.0,,S. Curry makes 2-pt layup from 2 ft,23,34
78,1,2:33.0,Shooting foul by D. Green (drawn by A. Davis),,23,34
79,1,2:33.0,,Golden State full timeout,23,34
80,1,2:33.0,,F. Ezeli enters the game for D. Green,23,34
81,1,2:33.0,A. Davis makes free throw 1 of 2,,24,34
82,1,2:33.0,A. Davis makes free throw 2 of 2,,25,34
83,1,2:24.0,,F. Ezeli makes 2-pt layup at rim (assist by L. Barbosa),25,36
84,1,2:24.0,,Shooting foul by A. Ajinça (drawn by F. Ezeli),25,36
85,1,2:24.0,,F. Ezeli makes free throw 1 of 1,25,37
86,1,2:01.0,I. Smith makes 2-pt jump shot from 4 ft,,27,37
87,1,1:51.0,,Turnover by L. Barbosa (bad pass),27,37
88,1,1:42.0,E. Gordon misses 3-pt jump shot from 26 ft,,27,37
89,1,1:41.0,,Defensive rebound by L. Barbosa,27,37
90,1,1:32.0,,H. Barnes misses 2-pt jump shot from 8 ft,27,37
91,1,1:31.0,Defensive rebound by A. Ajinça,,27,37
92,1,1:21.0,I. Smith makes 2-pt layup at rim,,29,37
93,1,1:05.0,,H. Barnes misses 2-pt jump shot from 7 ft,29,37
94,1,1:03.0,,Offensive rebound by H. Barnes,29,37
95,1,1:03.0,,H. Barnes misses 2-pt layup from 1 ft,29,37
96,1,1:01.0,Defensive rebound by A. Davis,,29,37
97,1,0:58.0,I. Smith makes 3-pt jump shot from 26 ft (assist by A. Davis),,32,37
98,1,0:51.0,,Golden State full timeout,32,37
99,1,0:51.0,,J. McAdoo enters the game for H. Barnes,32,37
100,1,0:45.0,,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),32,39
101,1,0:32.0,Shooting foul by J. McAdoo (drawn by A. Davis),,32,39
102,1,0:32.0,A. Davis makes free throw 1 of 2,,33,39
103,1,0:32.0,A. Gee enters the game for D. Cunningham,,33,39
104,1,0:32.0,A. Davis misses free throw 2 of 2,,33,39
105,1,0:31.0,,Defensive rebound by A. Iguodala,33,39
106,1,0:16.0,,Turnover by J. McAdoo (offensive foul),33,39
107,1,0:16.0,,Offensive foul by J. McAdoo (drawn by I. Smith),33,39
108,1,0:05.0,I. Smith makes 2-pt jump shot from 17 ft,,35,39
109,1,0:01.0,,S. Curry misses 3-pt jump shot from 39 ft,35,39
110,1,0:00.0,,Offensive rebound by Team,35,39
111,2,11:42.0,,F. Ezeli misses 2-pt jump shot from 7 ft,35,39
112,2,11:40.0,Defensive rebound by E. Gordon,,35,39
113,2,11:19.0,E. Gordon misses 2-pt layup from 2 ft,,35,39
114,2,11:18.0,,Defensive rebound by F. Ezeli,35,39
115,2,11:06.0,,Turnover by L. Barbosa (bad pass; steal by I. Smith),35,39
116,2,10:59.0,A. Gee makes 2-pt dunk at rim (assist by I. Smith),,37,39
117,2,10:42.0,,Turnover by M. Speights (lost ball; steal by I. Smith),37,39
118,2,10:37.0,,K. Thompson enters the game for F. Ezeli,37,39
119,2,10:23.0,E. Gordon makes 2-pt layup from 3 ft,,39,39
120,2,10:12.0,,L. Barbosa misses 2-pt jump shot from 10 ft,39,39
121,2,10:11.0,,Offensive rebound by M. Speights,39,39
122,2,10:11.0,,M. Speights misses 2-pt layup from 1 ft,39,39
123,2,10:10.0,,Offensive rebound by M. Speights,39,39
124,2,10:10.0,,M. Speights misses 2-pt layup from 1 ft,39,39
125,2,10:10.0,,Offensive rebound by M. Speights,39,39
126,2,10:10.0,,Shooting foul by A. Ajinça (drawn by M. Speights),39,39
127,2,10:10.0,,M. Speights makes free throw 1 of 2,39,40
128,2,10:10.0,A. Davis enters the game for A. Ajinça,,39,40
129,2,10:10.0,D. Cunningham enters the game for E. Gordon,,39,40
130,2,10:10.0,,M. Speights makes free throw 2 of 2,39,41
131,2,9:51.0,A. Davis misses 2-pt jump shot from 14 ft,,39,41
132,2,9:50.0,Offensive rebound by D. Cunningham,,39,41
133,2,9:42.0,R. Anderson misses 3-pt jump shot from 25 ft,,39,41
134,2,9:42.0,,Defensive rebound by K. Thompson,39,41
135,2,9:34.0,,K. Thompson makes 2-pt layup from 1 ft,39,43
136,2,9:19.0,I. Smith misses 2-pt jump shot from 18 ft (block by L. Barbosa),,39,43
137,2,9:17.0,,Defensive rebound by S. Livingston,39,43
138,2,9:16.0,,Turnover by K. Thompson (bad pass; steal by I. Smith),39,43
139,2,9:13.0,Offensive foul by A. Gee (drawn by M. Speights),,39,43
140,2,9:13.0,Turnover by A. Gee (offensive foul),,39,43
141,2,8:56.0,,M. Speights misses 2-pt jump shot from 5 ft,39,43
142,2,8:55.0,Defensive rebound by A. Gee,,39,43
143,2,8:43.0,A. Davis misses 2-pt jump shot from 17 ft,,39,43
144,2,8:43.0,,Defensive rebound by A. Iguodala,39,43
145,2,8:36.0,,A. Iguodala misses 2-pt layup from 2 ft,39,43
146,2,8:35.0,Defensive rebound by Team,,39,43
147,2,8:35.0,Official timeout,,39,43
148,2,8:16.0,I. Smith misses 2-pt jump shot from 12 ft (block by M. Speights),,39,43
149,2,8:14.0,Offensive rebound by A. Davis,,39,43
150,2,8:09.0,D. Cunningham misses 2-pt jump shot from 5 ft (block by S. Livingston),,39,43
151,2,8:09.0,,Defensive rebound by L. Barbosa,39,43
152,2,8:09.0,,Offensive foul by K. Thompson (drawn by I. Smith),39,43
153,2,8:09.0,,Turnover by K. Thompson (offensive foul),39,43
154,2,7:50.0,D. Cunningham makes 2-pt jump shot from 21 ft (assist by I. Smith),,41,43
155,2,7:36.0,,Turnover by L. Barbosa (bad pass; steal by A. Gee),41,43
156,2,7:31.0,D. Cunningham makes 2-pt layup from 1 ft (assist by I. Smith),,43,43
157,2,7:31.0,Shooting foul by K. Thompson (drawn by D. Cunningham),,43,43
158,2,7:31.0,N. Robinson enters the game for I. Smith,,43,43
159,2,7:31.0,,S. Curry enters the game for K. Thompson,43,43
160,2,7:31.0,,D. Green enters the game for M. Speights,43,43
161,2,7:31.0,,H. Barnes enters the game for A. Iguodala,43,43
162,2,7:31.0,D. Cunningham makes free throw 1 of 1,,44,43
163,2,7:11.0,,L. Barbosa misses 2-pt layup from 2 ft,44,43
164,2,7:08.0,,Offensive rebound by H. Barnes,44,43
165,2,7:07.0,,H. Barnes misses 2-pt jump shot from 7 ft,44,43
166,2,7:06.0,,Offensive rebound by S. Curry,44,43
167,2,7:04.0,,Turnover by D. Green (bad pass; steal by N. Robinson),44,43
168,2,6:54.0,Def 3 sec tech foul by D. Green,,44,43
169,2,6:54.0,A. Davis misses technical free throw,,44,43
170,2,6:54.0,Offensive rebound by Team,,44,43
171,2,6:54.0,,A. Bogut enters the game for L. Barbosa,44,43
172,2,6:49.0,N. Robinson misses 3-pt jump shot from 24 ft,,44,43
173,2,6:49.0,,Defensive rebound by S. Livingston,44,43
174,2,6:41.0,,Personal foul by A. Gee (drawn by D. Green),44,43
175,2,6:35.0,,A. Bogut makes 2-pt layup from 2 ft (assist by S. Curry),44,45
