,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
81,1,3:30.0,,Turnover by J. Dudley (lost ball; steal by D. Gallinari),18,20
82,1,3:26.0,,Violation by J. Wall (def goaltending),18,20
83,1,3:26.0,E. Mudiay makes 2-pt layup at rim (assist by D. Gallinari),,20,20
84,1,3:09.0,J. Nelson enters the game for E. Mudiay,,20,20
85,1,3:09.0,W. Barton enters the game for G. Harris,,20,20
86,1,3:06.0,,B. Beal misses 2-pt jump shot from 12 ft,20,20
87,1,3:05.0,,Offensive rebound by M. Gortat,20,20
88,1,3:02.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),20,23
89,1,2:42.0,J. Nurkić misses 2-pt jump shot from 7 ft,,20,23
90,1,2:41.0,Offensive rebound by J. Nurkić,,20,23
91,1,2:38.0,D. Arthur misses 2-pt jump shot from 15 ft,,20,23
92,1,2:37.0,,Defensive rebound by J. Dudley,20,23
93,1,2:30.0,,K. Oubre misses 3-pt jump shot from 23 ft,20,23
94,1,2:29.0,,Offensive rebound by J. Wall,20,23
95,1,2:21.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),20,25
96,1,1:59.0,W. Barton makes 2-pt jump shot from 12 ft,,22,25
97,1,1:45.0,,J. Dudley misses 2-pt jump shot from 20 ft,22,25
98,1,1:44.0,Defensive rebound by J. Nurkić,,22,25
99,1,1:26.0,Shooting foul by J. Wall (drawn by D. Gallinari),,22,25
100,1,1:26.0,D. Gallinari misses free throw 1 of 2,,22,25
101,1,1:26.0,Offensive rebound by Team,,22,25
102,1,1:26.0,,R. Sessions enters the game for J. Wall,22,25
103,1,1:26.0,D. Gallinari makes free throw 2 of 2,,23,25
104,1,1:15.0,,Turnover by B. Beal (bad pass; steal by W. Barton),23,25
105,1,1:12.0,Shooting foul by B. Beal (drawn by D. Arthur),,23,25
106,1,1:12.0,D. Arthur makes free throw 1 of 2,,24,25
107,1,1:12.0,R. Foye enters the game for D. Gallinari,,24,25
108,1,1:12.0,D. Arthur makes free throw 2 of 2,,25,25
109,1,1:00.0,,M. Gortat makes 2-pt dunk at rim (assist by R. Sessions),25,27
110,1,0:56.0,W. Barton makes 2-pt dunk at rim,,27,27
111,1,0:51.0,,Shooting foul by J. Nurkić (drawn by R. Sessions),27,27
112,1,0:51.0,,R. Sessions makes free throw 1 of 2,27,28
113,1,0:51.0,,R. Sessions makes free throw 2 of 2,27,29
114,1,0:40.0,J. Nurkić makes 2-pt jump shot from 6 ft (assist by J. Nelson),,29,29
115,1,0:31.0,,B. Beal misses 2-pt jump shot from 12 ft (block by R. Foye),29,29
116,1,0:29.0,Defensive rebound by D. Arthur,,29,29
117,1,0:27.0,Turnover by D. Arthur (bad pass; steal by B. Beal),,29,29
118,1,0:03.0,,R. Sessions misses 2-pt jump shot from 18 ft,29,29
119,1,0:02.0,Defensive rebound by R. Foye,,29,29
120,2,11:46.0,J. Nurkić makes 2-pt jump shot from 3 ft (assist by D. Arthur),,31,29
121,2,11:31.0,,J. Dudley misses 3-pt jump shot from 26 ft,31,29
122,2,11:29.0,Defensive rebound by W. Barton,,31,29
123,2,11:18.0,R. Foye misses 3-pt jump shot from 25 ft,,31,29
124,2,11:17.0,Offensive rebound by Team,,31,29
125,2,11:17.0,,Loose ball foul by N. Hilário (drawn by J. Nurkić),31,29
126,2,11:13.0,W. Barton misses 2-pt layup at rim (block by K. Oubre),,31,29
127,2,11:13.0,,Defensive rebound by Team,31,29
128,2,10:47.0,,R. Sessions makes 2-pt jump shot from 6 ft,31,31
129,2,10:42.0,Shooting foul by K. Oubre (drawn by W. Barton),,31,31
130,2,10:42.0,W. Barton makes free throw 1 of 2,,32,31
131,2,10:42.0,,G. Temple enters the game for K. Oubre,32,31
132,2,10:42.0,W. Barton makes free throw 2 of 2,,33,31
133,2,10:25.0,,N. Hilário misses 2-pt jump shot from 5 ft,33,31
134,2,10:24.0,Defensive rebound by J. Nelson,,33,31
135,2,10:17.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by R. Foye),,36,31
136,2,10:11.0,,B. Beal makes 2-pt layup at rim (assist by J. Dudley),36,33
137,2,9:56.0,D. Arthur makes 3-pt jump shot from 26 ft (assist by J. Nelson),,39,33
138,2,9:53.0,,Turnover by B. Beal (traveling),39,33
139,2,9:53.0,,J. Wall enters the game for B. Beal,39,33
140,2,9:40.0,W. Barton makes 2-pt jump shot from 11 ft (assist by J. Nelson),,41,33
141,2,9:28.0,,Personal foul by D. Arthur (drawn by J. Dudley),41,33
142,2,9:23.0,,R. Sessions misses 2-pt layup from 1 ft (block by J. Nurkić),41,33
143,2,9:21.0,Defensive rebound by D. Arthur,,41,33
144,2,9:19.0,W. Barton makes 2-pt layup from 2 ft (assist by D. Arthur),,43,33
145,2,9:19.0,Shooting foul by G. Temple (drawn by W. Barton),,43,33
146,2,9:19.0,W. Barton makes free throw 1 of 1,,44,33
147,2,9:06.0,,Personal foul by J. Nelson (drawn by J. Wall),44,33
148,2,9:06.0,,D. Gooden enters the game for J. Dudley,44,33
149,2,8:58.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by R. Sessions),44,36
150,2,8:43.0,J. Nurkić misses 2-pt jump shot from 7 ft,,44,36
151,2,8:42.0,,Defensive rebound by D. Gooden,44,36
152,2,8:31.0,,J. Wall makes 2-pt layup from 1 ft,44,38
153,2,8:22.0,Turnover by R. Foye (bad pass; steal by J. Wall),,44,38
154,2,8:16.0,,D. Gooden makes 3-pt jump shot from 24 ft (assist by G. Temple),44,41
155,2,8:14.0,Denver full timeout,,44,41
156,2,7:53.0,J. Nelson makes 3-pt jump shot from 30 ft (assist by J. Nurkić),,47,41
157,2,7:46.0,,R. Sessions misses 2-pt layup from 1 ft,47,41
158,2,7:44.0,Defensive rebound by J. Nurkić,,47,41
159,2,7:24.0,J. Nelson misses 3-pt jump shot from 23 ft,,47,41
160,2,7:23.0,,Defensive rebound by N. Hilário,47,41
161,2,7:16.0,,Personal foul by W. Barton (drawn by J. Wall),47,41
162,2,7:16.0,N. Jokić enters the game for J. Nurkić,,47,41
163,2,7:16.0,K. Faried enters the game for D. Arthur,,47,41
164,2,7:16.0,,M. Gortat enters the game for N. Hilário,47,41
165,2,7:11.0,,R. Sessions misses 2-pt jump shot from 9 ft,47,41
166,2,7:10.0,,Offensive rebound by M. Gortat,47,41
167,2,7:08.0,,M. Gortat misses 2-pt layup from 2 ft,47,41
168,2,7:07.0,Defensive rebound by K. Faried,,47,41
169,2,6:54.0,W. Barton misses 3-pt jump shot from 24 ft,,47,41
170,2,6:52.0,,Defensive rebound by G. Temple,47,41
171,2,6:52.0,,Personal foul by J. Nelson (drawn by G. Temple),47,41
172,2,6:31.0,,G. Temple makes 2-pt layup from 1 ft,47,43
173,2,6:08.0,R. Foye makes 2-pt jump shot from 21 ft (assist by N. Jokić),,49,43
174,2,5:58.0,,D. Gooden misses 2-pt jump shot from 20 ft,49,43
175,2,5:57.0,Defensive rebound by W. Barton,,49,43
176,2,5:45.0,Official timeout,,49,43
177,2,5:45.0,D. Gallinari enters the game for J. Nelson,,49,43
178,2,5:45.0,E. Mudiay enters the game for R. Foye,,49,43
179,2,5:45.0,,B. Beal enters the game for R. Sessions,49,43
180,2,5:36.0,D. Gallinari misses 2-pt jump shot from 20 ft,,49,43
181,2,5:35.0,,Defensive rebound by M. Gortat,49,43
182,2,5:17.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),49,45
183,2,4:52.0,D. Gallinari misses 2-pt jump shot from 19 ft,,49,45
184,2,4:51.0,,Defensive rebound by G. Temple,49,45
185,2,4:38.0,,Turnover by M. Gortat (lost ball; steal by W. Barton),49,45
186,2,4:32.0,W. Barton misses 2-pt jump shot from 13 ft,,49,45
187,2,4:30.0,,Defensive rebound by M. Gortat,49,45
188,2,4:18.0,,J. Wall misses 3-pt jump shot from 26 ft,49,45
189,2,4:17.0,Defensive rebound by E. Mudiay,,49,45
190,2,4:07.0,N. Jokić makes 2-pt layup from 1 ft (assist by D. Gallinari),,51,45
191,2,4:01.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by G. Temple),51,48
192,2,3:34.0,N. Jokić makes 2-pt jump shot from 9 ft,,53,48
193,2,3:34.0,Shooting foul by M. Gortat (drawn by N. Jokić),,53,48
194,2,3:34.0,G. Harris enters the game for W. Barton,,53,48
195,2,3:34.0,N. Jokić makes free throw 1 of 1,,54,48
196,2,3:12.0,,B. Beal misses 2-pt jump shot from 20 ft,54,48
197,2,3:11.0,Defensive rebound by N. Jokić,,54,48
198,2,2:58.0,E. Mudiay misses 2-pt jump shot from 15 ft,,54,48
199,2,2:57.0,,Defensive rebound by Team,54,48
200,2,2:57.0,Loose ball foul by N. Jokić (drawn by D. Gooden),,54,48
201,2,2:57.0,,Washington full timeout,54,48
202,2,2:57.0,,D. Gooden misses free throw 1 of 2,54,48
203,2,2:57.0,,Offensive rebound by Team,54,48
204,2,2:57.0,,O. Porter enters the game for G. Temple,54,48
205,2,2:57.0,,D. Gooden makes free throw 2 of 2,54,49
206,2,2:33.0,E. Mudiay misses 3-pt jump shot from 25 ft,,54,49
207,2,2:32.0,,Defensive rebound by D. Gooden,54,49
208,2,2:21.0,,D. Gooden makes 3-pt jump shot from 26 ft (assist by J. Wall),54,52
209,2,2:07.0,Shooting foul by M. Gortat (drawn by E. Mudiay),,54,52
210,2,2:07.0,E. Mudiay makes free throw 1 of 2,,55,52
211,2,2:07.0,,N. Hilário enters the game for M. Gortat,55,52
212,2,2:07.0,E. Mudiay makes free throw 2 of 2,,56,52
213,2,1:51.0,,Turnover by D. Gooden (bad pass; steal by G. Harris),56,52
214,2,1:48.0,G. Harris makes 2-pt dunk at rim,,58,52
215,2,1:40.0,,Turnover by B. Beal (bad pass; steal by E. Mudiay),58,52
216,2,1:36.0,E. Mudiay makes 2-pt dunk at rim,,60,52
217,2,1:19.0,,J. Wall misses 2-pt jump shot from 19 ft,60,52
218,2,1:17.0,,Offensive rebound by N. Hilário,60,52
219,2,1:04.0,,B. Beal makes 2-pt jump shot from 13 ft,60,54
220,2,0:54.0,N. Jokić makes 2-pt layup from 1 ft (assist by E. Mudiay),,62,54
221,2,0:49.0,,Shooting foul by E. Mudiay (drawn by O. Porter),62,54
222,2,0:49.0,,O. Porter makes free throw 1 of 2,62,55
223,2,0:49.0,D. Arthur enters the game for K. Faried,,62,55
224,2,0:49.0,,O. Porter makes free throw 2 of 2,62,56
225,2,0:33.0,N. Jokić misses 2-pt jump shot from 8 ft,,62,56
226,2,0:32.0,,Defensive rebound by J. Wall,62,56
227,2,0:28.0,,J. Wall makes 2-pt dunk at rim,62,58
228,2,0:05.0,D. Gallinari makes 2-pt jump shot from 20 ft,,64,58
229,2,0:01.0,,J. Wall misses 2-pt layup from 2 ft,64,58
230,2,0:00.0,,Offensive rebound by Team,64,58
231,3,11:38.0,G. Harris misses 3-pt jump shot from 23 ft,,64,58
232,3,11:37.0,,Defensive rebound by M. Gortat,64,58
233,3,11:25.0,,Turnover by M. Gortat (lost ball; steal by K. Faried),64,58
234,3,11:18.0,G. Harris misses 2-pt jump shot from 3 ft (block by N. Hilário),,64,58
235,3,11:17.0,,Defensive rebound by O. Porter,64,58
236,3,11:09.0,,O. Porter misses 3-pt jump shot from 23 ft,64,58
237,3,11:08.0,Defensive rebound by N. Jokić,,64,58
238,3,10:59.0,D. Gallinari misses 2-pt jump shot from 15 ft,,64,58
239,3,10:58.0,,Defensive rebound by Team,64,58
240,3,10:33.0,,G. Temple misses 3-pt jump shot from 25 ft,64,58
241,3,10:32.0,Defensive rebound by K. Faried,,64,58
242,3,10:12.0,G. Harris misses 2-pt layup from 1 ft,,64,58
243,3,10:11.0,,Defensive rebound by M. Gortat,64,58
244,3,10:03.0,,N. Hilário misses 2-pt jump shot from 14 ft,64,58
245,3,10:02.0,Defensive rebound by E. Mudiay,,64,58
246,3,9:49.0,N. Jokić makes 2-pt jump shot from 18 ft,,66,58
247,3,9:36.0,,M. Gortat makes 2-pt hook shot from 7 ft,66,60
248,3,9:24.0,N. Jokić makes 2-pt jump shot from 8 ft (assist by D. Gallinari),,68,60
249,3,9:03.0,,J. Wall misses 2-pt jump shot from 20 ft,68,60
250,3,9:02.0,,Offensive rebound by M. Gortat,68,60
251,3,9:02.0,,M. Gortat makes 2-pt layup at rim,68,62
252,3,8:50.0,D. Gallinari makes 2-pt dunk at rim (assist by E. Mudiay),,70,62
253,3,8:27.0,,N. Hilário makes 2-pt layup at rim,70,64
254,3,8:17.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,72,64
255,3,8:06.0,,Shooting foul by E. Mudiay (drawn by G. Temple),72,64
256,3,8:06.0,,G. Temple makes free throw 1 of 2,72,65
257,3,8:06.0,,G. Temple misses free throw 2 of 2,72,65
258,3,8:05.0,Defensive rebound by D. Gallinari,,72,65
259,3,7:52.0,Turnover by D. Gallinari (bad pass),,72,65
260,3,7:45.0,,J. Wall misses 2-pt jump shot from 17 ft,72,65
261,3,7:44.0,Defensive rebound by Team,,72,65
262,3,7:31.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by K. Faried),,75,65
263,3,7:31.0,,Washington full timeout,75,65
264,3,7:31.0,,D. Gooden enters the game for N. Hilário,75,65
265,3,7:14.0,,G. Temple misses 3-pt jump shot from 23 ft,75,65
266,3,7:13.0,Defensive rebound by E. Mudiay,,75,65
267,3,7:09.0,Turnover by E. Mudiay (bad pass; steal by G. Temple),,75,65
268,3,7:01.0,,O. Porter misses 3-pt jump shot from 23 ft,75,65
269,3,7:00.0,,Offensive rebound by Team,75,65
270,3,7:00.0,Loose ball foul by N. Jokić (drawn by M. Gortat),,75,65
271,3,6:53.0,,G. Temple misses 2-pt jump shot from 15 ft,75,65
272,3,6:52.0,Defensive rebound by D. Gallinari,,75,65
273,3,6:33.0,E. Mudiay misses 2-pt jump shot from 18 ft,,75,65
274,3,6:32.0,Offensive rebound by Team,,75,65
275,3,6:18.0,N. Jokić misses 2-pt jump shot from 13 ft,,75,65
276,3,6:17.0,Offensive rebound by N. Jokić,,75,65
277,3,6:16.0,N. Jokić makes 2-pt layup at rim,,77,65
278,3,5:56.0,,G. Temple misses 2-pt jump shot from 16 ft,77,65
279,3,5:55.0,Defensive rebound by N. Jokić,,77,65
280,3,5:39.0,Turnover by D. Gallinari (lost ball; steal by D. Gooden),,77,65
281,3,5:36.0,,Turnover by D. Gooden (bad pass; steal by N. Jokić),77,65
282,3,5:33.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by N. Jokić),,80,65
283,3,5:33.0,,Washington full timeout,80,65
284,3,5:33.0,,B. Beal enters the game for O. Porter,80,65
285,3,5:17.0,,D. Gooden misses 3-pt jump shot from 26 ft,80,65
286,3,5:16.0,Defensive rebound by G. Harris,,80,65
287,3,5:10.0,Personal foul by D. Gooden (drawn by N. Jokić),,80,65
288,3,5:05.0,G. Harris misses 2-pt layup from 1 ft (block by J. Wall),,80,65
289,3,5:03.0,Offensive rebound by N. Jokić,,80,65
290,3,5:00.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by N. Jokić),,83,65
291,3,4:44.0,,Personal foul by N. Jokić (drawn by J. Wall),83,65
292,3,4:44.0,,J. Wall makes free throw 1 of 2,83,66
293,3,4:44.0,,J. Dudley enters the game for D. Gooden,83,66
294,3,4:44.0,,J. Wall makes free throw 2 of 2,83,67
295,3,4:32.0,E. Mudiay makes 2-pt jump shot from 21 ft,,85,67
296,3,4:19.0,,Turnover by B. Beal (traveling),85,67
297,3,4:19.0,D. Arthur enters the game for K. Faried,,85,67
298,3,3:59.0,D. Gallinari misses 3-pt jump shot from 27 ft,,85,67
299,3,3:59.0,,Defensive rebound by J. Wall,85,67
300,3,3:54.0,,Shooting foul by N. Jokić (drawn by J. Dudley),85,67
301,3,3:54.0,,J. Dudley makes free throw 1 of 2,85,68
302,3,3:54.0,J. Nurkić enters the game for N. Jokić,,85,68
303,3,3:54.0,,J. Dudley makes free throw 2 of 2,85,69
304,3,3:41.0,Turnover by G. Harris (bad pass; steal by J. Wall),,85,69
305,3,3:29.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Dudley),85,72
306,3,3:08.0,Shooting foul by J. Dudley (drawn by J. Nurkić),,85,72
307,3,3:08.0,J. Nurkić makes free throw 1 of 2,,86,72
308,3,3:08.0,J. Nurkić makes free throw 2 of 2,,87,72
309,3,2:54.0,,M. Gortat misses 2-pt jump shot from 12 ft,87,72
310,3,2:53.0,,Offensive rebound by J. Dudley,87,72
311,3,2:45.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by G. Temple),87,75
312,3,2:27.0,J. Nurkić misses 2-pt jump shot from 9 ft (block by J. Wall),,87,75
313,3,2:26.0,,Defensive rebound by J. Wall,87,75
314,3,2:20.0,,J. Dudley makes 3-pt jump shot from 27 ft (assist by J. Wall),87,78
315,3,2:18.0,Denver full timeout,,87,78
316,3,2:18.0,W. Barton enters the game for G. Harris,,87,78
317,3,2:18.0,J. Nelson enters the game for E. Mudiay,,87,78
318,3,2:02.0,Personal foul by J. Wall (drawn by J. Nurkić),,87,78
319,3,1:58.0,Turnover by J. Nelson (bad pass; steal by J. Dudley),,87,78
320,3,1:58.0,,Personal foul by J. Nelson (drawn by J. Dudley),87,78
321,3,1:58.0,,J. Dudley makes free throw 1 of 2,87,79
322,3,1:58.0,,J. Dudley misses free throw 2 of 2,87,79
323,3,1:57.0,Defensive rebound by D. Arthur,,87,79
324,3,1:43.0,Shooting foul by M. Gortat (drawn by D. Arthur),,87,79
325,3,1:43.0,D. Arthur makes free throw 1 of 2,,88,79
326,3,1:43.0,D. Arthur misses free throw 2 of 2,,88,79
327,3,1:41.0,,Defensive rebound by J. Dudley,88,79
328,3,1:25.0,,J. Wall misses 3-pt jump shot from 27 ft,88,79
329,3,1:24.0,Defensive rebound by J. Nurkić,,88,79
330,3,1:09.0,D. Arthur makes 2-pt jump shot from 3 ft (assist by J. Nurkić),,90,79
331,3,1:09.0,Shooting foul by J. Dudley (drawn by D. Arthur),,90,79
332,3,1:09.0,D. Arthur makes free throw 1 of 1,,91,79
333,3,0:46.0,,Turnover by Team (shot clock),91,79
334,3,0:46.0,R. Foye enters the game for D. Gallinari,,91,79
335,3,0:46.0,,R. Sessions enters the game for J. Wall,91,79
336,3,0:32.0,Turnover by J. Nelson (lost ball; steal by J. Dudley),,91,79
337,3,0:26.0,,J. Dudley misses 3-pt jump shot from 25 ft,91,79
338,3,0:24.0,Defensive rebound by J. Nurkić,,91,79
339,3,0:02.0,D. Arthur misses 2-pt jump shot from 18 ft,,91,79
340,3,0:01.0,,Defensive rebound by R. Sessions,91,79
341,4,11:50.0,,B. Beal makes 2-pt layup from 2 ft,91,81
342,4,11:36.0,J. Nurkić misses 2-pt layup at rim,,91,81
343,4,11:35.0,,Defensive rebound by R. Sessions,91,81
344,4,11:22.0,,N. Hilário makes 2-pt jump shot from 16 ft,91,83
345,4,11:08.0,J. Nurkić makes 2-pt jump shot from 5 ft (assist by J. Nelson),,93,83
346,4,10:53.0,,Shooting foul by D. Arthur (drawn by R. Sessions),93,83
347,4,10:53.0,,R. Sessions makes free throw 1 of 2,93,84
348,4,10:53.0,,R. Sessions makes free throw 2 of 2,93,85
349,4,10:45.0,Turnover by R. Foye (bad pass; steal by J. Dudley),,93,85
350,4,10:42.0,,J. Dudley makes 2-pt layup from 1 ft,93,87
351,4,10:22.0,W. Barton makes 2-pt jump shot from 17 ft,,95,87
352,4,10:09.0,,R. Sessions misses 2-pt jump shot from 3 ft,95,87
353,4,10:08.0,,Offensive rebound by Team,95,87
354,4,10:08.0,,Personal foul by J. Nurkić (drawn by N. Hilário),95,87
355,4,9:58.0,,B. Beal makes 2-pt layup from 1 ft,95,89
356,4,9:57.0,Denver full timeout,,95,89
357,4,9:36.0,D. Arthur makes 2-pt jump shot from 20 ft (assist by R. Foye),,97,89
358,4,9:17.0,,Personal foul by D. Arthur (drawn by N. Hilário),97,89
359,4,9:17.0,,J. Wall enters the game for B. Beal,97,89
360,4,9:11.0,,N. Hilário makes 2-pt layup at rim,97,91
361,4,8:59.0,Personal foul by N. Hilário (drawn by J. Nurkić),,97,91
362,4,8:59.0,N. Jokić enters the game for J. Nurkić,,97,91
363,4,8:48.0,W. Barton misses 2-pt jump shot from 6 ft,,97,91
364,4,8:47.0,Offensive rebound by Team,,97,91
365,4,8:43.0,J. Nelson misses 3-pt jump shot from 26 ft,,97,91
366,4,8:42.0,,Defensive rebound by J. Dudley,97,91
367,4,8:37.0,,R. Sessions makes 2-pt layup from 1 ft (assist by J. Wall),97,93
368,4,8:24.0,Personal foul by J. Dudley (drawn by W. Barton),,97,93
369,4,8:16.0,N. Jokić misses 2-pt jump shot from 17 ft,,97,93
370,4,8:15.0,,Defensive rebound by R. Sessions,97,93
371,4,8:14.0,Personal foul by N. Hilário (drawn by N. Jokić),,97,93
372,4,8:14.0,,Personal foul by N. Jokić,97,93
373,4,8:08.0,,G. Temple misses 3-pt jump shot from 25 ft,97,93
374,4,8:06.0,,Offensive rebound by J. Wall,97,93
375,4,8:01.0,,Turnover by J. Dudley (offensive goaltending),97,93
376,4,7:41.0,N. Jokić misses 2-pt jump shot from 6 ft,,97,93
377,4,7:40.0,,Defensive rebound by G. Temple,97,93
378,4,7:34.0,,J. Dudley makes 2-pt jump shot from 18 ft (assist by J. Wall),97,95
379,4,7:10.0,D. Arthur makes 2-pt jump shot from 13 ft,,99,95
380,4,6:54.0,,Personal foul by W. Barton (drawn by J. Dudley),99,95
381,4,6:54.0,K. Faried enters the game for N. Jokić,,99,95
382,4,6:54.0,E. Mudiay enters the game for R. Foye,,99,95
383,4,6:54.0,D. Gallinari enters the game for D. Arthur,,99,95
