,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
74,1,1:51.0,Personal foul by A. Crabbe (drawn by R. Stuckey),,28,21
75,1,1:41.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by J. Hill),,30,21
76,1,1:26.0,,A. Crabbe makes 2-pt jump shot from 17 ft (assist by E. Davis),30,23
77,1,1:14.0,Turnover by R. Stuckey (lost ball; steal by A. Crabbe),,30,23
78,1,0:59.0,,Shooting foul by J. Hill (drawn by D. Lillard),30,23
79,1,0:59.0,,D. Lillard makes free throw 1 of 2,30,24
80,1,0:59.0,,D. Lillard makes free throw 2 of 2,30,25
81,1,0:44.0,Shooting foul by M. Harkless (drawn by P. George),,30,25
82,1,0:44.0,P. George misses free throw 1 of 2,,30,25
83,1,0:44.0,Offensive rebound by Team,,30,25
84,1,0:44.0,,C. McCollum enters the game for D. Lillard,30,25
85,1,0:44.0,P. George makes free throw 2 of 2,,31,25
86,1,0:27.0,,C. McCollum misses 3-pt jump shot from 25 ft,31,25
87,1,0:26.0,,Offensive rebound by M. Harkless,31,25
88,1,0:03.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by C. McCollum),31,28
89,1,0:01.0,P. George misses 3-pt jump shot from 25 ft,,31,28
90,1,0:00.0,Offensive rebound by L. Allen,,31,28
91,2,11:44.0,,M. Leonard misses 2-pt jump shot from 17 ft,31,28
92,2,11:42.0,,Offensive rebound by E. Davis,31,28
93,2,11:40.0,,Turnover by C. McCollum (traveling),31,28
94,2,11:25.0,Personal foul by C. McCollum (drawn by G. Hill),,31,28
95,2,11:19.0,R. Stuckey makes 2-pt jump shot from 20 ft,,33,28
96,2,11:03.0,,M. Leonard makes 2-pt jump shot from 8 ft (assist by C. McCollum),33,30
97,2,10:51.0,R. Stuckey misses 2-pt layup from 2 ft,,33,30
98,2,10:51.0,,Defensive rebound by E. Davis,33,30
99,2,10:35.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Leonard),33,33
100,2,10:19.0,G. Hill misses 2-pt jump shot from 5 ft,,33,33
101,2,10:18.0,,Defensive rebound by M. Harkless,33,33
102,2,10:04.0,,M. Harkless misses 2-pt layup from 2 ft,33,33
103,2,10:02.0,Defensive rebound by C. Budinger,,33,33
104,2,9:53.0,J. Hill misses 2-pt layup from 1 ft,,33,33
105,2,9:52.0,,Defensive rebound by E. Davis,33,33
106,2,9:43.0,,C. McCollum misses 2-pt jump shot from 3 ft,33,33
107,2,9:42.0,Defensive rebound by J. Hill,,33,33
108,2,9:39.0,Shooting foul by M. Leonard (drawn by R. Stuckey),,33,33
109,2,9:39.0,R. Stuckey makes free throw 1 of 2,,34,33
110,2,9:39.0,R. Stuckey makes free throw 2 of 2,,35,33
111,2,9:20.0,,M. Harkless makes 2-pt hook shot from 4 ft,35,35
112,2,9:11.0,J. Hill makes 2-pt jump shot from 18 ft (assist by G. Hill),,37,35
113,2,8:56.0,,Turnover by M. Harkless (step out of bounds),37,35
114,2,8:56.0,Official timeout,,37,35
115,2,8:56.0,,G. Henderson enters the game for A. Crabbe,37,35
116,2,8:43.0,C. Budinger makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,40,35
117,2,8:23.0,,G. Henderson makes 2-pt layup from 1 ft (assist by M. Harkless),40,37
118,2,8:19.0,Turnover by G. Hill (bad pass; steal by M. Harkless),,40,37
119,2,8:15.0,,Turnover by C. McCollum (bad pass),40,37
120,2,8:03.0,R. Stuckey misses 2-pt jump shot from 19 ft,,40,37
121,2,8:02.0,,Defensive rebound by C. McCollum,40,37
122,2,7:52.0,,G. Henderson misses 2-pt jump shot from 20 ft,40,37
123,2,7:49.0,,Offensive rebound by E. Davis,40,37
124,2,7:34.0,,Shooting foul by J. Hill (drawn by C. McCollum),40,37
125,2,7:34.0,,C. McCollum makes free throw 1 of 2,40,38
126,2,7:34.0,I. Mahinmi enters the game for J. Hill,,40,38
127,2,7:34.0,,C. McCollum makes free throw 2 of 2,40,39
128,2,7:18.0,C. Budinger misses 2-pt jump shot from 16 ft,,40,39
129,2,7:16.0,Offensive rebound by I. Mahinmi,,40,39
130,2,7:12.0,C. Budinger makes 3-pt jump shot from 23 ft (assist by I. Mahinmi),,43,39
131,2,6:49.0,,E. Davis makes 2-pt jump shot from 4 ft,43,41
132,2,6:32.0,G. Hill misses 2-pt jump shot from 17 ft,,43,41
133,2,6:31.0,,Defensive rebound by E. Davis,43,41
134,2,6:23.0,,C. McCollum misses 2-pt jump shot from 6 ft,43,41
135,2,6:22.0,,Offensive rebound by E. Davis,43,41
136,2,6:22.0,,E. Davis makes 2-pt dunk at rim,43,43
137,2,6:08.0,G. Hill makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),,46,43
138,2,5:47.0,,C. McCollum misses 2-pt jump shot from 18 ft,46,43
139,2,5:46.0,Defensive rebound by L. Allen,,46,43
140,2,5:26.0,G. Hill misses 3-pt jump shot from 26 ft,,46,43
141,2,5:26.0,,Defensive rebound by E. Davis,46,43
142,2,5:20.0,,Personal foul by G. Hill (drawn by G. Henderson),46,43
143,2,5:20.0,,Portland full timeout,46,43
144,2,5:20.0,,D. Lillard enters the game for M. Harkless,46,43
145,2,5:20.0,,A. Aminu enters the game for E. Davis,46,43
146,2,5:20.0,,M. Plumlee enters the game for C. McCollum,46,43
147,2,5:20.0,C. Miles enters the game for G. Hill,,46,43
148,2,5:20.0,M. Ellis enters the game for L. Allen,,46,43
149,2,5:08.0,,G. Henderson misses 2-pt jump shot from 11 ft,46,43
150,2,5:07.0,Defensive rebound by C. Budinger,,46,43
151,2,5:02.0,Shooting block foul by D. Lillard (drawn by R. Stuckey),,46,43
152,2,5:02.0,R. Stuckey makes free throw 1 of 2,,47,43
153,2,5:02.0,R. Stuckey makes free throw 2 of 2,,48,43
154,2,4:45.0,,M. Leonard makes 2-pt jump shot from 16 ft,48,45
155,2,4:28.0,C. Budinger makes 2-pt jump shot from 5 ft (assist by R. Stuckey),,50,45
156,2,4:11.0,,D. Lillard makes 2-pt jump shot from 22 ft,50,47
157,2,4:04.0,C. Miles misses 3-pt jump shot from 24 ft,,50,47
158,2,4:04.0,Offensive rebound by Team,,50,47
159,2,4:04.0,P. George enters the game for R. Stuckey,,50,47
160,2,3:57.0,Shooting foul by G. Henderson (drawn by C. Budinger),,50,47
161,2,3:57.0,C. Budinger makes free throw 1 of 2,,51,47
162,2,3:57.0,C. Budinger makes free throw 2 of 2,,52,47
163,2,3:50.0,,Personal foul by I. Mahinmi (drawn by M. Plumlee),52,47
164,2,3:42.0,,D. Lillard misses 2-pt jump shot from 21 ft,52,47
165,2,3:41.0,Defensive rebound by P. George,,52,47
166,2,3:31.0,C. Miles misses 3-pt jump shot from 24 ft,,52,47
167,2,3:29.0,Offensive rebound by I. Mahinmi,,52,47
168,2,3:29.0,I. Mahinmi misses 2-pt layup at rim,,52,47
169,2,3:28.0,,Defensive rebound by M. Plumlee,52,47
170,2,3:07.0,,G. Henderson makes 2-pt jump shot from 20 ft,52,49
171,2,2:55.0,P. George makes 2-pt jump shot from 21 ft,,54,49
172,2,2:35.0,,A. Aminu misses 3-pt jump shot from 22 ft,54,49
173,2,2:33.0,,Offensive rebound by M. Plumlee,54,49
174,2,2:33.0,,M. Plumlee misses 2-pt layup from 1 ft,54,49
175,2,2:32.0,Defensive rebound by C. Miles,,54,49
176,2,2:22.0,P. George misses 3-pt jump shot from 24 ft,,54,49
177,2,2:22.0,,Defensive rebound by M. Plumlee,54,49
178,2,2:13.0,,Shooting foul by I. Mahinmi (drawn by D. Lillard),54,49
179,2,2:13.0,Indiana full timeout,,54,49
180,2,2:13.0,G. Hill enters the game for C. Budinger,,54,49
181,2,2:13.0,,D. Lillard makes free throw 1 of 2,54,50
182,2,2:13.0,,D. Lillard makes free throw 2 of 2,54,51
183,2,2:00.0,P. George misses 2-pt layup from 2 ft (block by M. Plumlee),,54,51
184,2,1:59.0,,Defensive rebound by M. Plumlee,54,51
185,2,1:52.0,,D. Lillard makes 3-pt jump shot from 24 ft,54,54
186,2,1:43.0,G. Hill misses 2-pt jump shot from 18 ft (block by D. Lillard),,54,54
187,2,1:41.0,,Defensive rebound by A. Aminu,54,54
188,2,1:38.0,,Turnover by D. Lillard (bad pass),54,54
189,2,1:25.0,G. Hill makes 3-pt jump shot from 24 ft,,57,54
190,2,1:11.0,,Turnover by D. Lillard (bad pass),57,54
191,2,1:11.0,,C. McCollum enters the game for M. Leonard,57,54
192,2,1:11.0,J. Hill enters the game for I. Mahinmi,,57,54
193,2,1:11.0,R. Stuckey enters the game for G. Hill,,57,54
194,2,1:00.0,P. George makes 2-pt dunk at rim,,59,54
195,2,0:42.0,,D. Lillard misses 3-pt jump shot from 25 ft,59,54
196,2,0:42.0,Defensive rebound by P. George,,59,54
197,2,0:26.0,Turnover by P. George (lost ball; steal by C. McCollum),,59,54
198,2,0:26.0,,Personal foul by P. George (drawn by C. McCollum),59,54
199,2,0:26.0,,C. McCollum makes free throw 1 of 2,59,55
200,2,0:26.0,,C. McCollum makes free throw 2 of 2,59,56
201,2,0:02.0,Turnover by P. George (bad pass; steal by G. Henderson),,59,56
202,3,11:43.0,,Shooting foul by I. Mahinmi (drawn by D. Lillard),59,56
203,3,11:43.0,,D. Lillard makes free throw 1 of 2,59,57
204,3,11:43.0,,D. Lillard makes free throw 2 of 2,59,58
205,3,11:34.0,Personal foul by M. Plumlee (drawn by P. George),,59,58
206,3,11:24.0,P. George misses 2-pt layup from 1 ft,,59,58
207,3,11:23.0,,Defensive rebound by A. Aminu,59,58
208,3,11:21.0,,Personal foul by G. Hill (drawn by A. Aminu),59,58
209,3,11:21.0,R. Stuckey enters the game for M. Ellis,,59,58
210,3,11:10.0,,C. McCollum makes 2-pt jump shot from 11 ft,59,60
211,3,10:59.0,G. Hill misses 2-pt jump shot from 6 ft,,59,60
212,3,10:58.0,,Defensive rebound by C. McCollum,59,60
213,3,10:52.0,,A. Aminu misses 3-pt jump shot from 22 ft,59,60
214,3,10:51.0,,Offensive rebound by N. Vonleh,59,60
215,3,10:49.0,,N. Vonleh makes 2-pt layup from 1 ft,59,62
216,3,10:41.0,C. Miles makes 3-pt jump shot from 25 ft,,62,62
217,3,10:15.0,,C. McCollum misses 3-pt jump shot from 24 ft,62,62
218,3,10:14.0,Defensive rebound by P. George,,62,62
219,3,9:56.0,P. George makes 2-pt jump shot from 6 ft,,64,62
220,3,9:42.0,,D. Lillard misses 2-pt jump shot from 3 ft,64,62
221,3,9:42.0,Defensive rebound by Team,,64,62
222,3,9:35.0,,Violation by M. Plumlee (def goaltending),64,62
223,3,9:35.0,G. Hill makes 2-pt layup from 1 ft (assist by R. Stuckey),,66,62
224,3,9:14.0,,C. McCollum makes 2-pt jump shot from 12 ft,66,64
225,3,9:06.0,G. Hill misses 2-pt layup at rim,,66,64
226,3,9:06.0,,Defensive rebound by N. Vonleh,66,64
227,3,9:01.0,,Shooting foul by C. Miles (drawn by M. Plumlee),66,64
228,3,9:01.0,,M. Plumlee misses free throw 1 of 2,66,64
229,3,9:01.0,,Offensive rebound by Team,66,64
230,3,9:01.0,,M. Plumlee misses free throw 2 of 2,66,64
231,3,9:00.0,,Offensive rebound by A. Aminu,66,64
232,3,8:56.0,,C. McCollum misses 3-pt jump shot from 26 ft,66,64
233,3,8:55.0,Defensive rebound by C. Miles,,66,64
234,3,8:46.0,I. Mahinmi misses 2-pt hook shot from 4 ft,,66,64
235,3,8:45.0,Offensive rebound by I. Mahinmi,,66,64
236,3,8:40.0,R. Stuckey misses 2-pt jump shot from 3 ft,,66,64
237,3,8:39.0,,Defensive rebound by M. Plumlee,66,64
238,3,8:20.0,,Shooting foul by G. Hill (drawn by A. Aminu),66,64
239,3,8:20.0,,A. Aminu makes free throw 1 of 2,66,65
240,3,8:20.0,C. Budinger enters the game for G. Hill,,66,65
241,3,8:20.0,,A. Aminu makes free throw 2 of 2,66,66
242,3,8:05.0,P. George misses 3-pt jump shot from 24 ft,,66,66
243,3,8:04.0,,Defensive rebound by Team,66,66
244,3,7:47.0,,Shooting foul by I. Mahinmi (drawn by D. Lillard),66,66
245,3,7:47.0,Technical foul by Team,,66,66
246,3,7:47.0,,D. Lillard makes technical free throw,66,67
247,3,7:47.0,,D. Lillard makes free throw 1 of 2,66,68
248,3,7:47.0,J. Hill enters the game for I. Mahinmi,,66,68
249,3,7:47.0,,D. Lillard makes free throw 2 of 2,66,69
250,3,7:25.0,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,69,69
251,3,7:19.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),69,71
252,3,7:08.0,Shooting foul by N. Vonleh (drawn by J. Hill),,69,71
253,3,7:08.0,J. Hill makes free throw 1 of 2,,70,71
254,3,7:08.0,J. Hill makes free throw 2 of 2,,71,71
255,3,6:52.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by M. Plumlee),71,74
256,3,6:35.0,Turnover by P. George (bad pass; steal by D. Lillard),,71,74
257,3,6:29.0,,C. McCollum makes 2-pt jump shot from 15 ft (assist by D. Lillard),71,76
258,3,6:29.0,Indiana full timeout,,71,76
259,3,6:14.0,Turnover by J. Hill (bad pass; steal by C. McCollum),,71,76
260,3,6:09.0,,D. Lillard misses 2-pt layup from 2 ft,71,76
261,3,6:05.0,Defensive rebound by R. Stuckey,,71,76
262,3,6:01.0,P. George misses 3-pt jump shot from 23 ft,,71,76
263,3,6:00.0,,Defensive rebound by C. McCollum,71,76
264,3,5:50.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),71,79
265,3,5:33.0,R. Stuckey makes 3-pt jump shot from 24 ft,,74,79
266,3,5:15.0,,C. McCollum misses 3-pt jump shot from 22 ft,74,79
267,3,5:14.0,Defensive rebound by P. George,,74,79
268,3,5:09.0,P. George misses 3-pt jump shot from 25 ft,,74,79
269,3,5:07.0,,Defensive rebound by A. Aminu,74,79
270,3,4:58.0,,N. Vonleh makes 2-pt layup at rim (assist by C. McCollum),74,81
271,3,4:49.0,Shooting foul by M. Plumlee (drawn by R. Stuckey),,74,81
272,3,4:49.0,R. Stuckey makes free throw 1 of 2,,75,81
273,3,4:49.0,R. Stuckey makes free throw 2 of 2,,76,81
274,3,4:30.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),76,83
275,3,4:18.0,R. Stuckey misses 3-pt jump shot from 24 ft,,76,83
276,3,4:16.0,,Defensive rebound by D. Lillard,76,83
277,3,4:12.0,,Turnover by D. Lillard (bad pass; steal by R. Stuckey),76,83
278,3,4:10.0,Shooting foul by M. Plumlee (drawn by R. Stuckey),,76,83
279,3,4:10.0,R. Stuckey makes free throw 1 of 2,,77,83
280,3,4:10.0,,A. Crabbe enters the game for C. McCollum,77,83
281,3,4:10.0,,E. Davis enters the game for M. Plumlee,77,83
282,3,4:10.0,R. Stuckey makes free throw 2 of 2,,78,83
283,3,3:47.0,,D. Lillard misses 2-pt layup from 1 ft (block by C. Miles),78,83
284,3,3:46.0,Defensive rebound by J. Hill,,78,83
285,3,3:42.0,P. George misses 2-pt layup from 1 ft,,78,83
286,3,3:41.0,Offensive rebound by J. Hill,,78,83
287,3,3:41.0,J. Hill makes 2-pt layup from 1 ft,,80,83
288,3,3:26.0,,Turnover by A. Crabbe (bad pass; steal by R. Stuckey),80,83
289,3,3:23.0,R. Stuckey makes 2-pt layup from 1 ft,,82,83
290,3,3:23.0,,Portland full timeout,82,83
291,3,3:23.0,,M. Leonard enters the game for N. Vonleh,82,83
292,3,3:06.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),82,86
293,3,2:53.0,Turnover by C. Miles (bad pass; steal by E. Davis),,82,86
294,3,2:47.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by A. Aminu),82,89
295,3,2:33.0,Turnover by P. George (lost ball; steal by E. Davis),,82,89
296,3,2:30.0,Offensive charge foul by A. Aminu (drawn by R. Stuckey),,82,89
297,3,2:30.0,,Turnover by A. Aminu (offensive foul),82,89
298,3,2:30.0,L. Allen enters the game for C. Miles,,82,89
299,3,2:18.0,Shooting foul by E. Davis (drawn by P. George),,82,89
300,3,2:18.0,P. George makes free throw 1 of 2,,83,89
301,3,2:18.0,P. George makes free throw 2 of 2,,84,89
302,3,2:06.0,,D. Lillard makes 3-pt jump shot from 27 ft,84,92
303,3,1:53.0,R. Stuckey misses 2-pt jump shot from 4 ft,,84,92
304,3,1:52.0,Offensive rebound by R. Stuckey,,84,92
305,3,1:45.0,R. Stuckey misses 3-pt jump shot from 24 ft,,84,92
306,3,1:45.0,Offensive rebound by R. Stuckey,,84,92
307,3,1:35.0,P. George misses 3-pt jump shot from 24 ft,,84,92
308,3,1:34.0,,Defensive rebound by M. Leonard,84,92
309,3,1:22.0,,M. Leonard misses 3-pt jump shot from 24 ft,84,92
310,3,1:21.0,,Offensive rebound by E. Davis,84,92
311,3,1:17.0,,D. Lillard misses 3-pt jump shot from 24 ft,84,92
312,3,1:16.0,,Offensive rebound by E. Davis,84,92
313,3,1:14.0,,E. Davis makes 2-pt layup at rim,84,94
314,3,1:01.0,Indiana full timeout,,84,94
315,3,1:01.0,,C. McCollum enters the game for D. Lillard,84,94
316,3,1:01.0,G. Robinson enters the game for P. George,,84,94
317,3,0:49.0,J. Hill misses 2-pt layup from 2 ft (block by E. Davis),,84,94
318,3,0:48.0,Offensive rebound by L. Allen,,84,94
319,3,0:48.0,L. Allen misses 2-pt layup at rim,,84,94
320,3,0:48.0,Offensive rebound by L. Allen,,84,94
321,3,0:48.0,L. Allen makes 2-pt layup at rim,,86,94
322,3,0:37.0,,M. Leonard makes 3-pt jump shot from 22 ft (assist by A. Aminu),86,97
323,3,0:26.0,J. Hill makes 2-pt jump shot from 14 ft (assist by R. Stuckey),,88,97
324,3,0:05.0,,C. McCollum misses 2-pt jump shot from 19 ft,88,97
325,3,0:04.0,Defensive rebound by R. Stuckey,,88,97
326,3,0:00.0,R. Stuckey makes 2-pt layup at rim,,90,97
327,4,11:47.0,Personal foul by A. Crabbe (drawn by C. Budinger),,90,97
328,4,11:41.0,,Violation by E. Davis (def goaltending),90,97
329,4,11:41.0,L. Allen makes 2-pt layup from 1 ft,,92,97
330,4,11:30.0,,Turnover by M. Leonard (step out of bounds),92,97
331,4,11:30.0,,Technical foul by Team,92,97
332,4,11:30.0,G. Hill makes technical free throw,,93,97
333,4,11:18.0,C. Budinger misses 2-pt jump shot from 15 ft,,93,97
334,4,11:18.0,,Defensive rebound by Team,93,97
335,4,10:56.0,,M. Harkless misses 2-pt dunk at rim (block by J. Hill),93,97
336,4,10:54.0,Defensive rebound by C. Budinger,,93,97
337,4,10:48.0,G. Robinson misses 2-pt layup from 2 ft,,93,97
338,4,10:47.0,Offensive rebound by L. Allen,,93,97
339,4,10:47.0,Shooting foul by M. Harkless (drawn by L. Allen),,93,97
340,4,10:47.0,L. Allen makes free throw 1 of 2,,94,97
341,4,10:47.0,L. Allen makes free throw 2 of 2,,95,97
342,4,10:32.0,,C. McCollum misses 2-pt layup from 2 ft (block by G. Robinson),95,97
343,4,10:32.0,,Offensive rebound by Team,95,97
344,4,10:29.0,,A. Crabbe misses 2-pt jump shot from 15 ft,95,97
345,4,10:28.0,,Offensive rebound by E. Davis,95,97
346,4,10:25.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by E. Davis),95,100
347,4,10:01.0,J. Hill misses 2-pt jump shot from 17 ft,,95,100
348,4,9:59.0,,Defensive rebound by M. Harkless,95,100
349,4,9:35.0,,C. McCollum misses 3-pt jump shot from 24 ft,95,100
350,4,9:33.0,,Offensive rebound by C. McCollum,95,100
351,4,9:31.0,,C. McCollum makes 3-pt jump shot from 23 ft,95,103
352,4,9:22.0,Personal foul by C. McCollum (drawn by G. Hill),,95,103
353,4,9:22.0,I. Mahinmi enters the game for L. Allen,,95,103
354,4,9:22.0,C. Miles enters the game for J. Hill,,95,103
355,4,9:16.0,G. Hill misses 2-pt jump shot from 17 ft,,95,103
356,4,9:15.0,,Defensive rebound by M. Harkless,95,103
357,4,9:02.0,,M. Leonard makes 2-pt hook shot from 9 ft,95,105
358,4,8:44.0,C. Miles makes 3-pt jump shot from 26 ft (assist by G. Hill),,98,105
359,4,8:19.0,,Turnover by M. Harkless (traveling),98,105
360,4,8:19.0,Official timeout,,98,105
361,4,8:19.0,P. George enters the game for C. Budinger,,98,105
362,4,8:00.0,Turnover by G. Hill (lost ball; steal by M. Leonard),,98,105
363,4,7:43.0,,M. Leonard misses 2-pt jump shot from 18 ft,98,105
364,4,7:42.0,Defensive rebound by P. George,,98,105
365,4,7:33.0,Personal foul by M. Leonard (drawn by I. Mahinmi),,98,105
366,4,7:33.0,,D. Lillard enters the game for C. McCollum,98,105
367,4,7:26.0,C. Miles makes 3-pt jump shot from 25 ft (assist by G. Hill),,101,105
368,4,7:09.0,,Personal foul by C. Miles (drawn by M. Leonard),101,105
369,4,7:09.0,R. Stuckey enters the game for G. Hill,,101,105
370,4,7:03.0,,Turnover by D. Lillard (lost ball; steal by R. Stuckey),101,105
371,4,6:56.0,C. Miles misses 3-pt jump shot from 24 ft,,101,105
372,4,6:55.0,Offensive rebound by I. Mahinmi,,101,105
373,4,6:52.0,Shooting foul by A. Crabbe (drawn by I. Mahinmi),,101,105
374,4,6:52.0,I. Mahinmi makes free throw 1 of 2,,102,105
375,4,6:52.0,I. Mahinmi makes free throw 2 of 2,,103,105
376,4,6:30.0,,D. Lillard makes 3-pt jump shot from 26 ft,103,108
377,4,6:18.0,P. George misses 2-pt jump shot from 18 ft,,103,108
378,4,6:18.0,,Defensive rebound by M. Harkless,103,108
379,4,6:10.0,,D. Lillard misses 3-pt jump shot from 25 ft,103,108
380,4,6:08.0,Defensive rebound by P. George,,103,108
381,4,6:00.0,R. Stuckey misses 2-pt jump shot from 15 ft,,103,108
382,4,5:59.0,,Defensive rebound by E. Davis,103,108
383,4,5:46.0,,M. Leonard misses 3-pt jump shot from 24 ft,103,108
384,4,5:46.0,Defensive rebound by I. Mahinmi,,103,108
385,4,5:40.0,Shooting foul by M. Leonard (drawn by C. Miles),,103,108
386,4,5:40.0,,Portland full timeout,103,108
387,4,5:40.0,,M. Plumlee enters the game for E. Davis,103,108
