,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA LAKERS_ACTION,SAN ANTONIO_SCORE,LA LAKERS_SCORE
44,1,6:37.0,,Shooting foul by L. Aldridge (drawn by L. Williams),15,12
45,1,6:37.0,,L. Williams makes free throw 1 of 2,15,13
46,1,6:37.0,,L. Williams makes free throw 2 of 2,15,14
47,1,6:17.0,T. Duncan misses 2-pt layup at rim (block by R. Hibbert),,15,14
48,1,6:15.0,Offensive rebound by T. Duncan,,15,14
49,1,6:13.0,T. Duncan makes 2-pt layup from 2 ft (assist by L. Aldridge),,17,14
50,1,6:13.0,Shooting foul by J. Randle (drawn by T. Duncan),,17,14
51,1,6:13.0,T. Duncan makes free throw 1 of 1,,18,14
52,1,6:04.0,,L. Williams makes 2-pt jump shot from 16 ft (assist by J. Clarkson),18,16
53,1,6:04.0,San Antonio full timeout,,18,16
54,1,6:04.0,P. Mills enters the game for T. Parker,,18,16
55,1,6:04.0,B. Diaw enters the game for T. Duncan,,18,16
56,1,5:45.0,D. Green misses 2-pt layup at rim,,18,16
57,1,5:42.0,,Defensive rebound by J. Randle,18,16
58,1,5:25.0,,J. Clarkson makes 3-pt jump shot from 24 ft,18,19
59,1,5:09.0,Turnover by B. Diaw (traveling),,18,19
60,1,5:09.0,,D. Russell enters the game for L. Williams,18,19
61,1,4:52.0,,K. Bryant misses 2-pt jump shot from 7 ft,18,19
62,1,4:49.0,Defensive rebound by K. Anderson,,18,19
63,1,4:29.0,B. Diaw misses 2-pt layup from 1 ft,,18,19
64,1,4:27.0,Offensive rebound by B. Diaw,,18,19
65,1,4:26.0,R. Butler enters the game for K. Anderson,,18,19
66,1,4:26.0,Turnover by B. Diaw (3 sec),,18,19
67,1,4:26.0,,B. Bass enters the game for R. Hibbert,18,19
68,1,4:15.0,,Turnover by D. Russell (bad pass),18,19
69,1,4:14.0,,N. Young enters the game for K. Bryant,18,19
70,1,3:55.0,B. Diaw makes 2-pt hook shot at rim (assist by D. Green),,20,19
71,1,3:34.0,,N. Young misses 3-pt jump shot from 23 ft,20,19
72,1,3:33.0,Defensive rebound by L. Aldridge,,20,19
73,1,3:17.0,B. Diaw makes 2-pt layup from 1 ft,,22,19
74,1,3:05.0,,Offensive foul by D. Russell (drawn by L. Aldridge),22,19
75,1,3:05.0,,Turnover by D. Russell (offensive foul),22,19
76,1,3:05.0,,L. Nance enters the game for J. Randle,22,19
77,1,3:05.0,J. Simmons enters the game for D. Green,,22,19
78,1,3:05.0,D. West enters the game for L. Aldridge,,22,19
79,1,2:51.0,Turnover by P. Mills (lost ball; steal by B. Bass),,22,19
80,1,2:48.0,,D. Russell misses 2-pt layup at rim (block by D. West),22,19
81,1,2:48.0,,Offensive rebound by Team,22,19
82,1,2:48.0,,LA Lakers full timeout,22,19
83,1,2:28.0,,N. Young makes 2-pt jump shot from 7 ft (assist by J. Clarkson),22,21
84,1,2:10.0,D. West makes 2-pt jump shot from 8 ft (assist by B. Diaw),,24,21
85,1,1:49.0,,B. Bass makes 2-pt dunk at rim (assist by J. Clarkson),24,23
86,1,1:34.0,Personal foul by L. Nance,,24,23
87,1,1:27.0,D. West makes 2-pt jump shot from 16 ft (assist by J. Simmons),,26,23
88,1,1:01.0,,D. Russell makes 2-pt jump shot from 9 ft,26,25
89,1,0:51.0,P. Mills makes 2-pt jump shot from 19 ft,,28,25
90,1,0:42.0,,J. Clarkson makes 3-pt jump shot from 24 ft,28,28
91,1,0:42.0,,Violation by Team (jump ball),28,28
92,1,0:30.0,R. Butler makes 3-pt jump shot from 23 ft (assist by D. West),,31,28
93,1,0:14.0,,Shooting foul by D. West (drawn by D. Russell),31,28
94,1,0:14.0,,D. Russell makes free throw 1 of 2,31,29
95,1,0:14.0,D. Green enters the game for B. Diaw,,31,29
96,1,0:14.0,,D. Russell makes free throw 2 of 2,31,30
97,1,0:03.0,D. West makes 2-pt layup at rim (assist by P. Mills),,33,30
98,1,0:03.0,,Turnover by B. Bass (bad pass; steal by D. Green),33,30
99,1,0:03.0,D. Green misses 2-pt jump shot from 4 ft,,33,30
100,1,0:00.0,Offensive rebound by Team,,33,30
101,2,11:49.0,Turnover by P. Mills (bad pass; steal by J. Clarkson),,33,30
102,2,11:47.0,,Turnover by J. Clarkson (bad pass),33,30
103,2,11:35.0,Turnover by J. Simmons (bad pass),,33,30
104,2,11:11.0,,N. Young misses 2-pt jump shot from 15 ft (block by R. Butler),33,30
105,2,11:11.0,,Offensive rebound by L. Nance,33,30
106,2,11:11.0,,Turnover by Team (shot clock),33,30
107,2,11:11.0,,L. Williams enters the game for J. Clarkson,33,30
108,2,10:59.0,D. West misses 2-pt jump shot from 7 ft (block by B. Bass),,33,30
109,2,10:57.0,,Defensive rebound by B. Bass,33,30
110,2,10:54.0,,Offensive foul by L. Nance (drawn by P. Mills),33,30
111,2,10:54.0,,Turnover by L. Nance (offensive foul),33,30
112,2,10:35.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. West),,36,30
113,2,10:23.0,,N. Young misses 2-pt jump shot from 9 ft,36,30
114,2,10:21.0,Defensive rebound by J. Simmons,,36,30
115,2,10:13.0,D. West misses 2-pt layup from 2 ft (block by L. Nance),,36,30
116,2,10:12.0,Offensive rebound by D. West,,36,30
117,2,10:09.0,D. West makes 2-pt layup at rim,,38,30
118,2,10:09.0,,LA Lakers full timeout,38,30
119,2,10:09.0,T. Parker enters the game for P. Mills,,38,30
120,2,9:47.0,,L. Nance makes 2-pt dunk at rim (assist by N. Young),38,32
121,2,9:27.0,Turnover by B. Diaw (lost ball; steal by B. Bass),,38,32
122,2,9:22.0,,B. Bass makes 2-pt dunk at rim (assist by N. Young),38,34
123,2,8:58.0,R. Butler makes 3-pt jump shot from 24 ft (assist by B. Diaw),,41,34
124,2,8:48.0,,B. Bass makes 2-pt dunk at rim (assist by D. Russell),41,36
125,2,8:32.0,T. Parker makes 2-pt layup from 1 ft,,43,36
126,2,8:08.0,,L. Williams makes 2-pt jump shot from 3 ft (assist by L. Nance),43,38
127,2,7:43.0,J. Simmons makes 3-pt jump shot from 23 ft (assist by D. West),,46,38
128,2,7:25.0,,Turnover by L. Nance (traveling),46,38
129,2,7:25.0,,K. Bryant enters the game for B. Bass,46,38
130,2,7:25.0,,R. Hibbert enters the game for N. Young,46,38
131,2,7:25.0,,J. Randle enters the game for L. Nance,46,38
132,2,7:25.0,K. Anderson enters the game for B. Diaw,,46,38
133,2,7:25.0,T. Duncan enters the game for R. Butler,,46,38
134,2,7:10.0,J. Simmons misses 2-pt jump shot from 19 ft,,46,38
135,2,7:09.0,,Defensive rebound by J. Randle,46,38
136,2,6:55.0,,K. Bryant misses 3-pt jump shot from 23 ft,46,38
137,2,6:54.0,,Offensive rebound by R. Hibbert,46,38
138,2,6:51.0,,J. Randle makes 2-pt layup at rim (assist by R. Hibbert),46,40
139,2,6:51.0,,Shooting foul by K. Anderson (drawn by J. Randle),46,40
140,2,6:51.0,L. Aldridge enters the game for D. West,,46,40
141,2,6:51.0,,J. Randle misses free throw 1 of 1,46,40
142,2,6:50.0,Defensive rebound by J. Simmons,,46,40
143,2,6:28.0,T. Parker misses 2-pt jump shot from 15 ft,,46,40
144,2,6:25.0,Offensive rebound by T. Parker,,46,40
145,2,6:23.0,T. Parker makes 2-pt jump shot from 9 ft,,48,40
146,2,6:03.0,,R. Hibbert misses 2-pt jump shot from 4 ft (block by T. Duncan),48,40
147,2,6:02.0,,Offensive rebound by K. Bryant,48,40
148,2,5:59.0,,K. Bryant misses 2-pt jump shot from 9 ft,48,40
149,2,5:58.0,Defensive rebound by L. Aldridge,,48,40
150,2,5:50.0,T. Parker misses 2-pt jump shot from 11 ft,,48,40
151,2,5:49.0,,Defensive rebound by R. Hibbert,48,40
152,2,5:28.0,,J. Randle makes 2-pt dunk at rim (assist by K. Bryant),48,42
153,2,5:06.0,Official timeout,,48,42
154,2,5:03.0,P. Mills enters the game for J. Simmons,,48,42
155,2,4:57.0,P. Mills misses 3-pt jump shot from 24 ft,,48,42
156,2,4:56.0,,Defensive rebound by J. Randle,48,42
157,2,4:48.0,,Turnover by L. Williams (traveling),48,42
158,2,4:48.0,,J. Clarkson enters the game for D. Russell,48,42
159,2,4:32.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by K. Anderson),,50,42
160,2,4:17.0,,K. Bryant makes 2-pt jump shot from 6 ft,50,44
161,2,4:01.0,Personal foul by J. Randle,,50,44
162,2,3:57.0,Turnover by T. Parker (bad pass),,50,44
163,2,3:42.0,,J. Randle makes 2-pt jump shot from 10 ft (assist by L. Williams),50,46
164,2,3:21.0,P. Mills misses 2-pt jump shot from 20 ft,,50,46
165,2,3:20.0,Offensive rebound by T. Duncan,,50,46
166,2,3:07.0,K. Anderson makes 2-pt layup at rim (assist by T. Parker),,52,46
167,2,2:57.0,,Shooting foul by L. Aldridge (drawn by K. Bryant),52,46
168,2,2:57.0,San Antonio full timeout,,52,46
169,2,2:57.0,,K. Bryant misses free throw 1 of 2,52,46
170,2,2:57.0,,Offensive rebound by Team,52,46
171,2,2:57.0,,K. Bryant makes free throw 2 of 2,52,47
172,2,2:42.0,L. Aldridge misses 2-pt layup from 2 ft,,52,47
173,2,2:39.0,Offensive rebound by L. Aldridge,,52,47
174,2,2:37.0,L. Aldridge makes 2-pt layup at rim,,54,47
175,2,2:26.0,,L. Williams misses 3-pt jump shot from 24 ft,54,47
176,2,2:24.0,Defensive rebound by T. Duncan,,54,47
177,2,2:08.0,K. Anderson misses 2-pt jump shot from 19 ft,,54,47
178,2,2:07.0,,Defensive rebound by J. Randle,54,47
179,2,1:54.0,,Turnover by J. Randle (bad pass; steal by K. Anderson),54,47
180,2,1:47.0,K. Anderson makes 2-pt layup from 1 ft (assist by P. Mills),,56,47
181,2,1:33.0,,K. Bryant misses 3-pt jump shot from 23 ft,56,47
182,2,1:31.0,Defensive rebound by T. Duncan,,56,47
183,2,1:26.0,P. Mills misses 3-pt jump shot from 23 ft,,56,47
184,2,1:25.0,Offensive rebound by T. Duncan,,56,47
185,2,1:05.0,K. Anderson makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,58,47
186,2,0:50.0,,Turnover by J. Clarkson (bad pass; steal by P. Mills),58,47
187,2,0:39.0,T. Parker makes 2-pt jump shot from 17 ft (assist by P. Mills),,60,47
188,2,0:31.0,,L. Williams makes 2-pt jump shot from 12 ft,60,49
189,2,0:11.0,Turnover by T. Parker (bad pass; steal by J. Clarkson),,60,49
190,2,0:02.0,,Turnover by L. Williams (bad pass; steal by L. Aldridge),60,49
191,3,11:45.0,K. Anderson misses 2-pt jump shot from 14 ft,,60,49
192,3,11:44.0,,Defensive rebound by J. Randle,60,49
193,3,11:22.0,,K. Bryant misses 3-pt jump shot from 24 ft,60,49
194,3,11:21.0,Defensive rebound by D. Green,,60,49
195,3,11:17.0,K. Anderson makes 2-pt dunk at rim (assist by D. Green),,62,49
196,3,10:59.0,,K. Bryant makes 2-pt jump shot from 9 ft (assist by R. Hibbert),62,51
197,3,10:47.0,T. Parker makes 2-pt jump shot from 6 ft,,64,51
198,3,10:36.0,,Personal foul by T. Duncan,64,51
199,3,10:29.0,,J. Clarkson misses 2-pt jump shot from 3 ft,64,51
200,3,10:26.0,,Offensive rebound by J. Randle,64,51
201,3,10:24.0,,J. Randle misses 2-pt layup from 1 ft (block by T. Duncan),64,51
202,3,10:23.0,Defensive rebound by T. Duncan,,64,51
203,3,10:15.0,K. Anderson misses 3-pt jump shot from 23 ft,,64,51
204,3,10:15.0,Offensive rebound by Team,,64,51
205,3,10:11.0,L. Aldridge makes 2-pt layup at rim (assist by K. Anderson),,66,51
206,3,10:00.0,,Turnover by K. Bryant (bad pass; steal by T. Parker),66,51
207,3,9:54.0,K. Anderson misses 2-pt jump shot from 15 ft,,66,51
208,3,9:49.0,,Defensive rebound by J. Clarkson,66,51
209,3,9:46.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by L. Aldridge),66,51
210,3,9:44.0,,Offensive rebound by J. Randle,66,51
211,3,9:35.0,,R. Hibbert makes 2-pt jump shot from 16 ft (assist by K. Bryant),66,53
212,3,9:19.0,D. Green misses 2-pt jump shot from 12 ft,,66,53
213,3,9:16.0,,Defensive rebound by R. Hibbert,66,53
214,3,9:04.0,,L. Williams misses 2-pt jump shot from 21 ft,66,53
215,3,9:03.0,Defensive rebound by K. Anderson,,66,53
216,3,8:48.0,K. Anderson misses 2-pt jump shot from 19 ft,,66,53
217,3,8:47.0,,Defensive rebound by K. Bryant,66,53
218,3,8:36.0,,K. Bryant makes 2-pt hook shot from 8 ft,66,55
219,3,8:31.0,San Antonio full timeout,,66,55
220,3,8:19.0,Turnover by L. Aldridge (lost ball; steal by K. Bryant),,66,55
221,3,7:58.0,,J. Clarkson makes 2-pt jump shot from 6 ft,66,57
222,3,7:46.0,T. Parker misses 2-pt jump shot from 19 ft,,66,57
223,3,7:45.0,,Defensive rebound by J. Randle,66,57
224,3,7:31.0,,K. Bryant misses 2-pt layup from 2 ft,66,57
225,3,7:29.0,,Offensive rebound by J. Randle,66,57
226,3,7:25.0,,Personal foul by D. Green,66,57
227,3,7:19.0,,R. Hibbert misses 2-pt jump shot from 17 ft,66,57
228,3,7:18.0,Defensive rebound by T. Duncan,,66,57
229,3,7:14.0,Shooting foul by L. Williams (drawn by T. Parker),,66,57
230,3,7:14.0,T. Parker makes free throw 1 of 2,,67,57
231,3,7:14.0,T. Parker makes free throw 2 of 2,,68,57
232,3,6:56.0,,J. Randle misses 2-pt jump shot from 10 ft,68,57
233,3,6:55.0,Defensive rebound by K. Anderson,,68,57
234,3,6:44.0,T. Duncan makes 2-pt dunk at rim (assist by T. Parker),,70,57
235,3,6:33.0,,Personal block foul by D. Green,70,57
236,3,6:25.0,,Personal foul by K. Anderson,70,57
237,3,6:12.0,,K. Bryant makes 2-pt jump shot from 10 ft,70,59
238,3,5:42.0,K. Anderson misses 2-pt jump shot from 17 ft,,70,59
239,3,5:40.0,,Defensive rebound by R. Hibbert,70,59
240,3,5:31.0,,J. Clarkson misses 2-pt jump shot from 11 ft (block by D. Green),70,59
241,3,5:30.0,,Offensive rebound by J. Clarkson,70,59
242,3,5:23.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by R. Hibbert),70,62
243,3,5:09.0,L. Aldridge misses 2-pt jump shot from 6 ft,,70,62
244,3,5:07.0,Offensive rebound by T. Duncan,,70,62
245,3,5:07.0,T. Duncan makes 2-pt layup at rim,,72,62
246,3,4:46.0,,J. Randle misses 2-pt layup at rim,72,62
247,3,4:42.0,Defensive rebound by L. Aldridge,,72,62
248,3,4:39.0,Shooting foul by J. Clarkson (drawn by T. Parker),,72,62
249,3,4:39.0,T. Parker makes free throw 1 of 2,,73,62
250,3,4:39.0,J. Simmons enters the game for K. Anderson,,73,62
251,3,4:39.0,R. Butler enters the game for T. Duncan,,73,62
252,3,4:39.0,B. Diaw enters the game for D. Green,,73,62
253,3,4:39.0,,D. Russell enters the game for L. Williams,73,62
254,3,4:39.0,,B. Bass enters the game for R. Hibbert,73,62
255,3,4:39.0,T. Parker makes free throw 2 of 2,,74,62
256,3,4:28.0,,K. Bryant misses 3-pt jump shot from 24 ft,74,62
257,3,4:27.0,,Offensive rebound by Team,74,62
258,3,4:27.0,P. Mills enters the game for T. Parker,,74,62
259,3,4:27.0,D. West enters the game for L. Aldridge,,74,62
260,3,4:14.0,,K. Bryant makes 2-pt jump shot from 4 ft,74,64
261,3,3:54.0,R. Butler misses 3-pt jump shot from 24 ft,,74,64
262,3,3:53.0,,Defensive rebound by J. Randle,74,64
263,3,3:44.0,,D. Russell misses 2-pt jump shot from 12 ft,74,64
264,3,3:43.0,Defensive rebound by D. West,,74,64
265,3,3:31.0,P. Mills misses 2-pt jump shot from 18 ft,,74,64
266,3,3:28.0,,Defensive rebound by J. Randle,74,64
267,3,3:18.0,,K. Bryant misses 2-pt jump shot from 12 ft,74,64
268,3,3:16.0,Defensive rebound by B. Diaw,,74,64
269,3,3:11.0,P. Mills makes 2-pt layup at rim (assist by R. Butler),,76,64
270,3,2:48.0,,Shooting foul by D. West (drawn by J. Clarkson),76,64
271,3,2:48.0,,LA Lakers full timeout,76,64
272,3,2:48.0,,L. Nance enters the game for K. Bryant,76,64
273,3,2:48.0,,N. Young enters the game for J. Randle,76,64
274,3,2:48.0,,J. Clarkson makes free throw 1 of 2,76,65
275,3,2:48.0,,J. Clarkson makes free throw 2 of 2,76,66
276,3,2:35.0,Personal foul by L. Nance,,76,66
277,3,2:25.0,R. Butler makes 2-pt jump shot from 17 ft (assist by D. West),,78,66
278,3,2:01.0,,Shooting foul by B. Diaw (drawn by N. Young),78,66
279,3,2:01.0,,N. Young makes free throw 1 of 3,78,67
280,3,2:01.0,,N. Young makes free throw 2 of 3,78,68
281,3,2:01.0,,N. Young makes free throw 3 of 3,78,69
282,3,1:48.0,P. Mills misses 2-pt jump shot from 17 ft,,78,69
283,3,1:47.0,,Defensive rebound by D. Russell,78,69
284,3,1:39.0,,D. Russell makes 2-pt layup at rim,78,71
285,3,1:19.0,B. Diaw makes 2-pt hook shot from 4 ft (assist by P. Mills),,80,71
286,3,0:58.0,,Shooting foul by D. West (drawn by B. Bass),80,71
287,3,0:58.0,,B. Bass makes free throw 1 of 2,80,72
288,3,0:58.0,,B. Bass makes free throw 2 of 2,80,73
289,3,0:42.0,B. Diaw makes 2-pt hook shot from 3 ft,,82,73
290,3,0:33.0,,J. Clarkson misses 3-pt jump shot from 25 ft,82,73
291,3,0:32.0,,Offensive rebound by L. Nance,82,73
292,3,0:28.0,,L. Nance misses 2-pt layup at rim,82,73
293,3,0:27.0,Defensive rebound by B. Diaw,,82,73
294,3,0:10.0,P. Mills makes 3-pt jump shot from 24 ft,,85,73
295,3,0:02.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by D. Russell),85,75
296,4,11:45.0,,D. Russell misses 3-pt jump shot from 24 ft,85,75
297,4,11:45.0,,Offensive rebound by Team,85,75
298,4,11:45.0,Loose ball foul by D. Green,,85,75
299,4,11:31.0,,Personal foul by R. Butler,85,75
300,4,11:25.0,,Shooting foul by B. Diaw (drawn by D. Russell),85,75
301,4,11:25.0,,D. Russell makes free throw 1 of 2,85,76
302,4,11:25.0,,D. Russell makes free throw 2 of 2,85,77
303,4,11:12.0,Shooting foul by B. Bass (drawn by L. Aldridge),,85,77
304,4,11:12.0,L. Aldridge makes free throw 1 of 2,,86,77
305,4,11:12.0,L. Aldridge makes free throw 2 of 2,,87,77
306,4,11:00.0,,Offensive foul by D. Russell (drawn by T. Parker),87,77
307,4,11:00.0,,Turnover by D. Russell (offensive foul),87,77
308,4,10:44.0,B. Diaw makes 2-pt layup from 1 ft (assist by T. Parker),,89,77
309,4,10:23.0,,J. Clarkson misses 2-pt layup from 1 ft (block by L. Aldridge),89,77
310,4,10:22.0,,Offensive rebound by J. Clarkson,89,77
311,4,10:22.0,,Shooting foul by D. Green (drawn by J. Clarkson),89,77
312,4,10:22.0,,J. Clarkson makes free throw 1 of 2,89,78
313,4,10:22.0,,J. Clarkson makes free throw 2 of 2,89,79
314,4,10:09.0,T. Parker misses 2-pt jump shot from 17 ft,,89,79
315,4,10:09.0,Offensive rebound by R. Butler,,89,79
316,4,10:09.0,Shooting foul by J. Clarkson (drawn by R. Butler),,89,79
317,4,10:09.0,R. Butler makes free throw 1 of 2,,90,79
318,4,10:09.0,,L. Williams enters the game for J. Clarkson,90,79
319,4,10:09.0,P. Mills enters the game for D. Green,,90,79
320,4,10:09.0,R. Butler makes free throw 2 of 2,,91,79
321,4,9:53.0,,L. Nance makes 2-pt layup from 1 ft (assist by B. Bass),91,81
322,4,9:28.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by T. Parker),,93,81
323,4,9:08.0,,L. Williams misses 2-pt layup at rim,93,81
324,4,9:04.0,Defensive rebound by R. Butler,,93,81
325,4,8:59.0,P. Mills misses 3-pt jump shot from 23 ft,,93,81
326,4,8:58.0,,Defensive rebound by L. Nance,93,81
327,4,8:51.0,,N. Young makes 3-pt jump shot from 26 ft (assist by D. Russell),93,84
328,4,8:51.0,San Antonio full timeout,,93,84
329,4,8:51.0,J. Simmons enters the game for T. Parker,,93,84
330,4,8:33.0,L. Aldridge misses 2-pt jump shot from 13 ft,,93,84
331,4,8:30.0,,Defensive rebound by N. Young,93,84
332,4,8:14.0,,N. Young misses 3-pt jump shot from 23 ft,93,84
333,4,8:13.0,Defensive rebound by P. Mills,,93,84
334,4,7:57.0,B. Diaw misses 2-pt hook shot from 3 ft,,93,84
335,4,7:54.0,Offensive rebound by L. Aldridge,,93,84
336,4,7:52.0,L. Aldridge makes 2-pt layup at rim,,95,84
337,4,7:49.0,,Shooting foul by L. Aldridge (drawn by L. Williams),95,84
338,4,7:49.0,,L. Williams misses free throw 1 of 2,95,84
339,4,7:49.0,,Offensive rebound by Team,95,84
340,4,7:49.0,T. Duncan enters the game for B. Diaw,,95,84
341,4,7:49.0,,L. Williams makes free throw 2 of 2,95,85
342,4,7:39.0,P. Mills makes 2-pt layup from 1 ft (assist by T. Duncan),,97,85
343,4,7:18.0,,N. Young misses 2-pt jump shot from 17 ft,97,85
344,4,7:13.0,,Offensive rebound by L. Nance,97,85
345,4,7:11.0,,L. Nance makes 2-pt layup at rim,97,87
346,4,7:03.0,Turnover by P. Mills (bad pass),,97,87
347,4,6:51.0,,Personal foul by R. Butler,97,87
348,4,6:51.0,,N. Young makes free throw 1 of 2,97,88
349,4,6:51.0,K. Anderson enters the game for R. Butler,,97,88
350,4,6:51.0,,N. Young makes free throw 2 of 2,97,89
351,4,6:36.0,J. Simmons makes 2-pt layup at rim (assist by L. Aldridge),,99,89
352,4,6:16.0,,B. Bass makes 2-pt dunk at rim,99,91
353,4,5:55.0,T. Duncan misses 2-pt jump shot from 5 ft (block by B. Bass),,99,91
354,4,5:53.0,Offensive rebound by J. Simmons,,99,91
355,4,5:48.0,J. Simmons makes 2-pt jump shot from 20 ft,,101,91
356,4,5:44.0,,L. Williams makes 3-pt jump shot from 25 ft,101,94
357,4,5:44.0,,Shooting foul by K. Anderson (drawn by L. Williams),101,94
358,4,5:44.0,Official timeout,,101,94
359,4,5:44.0,T. Parker enters the game for J. Simmons,,101,94
360,4,5:44.0,,K. Bryant enters the game for N. Young,101,94
361,4,5:44.0,,J. Randle enters the game for L. Nance,101,94
362,4,5:44.0,,L. Williams makes free throw 1 of 1,101,95
363,4,5:27.0,P. Mills misses 3-pt jump shot from 24 ft,,101,95
364,4,5:25.0,,Defensive rebound by J. Randle,101,95
365,4,5:11.0,,Offensive foul by B. Bass (drawn by P. Mills),101,95
366,4,5:11.0,,Turnover by B. Bass (offensive foul),101,95
367,4,4:55.0,T. Parker misses 2-pt jump shot from 16 ft,,101,95
368,4,4:52.0,,Defensive rebound by K. Bryant,101,95
369,4,4:45.0,,K. Bryant makes 2-pt jump shot from 11 ft,101,97
370,4,4:27.0,T. Parker makes 2-pt jump shot from 14 ft (assist by P. Mills),,103,97
371,4,4:01.0,,K. Bryant misses 2-pt jump shot from 13 ft,103,97
372,4,3:58.0,,Offensive rebound by J. Randle,103,97
373,4,3:58.0,,J. Randle makes 2-pt layup at rim,103,99
374,4,3:45.0,T. Parker makes 2-pt jump shot from 15 ft (assist by P. Mills),,105,99
375,4,3:22.0,,K. Bryant misses 2-pt jump shot from 17 ft,105,99
376,4,3:21.0,,Offensive rebound by J. Randle,105,99
377,4,3:12.0,,K. Bryant misses 2-pt layup from 1 ft (block by T. Duncan),105,99
378,4,3:10.0,Defensive rebound by T. Duncan,,105,99
379,4,3:06.0,L. Aldridge makes 2-pt dunk at rim (assist by P. Mills),,107,99
380,4,3:01.0,,LA Lakers full timeout,107,99
381,4,3:01.0,,J. Clarkson enters the game for D. Russell,107,99
382,4,3:01.0,D. Green enters the game for P. Mills,,107,99
383,4,2:53.0,,Shooting foul by L. Aldridge (drawn by K. Bryant),107,99
384,4,2:53.0,,K. Bryant makes free throw 1 of 3,107,100
385,4,2:53.0,,K. Bryant makes free throw 2 of 3,107,101
386,4,2:53.0,,K. Bryant makes free throw 3 of 3,107,102
387,4,2:30.0,L. Aldridge misses 2-pt jump shot from 19 ft,,107,102
388,4,2:29.0,Offensive rebound by Team,,107,102
389,4,2:29.0,Turnover by Team (shot clock),,107,102
390,4,2:14.0,,K. Bryant misses 3-pt jump shot from 25 ft,107,102
391,4,2:10.0,Defensive rebound by Team,,107,102
