,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHILADELPHIA_ACTION,DETROIT_SCORE,PHILADELPHIA_SCORE
65,1,4:07.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,21,19
66,1,4:05.0,Offensive rebound by R. Jackson,,21,19
67,1,4:03.0,Turnover by K. Caldwell-Pope (lost ball),,21,19
68,1,4:03.0,S. Blake enters the game for R. Jackson,,21,19
69,1,4:03.0,S. Johnson enters the game for M. Morris,,21,19
70,1,3:43.0,,E. Brand makes 2-pt jump shot from 10 ft (assist by N. Stauskas),21,21
71,1,3:24.0,Shooting foul by K. Marshall (drawn by K. Caldwell-Pope),,21,21
72,1,3:24.0,K. Caldwell-Pope makes free throw 1 of 2,,22,21
73,1,3:24.0,,H. Thompson enters the game for N. Noel,22,21
74,1,3:24.0,,T. McConnell enters the game for I. Smith,22,21
75,1,3:24.0,K. Caldwell-Pope makes free throw 2 of 2,,23,21
76,1,3:00.0,,E. Brand makes 2-pt layup from 1 ft (assist by N. Stauskas),23,23
77,1,2:52.0,Detroit full timeout,,23,23
78,1,2:42.0,A. Drummond misses 2-pt jump shot from 6 ft,,23,23
79,1,2:41.0,Offensive rebound by S. Johnson,,23,23
80,1,2:40.0,S. Johnson misses 2-pt jump shot from 3 ft (block by E. Brand),,23,23
81,1,2:38.0,,Defensive rebound by H. Thompson,23,23
82,1,2:28.0,,N. Stauskas makes 2-pt layup from 2 ft (assist by E. Brand),23,25
83,1,2:28.0,,Shooting foul by K. Caldwell-Pope (drawn by N. Stauskas),23,25
84,1,2:28.0,,N. Stauskas makes free throw 1 of 1,23,26
85,1,2:12.0,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,,23,26
86,1,2:11.0,Offensive rebound by K. Caldwell-Pope,,23,26
87,1,2:11.0,Shooting foul by N. Stauskas (drawn by K. Caldwell-Pope),,23,26
88,1,2:11.0,K. Caldwell-Pope makes 2-pt jump shot from 6 ft,,25,26
89,1,2:11.0,K. Caldwell-Pope misses free throw 1 of 1,,25,26
90,1,2:10.0,,Defensive rebound by E. Brand,25,26
91,1,1:54.0,,T. McConnell misses 3-pt jump shot from 25 ft,25,26
92,1,1:53.0,Defensive rebound by S. Johnson,,25,26
93,1,1:42.0,Turnover by S. Blake (bad pass; steal by E. Brand),,25,26
94,1,1:37.0,,E. Brand makes 2-pt layup at rim (assist by N. Stauskas),25,28
95,1,1:15.0,A. Drummond misses 2-pt jump shot from 7 ft,,25,28
96,1,1:14.0,,Defensive rebound by K. Marshall,25,28
97,1,1:03.0,,E. Brand misses 2-pt jump shot from 12 ft,25,28
98,1,1:02.0,Defensive rebound by T. Harris,,25,28
99,1,0:56.0,Turnover by K. Caldwell-Pope (bad pass; steal by E. Brand),,25,28
100,1,0:39.0,,T. McConnell makes 2-pt jump shot from 16 ft,25,30
101,1,0:28.0,S. Blake makes 2-pt layup at rim,,27,30
102,1,0:08.0,,Personal foul by S. Blake,27,30
103,1,0:03.0,,Turnover by E. Brand (lost ball; steal by A. Drummond),27,30
104,1,0:01.0,Turnover by A. Drummond (bad pass; steal by E. Brand),,27,30
105,1,0:00.0,,E. Brand makes 2-pt layup from 3 ft,27,32
106,2,11:42.0,,C. Landry makes 2-pt jump shot from 19 ft (assist by K. Marshall),27,34
107,2,11:23.0,M. Morris misses 2-pt jump shot from 5 ft,,27,34
108,2,11:21.0,,Defensive rebound by H. Thompson,27,34
109,2,11:02.0,,K. Marshall misses 3-pt jump shot from 26 ft,27,34
110,2,11:00.0,Defensive rebound by S. Johnson,,27,34
111,2,10:44.0,M. Morris makes 2-pt layup from 2 ft (assist by R. Bullock),,29,34
112,2,10:44.0,,Violation by H. Thompson (def goaltending),29,34
113,2,10:27.0,,C. Landry misses 2-pt jump shot from 17 ft,29,34
114,2,10:26.0,Defensive rebound by S. Johnson,,29,34
115,2,10:20.0,Shooting foul by C. Landry (drawn by A. Baynes),,29,34
116,2,10:20.0,A. Baynes makes free throw 1 of 2,,30,34
117,2,10:20.0,A. Baynes misses free throw 2 of 2,,30,34
118,2,10:18.0,,Defensive rebound by C. Landry,30,34
119,2,10:07.0,,S. Weems misses 2-pt jump shot from 8 ft (block by M. Morris),30,34
120,2,10:07.0,,Offensive rebound by S. Weems,30,34
121,2,10:07.0,,Turnover by S. Weems (traveling),30,34
122,2,9:57.0,A. Baynes misses 2-pt jump shot from 8 ft,,30,34
123,2,9:56.0,,Defensive rebound by S. Weems,30,34
124,2,9:47.0,,H. Thompson misses 3-pt jump shot from 25 ft,30,34
125,2,9:46.0,Defensive rebound by M. Morris,,30,34
126,2,9:38.0,M. Morris misses 2-pt jump shot from 16 ft,,30,34
127,2,9:36.0,Offensive rebound by Team,,30,34
128,2,9:36.0,,I. Canaan enters the game for K. Marshall,30,34
129,2,9:28.0,R. Bullock misses 3-pt jump shot from 22 ft,,30,34
130,2,9:26.0,Offensive rebound by A. Baynes,,30,34
131,2,9:24.0,A. Baynes misses 2-pt jump shot from 13 ft,,30,34
132,2,9:23.0,Offensive rebound by R. Bullock,,30,34
133,2,9:23.0,R. Bullock makes 2-pt dunk at rim,,32,34
134,2,9:15.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. McConnell),32,37
135,2,8:57.0,S. Johnson misses 2-pt jump shot from 16 ft,,32,37
136,2,8:56.0,,Defensive rebound by C. Landry,32,37
137,2,8:49.0,,Personal foul by S. Blake,32,37
138,2,8:49.0,Official timeout,,32,37
139,2,8:31.0,,S. Weems misses 3-pt jump shot from 25 ft,32,37
140,2,8:29.0,Defensive rebound by A. Baynes,,32,37
141,2,8:25.0,Personal foul by S. Weems,,32,37
142,2,8:25.0,,N. Noel enters the game for C. Landry,32,37
143,2,8:24.0,Turnover by S. Johnson (bad pass; steal by T. McConnell),,32,37
144,2,8:21.0,,T. McConnell makes 2-pt layup at rim,32,39
145,2,8:05.0,S. Blake misses 3-pt jump shot from 26 ft,,32,39
146,2,8:04.0,,Defensive rebound by T. McConnell,32,39
147,2,7:51.0,,S. Weems misses 2-pt layup from 1 ft,32,39
148,2,7:49.0,Defensive rebound by A. Baynes,,32,39
149,2,7:41.0,Turnover by S. Blake (bad pass; steal by I. Canaan),,32,39
150,2,7:35.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by I. Canaan),32,42
151,2,7:24.0,S. Blake misses 2-pt jump shot from 22 ft,,32,42
152,2,7:23.0,,Defensive rebound by S. Weems,32,42
153,2,7:13.0,,T. McConnell misses 2-pt jump shot from 8 ft,32,42
154,2,7:11.0,,Offensive rebound by N. Noel,32,42
155,2,7:10.0,,N. Noel misses 2-pt jump shot from 7 ft (block by A. Baynes),32,42
156,2,7:08.0,Defensive rebound by S. Johnson,,32,42
157,2,7:04.0,M. Morris makes 2-pt layup from 1 ft (assist by S. Johnson),,34,42
158,2,6:43.0,,S. Weems makes 2-pt jump shot from 9 ft,34,44
159,2,6:24.0,S. Blake misses 3-pt jump shot from 23 ft,,34,44
160,2,6:22.0,Offensive rebound by A. Baynes,,34,44
161,2,6:22.0,A. Baynes makes 2-pt layup from 1 ft,,36,44
162,2,6:04.0,,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),36,46
163,2,5:53.0,Detroit full timeout,,36,46
164,2,5:53.0,,I. Smith enters the game for T. McConnell,36,46
165,2,5:53.0,T. Harris enters the game for S. Blake,,36,46
166,2,5:53.0,K. Caldwell-Pope enters the game for S. Johnson,,36,46
167,2,5:53.0,R. Jackson enters the game for R. Bullock,,36,46
168,2,5:36.0,R. Jackson misses 2-pt jump shot from 14 ft,,36,46
169,2,5:35.0,,Defensive rebound by H. Thompson,36,46
170,2,5:16.0,,Turnover by N. Noel (bad pass),36,46
171,2,5:08.0,T. Harris misses 2-pt layup from 2 ft,,36,46
172,2,5:07.0,Offensive rebound by A. Baynes,,36,46
173,2,5:07.0,A. Baynes misses 2-pt layup from 1 ft,,36,46
174,2,5:05.0,,Defensive rebound by S. Weems,36,46
175,2,4:58.0,,H. Thompson misses 3-pt jump shot from 24 ft,36,46
176,2,4:57.0,Defensive rebound by R. Jackson,,36,46
177,2,4:49.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft,,38,46
178,2,4:23.0,,S. Weems misses 2-pt jump shot from 6 ft,38,46
179,2,4:21.0,Defensive rebound by M. Morris,,38,46
180,2,4:12.0,Shooting foul by S. Weems (drawn by M. Morris),,38,46
181,2,4:12.0,M. Morris makes free throw 1 of 2,,39,46
182,2,4:12.0,A. Drummond enters the game for A. Baynes,,39,46
183,2,4:12.0,,C. Landry enters the game for S. Weems,39,46
184,2,4:12.0,M. Morris makes free throw 2 of 2,,40,46
185,2,4:02.0,,I. Smith makes 2-pt layup at rim (assist by N. Noel),40,48
186,2,3:41.0,M. Morris misses 2-pt jump shot from 15 ft,,40,48
187,2,3:40.0,,Defensive rebound by I. Canaan,40,48
188,2,3:35.0,,Personal foul by T. Harris,40,48
189,2,3:35.0,S. Johnson enters the game for T. Harris,,40,48
190,2,3:35.0,,N. Stauskas enters the game for H. Thompson,40,48
191,2,3:20.0,,C. Landry misses 2-pt jump shot from 4 ft,40,48
192,2,3:19.0,Defensive rebound by A. Drummond,,40,48
193,2,3:10.0,Shooting foul by N. Noel (drawn by A. Drummond),,40,48
194,2,3:10.0,A. Drummond makes free throw 1 of 2,,41,48
195,2,3:10.0,A. Drummond makes free throw 2 of 2,,42,48
196,2,3:01.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by N. Noel),42,51
197,2,2:37.0,Shooting foul by C. Landry (drawn by A. Drummond),,42,51
198,2,2:37.0,,Philadelphia full timeout,42,51
199,2,2:37.0,A. Drummond misses free throw 1 of 2,,42,51
200,2,2:37.0,Offensive rebound by Team,,42,51
201,2,2:37.0,A. Drummond makes free throw 2 of 2,,43,51
202,2,2:24.0,,Turnover by I. Canaan (illegal screen),43,51
203,2,2:19.0,A. Drummond makes 2-pt layup at rim (assist by K. Caldwell-Pope),,45,51
204,2,2:05.0,,C. Landry makes 3-pt jump shot from 24 ft (assist by N. Stauskas),45,54
205,2,1:45.0,M. Morris misses 2-pt jump shot from 15 ft,,45,54
206,2,1:44.0,Offensive rebound by Team,,45,54
207,2,1:33.0,R. Jackson makes 2-pt jump shot from 11 ft,,47,54
208,2,1:16.0,,Turnover by N. Noel (lost ball; steal by K. Caldwell-Pope),47,54
209,2,1:12.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,47,54
210,2,1:09.0,,Defensive rebound by I. Smith,47,54
211,2,1:04.0,,N. Stauskas misses 3-pt jump shot from 26 ft,47,54
212,2,1:03.0,Defensive rebound by A. Drummond,,47,54
213,2,0:57.0,A. Drummond makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,49,54
214,2,0:42.0,,Shooting foul by M. Morris (drawn by I. Smith),49,54
215,2,0:42.0,,I. Smith makes free throw 1 of 2,49,55
216,2,0:42.0,A. Tolliver enters the game for M. Morris,,49,55
217,2,0:42.0,,E. Brand enters the game for C. Landry,49,55
218,2,0:42.0,Technical foul by M. Morris,,49,55
219,2,0:42.0,,I. Canaan makes technical free throw,49,56
220,2,0:42.0,,I. Smith makes free throw 2 of 2,49,57
221,2,0:34.0,R. Jackson makes 3-pt jump shot from 25 ft,,52,57
222,2,0:28.0,,I. Smith misses 2-pt jump shot from 4 ft,52,57
223,2,0:26.0,Defensive rebound by A. Drummond,,52,57
224,2,0:02.0,R. Jackson misses 2-pt jump shot from 7 ft,,52,57
225,2,0:01.0,Offensive rebound by A. Drummond,,52,57
226,2,0:01.0,A. Drummond misses 2-pt layup at rim,,52,57
227,2,0:00.0,,Defensive rebound by E. Brand,52,57
228,3,11:51.0,,C. Landry makes 2-pt layup from 2 ft (assist by H. Thompson),52,59
229,3,11:37.0,K. Caldwell-Pope makes 2-pt jump shot from 21 ft (assist by M. Morris),,54,59
230,3,11:13.0,,C. Landry misses 3-pt jump shot from 25 ft,54,59
231,3,11:11.0,Defensive rebound by M. Morris,,54,59
232,3,11:05.0,T. Harris makes 2-pt layup from 2 ft (assist by R. Jackson),,56,59
233,3,10:40.0,,I. Canaan misses 3-pt jump shot from 24 ft,56,59
234,3,10:38.0,Defensive rebound by M. Morris,,56,59
235,3,10:29.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by M. Morris),,58,59
236,3,10:10.0,,I. Smith makes 2-pt jump shot from 3 ft,58,61
237,3,9:52.0,A. Drummond makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,60,61
238,3,9:37.0,,I. Smith misses 2-pt jump shot from 3 ft,60,61
239,3,9:35.0,Defensive rebound by A. Drummond,,60,61
240,3,9:16.0,Shooting foul by H. Thompson (drawn by R. Jackson),,60,61
241,3,9:16.0,R. Jackson makes free throw 1 of 2,,61,61
242,3,9:16.0,R. Jackson makes free throw 2 of 2,,62,61
243,3,9:01.0,,I. Smith makes 2-pt jump shot from 6 ft,62,63
244,3,8:44.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,62,63
245,3,8:43.0,,Defensive rebound by H. Thompson,62,63
246,3,8:30.0,,N. Noel makes 2-pt dunk at rim (assist by H. Thompson),62,65
247,3,8:14.0,M. Morris makes 2-pt jump shot from 16 ft (assist by R. Jackson),,64,65
248,3,7:48.0,,I. Smith misses 2-pt layup from 2 ft,64,65
249,3,7:47.0,Defensive rebound by A. Drummond,,64,65
250,3,7:40.0,T. Harris misses 2-pt jump shot from 3 ft,,64,65
251,3,7:38.0,,Defensive rebound by C. Landry,64,65
252,3,7:28.0,,Shooting foul by R. Jackson (drawn by C. Landry),64,65
253,3,7:28.0,,C. Landry makes free throw 1 of 2,64,66
254,3,7:28.0,,N. Stauskas enters the game for I. Canaan,64,66
255,3,7:28.0,,C. Landry misses free throw 2 of 2,64,66
256,3,7:26.0,,Offensive rebound by H. Thompson,64,66
257,3,7:24.0,,H. Thompson misses 2-pt layup from 1 ft,64,66
258,3,7:23.0,Defensive rebound by K. Caldwell-Pope,,64,66
259,3,7:13.0,A. Drummond misses 2-pt jump shot from 12 ft,,64,66
260,3,7:13.0,Offensive rebound by Team,,64,66
261,3,7:13.0,,Loose ball foul by N. Stauskas,64,66
262,3,7:02.0,T. Harris makes 2-pt jump shot from 17 ft (assist by R. Jackson),,66,66
263,3,6:43.0,,H. Thompson misses 2-pt jump shot from 5 ft,66,66
264,3,6:41.0,Defensive rebound by T. Harris,,66,66
265,3,6:40.0,Turnover by T. Harris (bad pass; steal by N. Noel),,66,66
266,3,6:39.0,,Shooting foul by R. Jackson (drawn by N. Noel),66,66
267,3,6:39.0,,N. Noel makes free throw 1 of 2,66,67
268,3,6:39.0,,E. Brand enters the game for C. Landry,66,67
269,3,6:39.0,,N. Noel makes free throw 2 of 2,66,68
270,3,6:26.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,66,68
271,3,6:25.0,,Defensive rebound by N. Noel,66,68
272,3,6:10.0,,N. Stauskas misses 3-pt jump shot from 23 ft,66,68
273,3,6:09.0,Defensive rebound by T. Harris,,66,68
274,3,5:46.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by T. Harris),,69,68
275,3,5:39.0,,Philadelphia full timeout,69,68
276,3,5:39.0,,K. Marshall enters the game for H. Thompson,69,68
277,3,5:30.0,,E. Brand makes 2-pt jump shot from 18 ft (assist by K. Marshall),69,70
278,3,5:09.0,Offensive foul by A. Drummond (drawn by E. Brand),,69,70
279,3,5:09.0,Turnover by A. Drummond (offensive foul),,69,70
280,3,5:04.0,,Personal foul by R. Jackson,69,70
281,3,4:50.0,,E. Brand misses 2-pt jump shot from 18 ft,69,70
282,3,4:48.0,Defensive rebound by M. Morris,,69,70
283,3,4:41.0,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Drummond),,72,70
284,3,4:17.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by N. Noel),72,73
285,3,4:01.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,72,73
286,3,3:58.0,,Defensive rebound by E. Brand,72,73
287,3,3:46.0,,I. Smith makes 2-pt layup from 2 ft (assist by K. Marshall),72,75
288,3,3:44.0,Detroit full timeout,,72,75
289,3,3:44.0,R. Bullock enters the game for M. Morris,,72,75
290,3,3:44.0,,H. Thompson enters the game for N. Noel,72,75
291,3,3:32.0,T. Harris makes 2-pt jump shot from 5 ft,,74,75
292,3,3:13.0,,Personal foul by A. Drummond,74,75
293,3,3:05.0,S. Blake enters the game for R. Jackson,,74,75
294,3,2:59.0,,K. Marshall makes 2-pt jump shot from 11 ft (assist by H. Thompson),74,77
295,3,2:43.0,T. Harris makes 2-pt layup from 1 ft,,76,77
296,3,2:43.0,Shooting foul by H. Thompson (drawn by T. Harris),,76,77
297,3,2:43.0,,T. McConnell enters the game for I. Smith,76,77
298,3,2:43.0,T. Harris makes free throw 1 of 1,,77,77
299,3,2:34.0,,N. Stauskas makes 2-pt layup from 1 ft,77,79
300,3,2:34.0,,Shooting foul by T. Harris (drawn by N. Stauskas),77,79
301,3,2:34.0,,N. Stauskas makes free throw 1 of 1,77,80
302,3,2:17.0,Shooting foul by E. Brand (drawn by K. Caldwell-Pope),,77,80
303,3,2:17.0,K. Caldwell-Pope makes free throw 1 of 2,,78,80
304,3,2:17.0,K. Caldwell-Pope makes free throw 2 of 2,,79,80
305,3,2:05.0,,T. McConnell makes 2-pt jump shot from 15 ft,79,82
306,3,1:48.0,R. Bullock makes 2-pt jump shot from 4 ft,,81,82
307,3,1:34.0,,E. Brand misses 2-pt jump shot from 13 ft,81,82
308,3,1:32.0,Defensive rebound by T. Harris,,81,82
309,3,1:18.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft,,83,82
310,3,0:58.0,,K. Marshall makes 3-pt jump shot from 27 ft (assist by E. Brand),83,85
311,3,0:44.0,S. Blake makes 2-pt layup from 1 ft,,85,85
312,3,0:38.0,,Shooting foul by A. Drummond (drawn by N. Stauskas),85,85
313,3,0:38.0,,N. Stauskas makes free throw 1 of 2,85,86
314,3,0:38.0,A. Baynes enters the game for A. Drummond,,85,86
315,3,0:38.0,,I. Canaan enters the game for H. Thompson,85,86
316,3,0:38.0,,N. Stauskas makes free throw 2 of 2,85,87
317,3,0:13.0,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,,87,87
318,3,0:03.0,,Turnover by I. Canaan (bad pass; steal by S. Blake),87,87
319,3,0:00.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by S. Blake),,90,87
320,4,11:45.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,90,87
321,4,11:43.0,,Defensive rebound by N. Stauskas,90,87
322,4,11:26.0,,I. Canaan makes 2-pt jump shot from 11 ft (assist by C. Landry),90,89
323,4,11:26.0,,Shooting foul by S. Blake (drawn by I. Canaan),90,89
324,4,11:26.0,,I. Canaan misses free throw 1 of 1,90,89
325,4,11:22.0,Defensive rebound by R. Bullock,,90,89
326,4,11:10.0,A. Baynes makes 2-pt layup from 1 ft (assist by M. Morris),,92,89
327,4,10:55.0,,Turnover by T. McConnell (bad pass; steal by K. Caldwell-Pope),92,89
328,4,10:51.0,R. Bullock makes 2-pt layup at rim (assist by K. Caldwell-Pope),,94,89
329,4,10:30.0,,N. Noel misses 2-pt hook shot from 10 ft,94,89
330,4,10:28.0,Defensive rebound by A. Baynes,,94,89
331,4,10:23.0,R. Bullock makes 2-pt layup at rim (assist by S. Blake),,96,89
332,4,10:23.0,,Philadelphia full timeout,96,89
333,4,10:15.0,,Turnover by T. McConnell (lost ball; steal by S. Blake),96,89
334,4,10:10.0,R. Bullock misses 2-pt jump shot from 4 ft,,96,89
335,4,10:08.0,Offensive rebound by K. Caldwell-Pope,,96,89
336,4,10:08.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,98,89
337,4,9:56.0,,T. McConnell misses 2-pt jump shot from 17 ft,98,89
338,4,9:54.0,Defensive rebound by R. Bullock,,98,89
339,4,9:39.0,A. Baynes makes 2-pt hook shot from 4 ft (assist by K. Caldwell-Pope),,100,89
340,4,9:18.0,,N. Stauskas misses 2-pt layup from 2 ft,100,89
341,4,9:16.0,Defensive rebound by A. Baynes,,100,89
342,4,9:07.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,100,89
343,4,9:05.0,,Defensive rebound by T. McConnell,100,89
344,4,8:51.0,,I. Canaan makes 3-pt jump shot from 24 ft,100,92
345,4,8:43.0,Turnover by K. Caldwell-Pope (lost ball; steal by C. Landry),,100,92
346,4,8:43.0,,Technical foul by I. Canaan,100,92
347,4,8:43.0,Technical foul by S. Blake,,100,92
348,4,8:43.0,,H. Thompson enters the game for N. Stauskas,100,92
349,4,8:43.0,,I. Smith enters the game for T. McConnell,100,92
350,4,8:35.0,,Offensive foul by I. Canaan (drawn by R. Bullock),100,92
351,4,8:35.0,,Turnover by I. Canaan (offensive foul),100,92
352,4,8:25.0,M. Morris makes 3-pt jump shot from 24 ft,,103,92
353,4,8:01.0,,I. Smith misses 2-pt jump shot from 11 ft,103,92
354,4,8:00.0,Defensive rebound by K. Caldwell-Pope,,103,92
355,4,7:53.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,103,92
356,4,7:50.0,,Defensive rebound by C. Landry,103,92
357,4,7:34.0,,I. Canaan misses 2-pt layup from 2 ft (block by A. Baynes),103,92
358,4,7:32.0,,Offensive rebound by Team,103,92
359,4,7:29.0,,Shooting foul by R. Bullock (drawn by I. Canaan),103,92
360,4,7:29.0,,I. Canaan makes free throw 1 of 3,103,93
361,4,7:29.0,,I. Canaan makes free throw 2 of 3,103,94
362,4,7:29.0,R. Jackson enters the game for S. Blake,,103,94
363,4,7:29.0,Violation by R. Jackson (lane),,103,94
364,4,7:29.0,,I. Canaan makes free throw 3 of 3,103,95
365,4,7:18.0,M. Morris misses 3-pt jump shot from 25 ft,,103,95
366,4,7:17.0,,Defensive rebound by H. Thompson,103,95
367,4,7:12.0,,Personal foul by K. Caldwell-Pope,103,95
368,4,7:12.0,,I. Canaan makes free throw 1 of 2,103,96
369,4,7:12.0,A. Drummond enters the game for A. Baynes,,103,96
370,4,7:12.0,,I. Canaan makes free throw 2 of 2,103,97
371,4,6:56.0,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,,103,97
372,4,6:55.0,Offensive rebound by A. Drummond,,103,97
373,4,6:54.0,A. Drummond makes 2-pt layup from 1 ft,,105,97
374,4,6:41.0,,Shooting foul by A. Drummond (drawn by C. Landry),105,97
375,4,6:41.0,,C. Landry makes free throw 1 of 2,105,98
376,4,6:41.0,T. Harris enters the game for K. Caldwell-Pope,,105,98
377,4,6:41.0,,C. Landry makes free throw 2 of 2,105,99
378,4,6:27.0,T. Harris makes 2-pt jump shot from 21 ft (assist by R. Jackson),,107,99
379,4,6:14.0,,H. Thompson misses 3-pt jump shot from 24 ft,107,99
380,4,6:14.0,,Offensive rebound by Team,107,99
381,4,6:14.0,Loose ball foul by M. Morris,,107,99
382,4,6:14.0,,N. Noel misses free throw 1 of 2,107,99
