,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
0,1,11:42.0,,D. DeRozan misses 2-pt jump shot from 17 ft,0,0
1,1,11:42.0,Defensive rebound by L. James,,0,0
2,1,11:25.0,Turnover by L. James (bad pass; steal by D. DeRozan),,0,0
3,1,11:12.0,,D. DeRozan misses 2-pt jump shot from 7 ft,0,0
4,1,11:12.0,Defensive rebound by T. Thompson,,0,0
5,1,11:04.0,K. Irving makes 2-pt jump shot from 21 ft (assist by T. Thompson),,2,0
6,1,10:37.0,,L. Scola misses 2-pt layup from 4 ft,2,0
7,1,10:37.0,Defensive rebound by T. Thompson,,2,0
8,1,10:27.0,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),,5,0
9,1,10:12.0,,L. Scola misses 3-pt jump shot from 25 ft,5,0
10,1,10:11.0,Defensive rebound by T. Thompson,,5,0
11,1,10:03.0,K. Love misses 2-pt jump shot from 17 ft,,5,0
12,1,10:02.0,Offensive rebound by K. Irving,,5,0
13,1,9:57.0,Turnover by L. James (traveling),,5,0
14,1,9:38.0,,L. Scola misses 3-pt jump shot from 24 ft,5,0
15,1,9:38.0,Defensive rebound by J. Smith,,5,0
16,1,9:26.0,K. Love makes 2-pt layup from 2 ft,,7,0
17,1,9:19.0,,Toronto full timeout,7,0
18,1,9:11.0,,Shooting foul by J. Smith (drawn by D. DeRozan),7,0
19,1,9:11.0,,D. DeRozan makes free throw 1 of 2,7,1
20,1,9:11.0,,D. DeRozan makes free throw 2 of 2,7,2
21,1,9:00.0,T. Thompson misses 2-pt dunk at rim,,7,2
22,1,8:59.0,,Defensive rebound by L. Scola,7,2
23,1,8:42.0,,K. Lowry makes 2-pt layup from 4 ft,7,4
24,1,8:32.0,K. Love misses 2-pt hook shot from 7 ft,,7,4
25,1,8:32.0,,Defensive rebound by K. Lowry,7,4
26,1,8:27.0,Offensive charge foul by K. Lowry (drawn by J. Smith),,7,4
27,1,8:27.0,,Turnover by K. Lowry (offensive foul),7,4
28,1,8:13.0,L. James makes 2-pt hook shot from 4 ft,,9,4
29,1,7:49.0,,J. Johnson misses 3-pt jump shot from 24 ft,9,4
30,1,7:48.0,Defensive rebound by T. Thompson,,9,4
31,1,7:38.0,J. Smith misses 3-pt jump shot from 26 ft,,9,4
32,1,7:38.0,,Defensive rebound by J. Johnson,9,4
