,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
84,1,3:10.0,,Personal foul by J. Wall,17,23
85,1,3:01.0,,Turnover by L. Barbosa (bad pass),17,23
86,1,2:46.0,N. Hilário makes 2-pt jump shot from 11 ft,,19,23
87,1,2:39.0,,Shooting foul by O. Porter (drawn by A. Varejão),19,23
88,1,2:39.0,,A. Varejão makes free throw 1 of 2,19,24
89,1,2:39.0,,S. Livingston enters the game for H. Barnes,19,24
90,1,2:39.0,,A. Varejão makes free throw 2 of 2,19,25
91,1,2:23.0,Turnover by N. Hilário (lost ball; steal by A. Varejão),,19,25
92,1,2:07.0,,Turnover by S. Curry (bad pass; steal by J. Dudley),19,25
93,1,1:49.0,N. Hilário misses 2-pt layup from 2 ft,,19,25
94,1,1:48.0,,Defensive rebound by A. Varejão,19,25
95,1,1:31.0,,L. Barbosa misses 2-pt jump shot from 12 ft,19,25
96,1,1:30.0,Defensive rebound by O. Porter,,19,25
97,1,1:22.0,J. Dudley misses 3-pt jump shot from 23 ft,,19,25
98,1,1:22.0,,Defensive rebound by S. Livingston,19,25
99,1,1:13.0,,S. Livingston misses 2-pt jump shot from 13 ft,19,25
100,1,1:13.0,Defensive rebound by G. Temple,,19,25
101,1,1:10.0,Personal foul by D. Green,,19,25
102,1,1:10.0,R. Sessions enters the game for J. Wall,,19,25
103,1,1:00.0,Turnover by N. Hilário (bad pass; steal by S. Curry),,19,25
104,1,0:58.0,,S. Curry makes 2-pt dunk at rim,19,27
105,1,0:34.0,G. Temple misses 2-pt jump shot from 14 ft,,19,27
106,1,0:33.0,,Defensive rebound by D. Green,19,27
107,1,0:14.0,,S. Curry misses 3-pt jump shot from 33 ft,19,27
108,1,0:13.0,Defensive rebound by J. Dudley,,19,27
109,1,0:08.0,O. Porter makes 2-pt jump shot from 7 ft (assist by G. Temple),,21,27
110,1,0:08.0,Shooting foul by L. Barbosa (drawn by O. Porter),,21,27
111,1,0:08.0,O. Porter makes free throw 1 of 1,,22,27
112,1,0:01.0,,S. Livingston misses 2-pt jump shot from 6 ft,22,27
113,1,0:00.0,,Offensive rebound by Team,22,27
114,2,11:41.0,Shooting foul by S. Livingston (drawn by B. Beal),,22,27
115,2,11:41.0,B. Beal makes free throw 1 of 2,,23,27
116,2,11:41.0,B. Beal makes free throw 2 of 2,,24,27
117,2,11:19.0,,M. Speights makes 2-pt jump shot from 5 ft,24,29
118,2,11:19.0,,Shooting foul by J. Dudley (drawn by M. Speights),24,29
119,2,11:19.0,,M. Speights misses free throw 1 of 1,24,29
120,2,11:18.0,Defensive rebound by N. Hilário,,24,29
121,2,10:57.0,B. Beal makes 2-pt jump shot from 18 ft,,26,29
122,2,10:34.0,,Shooting foul by N. Hilário (drawn by S. Livingston),26,29
123,2,10:34.0,,S. Livingston misses free throw 1 of 2,26,29
124,2,10:34.0,,Offensive rebound by Team,26,29
125,2,10:34.0,M. Gortat enters the game for N. Hilário,,26,29
126,2,10:34.0,,S. Livingston misses free throw 2 of 2,26,29
127,2,10:34.0,Defensive rebound by M. Gortat,,26,29
128,2,10:17.0,B. Beal misses 3-pt jump shot from 25 ft,,26,29
129,2,10:16.0,,Defensive rebound by H. Barnes,26,29
130,2,10:08.0,,S. Livingston makes 2-pt jump shot from 13 ft,26,31
131,2,9:58.0,B. Beal makes 2-pt jump shot from 8 ft,,28,31
132,2,9:39.0,,M. Speights misses 2-pt jump shot from 9 ft,28,31
133,2,9:38.0,Defensive rebound by R. Sessions,,28,31
134,2,9:30.0,Washington full timeout,,28,31
135,2,9:30.0,,K. Thompson enters the game for L. Barbosa,28,31
136,2,9:18.0,R. Sessions misses 2-pt layup from 2 ft,,28,31
137,2,9:17.0,,Defensive rebound by K. Thompson,28,31
138,2,9:02.0,,M. Speights misses 2-pt jump shot from 18 ft,28,31
139,2,9:02.0,Defensive rebound by R. Sessions,,28,31
140,2,8:45.0,M. Gortat makes 2-pt layup at rim (assist by J. Dudley),,30,31
141,2,8:30.0,,K. Thompson misses 2-pt jump shot from 22 ft,30,31
142,2,8:29.0,Defensive rebound by M. Gortat,,30,31
143,2,8:21.0,J. Dudley makes 2-pt layup from 2 ft (assist by R. Sessions),,32,31
144,2,8:21.0,Shooting foul by I. Clark (drawn by J. Dudley),,32,31
145,2,8:21.0,J. Dudley makes free throw 1 of 1,,33,31
146,2,8:03.0,,M. Speights makes 2-pt hook shot from 4 ft,33,33
147,2,7:50.0,R. Sessions misses 2-pt layup from 2 ft,,33,33
148,2,7:46.0,Offensive rebound by J. Dudley,,33,33
149,2,7:38.0,B. Beal makes 2-pt layup from 1 ft,,35,33
150,2,7:16.0,,M. Speights misses 3-pt jump shot from 26 ft,35,33
151,2,7:15.0,,Offensive rebound by H. Barnes,35,33
152,2,7:10.0,,I. Clark makes 2-pt jump shot from 7 ft (assist by H. Barnes),35,35
153,2,7:04.0,Turnover by R. Sessions (lost ball; steal by I. Clark),,35,35
154,2,6:58.0,,Personal foul by G. Temple,35,35
155,2,6:58.0,J. Wall enters the game for R. Sessions,,35,35
156,2,6:58.0,,A. Bogut enters the game for M. Speights,35,35
157,2,6:58.0,O. Porter enters the game for G. Temple,,35,35
158,2,6:52.0,,K. Thompson misses 3-pt jump shot from 23 ft,35,35
159,2,6:51.0,Defensive rebound by O. Porter,,35,35
160,2,6:41.0,M. Gortat misses 2-pt jump shot from 11 ft,,35,35
161,2,6:40.0,,Defensive rebound by H. Barnes,35,35
162,2,6:27.0,,Turnover by A. Bogut (bad pass),35,35
163,2,6:04.0,B. Beal misses 2-pt layup from 1 ft,,35,35
164,2,6:03.0,Offensive rebound by M. Gortat,,35,35
165,2,6:03.0,M. Gortat makes 2-pt layup from 1 ft,,37,35
166,2,5:50.0,,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),37,37
167,2,5:40.0,J. Wall makes 2-pt jump shot from 15 ft,,39,37
168,2,5:31.0,,Golden State full timeout,39,37
169,2,5:31.0,M. Morris enters the game for J. Dudley,,39,37
170,2,5:31.0,,S. Curry enters the game for H. Barnes,39,37
171,2,5:31.0,,D. Green enters the game for S. Livingston,39,37
172,2,5:19.0,,I. Clark misses 2-pt jump shot from 6 ft,39,37
173,2,5:18.0,Defensive rebound by M. Gortat,,39,37
174,2,5:07.0,M. Morris misses 3-pt jump shot from 25 ft,,39,37
175,2,5:07.0,,Defensive rebound by A. Bogut,39,37
176,2,4:57.0,,S. Curry misses 2-pt jump shot from 11 ft,39,37
177,2,4:56.0,Defensive rebound by M. Gortat,,39,37
178,2,4:46.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,42,37
179,2,4:30.0,,S. Curry misses 2-pt layup from 2 ft,42,37
180,2,4:30.0,Defensive rebound by O. Porter,,42,37
181,2,4:23.0,O. Porter misses 3-pt jump shot from 26 ft,,42,37
182,2,4:22.0,,Defensive rebound by A. Bogut,42,37
183,2,4:06.0,,Turnover by A. Bogut (bad pass; steal by B. Beal),42,37
184,2,3:59.0,O. Porter misses 2-pt layup from 1 ft,,42,37
185,2,3:59.0,,Defensive rebound by A. Bogut,42,37
186,2,3:57.0,,Turnover by A. Bogut (bad pass; steal by J. Wall),42,37
187,2,3:54.0,J. Wall makes 2-pt layup from 2 ft,,44,37
188,2,3:54.0,,Golden State full timeout,44,37
189,2,3:54.0,G. Temple enters the game for B. Beal,,44,37
190,2,3:39.0,,I. Clark misses 3-pt jump shot from 23 ft,44,37
191,2,3:38.0,Defensive rebound by M. Morris,,44,37
192,2,3:31.0,J. Wall misses 2-pt layup from 1 ft (block by D. Green),,44,37
193,2,3:30.0,,Defensive rebound by I. Clark,44,37
194,2,3:22.0,,K. Thompson misses 2-pt layup from 2 ft (block by O. Porter),44,37
195,2,3:22.0,,Offensive rebound by Team,44,37
196,2,3:22.0,,S. Livingston enters the game for I. Clark,44,37
197,2,3:22.0,,H. Barnes enters the game for A. Bogut,44,37
198,2,3:17.0,,K. Thompson misses 3-pt jump shot from 25 ft,44,37
199,2,3:16.0,,Offensive rebound by S. Livingston,44,37
200,2,3:16.0,,S. Livingston misses 2-pt layup from 1 ft,44,37
201,2,3:14.0,Defensive rebound by M. Gortat,,44,37
202,2,3:02.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,46,37
203,2,3:02.0,Shooting foul by H. Barnes (drawn by M. Gortat),,46,37
204,2,3:02.0,M. Gortat misses free throw 1 of 1,,46,37
205,2,3:01.0,,Defensive rebound by D. Green,46,37
206,2,2:57.0,,Turnover by K. Thompson (traveling),46,37
207,2,2:57.0,Official timeout,,46,37
208,2,2:37.0,M. Morris misses 3-pt jump shot from 25 ft,,46,37
209,2,2:36.0,,Defensive rebound by K. Thompson,46,37
210,2,2:24.0,,Shooting foul by G. Temple (drawn by D. Green),46,37
211,2,2:24.0,,D. Green makes free throw 1 of 2,46,38
212,2,2:24.0,J. Dudley enters the game for M. Morris,,46,38
213,2,2:24.0,,D. Green makes free throw 2 of 2,46,39
214,2,2:03.0,J. Wall misses 3-pt jump shot from 25 ft,,46,39
215,2,2:02.0,Offensive rebound by J. Wall,,46,39
216,2,1:54.0,Turnover by J. Wall (bad pass; steal by H. Barnes),,46,39
217,2,1:42.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),46,42
218,2,1:30.0,O. Porter misses 2-pt jump shot from 17 ft,,46,42
219,2,1:29.0,,Defensive rebound by D. Green,46,42
220,2,1:13.0,,S. Curry makes 2-pt layup from 1 ft,46,44
221,2,1:02.0,J. Dudley misses 2-pt jump shot from 19 ft,,46,44
222,2,1:02.0,,Defensive rebound by S. Curry,46,44
223,2,0:56.0,,Turnover by S. Curry (bad pass; steal by O. Porter),46,44
224,2,0:50.0,O. Porter misses 2-pt jump shot from 4 ft,,46,44
225,2,0:49.0,,Defensive rebound by S. Curry,46,44
226,2,0:46.0,,S. Livingston makes 2-pt dunk at rim (assist by S. Curry),46,46
227,2,0:43.0,Turnover by J. Dudley (bad pass),,46,46
228,2,0:43.0,N. Hilário enters the game for M. Gortat,,46,46
229,2,0:43.0,B. Beal enters the game for G. Temple,,46,46
230,2,0:27.0,,S. Curry makes 3-pt jump shot from 27 ft,46,49
231,2,0:04.0,B. Beal misses 3-pt jump shot from 24 ft,,46,49
232,2,0:02.0,,Defensive rebound by D. Green,46,49
233,3,11:50.0,Personal foul by A. Bogut,,46,49
234,3,11:42.0,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Beal),,49,49
235,3,11:23.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Thompson),49,52
236,3,11:02.0,M. Morris misses 3-pt jump shot from 22 ft,,49,52
237,3,11:02.0,,Defensive rebound by H. Barnes,49,52
238,3,10:56.0,,S. Curry misses 2-pt jump shot from 3 ft (block by J. Wall),49,52
239,3,10:55.0,,Offensive rebound by Team,49,52
240,3,10:43.0,,K. Thompson misses 3-pt jump shot from 27 ft,49,52
241,3,10:42.0,Defensive rebound by J. Wall,,49,52
242,3,10:21.0,J. Wall makes 2-pt jump shot from 17 ft (assist by B. Beal),,51,52
243,3,10:02.0,,K. Thompson misses 2-pt jump shot from 9 ft,51,52
244,3,10:01.0,,Offensive rebound by Team,51,52
245,3,9:49.0,,S. Curry misses 2-pt jump shot from 19 ft,51,52
246,3,9:48.0,,Offensive rebound by A. Bogut,51,52
247,3,9:26.0,,K. Thompson makes 2-pt jump shot from 9 ft,51,54
248,3,9:17.0,Turnover by M. Morris (bad pass; steal by S. Curry),,51,54
249,3,8:56.0,,Personal foul by O. Porter,51,54
250,3,8:51.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),51,57
251,3,8:33.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,53,57
252,3,8:20.0,,S. Curry misses 2-pt layup from 2 ft,53,57
253,3,8:20.0,Defensive rebound by M. Morris,,53,57
254,3,8:12.0,J. Wall misses 3-pt jump shot from 26 ft,,53,57
255,3,8:11.0,,Defensive rebound by D. Green,53,57
256,3,7:58.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by A. Bogut),53,59
257,3,7:45.0,B. Beal misses 3-pt jump shot from 26 ft,,53,59
258,3,7:44.0,,Defensive rebound by D. Green,53,59
259,3,7:36.0,,A. Bogut makes 2-pt dunk at rim (assist by D. Green),53,61
260,3,7:17.0,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Wall),,56,61
261,3,7:03.0,,H. Barnes misses 3-pt jump shot from 23 ft,56,61
262,3,7:02.0,Defensive rebound by M. Morris,,56,61
263,3,6:49.0,B. Beal makes 2-pt dunk at rim (assist by M. Gortat),,58,61
264,3,6:45.0,,Golden State full timeout,58,61
265,3,6:30.0,,K. Thompson misses 2-pt jump shot from 4 ft,58,61
266,3,6:29.0,,Offensive rebound by A. Bogut,58,61
267,3,6:29.0,,A. Bogut misses 2-pt dunk from 1 ft (block by O. Porter),58,61
268,3,6:28.0,Defensive rebound by M. Morris,,58,61
269,3,6:21.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,60,61
270,3,6:00.0,,H. Barnes misses 2-pt jump shot from 6 ft,60,61
271,3,5:59.0,Defensive rebound by M. Morris,,60,61
272,3,5:45.0,J. Wall misses 2-pt jump shot from 18 ft,,60,61
273,3,5:45.0,,Defensive rebound by S. Curry,60,61
274,3,5:39.0,,S. Curry makes 3-pt jump shot from 27 ft,60,64
275,3,5:18.0,J. Wall misses 3-pt jump shot from 24 ft,,60,64
276,3,5:17.0,,Defensive rebound by D. Green,60,64
277,3,5:13.0,,H. Barnes makes 2-pt dunk at rim (assist by D. Green),60,66
278,3,5:13.0,Washington full timeout,,60,66
279,3,5:13.0,,L. Barbosa enters the game for K. Thompson,60,66
280,3,4:55.0,B. Beal misses 2-pt jump shot from 19 ft,,60,66
281,3,4:55.0,,Defensive rebound by D. Green,60,66
282,3,4:35.0,,H. Barnes makes 2-pt jump shot from 21 ft (assist by S. Curry),60,68
283,3,4:25.0,Turnover by B. Beal (lost ball; steal by S. Curry),,60,68
284,3,4:22.0,,A. Varejão enters the game for A. Bogut,60,68
285,3,4:22.0,G. Temple enters the game for B. Beal,,60,68
286,3,4:19.0,,Personal foul by M. Gortat,60,68
287,3,4:19.0,,A. Varejão misses free throw 1 of 2,60,68
288,3,4:19.0,,Offensive rebound by Team,60,68
289,3,4:19.0,,A. Varejão makes free throw 2 of 2,60,69
290,3,4:00.0,Personal foul by S. Curry,,60,69
291,3,4:00.0,N. Hilário enters the game for M. Gortat,,60,69
292,3,3:55.0,O. Porter makes 2-pt jump shot from 17 ft,,62,69
293,3,3:43.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),62,72
294,3,3:30.0,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Wall),,65,72
295,3,3:27.0,,Turnover by S. Curry (bad pass),65,72
296,3,3:06.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by G. Temple),,67,72
297,3,2:50.0,,A. Varejão misses 2-pt layup from 2 ft (block by J. Wall),67,72
298,3,2:48.0,,Offensive rebound by A. Varejão,67,72
299,3,2:48.0,,A. Varejão misses 2-pt layup from 1 ft (block by M. Morris),67,72
300,3,2:48.0,,Offensive rebound by Team,67,72
301,3,2:48.0,,S. Livingston enters the game for H. Barnes,67,72
302,3,2:35.0,,A. Varejão misses 2-pt hook shot from 2 ft,67,72
303,3,2:30.0,Defensive rebound by M. Morris,,67,72
304,3,2:20.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),,70,72
305,3,2:06.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by D. Green),70,74
306,3,1:49.0,,Violation by S. Livingston (kicked ball),70,74
307,3,1:49.0,R. Sessions enters the game for J. Wall,,70,74
308,3,1:42.0,Personal foul by S. Curry,,70,74
309,3,1:33.0,Turnover by N. Hilário (lost ball; steal by A. Varejão),,70,74
310,3,1:27.0,,Turnover by S. Curry (bad pass),70,74
311,3,1:22.0,Personal foul by A. Varejão,,70,74
312,3,1:22.0,M. Morris makes free throw 1 of 2,,71,74
313,3,1:22.0,M. Morris makes free throw 2 of 2,,72,74
314,3,1:03.0,,Turnover by D. Green (bad pass),72,74
315,3,0:53.0,R. Sessions misses 2-pt jump shot from 5 ft,,72,74
316,3,0:52.0,,Defensive rebound by S. Livingston,72,74
317,3,0:47.0,,S. Livingston makes 2-pt jump shot from 14 ft,72,76
318,3,0:31.0,Turnover by N. Hilário (traveling),,72,76
319,3,0:07.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),72,79
320,3,0:05.0,M. Morris misses 3-pt jump shot from 31 ft,,72,79
321,3,0:03.0,,Defensive rebound by L. Barbosa,72,79
322,3,0:00.0,,L. Barbosa misses 3-pt jump shot from 59 ft,72,79
323,3,0:00.0,,Offensive rebound by Team,72,79
324,4,11:51.0,,S. Livingston makes 2-pt dunk at rim (assist by L. Barbosa),72,81
325,4,11:30.0,N. Hilário misses 2-pt jump shot from 10 ft,,72,81
326,4,11:29.0,,Defensive rebound by L. Barbosa,72,81
327,4,11:20.0,,L. Barbosa misses 2-pt jump shot from 4 ft,72,81
328,4,11:20.0,Defensive rebound by M. Morris,,72,81
329,4,11:14.0,Offensive foul by B. Beal (drawn by M. Speights),,72,81
330,4,11:14.0,Turnover by B. Beal (offensive foul),,72,81
331,4,11:02.0,,Personal foul by M. Morris,72,81
332,4,11:02.0,J. Wall enters the game for M. Morris,,72,81
333,4,10:58.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by M. Speights),72,83
334,4,10:43.0,B. Beal misses 3-pt jump shot from 24 ft,,72,83
335,4,10:43.0,,Defensive rebound by S. Livingston,72,83
336,4,10:36.0,,Offensive foul by S. Livingston (drawn by B. Beal),72,83
337,4,10:36.0,,Turnover by S. Livingston (offensive foul),72,83
338,4,10:25.0,J. Wall misses 2-pt jump shot from 3 ft (block by M. Speights),,72,83
339,4,10:24.0,,Defensive rebound by I. Clark,72,83
340,4,10:20.0,,Shooting foul by G. Temple (drawn by L. Barbosa),72,83
341,4,10:20.0,,L. Barbosa makes free throw 1 of 2,72,84
342,4,10:20.0,,L. Barbosa makes free throw 2 of 2,72,85
343,4,10:05.0,B. Beal misses 3-pt jump shot from 25 ft,,72,85
344,4,10:05.0,,Defensive rebound by M. Speights,72,85
345,4,9:51.0,,Turnover by M. Speights (offensive goaltending),72,85
346,4,9:42.0,Shooting block foul by M. Speights (drawn by N. Hilário),,72,85
347,4,9:42.0,N. Hilário misses free throw 1 of 2,,72,85
348,4,9:42.0,Offensive rebound by Team,,72,85
349,4,9:42.0,M. Thornton enters the game for G. Temple,,72,85
350,4,9:42.0,N. Hilário makes free throw 2 of 2,,73,85
351,4,9:32.0,,H. Barnes makes 2-pt hook shot from 4 ft (assist by S. Livingston),73,87
352,4,9:19.0,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),,75,87
353,4,9:05.0,,H. Barnes misses 2-pt jump shot from 9 ft,75,87
354,4,9:04.0,Defensive rebound by R. Sessions,,75,87
355,4,8:57.0,Personal foul by M. Speights,,75,87
356,4,8:57.0,Official timeout,,75,87
357,4,8:57.0,,K. Thompson enters the game for L. Barbosa,75,87
358,4,8:51.0,B. Beal misses 2-pt jump shot from 12 ft,,75,87
359,4,8:50.0,,Defensive rebound by M. Speights,75,87
360,4,8:36.0,,M. Speights misses 2-pt jump shot from 18 ft,75,87
361,4,8:35.0,Defensive rebound by R. Sessions,,75,87
362,4,8:25.0,Shooting foul by M. Speights (drawn by N. Hilário),,75,87
363,4,8:25.0,N. Hilário makes free throw 1 of 2,,76,87
364,4,8:25.0,N. Hilário misses free throw 2 of 2,,76,87
365,4,8:24.0,,Defensive rebound by H. Barnes,76,87
366,4,8:04.0,,Shooting foul by M. Thornton (drawn by M. Speights),76,87
367,4,8:04.0,,M. Speights makes free throw 1 of 2,76,88
368,4,8:04.0,O. Porter enters the game for R. Sessions,,76,88
369,4,8:04.0,,M. Speights misses free throw 2 of 2,76,88
370,4,8:03.0,Defensive rebound by B. Beal,,76,88
371,4,7:42.0,Turnover by N. Hilário (bad pass),,76,88
372,4,7:29.0,,M. Speights makes 2-pt dunk at rim (assist by S. Livingston),76,90
373,4,7:10.0,Personal foul by M. Speights,,76,90
374,4,7:10.0,N. Hilário misses free throw 1 of 2,,76,90
375,4,7:10.0,Offensive rebound by Team,,76,90
376,4,7:10.0,N. Hilário misses free throw 2 of 2,,76,90
377,4,7:09.0,,Defensive rebound by H. Barnes,76,90
378,4,6:55.0,,H. Barnes misses 2-pt layup from 1 ft (block by J. Wall),76,90
379,4,6:54.0,Defensive rebound by J. Wall,,76,90
380,4,6:49.0,J. Wall misses 2-pt layup from 2 ft (block by I. Clark),,76,90
381,4,6:49.0,Offensive rebound by Team,,76,90
382,4,6:49.0,M. Morris enters the game for N. Hilário,,76,90
383,4,6:49.0,,S. Curry enters the game for S. Livingston,76,90
384,4,6:49.0,,D. Green enters the game for M. Speights,76,90
385,4,6:34.0,M. Morris misses 2-pt jump shot from 10 ft,,76,90
386,4,6:33.0,,Defensive rebound by S. Curry,76,90
387,4,6:26.0,,H. Barnes makes 2-pt layup from 4 ft (assist by S. Curry),76,92
388,4,6:19.0,Shooting foul by H. Barnes (drawn by J. Wall),,76,92
389,4,6:19.0,J. Wall misses free throw 1 of 2,,76,92
390,4,6:19.0,Offensive rebound by Team,,76,92
391,4,6:19.0,,L. Barbosa enters the game for H. Barnes,76,92
392,4,6:19.0,J. Wall misses free throw 2 of 2,,76,92
393,4,6:15.0,,Defensive rebound by D. Green,76,92
394,4,6:07.0,,S. Curry makes 3-pt jump shot from 27 ft,76,95
