,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
265,3,4:03.0,,T. Lyles enters the game for J. Withey,54,75
266,3,4:03.0,A. Crabbe makes free throw 1 of 1,,55,75
267,3,3:50.0,,Personal foul by A. Crabbe (drawn by G. Hayward),55,75
268,3,3:34.0,,C. Johnson misses 3-pt jump shot from 24 ft,55,75
269,3,3:33.0,,Offensive rebound by T. Lyles,55,75
270,3,3:28.0,,Personal foul by T. Frazier (drawn by T. Burke),55,75
271,3,3:28.0,,T. Burke makes free throw 1 of 2,55,76
272,3,3:28.0,M. Harkless enters the game for N. Vonleh,,55,76
273,3,3:28.0,,T. Burke misses free throw 2 of 2,55,76
274,3,3:28.0,Defensive rebound by A. Crabbe,,55,76
275,3,3:16.0,M. Leonard makes 2-pt jump shot from 19 ft (assist by C. McCollum),,57,76
276,3,3:05.0,,T. Burke makes 2-pt layup from 3 ft,57,78
277,3,2:39.0,M. Harkless makes 2-pt jump shot from 4 ft,,59,78
278,3,2:30.0,,Utah full timeout,59,78
279,3,2:14.0,,T. Lyles misses 2-pt jump shot from 3 ft,59,78
280,3,2:13.0,,Offensive rebound by T. Booker,59,78
281,3,2:12.0,,Shooting foul by M. Leonard (drawn by T. Booker),59,78
282,3,2:12.0,,T. Booker makes free throw 1 of 2,59,79
283,3,2:12.0,,T. Booker misses free throw 2 of 2,59,79
284,3,2:12.0,Defensive rebound by M. Harkless,,59,79
285,3,1:50.0,C. McCollum makes 2-pt layup from 3 ft,,61,79
286,3,1:33.0,,Shooting foul by A. Crabbe (drawn by G. Hayward),61,79
287,3,1:33.0,,G. Hayward makes free throw 1 of 2,61,80
288,3,1:33.0,,J. Ingles enters the game for T. Lyles,61,80
289,3,1:33.0,,G. Hayward makes free throw 2 of 2,61,81
290,3,1:19.0,C. McCollum makes 2-pt jump shot from 19 ft,,63,81
291,3,1:00.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by C. Johnson),63,84
292,3,0:41.0,C. McCollum makes 3-pt jump shot from 24 ft,,66,84
293,3,0:34.0,,G. Hayward misses 3-pt jump shot from 24 ft,66,84
294,3,0:34.0,,Offensive rebound by J. Ingles,66,84
295,3,0:21.0,,T. Burke makes 2-pt jump shot from 12 ft,66,86
296,3,0:04.0,C. McCollum makes 3-pt jump shot from 25 ft,,69,86
297,3,0:03.0,,Turnover by C. Johnson (bad pass; steal by M. Harkless),69,86
298,3,0:02.0,Personal foul by J. Ingles (drawn by M. Harkless),,69,86
299,3,0:02.0,M. Harkless makes free throw 1 of 2,,70,86
300,3,0:02.0,,J. Withey enters the game for C. Johnson,70,86
301,3,0:02.0,M. Harkless makes free throw 2 of 2,,71,86
302,3,0:01.0,,T. Burke misses 3-pt jump shot from 66 ft,71,86
303,3,0:00.0,,Offensive rebound by Team,71,86
304,4,11:37.0,,R. Hood misses 3-pt jump shot from 24 ft,71,86
305,4,11:36.0,,Offensive rebound by Team,71,86
306,4,11:36.0,,Turnover by Team (shot clock),71,86
307,4,11:17.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,74,86
308,4,10:52.0,,T. Burke makes 2-pt jump shot from 19 ft,74,88
309,4,10:28.0,C. McCollum misses 2-pt jump shot from 15 ft,,74,88
310,4,10:28.0,,Defensive rebound by R. Hood,74,88
311,4,10:07.0,,J. Withey makes 2-pt dunk at rim (assist by T. Burke),74,90
312,4,10:07.0,,Shooting foul by C. McCollum (drawn by J. Withey),74,90
313,4,10:07.0,A. Aminu enters the game for A. Crabbe,,74,90
314,4,10:07.0,,J. Withey makes free throw 1 of 1,74,91
315,4,9:53.0,Portland full timeout,,74,91
316,4,9:46.0,T. Frazier misses 3-pt jump shot from 22 ft,,74,91
317,4,9:46.0,,Defensive rebound by J. Withey,74,91
318,4,9:35.0,,Personal foul by T. Frazier (drawn by T. Burke),74,91
319,4,9:19.0,,T. Booker makes 2-pt layup from 2 ft (assist by R. Hood),74,93
320,4,9:05.0,Personal foul by R. Hood (drawn by C. McCollum),,74,93
321,4,8:54.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by A. Aminu),,77,93
322,4,8:33.0,,T. Burke makes 2-pt jump shot from 17 ft,77,95
323,4,8:20.0,Turnover by T. Frazier (bad pass; steal by T. Booker),,77,95
324,4,8:09.0,,J. Ingles misses 3-pt jump shot from 25 ft,77,95
325,4,8:09.0,,Offensive rebound by T. Booker,77,95
326,4,7:50.0,,T. Burke misses 3-pt jump shot from 24 ft,77,95
327,4,7:50.0,Defensive rebound by M. Harkless,,77,95
328,4,7:40.0,C. McCollum misses 2-pt jump shot from 3 ft,,77,95
329,4,7:39.0,,Defensive rebound by R. Hood,77,95
330,4,7:29.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Burke),77,98
331,4,7:17.0,C. McCollum makes 2-pt layup from 2 ft,,79,98
332,4,6:54.0,,R. Hood misses 2-pt jump shot from 16 ft,79,98
333,4,6:53.0,,Offensive rebound by J. Withey,79,98
334,4,6:49.0,,T. Burke misses 2-pt jump shot from 4 ft,79,98
335,4,6:47.0,Defensive rebound by M. Leonard,,79,98
336,4,6:39.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by T. Frazier),,82,98
337,4,6:35.0,,Utah full timeout,82,98
338,4,6:35.0,A. Crabbe enters the game for A. Aminu,,82,98
339,4,6:35.0,,T. Lyles enters the game for T. Booker,82,98
340,4,6:35.0,,G. Hayward enters the game for R. Hood,82,98
341,4,6:13.0,,G. Hayward misses 3-pt jump shot from 24 ft,82,98
342,4,6:12.0,Defensive rebound by C. McCollum,,82,98
343,4,5:59.0,M. Harkless misses 3-pt jump shot from 23 ft,,82,98
344,4,5:58.0,,Defensive rebound by J. Ingles,82,98
345,4,5:41.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by T. Lyles),82,101
346,4,5:30.0,Personal foul by G. Hayward (drawn by C. McCollum),,82,101
347,4,5:15.0,C. McCollum misses 2-pt jump shot from 19 ft,,82,101
348,4,5:15.0,Offensive rebound by Team,,82,101
349,4,5:15.0,Personal foul by G. Hayward (drawn by T. Frazier),,82,101
350,4,5:04.0,M. Leonard makes 3-pt jump shot from 23 ft (assist by A. Crabbe),,85,101
351,4,4:46.0,,T. Burke misses 2-pt jump shot from 19 ft,85,101
352,4,4:45.0,Defensive rebound by C. McCollum,,85,101
353,4,4:39.0,M. Harkless makes 2-pt dunk at rim (assist by T. Frazier),,87,101
354,4,4:15.0,,J. Withey makes 2-pt hook shot from 3 ft (assist by T. Lyles),87,103
355,4,4:02.0,M. Leonard misses 2-pt layup from 2 ft (block by J. Withey),,87,103
356,4,4:02.0,Offensive rebound by Team,,87,103
357,4,4:02.0,,R. Hood enters the game for J. Ingles,87,103
358,4,3:55.0,C. McCollum makes 2-pt layup from 2 ft,,89,103
359,4,3:35.0,,G. Hayward makes 2-pt jump shot from 3 ft,89,105
360,4,3:17.0,M. Harkless misses 3-pt jump shot from 24 ft,,89,105
361,4,3:17.0,,Defensive rebound by T. Burke,89,105
362,4,3:02.0,,T. Burke makes 2-pt jump shot from 13 ft,89,107
363,4,3:02.0,Portland full timeout,,89,107
364,4,3:02.0,L. Montero enters the game for A. Crabbe,,89,107
365,4,3:02.0,N. Vonleh enters the game for C. McCollum,,89,107
366,4,3:02.0,P. Connaughton enters the game for M. Harkless,,89,107
367,4,3:02.0,,T. Booker enters the game for J. Withey,89,107
368,4,2:47.0,L. Montero misses 3-pt jump shot from 25 ft,,89,107
369,4,2:46.0,,Defensive rebound by T. Lyles,89,107
370,4,2:46.0,,Personal foul by N. Vonleh (drawn by T. Lyles),89,107
371,4,2:46.0,,C. Johnson enters the game for G. Hayward,89,107
372,4,2:29.0,,R. Hood misses 2-pt jump shot from 10 ft,89,107
373,4,2:28.0,Defensive rebound by L. Montero,,89,107
374,4,2:19.0,T. Frazier misses 2-pt jump shot from 6 ft,,89,107
375,4,2:19.0,,Defensive rebound by T. Lyles,89,107
376,4,2:03.0,,R. Neto enters the game for T. Burke,89,107
377,4,2:03.0,,E. Millsap enters the game for R. Hood,89,107
378,4,2:03.0,,T. Pleiß enters the game for T. Booker,89,107
379,4,1:57.0,,T. Pleiß misses 2-pt hook shot from 6 ft,89,107
380,4,1:56.0,Defensive rebound by N. Vonleh,,89,107
381,4,1:40.0,P. Connaughton makes 3-pt jump shot from 24 ft,,92,107
382,4,1:22.0,,C. Johnson makes 2-pt jump shot from 18 ft,92,109
383,4,1:01.0,P. Connaughton misses 3-pt jump shot from 24 ft,,92,109
384,4,1:00.0,Offensive rebound by T. Frazier,,92,109
385,4,0:59.0,N. Vonleh makes 2-pt dunk at rim,,94,109
386,4,0:49.0,,Personal foul by T. Frazier (drawn by R. Neto),94,109
387,4,0:40.0,,R. Neto misses 2-pt jump shot from 12 ft,94,109
