,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
209,2,0:54.0,E. İlyasova misses 3-pt jump shot from 24 ft,,42,48
210,2,0:54.0,Offensive rebound by A. Drummond,,42,48
211,2,0:48.0,A. Drummond makes 2-pt layup from 1 ft,,44,48
212,2,0:38.0,,K. Bryant misses 2-pt jump shot from 19 ft,44,48
213,2,0:38.0,Defensive rebound by A. Drummond,,44,48
214,2,0:33.0,S. Dinwiddie misses 2-pt layup from 3 ft,,44,48
215,2,0:33.0,,Defensive rebound by Team,44,48
216,2,0:33.0,S. Johnson enters the game for M. Morris,,44,48
217,2,0:26.0,,D. Russell misses 2-pt jump shot from 19 ft,44,48
218,2,0:26.0,,Offensive rebound by J. Randle,44,48
219,2,0:06.0,,Turnover by J. Clarkson (traveling),44,48
220,2,0:01.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,44,48
221,2,0:00.0,Offensive rebound by Team,,44,48
222,3,11:44.0,M. Morris misses 2-pt jump shot from 13 ft,,44,48
223,3,11:42.0,,Defensive rebound by J. Clarkson,44,48
224,3,11:25.0,,R. Hibbert misses 2-pt hook shot from 4 ft,44,48
225,3,11:23.0,Defensive rebound by A. Drummond,,44,48
226,3,11:16.0,Turnover by A. Drummond (bad pass; steal by J. Randle),,44,48
227,3,11:10.0,,J. Clarkson misses 2-pt layup from 1 ft,44,48
228,3,11:10.0,,Offensive rebound by Team,44,48
229,3,11:08.0,,Personal foul by M. Morris (drawn by R. Hibbert),44,48
230,3,10:59.0,,K. Bryant misses 2-pt jump shot from 20 ft,44,48
231,3,10:58.0,Defensive rebound by A. Drummond,,44,48
232,3,10:48.0,E. İlyasova misses 3-pt jump shot from 25 ft,,44,48
233,3,10:47.0,,Defensive rebound by D. Russell,44,48
234,3,10:40.0,,Shooting foul by A. Drummond (drawn by D. Russell),44,48
235,3,10:40.0,,D. Russell makes free throw 1 of 2,44,49
236,3,10:40.0,,D. Russell makes free throw 2 of 2,44,50
237,3,10:36.0,M. Morris misses 2-pt jump shot from 10 ft,,44,50
238,3,10:26.0,Offensive rebound by K. Caldwell-Pope,,44,50
239,3,10:15.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,44,50
240,3,10:15.0,,Defensive rebound by K. Bryant,44,50
241,3,10:06.0,,D. Russell misses 3-pt jump shot from 26 ft,44,50
242,3,10:05.0,Defensive rebound by E. İlyasova,,44,50
243,3,9:58.0,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by R. Hibbert),,44,50
244,3,9:58.0,,Defensive rebound by R. Hibbert,44,50
245,3,9:43.0,,J. Clarkson makes 2-pt jump shot from 5 ft,44,52
246,3,9:38.0,Personal foul by J. Clarkson (drawn by M. Morris),,44,52
247,3,9:36.0,R. Jackson makes 3-pt jump shot from 26 ft,,47,52
248,3,9:13.0,,J. Clarkson misses 2-pt layup from 1 ft,47,52
249,3,9:11.0,Defensive rebound by E. İlyasova,,47,52
250,3,9:03.0,A. Drummond misses 2-pt layup from 1 ft,,47,52
251,3,9:03.0,,Defensive rebound by D. Russell,47,52
252,3,8:56.0,,D. Russell misses 3-pt jump shot from 26 ft,47,52
253,3,8:56.0,Defensive rebound by R. Jackson,,47,52
254,3,8:44.0,E. İlyasova misses 2-pt jump shot from 5 ft,,47,52
255,3,8:44.0,,Defensive rebound by R. Hibbert,47,52
256,3,8:39.0,,Turnover by J. Clarkson (bad pass; steal by K. Caldwell-Pope),47,52
257,3,8:34.0,Shooting foul by K. Bryant (drawn by A. Drummond),,47,52
258,3,8:34.0,A. Drummond makes free throw 1 of 2,,48,52
259,3,8:34.0,A. Drummond misses free throw 2 of 2,,48,52
260,3,8:32.0,,Defensive rebound by J. Randle,48,52
261,3,8:19.0,,K. Bryant misses 2-pt jump shot from 3 ft,48,52
262,3,8:18.0,Defensive rebound by A. Drummond,,48,52
263,3,7:59.0,A. Drummond misses 2-pt dunk from 2 ft,,48,52
264,3,7:59.0,,Defensive rebound by D. Russell,48,52
265,3,7:49.0,,K. Bryant misses 3-pt jump shot from 26 ft,48,52
266,3,7:48.0,,Offensive rebound by Team,48,52
267,3,7:40.0,,K. Bryant makes 2-pt layup from 1 ft (assist by J. Randle),48,54
268,3,7:32.0,R. Jackson makes 2-pt layup from 1 ft,,50,54
269,3,7:15.0,,J. Clarkson misses 3-pt jump shot from 26 ft,50,54
270,3,7:14.0,Defensive rebound by R. Jackson,,50,54
271,3,7:10.0,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by J. Randle),,50,54
272,3,7:10.0,Offensive rebound by Team,,50,54
273,3,7:10.0,,Loose ball foul by K. Bryant (drawn by E. İlyasova),50,54
274,3,7:10.0,E. İlyasova makes free throw 2 of 2,,51,54
275,3,7:10.0,E. İlyasova misses free throw 1 of 2,,51,54
276,3,7:10.0,Offensive rebound by Team,,51,54
277,3,6:55.0,,R. Hibbert makes 2-pt jump shot from 17 ft (assist by K. Bryant),51,56
278,3,6:41.0,R. Jackson misses 2-pt jump shot from 14 ft,,51,56
279,3,6:41.0,,Defensive rebound by Team,51,56
280,3,6:41.0,Loose ball foul by A. Drummond (drawn by R. Hibbert),,51,56
281,3,6:23.0,,K. Bryant misses 2-pt jump shot from 4 ft (block by M. Morris),51,56
282,3,6:23.0,,Offensive rebound by Team,51,56
283,3,6:21.0,,Turnover by K. Bryant (step out of bounds),51,56
284,3,6:11.0,M. Morris makes 2-pt jump shot from 9 ft (assist by A. Drummond),,53,56
285,3,6:11.0,Shooting foul by K. Bryant (drawn by M. Morris),,53,56
286,3,6:11.0,M. Morris misses free throw 1 of 1,,53,56
287,3,6:10.0,,Defensive rebound by R. Hibbert,53,56
288,3,5:59.0,,J. Clarkson misses 2-pt jump shot from 13 ft,53,56
289,3,5:59.0,Defensive rebound by R. Jackson,,53,56
290,3,5:49.0,E. İlyasova misses 2-pt layup from 2 ft,,53,56
291,3,5:47.0,Offensive rebound by A. Drummond,,53,56
292,3,5:41.0,A. Drummond misses 2-pt jump shot from 1 ft,,53,56
293,3,5:36.0,Offensive rebound by E. İlyasova,,53,56
294,3,5:31.0,E. İlyasova misses 2-pt layup from 1 ft,,53,56
295,3,5:31.0,,Defensive rebound by J. Randle,53,56
296,3,5:24.0,,D. Russell makes 2-pt layup from 1 ft (assist by J. Randle),53,58
297,3,5:16.0,R. Jackson misses 3-pt jump shot from 25 ft,,53,58
298,3,5:15.0,Offensive rebound by E. İlyasova,,53,58
299,3,5:10.0,E. İlyasova misses 2-pt layup from 2 ft,,53,58
300,3,5:07.0,Offensive rebound by A. Drummond,,53,58
301,3,5:03.0,A. Drummond makes 2-pt layup from 2 ft,,55,58
302,3,4:47.0,,D. Russell misses 3-pt jump shot from 24 ft,55,58
303,3,4:46.0,Defensive rebound by A. Drummond,,55,58
304,3,4:28.0,E. İlyasova misses 2-pt jump shot from 21 ft,,55,58
305,3,4:28.0,,Defensive rebound by R. Hibbert,55,58
306,3,4:28.0,,LA Lakers full timeout,55,58
307,3,4:28.0,,B. Bass enters the game for K. Bryant,55,58
308,3,4:28.0,,M. World Peace enters the game for R. Hibbert,55,58
309,3,4:28.0,,L. Williams enters the game for D. Russell,55,58
310,3,4:28.0,A. Tolliver enters the game for E. İlyasova,,55,58
311,3,4:28.0,S. Dinwiddie enters the game for R. Jackson,,55,58
312,3,4:15.0,,L. Williams misses 2-pt jump shot from 3 ft,55,58
313,3,4:14.0,Defensive rebound by A. Drummond,,55,58
314,3,4:09.0,S. Dinwiddie makes 2-pt layup from 1 ft,,57,58
315,3,3:49.0,,J. Randle makes 2-pt jump shot from 17 ft (assist by J. Clarkson),57,60
316,3,3:39.0,Shooting foul by J. Randle (drawn by M. Morris),,57,60
317,3,3:39.0,M. Morris misses free throw 1 of 2,,57,60
318,3,3:39.0,Offensive rebound by Team,,57,60
319,3,3:39.0,,N. Young enters the game for J. Clarkson,57,60
320,3,3:39.0,M. Morris makes free throw 2 of 2,,58,60
321,3,3:23.0,,M. World Peace misses 3-pt jump shot from 23 ft,58,60
322,3,3:22.0,Defensive rebound by K. Caldwell-Pope,,58,60
323,3,3:09.0,M. Morris makes 2-pt jump shot from 12 ft,,60,60
324,3,2:55.0,,M. World Peace misses 2-pt layup from 2 ft (block by M. Morris),60,60
325,3,2:54.0,Defensive rebound by M. Morris,,60,60
326,3,2:49.0,A. Drummond makes 2-pt jump shot at rim (assist by M. Morris),,62,60
327,3,2:48.0,,LA Lakers full timeout,62,60
328,3,2:48.0,Detroit full timeout,,62,60
329,3,2:48.0,,L. Nance enters the game for J. Randle,62,60
330,3,2:48.0,A. Baynes enters the game for A. Drummond,,62,60
331,3,2:48.0,R. Bullock enters the game for K. Caldwell-Pope,,62,60
332,3,2:30.0,,Shooting foul by A. Baynes (drawn by M. World Peace),62,60
333,3,2:30.0,,M. World Peace makes free throw 1 of 2,62,61
334,3,2:30.0,,M. World Peace makes free throw 2 of 2,62,62
335,3,2:06.0,M. Morris misses 3-pt jump shot from 24 ft,,62,62
336,3,2:05.0,Offensive rebound by M. Morris,,62,62
337,3,1:56.0,Turnover by S. Dinwiddie (step out of bounds),,62,62
338,3,1:41.0,,Turnover by N. Young (lost ball; steal by R. Bullock),62,62
339,3,1:35.0,R. Bullock misses 2-pt layup from 2 ft,,62,62
340,3,1:32.0,,Defensive rebound by N. Young,62,62
341,3,1:26.0,,L. Williams misses 3-pt jump shot from 26 ft,62,62
342,3,1:25.0,,Offensive rebound by B. Bass,62,62
343,3,1:19.0,,B. Bass makes 2-pt dunk at rim,62,64
344,3,1:00.0,M. Morris misses 2-pt jump shot from 18 ft,,62,64
345,3,1:00.0,,Defensive rebound by N. Young,62,64
346,3,0:50.0,,N. Young misses 2-pt jump shot from 15 ft,62,64
347,3,0:49.0,Defensive rebound by A. Baynes,,62,64
348,3,0:35.0,A. Baynes makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),,64,64
349,3,0:16.0,,L. Williams makes 2-pt jump shot from 14 ft,64,66
350,3,0:01.0,A. Baynes makes 2-pt jump shot from 2 ft (assist by S. Dinwiddie),,66,66
351,4,11:43.0,,N. Young makes 2-pt jump shot from 18 ft,66,68
352,4,11:20.0,Personal foul by L. Nance (drawn by A. Baynes),,66,68
353,4,11:20.0,A. Baynes misses free throw 1 of 2,,66,68
354,4,11:20.0,Offensive rebound by Team,,66,68
355,4,11:20.0,A. Baynes makes free throw 2 of 2,,67,68
356,4,11:07.0,,Shooting foul by A. Tolliver (drawn by L. Williams),67,68
357,4,11:07.0,,L. Williams misses free throw 1 of 2,67,68
358,4,11:07.0,,Offensive rebound by Team,67,68
359,4,11:07.0,A. Drummond enters the game for A. Baynes,,67,68
360,4,11:07.0,,L. Williams makes free throw 2 of 2,67,69
361,4,10:49.0,S. Johnson makes 2-pt jump shot from 4 ft,,69,69
362,4,10:34.0,,K. Bryant misses 2-pt jump shot from 14 ft,69,69
363,4,10:33.0,Defensive rebound by S. Dinwiddie,,69,69
364,4,10:17.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by A. Drummond),,72,69
365,4,10:03.0,,L. Nance misses 2-pt jump shot from 10 ft,72,69
366,4,10:02.0,Defensive rebound by A. Drummond,,72,69
367,4,9:53.0,A. Drummond misses 2-pt layup from 1 ft,,72,69
368,4,9:51.0,,Defensive rebound by B. Bass,72,69
369,4,9:50.0,,Offensive foul by B. Bass (drawn by R. Bullock),72,69
370,4,9:50.0,,Turnover by B. Bass (offensive foul),72,69
371,4,9:50.0,R. Jackson enters the game for S. Dinwiddie,,72,69
372,4,9:42.0,Turnover by R. Jackson (lost ball; steal by K. Bryant),,72,69
373,4,9:36.0,,N. Young makes 2-pt layup from 1 ft (assist by K. Bryant),72,71
374,4,9:25.0,Turnover by R. Jackson (bad pass),,72,71
375,4,9:09.0,,B. Bass makes 2-pt layup from 2 ft (assist by L. Williams),72,73
376,4,8:45.0,R. Jackson misses 3-pt jump shot from 28 ft,,72,73
377,4,8:45.0,,Defensive rebound by K. Bryant,72,73
378,4,8:24.0,,K. Bryant misses 2-pt jump shot from 20 ft,72,73
379,4,8:24.0,,Offensive rebound by L. Nance,72,73
380,4,8:20.0,,L. Nance misses 2-pt layup from 1 ft,72,73
381,4,8:20.0,,Offensive rebound by L. Nance,72,73
382,4,8:12.0,,K. Bryant makes 2-pt jump shot from 4 ft (assist by B. Bass),72,75
383,4,8:05.0,Detroit full timeout,,72,75
384,4,8:05.0,K. Caldwell-Pope enters the game for R. Bullock,,72,75
385,4,7:54.0,A. Drummond misses 2-pt hook shot from 10 ft,,72,75
386,4,7:54.0,,Defensive rebound by Team,72,75
