,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
28,1,7:37.0,Offensive rebound by S. Adams,,16,10
29,1,7:37.0,S. Adams misses 2-pt layup from 1 ft,,16,10
30,1,7:35.0,,Defensive rebound by K. Thompson,16,10
31,1,7:30.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),16,13
32,1,7:11.0,K. Durant misses 2-pt jump shot from 17 ft,,16,13
33,1,7:10.0,,Defensive rebound by A. Bogut,16,13
34,1,7:05.0,,S. Curry misses 3-pt jump shot from 31 ft,16,13
35,1,7:01.0,Defensive rebound by K. Durant,,16,13
36,1,6:52.0,K. Durant makes 2-pt layup from 1 ft,,18,13
37,1,6:33.0,,D. Green misses 2-pt jump shot from 3 ft,18,13
38,1,6:32.0,Defensive rebound by K. Durant,,18,13
39,1,6:28.0,Shooting foul by A. Bogut (drawn by R. Westbrook),,18,13
40,1,6:28.0,R. Westbrook makes free throw 1 of 2,,19,13
41,1,6:28.0,,Golden State full timeout,19,13
42,1,6:28.0,R. Westbrook makes free throw 2 of 2,,20,13
43,1,6:15.0,,Shooting foul by R. Westbrook (drawn by S. Curry),20,13
44,1,6:15.0,,S. Curry makes free throw 1 of 3,20,14
45,1,6:15.0,,S. Curry makes free throw 2 of 3,20,15
46,1,6:15.0,,S. Curry makes free throw 3 of 3,20,16
47,1,6:03.0,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,23,16
48,1,5:49.0,,K. Thompson misses 3-pt jump shot from 25 ft,23,16
49,1,5:49.0,,Offensive rebound by S. Curry,23,16
50,1,5:34.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),23,19
51,1,5:18.0,K. Durant misses 2-pt jump shot from 15 ft,,23,19
52,1,5:18.0,Offensive rebound by Team,,23,19
53,1,5:18.0,,Loose ball foul by A. Bogut (drawn by S. Adams),23,19
54,1,5:18.0,,A. Iguodala enters the game for H. Barnes,23,19
55,1,5:18.0,,M. Speights enters the game for A. Bogut,23,19
56,1,4:58.0,D. Waiters misses 2-pt jump shot from 17 ft,,23,19
57,1,4:55.0,Offensive rebound by S. Adams,,23,19
58,1,4:48.0,R. Westbrook makes 2-pt layup from 2 ft,,25,19
59,1,4:37.0,,M. Speights misses 2-pt jump shot from 18 ft,25,19
60,1,4:35.0,,Offensive rebound by D. Green,25,19
61,1,4:35.0,,D. Green misses 2-pt layup from 1 ft,25,19
62,1,4:33.0,,Offensive rebound by D. Green,25,19
63,1,4:33.0,,D. Green makes 2-pt layup at rim,25,21
64,1,4:26.0,Offensive foul by R. Westbrook (drawn by D. Green),,25,21
65,1,4:26.0,Turnover by R. Westbrook (offensive foul),,25,21
66,1,4:26.0,E. Freedom enters the game for S. Adams,,25,21
67,1,4:26.0,Technical foul by K. Durant,,25,21
68,1,4:26.0,,S. Curry makes technical free throw,25,22
69,1,4:06.0,,K. Thompson makes 2-pt jump shot from 9 ft,25,24
70,1,3:53.0,R. Westbrook misses 2-pt jump shot from 6 ft,,25,24
71,1,3:51.0,Offensive rebound by E. Freedom,,25,24
72,1,3:51.0,E. Freedom makes 2-pt layup from 1 ft,,27,24
73,1,3:40.0,,Turnover by S. Curry (bad pass; steal by D. Waiters),27,24
74,1,3:35.0,D. Waiters misses 2-pt layup from 1 ft,,27,24
75,1,3:30.0,Offensive rebound by E. Freedom,,27,24
76,1,3:30.0,E. Freedom makes 2-pt layup from 2 ft,,29,24
77,1,3:22.0,,S. Curry makes 2-pt layup from 2 ft,29,26
78,1,3:22.0,,Shooting foul by E. Freedom (drawn by S. Curry),29,26
79,1,3:22.0,C. Payne enters the game for D. Waiters,,29,26
80,1,3:22.0,K. Singler enters the game for R. Westbrook,,29,26
81,1,3:22.0,,L. Barbosa enters the game for K. Thompson,29,26
82,1,3:22.0,,S. Curry makes free throw 1 of 1,29,27
83,1,3:09.0,K. Durant misses 2-pt layup from 2 ft (block by A. Iguodala),,29,27
84,1,3:09.0,,Defensive rebound by Team,29,27
85,1,2:55.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Curry),29,29
86,1,2:38.0,C. Payne misses 3-pt jump shot from 24 ft,,29,29
87,1,2:37.0,,Defensive rebound by D. Green,29,29
88,1,2:31.0,,S. Curry misses 2-pt layup from 2 ft,29,29
89,1,2:30.0,,Offensive rebound by L. Barbosa,29,29
90,1,2:22.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by D. Green),29,31
91,1,2:22.0,Oklahoma City full timeout,,29,31
92,1,2:09.0,Turnover by K. Durant (bad pass),,29,31
93,1,2:09.0,S. Adams enters the game for S. Ibaka,,29,31
94,1,1:57.0,,M. Speights misses 2-pt jump shot from 15 ft,29,31
95,1,1:55.0,Defensive rebound by K. Singler,,29,31
96,1,1:42.0,C. Payne misses 2-pt jump shot from 4 ft,,29,31
97,1,1:41.0,,Defensive rebound by L. Barbosa,29,31
98,1,1:34.0,,S. Curry misses 3-pt jump shot from 25 ft,29,31
99,1,1:33.0,Defensive rebound by E. Freedom,,29,31
100,1,1:21.0,K. Durant makes 2-pt jump shot from 15 ft,,31,31
101,1,0:59.0,,M. Speights misses 2-pt layup from 2 ft (block by C. Payne),31,31
102,1,0:59.0,Defensive rebound by E. Freedom,,31,31
103,1,0:55.0,Turnover by K. Singler (bad pass; steal by S. Curry),,31,31
104,1,0:48.0,,L. Barbosa makes 3-pt jump shot from 22 ft (assist by D. Green),31,34
105,1,0:32.0,K. Durant misses 3-pt jump shot from 30 ft,,31,34
106,1,0:31.0,,Defensive rebound by L. Barbosa,31,34
107,1,0:25.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),31,36
108,1,0:03.0,K. Singler misses 3-pt jump shot from 25 ft,,31,36
109,1,0:01.0,Offensive rebound by Team,,31,36
110,1,0:01.0,Turnover by Team (shot clock),,31,36
111,2,11:48.0,,Personal foul by C. Payne (drawn by L. Barbosa),31,36
112,2,11:42.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by A. Bogut),31,38
113,2,11:42.0,,Shooting foul by C. Payne (drawn by L. Barbosa),31,38
114,2,11:42.0,,L. Barbosa misses free throw 1 of 1,31,38
115,2,11:41.0,Defensive rebound by E. Freedom,,31,38
116,2,11:25.0,E. Freedom misses 2-pt hook shot from 5 ft,,31,38
117,2,11:25.0,,Defensive rebound by A. Iguodala,31,38
118,2,11:08.0,,H. Barnes misses 2-pt jump shot from 7 ft,31,38
119,2,11:07.0,Defensive rebound by E. Freedom,,31,38
120,2,10:51.0,C. Payne misses 2-pt jump shot from 9 ft,,31,38
121,2,10:50.0,,Defensive rebound by A. Bogut,31,38
122,2,10:30.0,,A. Iguodala makes 2-pt jump shot from 19 ft,31,40
123,2,10:07.0,Shooting foul by S. Livingston (drawn by D. Waiters),,31,40
124,2,10:07.0,D. Waiters makes free throw 1 of 3,,32,40
125,2,10:07.0,D. Waiters misses free throw 2 of 3,,32,40
126,2,10:07.0,Offensive rebound by Team,,32,40
127,2,10:07.0,D. Waiters makes free throw 3 of 3,,33,40
128,2,9:45.0,,S. Livingston misses 2-pt jump shot from 11 ft,33,40
129,2,9:45.0,Defensive rebound by C. Payne,,33,40
130,2,9:36.0,C. Payne misses 2-pt jump shot from 14 ft,,33,40
131,2,9:36.0,Offensive rebound by E. Freedom,,33,40
132,2,9:30.0,E. Freedom misses 2-pt layup from 2 ft,,33,40
133,2,9:30.0,,Defensive rebound by A. Bogut,33,40
134,2,9:26.0,,Shooting foul by S. Adams (drawn by H. Barnes),33,40
135,2,9:26.0,,H. Barnes misses free throw 1 of 2,33,40
136,2,9:26.0,,Offensive rebound by Team,33,40
137,2,9:26.0,A. Morrow enters the game for C. Payne,,33,40
138,2,9:26.0,R. Westbrook enters the game for E. Freedom,,33,40
139,2,9:26.0,,K. Thompson enters the game for L. Barbosa,33,40
140,2,9:26.0,,H. Barnes misses free throw 2 of 2,33,40
141,2,9:25.0,Defensive rebound by S. Adams,,33,40
142,2,9:08.0,Shooting foul by A. Bogut (drawn by K. Singler),,33,40
143,2,9:08.0,K. Singler misses free throw 1 of 2,,33,40
144,2,9:08.0,Offensive rebound by Team,,33,40
145,2,9:08.0,,M. Speights enters the game for A. Bogut,33,40
146,2,9:08.0,K. Singler misses free throw 2 of 2,,33,40
147,2,9:08.0,,Defensive rebound by H. Barnes,33,40
148,2,8:56.0,,H. Barnes makes 2-pt hook shot from 7 ft (assist by S. Livingston),33,42
149,2,8:46.0,R. Westbrook misses 2-pt jump shot from 7 ft,,33,42
150,2,8:43.0,Offensive rebound by R. Westbrook,,33,42
151,2,8:42.0,Personal foul by H. Barnes (drawn by R. Westbrook),,33,42
152,2,8:42.0,Official timeout,,33,42
153,2,8:42.0,S. Ibaka enters the game for K. Singler,,33,42
154,2,8:35.0,Shooting foul by M. Speights (drawn by S. Adams),,33,42
155,2,8:35.0,S. Adams makes free throw 1 of 2,,34,42
156,2,8:35.0,S. Adams makes free throw 2 of 2,,35,42
157,2,8:23.0,,H. Barnes makes 2-pt jump shot from 18 ft,35,44
158,2,8:07.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,37,44
159,2,7:51.0,,K. Thompson makes 2-pt jump shot from 15 ft,37,46
160,2,7:37.0,R. Westbrook makes 2-pt layup from 1 ft,,39,46
161,2,7:25.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by M. Speights),39,48
162,2,7:05.0,A. Morrow misses 3-pt jump shot from 26 ft,,39,48
163,2,7:05.0,,Defensive rebound by S. Livingston,39,48
164,2,6:53.0,,A. Iguodala makes 2-pt dunk at rim,39,50
165,2,6:43.0,Oklahoma City full timeout,,39,50
166,2,6:43.0,K. Durant enters the game for D. Waiters,,39,50
167,2,6:43.0,,S. Curry enters the game for H. Barnes,39,50
168,2,6:43.0,,D. Green enters the game for A. Iguodala,39,50
169,2,6:37.0,Personal foul by K. Thompson (drawn by S. Adams),,39,50
170,2,6:37.0,S. Adams makes free throw 1 of 2,,40,50
171,2,6:37.0,S. Adams misses free throw 2 of 2,,40,50
172,2,6:36.0,,Defensive rebound by K. Thompson,40,50
173,2,6:22.0,,S. Livingston makes 2-pt jump shot from 15 ft (assist by S. Curry),40,52
174,2,6:22.0,,Shooting foul by S. Ibaka (drawn by S. Livingston),40,52
175,2,6:22.0,,S. Livingston makes free throw 1 of 1,40,53
176,2,6:03.0,S. Adams misses 2-pt jump shot from 5 ft,,40,53
177,2,6:02.0,Offensive rebound by S. Ibaka,,40,53
178,2,5:59.0,A. Morrow misses 3-pt jump shot from 25 ft,,40,53
179,2,5:57.0,,Defensive rebound by S. Curry,40,53
180,2,5:50.0,,M. Speights makes 2-pt layup from 1 ft (assist by S. Curry),40,55
181,2,5:36.0,R. Westbrook misses 2-pt jump shot from 9 ft,,40,55
182,2,5:36.0,,Defensive rebound by M. Speights,40,55
183,2,5:12.0,,M. Speights makes 3-pt jump shot from 23 ft,40,58
184,2,4:53.0,K. Durant misses 3-pt jump shot from 25 ft,,40,58
185,2,4:52.0,,Defensive rebound by D. Green,40,58
186,2,4:44.0,,Shooting foul by S. Adams (drawn by M. Speights),40,58
187,2,4:44.0,,M. Speights makes free throw 1 of 2,40,59
188,2,4:44.0,,M. Speights makes free throw 2 of 2,40,60
189,2,4:32.0,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),,42,60
190,2,4:21.0,,Turnover by M. Speights (lost ball; steal by A. Morrow),42,60
191,2,4:13.0,S. Ibaka makes 2-pt dunk at rim (assist by A. Morrow),,44,60
192,2,4:07.0,,Golden State full timeout,44,60
193,2,4:07.0,,A. Iguodala enters the game for S. Livingston,44,60
194,2,4:07.0,,H. Barnes enters the game for M. Speights,44,60
195,2,3:56.0,,K. Thompson makes 2-pt layup at rim,44,62
196,2,3:35.0,R. Westbrook makes 3-pt jump shot from 25 ft,,47,62
197,2,3:12.0,,Shooting foul by A. Morrow (drawn by K. Thompson),47,62
198,2,3:12.0,,K. Thompson makes 2-pt jump shot from 3 ft (assist by A. Iguodala),47,64
199,2,3:12.0,,K. Thompson makes free throw 1 of 1,47,65
200,2,2:58.0,Shooting foul by D. Green (drawn by K. Durant),,47,65
201,2,2:58.0,K. Durant makes free throw 1 of 2,,48,65
202,2,2:58.0,D. Waiters enters the game for A. Morrow,,48,65
203,2,2:58.0,K. Durant makes free throw 2 of 2,,49,65
204,2,2:46.0,,A. Iguodala misses 2-pt jump shot from 19 ft,49,65
205,2,2:45.0,Defensive rebound by K. Durant,,49,65
206,2,2:32.0,R. Westbrook misses 2-pt jump shot from 17 ft,,49,65
207,2,2:31.0,,Defensive rebound by S. Curry,49,65
208,2,2:23.0,,S. Curry misses 3-pt jump shot from 25 ft,49,65
209,2,2:21.0,,Offensive rebound by A. Iguodala,49,65
210,2,2:15.0,,H. Barnes makes 3-pt jump shot from 25 ft,49,68
211,2,2:03.0,K. Durant makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,51,68
212,2,1:52.0,,Turnover by S. Curry (bad pass; steal by R. Westbrook),51,68
213,2,1:47.0,K. Durant makes 2-pt layup from 2 ft (assist by R. Westbrook),,53,68
214,2,1:34.0,,K. Thompson misses 3-pt jump shot from 27 ft (block by K. Durant),53,68
215,2,1:34.0,Defensive rebound by Team,,53,68
216,2,1:34.0,,Loose ball foul by K. Thompson (drawn by K. Durant),53,68
217,2,1:34.0,K. Durant makes free throw 1 of 2,,54,68
218,2,1:34.0,,L. Barbosa enters the game for K. Thompson,54,68
219,2,1:34.0,K. Durant makes free throw 2 of 2,,55,68
220,2,1:17.0,,Shooting foul by D. Waiters (drawn by D. Green),55,68
221,2,1:17.0,,D. Green misses free throw 1 of 2,55,68
222,2,1:17.0,,Offensive rebound by Team,55,68
223,2,1:17.0,,D. Green makes free throw 2 of 2,55,69
224,2,1:10.0,Turnover by S. Adams (lost ball; steal by L. Barbosa),,55,69
225,2,1:02.0,,S. Curry makes 2-pt jump shot from 21 ft,55,71
226,2,0:52.0,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,57,71
227,2,0:52.0,Shooting foul by H. Barnes (drawn by S. Adams),,57,71
228,2,0:52.0,,B. Rush enters the game for H. Barnes,57,71
229,2,0:52.0,S. Adams misses free throw 1 of 1,,57,71
230,2,0:51.0,,Defensive rebound by D. Green,57,71
231,2,0:33.0,,B. Rush misses 3-pt jump shot from 24 ft,57,71
232,2,0:31.0,Defensive rebound by S. Adams,,57,71
233,2,0:27.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,59,71
234,2,0:06.0,,S. Curry makes 2-pt jump shot from 16 ft,59,73
235,2,0:01.0,S. Ibaka misses 3-pt jump shot from 28 ft,,59,73
236,2,0:00.0,Offensive rebound by Team,,59,73
237,3,11:47.0,,A. Bogut misses 2-pt jump shot from 3 ft,59,73
238,3,11:44.0,,Offensive rebound by A. Bogut,59,73
239,3,11:44.0,,D. Green misses 2-pt layup from 2 ft,59,73
240,3,11:43.0,,Offensive rebound by H. Barnes,59,73
241,3,11:34.0,,H. Barnes misses 3-pt jump shot from 24 ft,59,73
242,3,11:33.0,Defensive rebound by D. Waiters,,59,73
243,3,11:25.0,K. Durant misses 3-pt jump shot from 26 ft,,59,73
244,3,11:25.0,,Defensive rebound by S. Curry,59,73
245,3,11:12.0,,D. Green misses 2-pt jump shot from 15 ft,59,73
246,3,11:09.0,Defensive rebound by S. Adams,,59,73
247,3,10:56.0,D. Waiters makes 2-pt jump shot from 20 ft (assist by S. Adams),,61,73
248,3,10:43.0,,S. Curry misses 2-pt jump shot from 16 ft,61,73
249,3,10:42.0,Defensive rebound by K. Durant,,61,73
250,3,10:32.0,R. Westbrook makes 2-pt jump shot from 6 ft (assist by K. Durant),,63,73
251,3,10:24.0,,Turnover by S. Curry (lost ball; steal by R. Westbrook),63,73
252,3,10:23.0,Personal foul by A. Bogut (drawn by R. Westbrook),,63,73
253,3,10:23.0,,M. Speights enters the game for A. Bogut,63,73
254,3,10:09.0,R. Westbrook misses 2-pt jump shot from 16 ft,,63,73
255,3,10:08.0,,Defensive rebound by D. Green,63,73
256,3,10:02.0,,Personal foul by S. Ibaka (drawn by H. Barnes),63,73
257,3,9:48.0,,D. Green misses 2-pt jump shot from 4 ft,63,73
258,3,9:46.0,,Offensive rebound by M. Speights,63,73
259,3,9:46.0,,M. Speights makes 2-pt layup from 2 ft,63,75
260,3,9:26.0,K. Durant misses 2-pt jump shot from 4 ft,,63,75
261,3,9:25.0,Offensive rebound by K. Durant,,63,75
262,3,9:23.0,K. Durant misses 2-pt layup from 2 ft (block by M. Speights),,63,75
263,3,9:22.0,,Defensive rebound by K. Thompson,63,75
264,3,9:14.0,,K. Thompson makes 2-pt jump shot from 11 ft,63,77
265,3,8:54.0,Turnover by S. Adams (bad pass),,63,77
266,3,8:37.0,,M. Speights makes 2-pt jump shot from 16 ft (assist by S. Curry),63,79
267,3,8:26.0,Shooting foul by S. Curry (drawn by R. Westbrook),,63,79
268,3,8:26.0,R. Westbrook makes free throw 1 of 2,,64,79
269,3,8:26.0,R. Westbrook makes free throw 2 of 2,,65,79
270,3,8:14.0,,M. Speights misses 2-pt jump shot from 16 ft,65,79
271,3,8:13.0,Defensive rebound by K. Durant,,65,79
272,3,8:05.0,Turnover by K. Durant (lost ball; steal by S. Curry),,65,79
273,3,7:59.0,,S. Curry makes 2-pt layup from 1 ft,65,81
274,3,7:37.0,D. Waiters misses 2-pt layup from 2 ft,,65,81
275,3,7:37.0,Offensive rebound by Team,,65,81
276,3,7:34.0,Turnover by Team (shot clock),,65,81
277,3,7:13.0,,S. Curry misses 2-pt jump shot from 9 ft (block by S. Adams),65,81
278,3,7:13.0,Defensive rebound by R. Westbrook,,65,81
279,3,7:13.0,Personal foul by M. Speights (drawn by R. Westbrook),,65,81
280,3,7:05.0,R. Westbrook misses 2-pt layup from 2 ft,,65,81
281,3,7:04.0,Offensive rebound by S. Adams,,65,81
282,3,7:04.0,S. Adams misses 2-pt layup from 2 ft,,65,81
283,3,7:02.0,,Defensive rebound by S. Curry,65,81
284,3,6:58.0,,S. Curry makes 2-pt layup from 1 ft,65,83
285,3,6:58.0,Oklahoma City full timeout,,65,83
286,3,6:45.0,K. Durant misses 2-pt jump shot from 17 ft,,65,83
287,3,6:44.0,,Defensive rebound by D. Green,65,83
288,3,6:29.0,,Turnover by K. Thompson (lost ball; steal by D. Waiters),65,83
289,3,6:23.0,D. Waiters misses 2-pt jump shot from 3 ft,,65,83
290,3,6:22.0,Offensive rebound by K. Durant,,65,83
291,3,6:21.0,K. Durant makes 2-pt layup from 2 ft,,67,83
292,3,6:13.0,,Turnover by K. Thompson (lost ball; steal by D. Waiters),67,83
293,3,6:03.0,S. Ibaka misses 3-pt jump shot from 25 ft,,67,83
294,3,6:02.0,,Defensive rebound by D. Green,67,83
295,3,5:46.0,,D. Green misses 2-pt jump shot from 6 ft,67,83
296,3,5:45.0,,Offensive rebound by D. Green,67,83
297,3,5:39.0,,H. Barnes misses 2-pt jump shot from 18 ft,67,83
298,3,5:39.0,,Offensive rebound by H. Barnes,67,83
299,3,5:36.0,,Personal foul by S. Adams (drawn by S. Curry),67,83
300,3,5:30.0,,K. Thompson misses 2-pt jump shot from 18 ft,67,83
301,3,5:29.0,Defensive rebound by K. Durant,,67,83
302,3,5:22.0,R. Westbrook makes 2-pt jump shot from 15 ft (assist by K. Durant),,69,83
303,3,4:54.0,,M. Speights makes 2-pt layup from 1 ft (assist by S. Curry),69,85
304,3,4:49.0,R. Westbrook makes 2-pt layup from 2 ft,,71,85
305,3,4:49.0,Shooting foul by D. Green (drawn by R. Westbrook),,71,85
306,3,4:49.0,,A. Iguodala enters the game for H. Barnes,71,85
307,3,4:49.0,R. Westbrook makes free throw 1 of 1,,72,85
308,3,4:34.0,,D. Green makes 2-pt layup from 2 ft (assist by M. Speights),72,87
309,3,4:19.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,74,87
310,3,3:59.0,,M. Speights misses 3-pt jump shot,74,87
311,3,3:58.0,Defensive rebound by K. Durant,,74,87
312,3,3:49.0,K. Durant misses 3-pt jump shot from 26 ft,,74,87
313,3,3:49.0,,Defensive rebound by A. Iguodala,74,87
314,3,3:44.0,,Turnover by D. Green (bad pass; steal by R. Westbrook),74,87
315,3,3:30.0,Shooting foul by D. Green (drawn by S. Adams),,74,87
316,3,3:30.0,S. Adams makes free throw 1 of 2,,75,87
317,3,3:30.0,,Golden State full timeout,75,87
318,3,3:30.0,,A. Bogut enters the game for M. Speights,75,87
319,3,3:30.0,,L. Barbosa enters the game for K. Thompson,75,87
320,3,3:30.0,A. Morrow enters the game for S. Ibaka,,75,87
321,3,3:30.0,S. Adams misses free throw 2 of 2,,75,87
322,3,3:28.0,,Defensive rebound by A. Bogut,75,87
323,3,3:15.0,,Turnover by A. Bogut (bad pass; steal by S. Adams),75,87
324,3,3:11.0,Turnover by S. Adams (bad pass),,75,87
325,3,2:49.0,,L. Barbosa misses 3-pt jump shot from 24 ft,75,87
326,3,2:48.0,Defensive rebound by D. Waiters,,75,87
327,3,2:38.0,R. Westbrook misses 2-pt jump shot from 18 ft,,75,87
328,3,2:37.0,,Defensive rebound by L. Barbosa,75,87
329,3,2:25.0,,A. Iguodala makes 2-pt jump shot from 21 ft (assist by L. Barbosa),75,89
330,3,2:08.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,75,89
331,3,2:05.0,,Personal foul by R. Westbrook (drawn by S. Curry),75,89
332,3,2:05.0,C. Payne enters the game for R. Westbrook,,75,89
333,3,2:05.0,E. Freedom enters the game for S. Adams,,75,89
334,3,2:05.0,,H. Barnes enters the game for D. Green,75,89
335,3,1:56.0,,A. Bogut misses 2-pt jump shot from 10 ft,75,89
336,3,1:55.0,Defensive rebound by K. Durant,,75,89
337,3,1:49.0,Turnover by K. Durant (offensive foul),,75,89
338,3,1:49.0,,Offensive charge foul by K. Durant (drawn by A. Bogut),75,89
339,3,1:34.0,,S. Curry misses 2-pt layup from 1 ft,75,89
340,3,1:33.0,Defensive rebound by E. Freedom,,75,89
341,3,1:26.0,Shooting foul by A. Iguodala (drawn by K. Durant),,75,89
342,3,1:26.0,K. Durant makes free throw 1 of 3,,76,89
343,3,1:26.0,K. Durant makes free throw 2 of 3,,77,89
344,3,1:26.0,K. Singler enters the game for D. Waiters,,77,89
345,3,1:26.0,K. Durant makes free throw 3 of 3,,78,89
346,3,1:03.0,,A. Iguodala misses 2-pt jump shot from 16 ft,78,89
347,3,1:02.0,Defensive rebound by K. Durant,,78,89
348,3,0:56.0,C. Payne makes 3-pt jump shot from 26 ft (assist by K. Durant),,81,89
349,3,0:47.0,,S. Curry makes 2-pt jump shot from 3 ft,81,91
350,3,0:32.0,K. Durant makes 2-pt dunk at rim (assist by E. Freedom),,83,91
351,3,0:13.0,,S. Curry misses 3-pt jump shot from 25 ft,83,91
352,3,0:12.0,Defensive rebound by E. Freedom,,83,91
353,3,0:00.0,C. Payne misses 2-pt jump shot from 12 ft,,83,91
354,3,0:00.0,Offensive rebound by Team,,83,91
355,4,11:46.0,Turnover by K. Durant (bad pass; steal by A. Iguodala),,83,91
356,4,11:30.0,,S. Livingston misses 2-pt jump shot from 9 ft,83,91
357,4,11:29.0,,Offensive rebound by A. Bogut,83,91
358,4,11:24.0,,H. Barnes misses 3-pt jump shot from 25 ft,83,91
359,4,11:24.0,Defensive rebound by E. Freedom,,83,91
360,4,11:13.0,C. Payne misses 3-pt jump shot from 25 ft,,83,91
361,4,11:12.0,,Defensive rebound by L. Barbosa,83,91
362,4,11:06.0,,L. Barbosa makes 2-pt layup from 1 ft,83,93
363,4,10:42.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Payne),,85,93
364,4,10:13.0,,L. Barbosa misses 3-pt jump shot from 22 ft,85,93
365,4,10:12.0,Defensive rebound by E. Freedom,,85,93
366,4,10:04.0,Turnover by C. Payne (bad pass; steal by A. Iguodala),,85,93
367,4,10:00.0,,S. Livingston misses 2-pt dunk from 1 ft (block by K. Durant),85,93
368,4,9:56.0,Defensive rebound by C. Payne,,85,93
369,4,9:50.0,E. Freedom misses 2-pt layup at rim (block by A. Bogut),,85,93
370,4,9:49.0,,Defensive rebound by L. Barbosa,85,93
371,4,9:43.0,,H. Barnes misses 2-pt layup from 2 ft,85,93
372,4,9:41.0,Defensive rebound by E. Freedom,,85,93
373,4,9:31.0,A. Morrow misses 2-pt jump shot from 10 ft,,85,93
374,4,9:30.0,,Defensive rebound by H. Barnes,85,93
375,4,9:25.0,R. Westbrook enters the game for C. Payne,,85,93
376,4,9:25.0,,Turnover by A. Iguodala (lost ball; steal by K. Durant),85,93
377,4,9:16.0,R. Westbrook misses 2-pt jump shot from 5 ft (block by A. Bogut),,85,93
378,4,9:16.0,Offensive rebound by Team,,85,93
379,4,9:16.0,,K. Thompson enters the game for L. Barbosa,85,93
380,4,9:16.0,D. Waiters enters the game for K. Durant,,85,93
381,4,9:05.0,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),,87,93
382,4,8:55.0,,S. Livingston makes 2-pt jump shot from 10 ft,87,95
383,4,8:43.0,Turnover by E. Freedom (traveling),,87,95
384,4,8:43.0,Official timeout,,87,95
385,4,8:43.0,C. Payne enters the game for K. Singler,,87,95
386,4,8:43.0,S. Ibaka enters the game for A. Morrow,,87,95
387,4,8:29.0,,K. Thompson misses 3-pt jump shot from 27 ft,87,95
