,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
0,1,11:35.0,,J. Johnson makes 2-pt jump shot from 18 ft,0,2
1,1,11:17.0,C. Landry makes 2-pt jump shot from 18 ft (assist by I. Smith),,2,2
2,1,11:03.0,,A. Stoudemire misses 2-pt jump shot from 17 ft,2,2
3,1,11:02.0,Defensive rebound by I. Smith,,2,2
4,1,10:50.0,C. Landry misses 2-pt jump shot from 11 ft,,2,2
5,1,10:49.0,,Defensive rebound by A. Stoudemire,2,2
6,1,10:33.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by G. Dragić),2,5
7,1,10:15.0,C. Landry makes 2-pt jump shot from 13 ft (assist by R. Covington),,4,5
8,1,9:51.0,,A. Stoudemire misses 2-pt layup from 2 ft (block by R. Covington),4,5
9,1,9:50.0,Defensive rebound by I. Smith,,4,5
10,1,9:47.0,Personal foul by G. Dragić (drawn by I. Smith),,4,5
11,1,9:37.0,R. Covington misses 3-pt jump shot from 24 ft,,4,5
12,1,9:36.0,,Defensive rebound by G. Dragić,4,5
13,1,9:24.0,,J. Johnson makes 2-pt jump shot from 3 ft,4,7
14,1,9:01.0,I. Smith makes 2-pt jump shot from 18 ft,,6,7
15,1,8:42.0,Offensive charge foul by J. Johnson (drawn by H. Thompson),,6,7
16,1,8:42.0,,Turnover by J. Johnson (offensive foul),6,7
17,1,8:27.0,H. Thompson misses 3-pt jump shot from 24 ft,,6,7
18,1,8:26.0,Offensive rebound by C. Landry,,6,7
19,1,8:22.0,C. Landry makes 2-pt layup from 1 ft,,8,7
20,1,8:08.0,,J. Johnson misses 2-pt jump shot from 9 ft,8,7
21,1,8:07.0,Defensive rebound by J. Grant,,8,7
22,1,7:57.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by R. Covington),,11,7
23,1,7:45.0,,G. Dragić misses 2-pt jump shot from 11 ft,11,7
24,1,7:44.0,,Offensive rebound by G. Dragić,11,7
25,1,7:43.0,,G. Dragić makes 2-pt layup from 3 ft,11,9
26,1,7:39.0,Shooting foul by A. Stoudemire (drawn by I. Smith),,11,9
27,1,7:39.0,I. Smith misses free throw 1 of 2,,11,9
28,1,7:39.0,Offensive rebound by Team,,11,9
29,1,7:39.0,,H. Whiteside enters the game for A. Stoudemire,11,9
30,1,7:39.0,I. Smith makes free throw 2 of 2,,12,9
31,1,7:24.0,,Shooting foul by C. Landry (drawn by D. Wade),12,9
32,1,7:24.0,,D. Wade makes free throw 1 of 2,12,10
33,1,7:24.0,,D. Wade makes free throw 2 of 2,12,11
34,1,7:10.0,I. Smith makes 2-pt layup from 1 ft,,14,11
35,1,6:59.0,,Turnover by H. Whiteside (lost ball; steal by C. Landry),14,11
36,1,6:41.0,J. Grant misses 2-pt layup from 2 ft (block by H. Whiteside),,14,11
37,1,6:40.0,,Defensive rebound by L. Deng,14,11
38,1,6:33.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by L. Deng),14,14
39,1,6:16.0,C. Landry misses 2-pt jump shot from 19 ft,,14,14
40,1,6:15.0,,Defensive rebound by D. Wade,14,14
41,1,6:03.0,,Shooting foul by R. Covington (drawn by D. Wade),14,14
42,1,6:03.0,,D. Wade makes free throw 1 of 2,14,15
43,1,6:03.0,I. Canaan enters the game for R. Covington,,14,15
44,1,6:03.0,,J. Richardson enters the game for G. Dragić,14,15
45,1,6:03.0,,J. Winslow enters the game for L. Deng,14,15
46,1,6:03.0,,D. Wade makes free throw 2 of 2,14,16
47,1,5:52.0,H. Thompson misses 2-pt jump shot from 6 ft (block by H. Whiteside),,14,16
48,1,5:51.0,,Defensive rebound by D. Wade,14,16
49,1,5:33.0,,D. Wade makes 2-pt layup from 2 ft,14,18
50,1,5:24.0,C. Landry makes 2-pt layup from 1 ft,,16,18
51,1,5:24.0,Shooting foul by J. Winslow (drawn by C. Landry),,16,18
52,1,5:24.0,,Miami full timeout,16,18
53,1,5:24.0,C. Landry misses free throw 1 of 1,,16,18
54,1,5:23.0,Offensive rebound by J. Grant,,16,18
55,1,5:18.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Grant),,19,18
56,1,4:54.0,,H. Whiteside makes 2-pt jump shot from 6 ft (assist by J. Johnson),19,20
57,1,4:38.0,H. Thompson misses 3-pt jump shot from 24 ft,,19,20
58,1,4:37.0,,Defensive rebound by H. Whiteside,19,20
59,1,4:22.0,,J. Johnson makes 2-pt jump shot from 5 ft,19,22
60,1,4:11.0,I. Smith misses 3-pt jump shot from 24 ft,,19,22
61,1,4:10.0,Offensive rebound by C. Landry,,19,22
62,1,4:02.0,C. Landry makes 2-pt layup from 1 ft (assist by I. Canaan),,21,22
