,QUARTER,TIME_REMAINING,UTAH_ACTION,GOLDEN STATE_ACTION,UTAH_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,,H. Barnes misses 2-pt layup from 2 ft,0,0
1,1,11:43.0,Defensive rebound by G. Hayward,,0,0
2,1,11:25.0,D. Favors misses 2-pt jump shot from 11 ft,,0,0
3,1,11:24.0,Offensive rebound by R. Gobert,,0,0
4,1,11:19.0,R. Gobert makes 2-pt layup from 1 ft,,2,0
5,1,11:09.0,,Turnover by D. Green (bad pass; steal by S. Mack),2,0
6,1,11:02.0,C. Johnson misses 3-pt jump shot from 23 ft,,2,0
7,1,11:02.0,Offensive rebound by R. Gobert,,2,0
8,1,10:47.0,S. Mack misses 2-pt jump shot from 12 ft,,2,0
9,1,10:47.0,,Defensive rebound by A. Bogut,2,0
10,1,10:41.0,,Turnover by D. Green (bad pass),2,0
11,1,10:31.0,Turnover by C. Johnson (bad pass; steal by S. Curry),,2,0
12,1,10:27.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),2,2
13,1,10:03.0,S. Mack misses 2-pt jump shot from 15 ft,,2,2
14,1,10:02.0,Offensive rebound by R. Gobert,,2,2
15,1,9:56.0,C. Johnson makes 2-pt layup from 1 ft (assist by S. Mack),,4,2
16,1,9:47.0,,S. Curry misses 3-pt jump shot from 25 ft,4,2
17,1,9:46.0,Defensive rebound by G. Hayward,,4,2
18,1,9:38.0,Shooting foul by A. Bogut (drawn by R. Gobert),,4,2
19,1,9:38.0,R. Gobert misses free throw 1 of 2,,4,2
20,1,9:38.0,Offensive rebound by Team,,4,2
21,1,9:38.0,R. Gobert makes free throw 2 of 2,,5,2
22,1,9:19.0,,Personal foul by C. Johnson,5,2
23,1,9:14.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),5,4
24,1,9:01.0,Turnover by C. Johnson (back court),,5,4
25,1,8:56.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),5,6
26,1,8:30.0,G. Hayward misses 3-pt jump shot from 25 ft,,5,6
27,1,8:30.0,,Defensive rebound by K. Thompson,5,6
28,1,8:13.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Bogut),5,9
29,1,8:12.0,Utah full timeout,,5,9
30,1,8:00.0,D. Favors misses 2-pt layup from 2 ft (block by A. Bogut),,5,9
31,1,7:58.0,Offensive rebound by C. Johnson,,5,9
32,1,7:52.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by S. Mack),,8,9
33,1,7:36.0,,Turnover by A. Bogut (bad pass; steal by C. Johnson),8,9
34,1,7:31.0,Turnover by G. Hayward (lost ball),,8,9
35,1,7:24.0,,S. Curry misses 3-pt jump shot from 25 ft,8,9
36,1,7:23.0,Defensive rebound by C. Johnson,,8,9
37,1,6:58.0,S. Mack makes 2-pt jump shot from 4 ft,,10,9
38,1,6:45.0,,K. Thompson misses 3-pt jump shot from 24 ft,10,9
39,1,6:44.0,Defensive rebound by R. Gobert,,10,9
40,1,6:22.0,D. Favors misses 2-pt jump shot from 12 ft,,10,9
41,1,6:21.0,,Defensive rebound by H. Barnes,10,9
42,1,6:09.0,,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),10,12
43,1,5:44.0,G. Hayward misses 2-pt jump shot from 10 ft,,10,12
44,1,5:43.0,,Defensive rebound by D. Green,10,12
45,1,5:32.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Bogut),10,15
46,1,5:11.0,D. Favors makes 2-pt hook shot from 6 ft,,12,15
47,1,5:05.0,,Personal foul by S. Mack,12,15
48,1,5:05.0,,A. Iguodala enters the game for H. Barnes,12,15
49,1,5:05.0,T. Burke enters the game for C. Johnson,,12,15
50,1,5:05.0,T. Booker enters the game for R. Gobert,,12,15
51,1,4:58.0,,S. Curry misses 2-pt layup from 2 ft,12,15
