,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
49,1,4:12.0,W. Barton makes 2-pt layup at rim,,18,21
50,1,3:58.0,,J. Johnson misses 3-pt jump shot from 22 ft,18,21
51,1,3:57.0,Defensive rebound by W. Barton,,18,21
52,1,3:37.0,G. Harris makes 2-pt jump shot from 12 ft (assist by D. Gallinari),,20,21
53,1,3:23.0,,Turnover by T. Young (lost ball),20,21
54,1,3:06.0,D. Gallinari misses 2-pt layup from 2 ft,,20,21
55,1,3:05.0,,Defensive rebound by T. Young,20,21
56,1,2:48.0,,W. Ellington misses 3-pt jump shot from 24 ft,20,21
57,1,2:47.0,Defensive rebound by G. Harris,,20,21
58,1,2:26.0,J. Nurkić makes 2-pt layup from 3 ft (assist by D. Gallinari),,22,21
59,1,2:20.0,,Brooklyn full timeout,22,21
60,1,2:05.0,,D. Sloan makes 3-pt jump shot from 24 ft (assist by J. Johnson),22,24
61,1,1:48.0,J. Nurkić misses 2-pt hook shot from 5 ft,,22,24
62,1,1:47.0,,Defensive rebound by T. Young,22,24
63,1,1:39.0,,W. Ellington misses 2-pt jump shot from 15 ft,22,24
64,1,1:38.0,Defensive rebound by W. Barton,,22,24
65,1,1:28.0,Turnover by W. Barton (lost ball; steal by J. Johnson),,22,24
66,1,1:23.0,,B. Bogdanović enters the game for W. Ellington,22,24
67,1,1:14.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,22,24
68,1,1:13.0,,Offensive rebound by Team,22,24
69,1,1:05.0,,Turnover by J. Johnson (bad pass; steal by J. Nurkić),22,24
70,1,0:47.0,W. Barton misses 3-pt jump shot from 25 ft,,22,24
71,1,0:45.0,,Defensive rebound by T. Young,22,24
72,1,0:34.0,,B. Lopez misses 2-pt jump shot from 5 ft,22,24
73,1,0:33.0,Defensive rebound by J. Nurkić,,22,24
74,1,0:28.0,R. Foye misses 2-pt layup from 2 ft (block by T. Young),,22,24
75,1,0:27.0,Offensive rebound by Team,,22,24
76,1,0:11.0,J. Nurkić misses 2-pt layup from 2 ft,,22,24
77,1,0:10.0,Offensive rebound by J. Nurkić,,22,24
78,1,0:09.0,J. Nurkić misses 2-pt layup from 1 ft,,22,24
79,1,0:08.0,,Defensive rebound by J. Johnson,22,24
80,1,0:04.0,,Personal foul by W. Barton (drawn by J. Johnson),22,24
81,1,0:00.0,,B. Lopez makes 2-pt hook shot from 6 ft,22,26
82,2,11:45.0,E. Mudiay misses 2-pt layup from 2 ft,,22,26
83,2,11:44.0,,Defensive rebound by T. Robinson,22,26
84,2,11:39.0,,Personal take foul by J. Nurkić (drawn by T. Young),22,26
85,2,11:39.0,J. Lauvergne enters the game for J. Nurkić,,22,26
86,2,11:29.0,,T. Young misses 2-pt jump shot from 8 ft,22,26
87,2,11:28.0,,Offensive rebound by Team,22,26
88,2,11:28.0,Loose ball foul by J. Lauvergne (drawn by T. Robinson),,22,26
89,2,11:21.0,,S. Larkin makes 2-pt layup from 2 ft (assist by T. Young),22,28
90,2,10:58.0,W. Barton makes 2-pt jump shot from 14 ft,,24,28
91,2,10:45.0,,S. Larkin makes 2-pt jump shot from 21 ft,24,30
92,2,10:35.0,Turnover by J. Lauvergne (lost ball; steal by T. Robinson),,24,30
93,2,10:32.0,,T. Robinson makes 2-pt dunk at rim,24,32
94,2,10:13.0,,C. McCullough enters the game for T. Young,24,32
95,2,10:12.0,Offensive foul by M. Miller (drawn by M. Brown),,24,32
96,2,10:12.0,Turnover by M. Miller (offensive foul),,24,32
97,2,9:53.0,,Shooting foul by M. Miller (drawn by B. Bogdanović),24,32
98,2,9:53.0,,B. Bogdanović makes 2-pt layup from 2 ft,24,34
99,2,9:53.0,Denver full timeout,,24,34
100,2,9:53.0,,B. Bogdanović makes free throw 1 of 1,24,35
101,2,9:42.0,M. Miller misses 2-pt layup from 2 ft (block by C. McCullough),,24,35
102,2,9:40.0,,Defensive rebound by C. McCullough,24,35
103,2,9:25.0,,M. Brown misses 3-pt jump shot from 25 ft,24,35
104,2,9:24.0,,Offensive rebound by C. McCullough,24,35
105,2,9:08.0,,S. Larkin misses 3-pt jump shot from 25 ft,24,35
106,2,9:07.0,Defensive rebound by W. Barton,,24,35
107,2,8:59.0,W. Barton makes 2-pt layup from 2 ft,,26,35
108,2,8:34.0,,C. McCullough makes 2-pt jump shot from 19 ft (assist by T. Robinson),26,37
109,2,8:20.0,R. Foye misses 3-pt jump shot from 24 ft,,26,37
110,2,8:19.0,Offensive rebound by J. Lauvergne,,26,37
111,2,8:14.0,M. Miller misses 3-pt jump shot from 27 ft,,26,37
112,2,8:13.0,,Defensive rebound by T. Robinson,26,37
113,2,8:08.0,,T. Robinson misses 2-pt jump shot from 4 ft,26,37
114,2,8:07.0,Defensive rebound by M. Miller,,26,37
115,2,7:44.0,J. Lauvergne makes 2-pt jump shot from 20 ft (assist by W. Barton),,28,37
116,2,7:33.0,,M. Brown makes 3-pt jump shot from 23 ft (assist by S. Larkin),28,40
117,2,7:12.0,J. Lauvergne makes 2-pt dunk at rim (assist by W. Barton),,30,40
118,2,6:54.0,,B. Bogdanović makes 2-pt layup from 1 ft,30,42
119,2,6:36.0,R. Foye misses 3-pt jump shot from 22 ft,,30,42
120,2,6:35.0,,Defensive rebound by S. Larkin,30,42
121,2,6:28.0,,M. Brown makes 2-pt layup from 2 ft (assist by S. Larkin),30,44
122,2,6:15.0,W. Barton misses 3-pt jump shot from 24 ft,,30,44
123,2,6:14.0,,Defensive rebound by Team,30,44
124,2,6:14.0,K. Faried enters the game for J. Lauvergne,,30,44
125,2,6:14.0,D. Gallinari enters the game for W. Barton,,30,44
126,2,6:14.0,G. Harris enters the game for M. Miller,,30,44
127,2,5:59.0,,C. McCullough misses 2-pt jump shot from 5 ft,30,44
128,2,5:58.0,,Offensive rebound by T. Robinson,30,44
129,2,5:57.0,,T. Robinson misses 2-pt layup at rim,30,44
130,2,5:56.0,Defensive rebound by R. Foye,,30,44
131,2,5:52.0,K. Faried misses 2-pt layup at rim,,30,44
132,2,5:51.0,Offensive rebound by E. Mudiay,,30,44
133,2,5:44.0,Turnover by E. Mudiay (bad pass; steal by C. McCullough),,30,44
134,2,5:40.0,,Turnover by M. Brown (bad pass),30,44
135,2,5:40.0,Official timeout,,30,44
136,2,5:31.0,K. Faried misses 2-pt dunk from 1 ft,,30,44
137,2,5:30.0,,Defensive rebound by T. Robinson,30,44
138,2,5:26.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by S. Larkin),30,46
139,2,5:03.0,D. Gallinari makes 2-pt jump shot from 14 ft,,32,46
140,2,5:03.0,Shooting foul by C. McCullough (drawn by D. Gallinari),,32,46
141,2,5:03.0,D. Gallinari makes free throw 1 of 1,,33,46
142,2,4:49.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,33,46
143,2,4:47.0,Defensive rebound by K. Faried,,33,46
144,2,4:38.0,E. Mudiay makes 2-pt jump shot from 5 ft (assist by R. Foye),,35,46
145,2,4:26.0,,Turnover by S. Larkin (lost ball; steal by G. Harris),35,46
146,2,4:26.0,Personal foul by C. McCullough (drawn by E. Mudiay),,35,46
147,2,4:26.0,E. Mudiay makes free throw 1 of 2,,36,46
148,2,4:26.0,,T. Young enters the game for C. McCullough,36,46
149,2,4:26.0,E. Mudiay misses free throw 2 of 2,,36,46
150,2,4:25.0,,Defensive rebound by T. Robinson,36,46
151,2,4:12.0,,T. Young misses 2-pt hook shot from 4 ft,36,46
152,2,4:10.0,,Offensive rebound by T. Robinson,36,46
153,2,4:08.0,,T. Robinson misses 2-pt layup from 2 ft,36,46
154,2,4:07.0,Defensive rebound by K. Faried,,36,46
155,2,4:01.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,38,46
156,2,3:57.0,,Personal foul by R. Foye (drawn by S. Larkin),38,46
157,2,3:57.0,Denver full timeout,,38,46
158,2,3:51.0,,M. Brown makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),38,48
159,2,3:35.0,Turnover by E. Mudiay (lost ball; steal by T. Young),,38,48
160,2,3:32.0,,M. Brown makes 2-pt dunk at rim (assist by T. Young),38,50
161,2,3:16.0,K. Faried makes 2-pt layup from 2 ft (assist by D. Gallinari),,40,50
162,2,2:59.0,,Personal foul by R. Foye (drawn by M. Brown),40,50
163,2,2:59.0,,M. Brown makes free throw 1 of 2,40,51
164,2,2:59.0,,M. Brown makes free throw 2 of 2,40,52
165,2,2:45.0,E. Mudiay makes 2-pt jump shot from 9 ft,,42,52
166,2,2:26.0,,Turnover by T. Young (lost ball; steal by D. Gallinari),42,52
167,2,2:24.0,Personal foul by M. Brown (drawn by D. Gallinari),,42,52
168,2,2:14.0,D. Gallinari misses 2-pt jump shot from 18 ft,,42,52
169,2,2:13.0,,Defensive rebound by T. Robinson,42,52
170,2,2:04.0,,S. Larkin misses 2-pt jump shot from 16 ft,42,52
171,2,2:03.0,Defensive rebound by G. Harris,,42,52
172,2,1:56.0,E. Mudiay misses 2-pt layup from 2 ft,,42,52
173,2,1:55.0,Offensive rebound by K. Faried,,42,52
174,2,1:54.0,K. Faried makes 2-pt dunk at rim,,44,52
175,2,1:52.0,,Brooklyn full timeout,44,52
176,2,1:52.0,,D. Sloan enters the game for S. Larkin,44,52
177,2,1:52.0,,B. Lopez enters the game for T. Robinson,44,52
178,2,1:31.0,,M. Brown misses 2-pt jump shot from 21 ft,44,52
179,2,1:30.0,,Offensive rebound by B. Lopez,44,52
180,2,1:29.0,,B. Lopez misses 2-pt dunk at rim,44,52
181,2,1:28.0,,Offensive rebound by M. Brown,44,52
182,2,1:27.0,,Shooting foul by R. Foye (drawn by M. Brown),44,52
183,2,1:27.0,,M. Brown makes free throw 1 of 2,44,53
184,2,1:27.0,J. Nurkić enters the game for R. Foye,,44,53
185,2,1:27.0,,M. Brown makes free throw 2 of 2,44,54
186,2,1:17.0,Turnover by E. Mudiay (bad pass),,44,54
187,2,0:59.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,44,54
188,2,0:58.0,Defensive rebound by D. Gallinari,,44,54
189,2,0:47.0,K. Faried makes 2-pt layup from 2 ft (assist by J. Nurkić),,46,54
190,2,0:29.0,,Shooting foul by E. Mudiay (drawn by M. Brown),46,54
191,2,0:29.0,,M. Brown makes free throw 1 of 2,46,55
192,2,0:29.0,,M. Brown misses free throw 2 of 2,46,55
193,2,0:28.0,Defensive rebound by Team,,46,55
194,2,0:06.0,G. Harris makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,49,55
195,2,0:03.0,,D. Sloan misses 3-pt jump shot from 25 ft,49,55
196,2,0:01.0,Defensive rebound by G. Harris,,49,55
197,3,11:44.0,E. Mudiay makes 2-pt jump shot from 18 ft,,51,55
198,3,11:29.0,,T. Young misses 2-pt layup from 1 ft,51,55
199,3,11:28.0,Defensive rebound by E. Mudiay,,51,55
200,3,11:24.0,Turnover by G. Harris (bad pass),,51,55
201,3,11:12.0,,Personal foul by G. Harris (drawn by B. Lopez),51,55
202,3,11:12.0,,B. Lopez makes free throw 1 of 2,51,56
203,3,11:12.0,D. Gallinari enters the game for R. Foye,,51,56
204,3,11:12.0,,B. Lopez makes free throw 2 of 2,51,57
205,3,11:01.0,E. Mudiay misses 2-pt layup from 1 ft,,51,57
206,3,11:00.0,Offensive rebound by K. Faried,,51,57
207,3,10:59.0,K. Faried misses 2-pt layup from 1 ft,,51,57
208,3,10:58.0,Offensive rebound by K. Faried,,51,57
209,3,10:57.0,K. Faried makes 2-pt layup from 1 ft,,53,57
210,3,10:32.0,,J. Johnson misses 2-pt jump shot from 16 ft,53,57
211,3,10:31.0,Defensive rebound by N. Jokić,,53,57
212,3,10:19.0,N. Jokić misses 2-pt jump shot from 18 ft,,53,57
213,3,10:18.0,,Defensive rebound by T. Young,53,57
214,3,9:55.0,,D. Sloan makes 2-pt layup from 2 ft,53,59
215,3,9:30.0,N. Jokić misses 2-pt jump shot from 3 ft,,53,59
216,3,9:29.0,,Defensive rebound by T. Young,53,59
217,3,9:09.0,,T. Young makes 2-pt hook shot from 5 ft,53,61
218,3,8:55.0,G. Harris makes 2-pt jump shot from 14 ft,,55,61
219,3,8:37.0,,B. Lopez misses 2-pt dunk at rim (block by K. Faried),55,61
220,3,8:35.0,Defensive rebound by K. Faried,,55,61
221,3,8:30.0,Turnover by E. Mudiay (bad pass),,55,61
222,3,8:17.0,,B. Lopez misses 2-pt jump shot from 20 ft,55,61
223,3,8:16.0,Defensive rebound by E. Mudiay,,55,61
224,3,8:06.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,57,61
225,3,8:04.0,,Brooklyn full timeout,57,61
226,3,7:47.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Johnson),57,64
227,3,7:30.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by K. Faried),,60,64
228,3,7:06.0,,Turnover by J. Johnson (bad pass; steal by N. Jokić),60,64
229,3,7:01.0,K. Faried makes 2-pt layup at rim (assist by E. Mudiay),,62,64
230,3,6:45.0,,D. Sloan misses 2-pt jump shot from 16 ft,62,64
231,3,6:44.0,Defensive rebound by E. Mudiay,,62,64
232,3,6:34.0,N. Jokić misses 3-pt jump shot from 25 ft,,62,64
233,3,6:33.0,,Defensive rebound by W. Ellington,62,64
234,3,6:17.0,,B. Bogdanović enters the game for W. Ellington,62,64
235,3,6:13.0,,Offensive foul by B. Lopez (drawn by N. Jokić),62,64
236,3,6:13.0,,Turnover by B. Lopez (offensive foul),62,64
237,3,5:51.0,D. Gallinari misses 2-pt jump shot from 20 ft,,62,64
238,3,5:49.0,Offensive rebound by K. Faried,,62,64
239,3,5:48.0,K. Faried makes 2-pt layup from 1 ft,,64,64
240,3,5:25.0,,J. Johnson makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),64,67
241,3,5:12.0,G. Harris misses 3-pt jump shot from 25 ft,,64,67
242,3,5:10.0,,Defensive rebound by B. Lopez,64,67
243,3,5:04.0,,Shooting foul by N. Jokić (drawn by T. Young),64,67
244,3,5:04.0,,T. Young makes free throw 1 of 2,64,68
245,3,5:04.0,,T. Young makes free throw 2 of 2,64,69
246,3,4:52.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,67,69
247,3,4:34.0,,T. Young misses 2-pt hook shot from 9 ft,67,69
248,3,4:33.0,Defensive rebound by N. Jokić,,67,69
249,3,4:27.0,E. Mudiay misses 2-pt layup from 1 ft,,67,69
250,3,4:26.0,Offensive rebound by N. Jokić,,67,69
251,3,4:24.0,N. Jokić misses 2-pt layup from 1 ft,,67,69
252,3,4:23.0,,Defensive rebound by J. Johnson,67,69
253,3,4:18.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),67,72
254,3,4:03.0,Turnover by D. Gallinari (lost ball; steal by J. Johnson),,67,72
255,3,3:59.0,,T. Young makes 2-pt dunk at rim (assist by J. Johnson),67,74
256,3,3:59.0,Denver full timeout,,67,74
257,3,3:59.0,J. Nurkić enters the game for N. Jokić,,67,74
258,3,3:48.0,J. Nurkić misses 2-pt jump shot from 14 ft (block by T. Young),,67,74
259,3,3:47.0,Offensive rebound by Team,,67,74
260,3,3:33.0,Shooting foul by T. Young (drawn by D. Gallinari),,67,74
261,3,3:33.0,D. Gallinari makes free throw 1 of 2,,68,74
262,3,3:33.0,D. Gallinari makes free throw 2 of 2,,69,74
263,3,3:11.0,,D. Sloan makes 2-pt jump shot from 18 ft,69,76
264,3,2:58.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Gallinari),,71,76
265,3,2:42.0,,D. Sloan misses 2-pt jump shot from 20 ft,71,76
266,3,2:41.0,Defensive rebound by J. Nurkić,,71,76
267,3,2:38.0,Shooting foul by T. Young (drawn by K. Faried),,71,76
268,3,2:38.0,K. Faried makes free throw 1 of 2,,72,76
269,3,2:38.0,W. Barton enters the game for G. Harris,,72,76
270,3,2:38.0,K. Faried makes free throw 2 of 2,,73,76
271,3,2:16.0,,Turnover by B. Lopez (bad pass; steal by D. Gallinari),73,76
272,3,2:11.0,E. Mudiay misses 3-pt jump shot from 24 ft,,73,76
273,3,2:10.0,,Defensive rebound by T. Young,73,76
274,3,1:51.0,,J. Johnson misses 3-pt jump shot from 27 ft,73,76
275,3,1:50.0,Defensive rebound by D. Gallinari,,73,76
276,3,1:44.0,Offensive foul by J. Nurkić (drawn by T. Young),,73,76
277,3,1:44.0,Turnover by J. Nurkić (offensive foul),,73,76
278,3,1:44.0,,Brooklyn full timeout,73,76
279,3,1:44.0,R. Foye enters the game for K. Faried,,73,76
280,3,1:32.0,,B. Lopez makes 2-pt layup from 3 ft (assist by J. Johnson),73,78
281,3,1:12.0,J. Nurkić misses 2-pt layup from 2 ft (block by T. Young),,73,78
282,3,1:10.0,Offensive rebound by Team,,73,78
283,3,1:10.0,,Loose ball foul by D. Sloan (drawn by J. Nurkić),73,78
284,3,0:58.0,D. Gallinari makes 2-pt layup from 1 ft,,75,78
285,3,0:39.0,,T. Young misses 2-pt layup from 1 ft (block by W. Barton),75,78
286,3,0:38.0,,Offensive rebound by B. Lopez,75,78
287,3,0:37.0,,Shooting foul by D. Gallinari (drawn by B. Lopez),75,78
288,3,0:37.0,,B. Lopez makes free throw 1 of 2,75,79
289,3,0:37.0,,B. Lopez misses free throw 2 of 2,75,79
290,3,0:36.0,Defensive rebound by J. Nurkić,,75,79
291,3,0:21.0,R. Foye makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,78,79
292,3,0:02.0,,J. Johnson makes 2-pt jump shot from 18 ft,78,81
293,3,0:00.0,R. Foye misses 3-pt jump shot from 69 ft,,78,81
294,3,0:00.0,Offensive rebound by Team,,78,81
295,4,11:42.0,,T. Young makes 2-pt layup from 3 ft,78,83
296,4,11:24.0,D. Gallinari misses 3-pt jump shot from 25 ft,,78,83
297,4,11:23.0,Offensive rebound by J. Nurkić,,78,83
298,4,11:22.0,J. Nurkić makes 2-pt jump shot from 3 ft,,80,83
299,4,11:02.0,,Turnover by T. Young (bad pass; steal by G. Harris),80,83
300,4,10:49.0,R. Foye misses 2-pt jump shot from 19 ft,,80,83
301,4,10:48.0,,Defensive rebound by T. Robinson,80,83
302,4,10:36.0,,Turnover by T. Robinson (bad pass),80,83
303,4,10:36.0,,C. McCullough enters the game for T. Young,80,83
304,4,10:21.0,R. Foye makes 2-pt layup from 3 ft,,82,83
305,4,9:55.0,,M. Brown misses 2-pt jump shot from 18 ft,82,83
306,4,9:54.0,,Offensive rebound by T. Robinson,82,83
307,4,9:41.0,,M. Brown makes 3-pt jump shot from 23 ft (assist by S. Larkin),82,86
308,4,9:31.0,R. Foye makes 3-pt jump shot from 24 ft,,85,86
309,4,9:14.0,,M. Brown makes 2-pt layup from 1 ft,85,88
310,4,9:02.0,Shooting foul by C. McCullough (drawn by D. Gallinari),,85,88
311,4,9:02.0,D. Gallinari misses free throw 1 of 2,,85,88
312,4,9:02.0,Offensive rebound by Team,,85,88
313,4,9:02.0,D. Gallinari makes free throw 2 of 2,,86,88
314,4,8:43.0,,B. Bogdanović makes 2-pt jump shot from 16 ft,86,90
315,4,8:43.0,Denver full timeout,,86,90
316,4,8:43.0,,W. Ellington enters the game for B. Bogdanović,86,90
317,4,8:19.0,G. Harris makes 2-pt jump shot from 11 ft,,88,90
318,4,8:06.0,,S. Larkin makes 2-pt layup from 2 ft,88,92
319,4,7:53.0,R. Foye misses 2-pt layup from 1 ft (block by T. Robinson),,88,92
320,4,7:52.0,Offensive rebound by Team,,88,92
321,4,7:41.0,R. Foye makes 3-pt jump shot from 26 ft (assist by G. Harris),,91,92
322,4,7:21.0,,S. Larkin makes 3-pt jump shot from 26 ft,91,95
323,4,6:55.0,R. Foye misses 3-pt jump shot from 23 ft,,91,95
324,4,6:54.0,,Defensive rebound by T. Robinson,91,95
325,4,6:45.0,,Turnover by S. Larkin (bad pass; steal by J. Nurkić),91,95
326,4,6:37.0,J. Nurkić misses 2-pt layup from 1 ft,,91,95
327,4,6:36.0,Offensive rebound by D. Gallinari,,91,95
328,4,6:35.0,D. Gallinari misses 2-pt layup from 3 ft,,91,95
329,4,6:34.0,,Defensive rebound by W. Ellington,91,95
330,4,6:29.0,,Turnover by C. McCullough (step out of bounds),91,95
331,4,6:29.0,K. Faried enters the game for J. Nurkić,,91,95
332,4,6:11.0,W. Barton makes 3-pt jump shot from 23 ft (assist by R. Foye),,94,95
333,4,5:56.0,,S. Larkin misses 2-pt jump shot from 19 ft,94,95
334,4,5:55.0,Defensive rebound by R. Foye,,94,95
335,4,5:52.0,Turnover by R. Foye (bad pass; steal by S. Larkin),,94,95
336,4,5:48.0,,C. McCullough misses 2-pt layup from 2 ft,94,95
337,4,5:47.0,,Offensive rebound by T. Robinson,94,95
338,4,5:46.0,,T. Robinson misses 2-pt layup at rim,94,95
339,4,5:45.0,Defensive rebound by K. Faried,,94,95
340,4,5:34.0,Shooting foul by S. Larkin (drawn by D. Gallinari),,94,95
341,4,5:34.0,Official timeout,,94,95
342,4,5:34.0,,J. Johnson enters the game for W. Ellington,94,95
343,4,5:34.0,,B. Lopez enters the game for T. Robinson,94,95
344,4,5:34.0,,T. Young enters the game for C. McCullough,94,95
345,4,5:34.0,E. Mudiay enters the game for W. Barton,,94,95
346,4,5:34.0,D. Gallinari makes free throw 1 of 2,,95,95
347,4,5:34.0,D. Gallinari makes free throw 2 of 2,,96,95
348,4,5:10.0,,J. Johnson misses 3-pt jump shot from 24 ft,96,95
349,4,5:09.0,Defensive rebound by K. Faried,,96,95
350,4,4:58.0,K. Faried misses 2-pt layup from 1 ft (block by B. Lopez),,96,95
351,4,4:56.0,,Defensive rebound by S. Larkin,96,95
352,4,4:49.0,,M. Brown misses 3-pt jump shot from 23 ft,96,95
353,4,4:48.0,Defensive rebound by E. Mudiay,,96,95
354,4,4:26.0,K. Faried makes 2-pt hook shot from 6 ft,,98,95
355,4,4:04.0,,J. Johnson makes 2-pt jump shot from 5 ft,98,97
356,4,3:44.0,E. Mudiay misses 2-pt jump shot from 17 ft,,98,97
357,4,3:43.0,,Defensive rebound by M. Brown,98,97
358,4,3:25.0,,J. Johnson misses 2-pt jump shot from 15 ft,98,97
359,4,3:24.0,Defensive rebound by K. Faried,,98,97
360,4,3:03.0,D. Gallinari misses 2-pt jump shot from 20 ft,,98,97
361,4,3:02.0,,Defensive rebound by M. Brown,98,97
362,4,2:51.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by M. Brown),98,99
363,4,2:35.0,G. Harris makes 2-pt layup from 2 ft (assist by D. Gallinari),,100,99
364,4,2:34.0,,Brooklyn full timeout,100,99
365,4,2:24.0,,Shooting foul by K. Faried (drawn by B. Lopez),100,99
366,4,2:24.0,,B. Lopez makes free throw 1 of 2,100,100
367,4,2:24.0,,B. Lopez misses free throw 2 of 2,100,100
368,4,2:22.0,Defensive rebound by R. Foye,,100,100
369,4,2:06.0,D. Gallinari makes 2-pt layup from 2 ft,,102,100
370,4,2:00.0,,Personal foul by K. Faried (drawn by T. Young),102,100
371,4,1:55.0,,Turnover by S. Larkin (bad pass; steal by E. Mudiay),102,100
372,4,1:35.0,D. Gallinari misses 3-pt jump shot from 24 ft,,102,100
373,4,1:34.0,,Defensive rebound by M. Brown,102,100
374,4,1:22.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),102,102
375,4,1:22.0,Denver full timeout,,102,102
376,4,0:58.0,D. Gallinari misses 3-pt jump shot from 26 ft,,102,102
377,4,0:57.0,,Defensive rebound by S. Larkin,102,102
378,4,0:43.0,,Turnover by M. Brown (bad pass; steal by G. Harris),102,102
379,4,0:26.0,G. Harris misses 3-pt jump shot from 25 ft,,102,102
380,4,0:22.0,Offensive rebound by K. Faried,,102,102
381,4,0:20.0,Denver full timeout,,102,102
382,4,0:05.0,Personal foul by S. Larkin (drawn by E. Mudiay),,102,102
383,4,0:05.0,,T. Robinson enters the game for B. Lopez,102,102
