,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
30,1,7:24.0,T. Sefolosha makes 2-pt jump shot from 16 ft,,8,11
31,1,7:08.0,,J. Smith misses 3-pt jump shot from 25 ft,8,11
32,1,7:07.0,,Offensive rebound by T. Thompson,8,11
33,1,7:05.0,,Turnover by T. Thompson (lost ball; steal by J. Teague),8,11
34,1,6:58.0,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),,11,11
35,1,6:43.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,11,11
36,1,6:41.0,Defensive rebound by T. Sefolosha,,11,11
37,1,6:36.0,J. Teague misses 3-pt jump shot from 25 ft,,11,11
38,1,6:35.0,Offensive rebound by A. Horford,,11,11
39,1,6:31.0,K. Korver misses 3-pt jump shot from 25 ft,,11,11
40,1,6:30.0,,Defensive rebound by L. James,11,11
41,1,6:19.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),11,14
42,1,6:11.0,Personal foul by J. Smith (drawn by K. Korver),,11,14
43,1,6:11.0,T. Splitter enters the game for A. Horford,,11,14
44,1,6:11.0,L. Patterson enters the game for K. Korver,,11,14
45,1,6:11.0,,J. Cunningham enters the game for M. Dellavedova,11,14
46,1,6:01.0,J. Teague makes 3-pt jump shot from 26 ft (assist by L. Patterson),,14,14
47,1,5:38.0,,L. James misses 3-pt jump shot from 24 ft,14,14
48,1,5:37.0,,Offensive rebound by T. Thompson,14,14
49,1,5:37.0,,T. Thompson makes 2-pt jump shot from 3 ft,14,16
50,1,5:26.0,J. Teague misses 2-pt layup from 1 ft,,14,16
51,1,5:24.0,,Defensive rebound by K. Love,14,16
52,1,5:20.0,,J. Cunningham misses 2-pt jump shot from 3 ft (block by P. Millsap),14,16
53,1,5:19.0,Defensive rebound by L. Patterson,,14,16
54,1,5:16.0,Atlanta full timeout,,14,16
55,1,5:06.0,Personal foul by K. Love (drawn by P. Millsap),,14,16
56,1,4:53.0,J. Teague makes 3-pt jump shot from 24 ft (assist by P. Millsap),,17,16
57,1,4:32.0,,J. Cunningham makes 3-pt jump shot from 24 ft (assist by L. James),17,19
58,1,4:18.0,P. Millsap misses 3-pt jump shot from 24 ft,,17,19
59,1,4:17.0,,Defensive rebound by L. James,17,19
60,1,4:02.0,,L. James misses 2-pt jump shot from 13 ft,17,19
61,1,4:00.0,Defensive rebound by L. Patterson,,17,19
62,1,3:54.0,T. Sefolosha misses 2-pt layup from 2 ft,,17,19
63,1,3:54.0,,Defensive rebound by T. Thompson,17,19
64,1,3:48.0,,J. Smith misses 2-pt jump shot from 22 ft,17,19
65,1,3:47.0,Defensive rebound by P. Millsap,,17,19
66,1,3:33.0,L. Patterson misses 3-pt jump shot from 24 ft,,17,19
67,1,3:32.0,,Defensive rebound by T. Thompson,17,19
68,1,3:19.0,,J. Smith misses 3-pt jump shot from 26 ft,17,19
69,1,3:18.0,Defensive rebound by P. Millsap,,17,19
70,1,3:01.0,Turnover by P. Millsap (lost ball; steal by J. Cunningham),,17,19
71,1,2:54.0,,K. Love misses 3-pt jump shot from 24 ft,17,19
72,1,2:52.0,Defensive rebound by T. Sefolosha,,17,19
73,1,2:47.0,P. Millsap misses 2-pt layup at rim,,17,19
74,1,2:47.0,,Defensive rebound by K. Love,17,19
75,1,2:47.0,,Cleveland full timeout,17,19
76,1,2:47.0,A. Horford enters the game for T. Sefolosha,,17,19
77,1,2:47.0,K. Korver enters the game for P. Millsap,,17,19
78,1,2:47.0,,A. Varejão enters the game for L. James,17,19
79,1,2:47.0,,R. Jefferson enters the game for T. Thompson,17,19
80,1,2:29.0,,J. Cunningham misses 3-pt jump shot from 24 ft,17,19
81,1,2:28.0,Defensive rebound by L. Patterson,,17,19
82,1,2:19.0,L. Patterson misses 3-pt jump shot from 25 ft,,17,19
83,1,2:18.0,,Defensive rebound by K. Love,17,19
84,1,2:05.0,,A. Varejão makes 2-pt jump shot from 16 ft (assist by J. Smith),17,21
85,1,1:51.0,Offensive foul by K. Korver (drawn by J. Smith),,17,21
86,1,1:51.0,Turnover by K. Korver (offensive foul),,17,21
87,1,1:51.0,,M. Dellavedova enters the game for J. Smith,17,21
88,1,1:32.0,,K. Love makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),17,23
89,1,1:20.0,A. Horford misses 2-pt layup from 2 ft (block by K. Love),,17,23
90,1,1:18.0,,Defensive rebound by K. Love,17,23
91,1,1:17.0,,Personal foul by L. Patterson (drawn by J. Cunningham),17,23
92,1,1:17.0,,T. Thompson enters the game for K. Love,17,23
93,1,1:17.0,D. Schröder enters the game for J. Teague,,17,23
94,1,1:05.0,,Shooting foul by T. Splitter (drawn by A. Varejão),17,23
95,1,1:05.0,,A. Varejão makes free throw 1 of 2,17,24
96,1,1:05.0,,A. Varejão makes free throw 2 of 2,17,25
97,1,0:52.0,D. Schröder misses 3-pt jump shot from 23 ft,,17,25
98,1,0:51.0,,Defensive rebound by J. Cunningham,17,25
99,1,0:39.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,17,27
100,1,0:23.0,T. Splitter makes 2-pt hook shot from 5 ft,,19,27
101,1,0:00.0,,T. Thompson misses 2-pt jump shot from 12 ft,19,27
102,1,0:00.0,,Offensive rebound by Team,19,27
103,2,11:43.0,D. Schröder misses 2-pt jump shot from 18 ft,,19,27
104,2,11:42.0,,Defensive rebound by A. Varejão,19,27
105,2,11:26.0,,M. Dellavedova misses 2-pt hook shot from 6 ft,19,27
106,2,11:25.0,Defensive rebound by D. Schröder,,19,27
107,2,11:15.0,A. Horford misses 3-pt jump shot from 25 ft,,19,27
108,2,11:15.0,,Defensive rebound by A. Varejão,19,27
109,2,11:04.0,,R. Jefferson misses 3-pt jump shot from 24 ft,19,27
110,2,11:03.0,,Offensive rebound by T. Thompson,19,27
111,2,10:51.0,,R. Jefferson makes 2-pt jump shot from 22 ft (assist by A. Varejão),19,29
112,2,10:43.0,Turnover by K. Korver (bad pass),,19,29
113,2,10:24.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by T. Thompson),19,32
114,2,10:09.0,A. Horford misses 2-pt jump shot from 16 ft,,19,32
115,2,10:08.0,,Defensive rebound by T. Thompson,19,32
116,2,10:00.0,,A. Varejão misses 2-pt jump shot from 14 ft,19,32
117,2,9:59.0,Defensive rebound by A. Horford,,19,32
118,2,9:45.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Horford),,22,32
119,2,9:17.0,,J. Smith makes 3-pt jump shot from 26 ft,22,35
120,2,9:02.0,T. Splitter makes 2-pt layup from 1 ft (assist by D. Schröder),,24,35
121,2,8:43.0,,Personal foul by D. Schröder (drawn by M. Dellavedova),24,35
122,2,8:43.0,Official timeout,,24,35
123,2,8:43.0,J. Teague enters the game for K. Korver,,24,35
124,2,8:43.0,L. Patterson enters the game for D. Schröder,,24,35
125,2,8:43.0,M. Muscala enters the game for T. Splitter,,24,35
126,2,8:35.0,,J. Smith misses 3-pt jump shot from 24 ft,24,35
127,2,8:34.0,,Offensive rebound by T. Thompson,24,35
128,2,8:27.0,,R. Jefferson makes 2-pt layup from 2 ft (assist by T. Thompson),24,37
129,2,8:10.0,M. Muscala misses 2-pt jump shot from 15 ft,,24,37
130,2,8:09.0,,Defensive rebound by T. Thompson,24,37
131,2,7:58.0,,A. Varejão misses 2-pt jump shot from 17 ft,24,37
132,2,7:58.0,Defensive rebound by J. Holiday,,24,37
133,2,7:43.0,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Teague),,27,37
134,2,7:24.0,,R. Jefferson makes 2-pt jump shot from 5 ft,27,39
135,2,7:08.0,J. Holiday misses 3-pt jump shot from 23 ft,,27,39
136,2,7:07.0,Offensive rebound by A. Horford,,27,39
137,2,7:07.0,A. Horford makes 2-pt jump shot at rim,,29,39
138,2,6:46.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by J. Smith),29,41
139,2,6:31.0,J. Holiday misses 2-pt layup from 2 ft (block by R. Jefferson),,29,41
140,2,6:30.0,,Defensive rebound by T. Thompson,29,41
141,2,6:27.0,Technical foul by Team,,29,41
142,2,6:27.0,,M. Dellavedova makes technical free throw,29,42
143,2,6:27.0,,L. James enters the game for M. Dellavedova,29,42
144,2,6:27.0,,J. Cunningham enters the game for R. Jefferson,29,42
145,2,6:27.0,,K. Love enters the game for A. Varejão,29,42
146,2,6:27.0,,R. Jefferson enters the game for J. Smith,29,42
147,2,6:27.0,P. Millsap enters the game for A. Horford,,29,42
148,2,6:27.0,T. Sefolosha enters the game for J. Holiday,,29,42
149,2,6:20.0,,J. Cunningham misses 2-pt jump shot from 3 ft (block by P. Millsap),29,42
150,2,6:18.0,,Offensive rebound by T. Thompson,29,42
151,2,6:18.0,,T. Thompson makes 2-pt layup from 2 ft,29,44
152,2,5:59.0,Shooting foul by T. Thompson (drawn by P. Millsap),,29,44
153,2,5:59.0,,Cleveland full timeout,29,44
154,2,5:59.0,P. Millsap makes free throw 1 of 2,,30,44
155,2,5:59.0,P. Millsap makes free throw 2 of 2,,31,44
156,2,5:40.0,,L. James makes 2-pt layup from 1 ft,31,46
157,2,5:24.0,Personal foul by J. Cunningham (drawn by J. Teague),,31,46
158,2,5:24.0,,J. Smith enters the game for R. Jefferson,31,46
159,2,5:17.0,Offensive foul by P. Millsap (drawn by K. Love),,31,46
160,2,5:17.0,Turnover by P. Millsap (offensive foul),,31,46
161,2,5:10.0,,Turnover by J. Cunningham (lost ball; steal by P. Millsap),31,46
162,2,5:07.0,Shooting foul by K. Love (drawn by J. Teague),,31,46
163,2,5:07.0,J. Teague makes 2-pt layup from 1 ft (assist by P. Millsap),,33,46
164,2,5:07.0,J. Teague makes free throw 1 of 1,,34,46
165,2,4:53.0,,L. James misses 2-pt layup at rim (block by M. Muscala),34,46
166,2,4:53.0,Defensive rebound by Team,,34,46
167,2,4:53.0,K. Korver enters the game for L. Patterson,,34,46
168,2,4:39.0,J. Teague misses 2-pt layup at rim,,34,46
169,2,4:39.0,,Defensive rebound by J. Cunningham,34,46
170,2,4:32.0,,Personal foul by P. Millsap (drawn by K. Love),34,46
171,2,4:14.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. Smith),34,49
172,2,3:56.0,Turnover by K. Korver (bad pass; steal by K. Love),,34,49
173,2,3:40.0,,K. Love misses 3-pt jump shot from 25 ft,34,49
174,2,3:39.0,,Offensive rebound by L. James,34,49
175,2,3:34.0,,Shooting foul by J. Teague (drawn by J. Cunningham),34,49
176,2,3:34.0,,J. Cunningham misses free throw 1 of 2,34,49
177,2,3:34.0,,Offensive rebound by Team,34,49
178,2,3:34.0,,J. Cunningham makes free throw 2 of 2,34,50
179,2,3:26.0,Shooting block foul by J. Cunningham (drawn by J. Teague),,34,50
180,2,3:26.0,J. Teague makes free throw 1 of 2,,35,50
181,2,3:26.0,,M. Dellavedova enters the game for J. Cunningham,35,50
182,2,3:26.0,J. Teague makes free throw 2 of 2,,36,50
183,2,3:08.0,,J. Smith misses 2-pt jump shot from 14 ft,36,50
184,2,3:07.0,,Offensive rebound by K. Love,36,50
185,2,3:03.0,,K. Love misses 2-pt jump shot from 4 ft,36,50
186,2,3:03.0,Defensive rebound by Team,,36,50
187,2,3:03.0,Atlanta full timeout,,36,50
188,2,3:03.0,A. Horford enters the game for J. Teague,,36,50
189,2,3:03.0,S. Mack enters the game for M. Muscala,,36,50
190,2,2:40.0,K. Korver misses 2-pt jump shot from 3 ft (block by J. Smith),,36,50
191,2,2:38.0,,Defensive rebound by T. Thompson,36,50
192,2,2:29.0,,Shooting foul by K. Korver (drawn by K. Love),36,50
193,2,2:29.0,,K. Love makes free throw 1 of 2,36,51
194,2,2:29.0,,K. Love makes free throw 2 of 2,36,52
195,2,2:12.0,A. Horford misses 2-pt jump shot from 8 ft,,36,52
196,2,2:11.0,,Defensive rebound by K. Love,36,52
197,2,2:06.0,,Turnover by K. Love (traveling),36,52
198,2,1:50.0,P. Millsap misses 2-pt jump shot from 6 ft,,36,52
199,2,1:50.0,Offensive rebound by Team,,36,52
200,2,1:50.0,Turnover by P. Millsap (traveling),,36,52
201,2,1:50.0,,A. Varejão enters the game for K. Love,36,52
202,2,1:37.0,,J. Smith misses 3-pt jump shot from 25 ft,36,52
203,2,1:36.0,,Offensive rebound by J. Smith,36,52
204,2,1:35.0,,Turnover by J. Smith (bad pass),36,52
205,2,1:23.0,P. Millsap makes 2-pt dunk at rim (assist by K. Korver),,38,52
206,2,1:05.0,,M. Dellavedova makes 3-pt jump shot from 25 ft,38,55
207,2,0:56.0,Personal foul by M. Dellavedova (drawn by P. Millsap),,38,55
208,2,0:56.0,P. Millsap makes free throw 1 of 2,,39,55
209,2,0:56.0,P. Millsap makes free throw 2 of 2,,40,55
210,2,0:42.0,,M. Dellavedova makes 2-pt jump shot from 8 ft (assist by T. Thompson),40,57
211,2,0:30.0,S. Mack misses 2-pt layup at rim,,40,57
212,2,0:28.0,,Defensive rebound by L. James,40,57
213,2,0:06.0,,L. James misses 2-pt layup from 2 ft,40,57
214,2,0:05.0,Defensive rebound by T. Sefolosha,,40,57
215,2,0:01.0,T. Sefolosha makes 2-pt layup from 2 ft,,42,57
216,2,0:00.0,,J. Smith misses 3-pt jump shot from 69 ft,42,57
217,2,0:00.0,,Offensive rebound by Team,42,57
218,3,11:36.0,J. Teague misses 2-pt jump shot from 9 ft,,42,57
219,3,11:34.0,,Defensive rebound by T. Thompson,42,57
220,3,11:28.0,,L. James misses 2-pt jump shot from 5 ft,42,57
221,3,11:27.0,,Offensive rebound by L. James,42,57
222,3,11:27.0,,Personal foul by T. Sefolosha (drawn by L. James),42,57
223,3,11:19.0,,Shooting foul by J. Teague (drawn by M. Dellavedova),42,57
224,3,11:19.0,,M. Dellavedova makes free throw 1 of 2,42,58
225,3,11:19.0,,M. Dellavedova makes free throw 2 of 2,42,59
226,3,11:01.0,J. Teague misses 2-pt jump shot from 3 ft,,42,59
227,3,10:59.0,Offensive rebound by T. Sefolosha,,42,59
228,3,10:59.0,T. Sefolosha makes 2-pt jump shot from 1 ft,,44,59
229,3,10:45.0,,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),44,62
230,3,10:23.0,P. Millsap misses 3-pt jump shot from 24 ft,,44,62
231,3,10:22.0,,Defensive rebound by L. James,44,62
232,3,10:18.0,,K. Love makes 2-pt dunk at rim (assist by L. James),44,64
233,3,10:08.0,Personal foul by M. Dellavedova (drawn by P. Millsap),,44,64
234,3,10:01.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,44,64
235,3,10:01.0,,Defensive rebound by M. Dellavedova,44,64
236,3,9:57.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),44,66
237,3,9:57.0,Atlanta full timeout,,44,66
238,3,9:45.0,Turnover by J. Teague (bad pass; steal by M. Dellavedova),,44,66
239,3,9:35.0,,Shooting foul by P. Millsap (drawn by K. Love),44,66
240,3,9:35.0,,K. Love makes free throw 1 of 2,44,67
241,3,9:35.0,,K. Love makes free throw 2 of 2,44,68
242,3,9:21.0,Personal foul by M. Dellavedova (drawn by P. Millsap),,44,68
243,3,9:21.0,Inbound foul by J. Smith,,44,68
244,3,9:21.0,K. Korver makes free throw 1 of 2,,45,68
245,3,9:21.0,K. Korver makes free throw 2 of 2,,46,68
246,3,9:06.0,,J. Smith misses 2-pt jump shot from 13 ft,46,68
247,3,9:04.0,Defensive rebound by T. Sefolosha,,46,68
248,3,8:43.0,J. Teague misses 2-pt jump shot from 15 ft,,46,68
249,3,8:42.0,,Defensive rebound by L. James,46,68
250,3,8:32.0,,K. Love misses 3-pt jump shot from 25 ft,46,68
251,3,8:31.0,Defensive rebound by A. Horford,,46,68
252,3,8:23.0,K. Korver misses 3-pt jump shot from 26 ft,,46,68
253,3,8:23.0,Offensive rebound by J. Teague,,46,68
254,3,8:14.0,K. Korver misses 3-pt jump shot from 22 ft,,46,68
255,3,8:14.0,,Defensive rebound by J. Smith,46,68
256,3,8:00.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),46,70
257,3,7:43.0,Personal foul by M. Dellavedova (drawn by J. Teague),,46,70
258,3,7:43.0,,J. Cunningham enters the game for M. Dellavedova,46,70
259,3,7:30.0,T. Sefolosha misses 2-pt jump shot from 19 ft,,46,70
260,3,7:30.0,,Defensive rebound by K. Love,46,70
261,3,7:20.0,,Turnover by K. Love (bad pass; steal by T. Sefolosha),46,70
262,3,7:12.0,K. Korver misses 2-pt layup from 1 ft,,46,70
263,3,7:10.0,,Defensive rebound by T. Thompson,46,70
264,3,7:03.0,,J. Cunningham makes 2-pt jump shot at rim (assist by L. James),46,72
265,3,6:46.0,J. Teague misses 2-pt layup at rim,,46,72
266,3,6:45.0,,Defensive rebound by K. Love,46,72
267,3,6:38.0,,Offensive foul by T. Thompson (drawn by P. Millsap),46,72
268,3,6:38.0,,Turnover by T. Thompson (offensive foul),46,72
269,3,6:27.0,A. Horford misses 2-pt hook shot from 5 ft,,46,72
270,3,6:24.0,,Defensive rebound by L. James,46,72
271,3,6:11.0,,Turnover by J. Cunningham (bad pass),46,72
272,3,6:06.0,,Technical foul by Team,46,72
273,3,6:06.0,K. Korver makes technical free throw,,47,72
274,3,6:06.0,,R. Jefferson enters the game for L. James,47,72
275,3,5:57.0,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),,50,72
276,3,5:57.0,,Cleveland full timeout,50,72
277,3,5:57.0,M. Muscala enters the game for A. Horford,,50,72
278,3,5:57.0,D. Schröder enters the game for J. Teague,,50,72
279,3,5:46.0,,Turnover by J. Smith (bad pass; steal by P. Millsap),50,72
280,3,5:36.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),,53,72
281,3,5:18.0,,T. Thompson misses 2-pt jump shot from 7 ft,53,72
282,3,5:17.0,Defensive rebound by M. Muscala,,53,72
283,3,5:06.0,D. Schröder makes 2-pt layup from 1 ft,,55,72
284,3,4:52.0,,Personal foul by K. Korver (drawn by R. Jefferson),55,72
285,3,4:52.0,L. Patterson enters the game for T. Sefolosha,,55,72
286,3,4:36.0,,J. Smith misses 3-pt jump shot from 25 ft,55,72
287,3,4:36.0,Defensive rebound by P. Millsap,,55,72
288,3,4:36.0,,Technical foul by J. Smith,55,72
289,3,4:36.0,K. Korver misses technical free throw,,55,72
290,3,4:36.0,Offensive rebound by Team,,55,72
291,3,4:18.0,D. Schröder misses 2-pt layup at rim,,55,72
292,3,4:16.0,,Defensive rebound by J. Cunningham,55,72
293,3,3:54.0,,K. Love makes 2-pt jump shot from 5 ft (assist by J. Smith),55,74
294,3,3:42.0,Turnover by K. Korver (lost ball),,55,74
295,3,3:42.0,J. Holiday enters the game for K. Korver,,55,74
296,3,3:33.0,,Turnover by R. Jefferson (bad pass; steal by P. Millsap),55,74
297,3,3:32.0,Personal foul by R. Jefferson (drawn by J. Holiday),,55,74
298,3,3:32.0,J. Holiday makes free throw 1 of 2,,56,74
299,3,3:32.0,J. Holiday misses free throw 2 of 2,,56,74
300,3,3:30.0,,Defensive rebound by K. Love,56,74
301,3,3:10.0,,J. Smith misses 2-pt layup from 3 ft,56,74
302,3,3:10.0,,Offensive rebound by Team,56,74
303,3,3:10.0,Loose ball foul by P. Millsap (drawn by T. Thompson),,56,74
304,3,3:10.0,,T. Thompson makes free throw 1 of 2,56,75
305,3,3:10.0,,A. Varejão enters the game for K. Love,56,75
306,3,3:10.0,,T. Thompson misses free throw 2 of 2,56,75
307,3,3:10.0,Defensive rebound by Team,,56,75
308,3,3:10.0,Personal foul by J. Smith (drawn by M. Muscala),,56,75
309,3,3:10.0,M. Muscala makes free throw 1 of 2,,57,75
310,3,3:10.0,M. Muscala makes free throw 2 of 2,,58,75
311,3,2:51.0,,J. Cunningham misses 2-pt jump shot from 8 ft,58,75
312,3,2:50.0,Defensive rebound by P. Millsap,,58,75
313,3,2:42.0,P. Millsap misses 2-pt jump shot from 1 ft,,58,75
314,3,2:41.0,Offensive rebound by P. Millsap,,58,75
315,3,2:41.0,P. Millsap misses 2-pt jump shot from 1 ft,,58,75
316,3,2:40.0,Offensive rebound by P. Millsap,,58,75
317,3,2:40.0,Personal foul by J. Cunningham (drawn by P. Millsap),,58,75
318,3,2:40.0,P. Millsap misses free throw 1 of 2,,58,75
319,3,2:40.0,Offensive rebound by Team,,58,75
320,3,2:40.0,,L. James enters the game for J. Smith,58,75
321,3,2:40.0,P. Millsap makes free throw 2 of 2,,59,75
322,3,2:20.0,,L. James makes 2-pt jump shot from 13 ft,59,77
323,3,2:05.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. Millsap),,62,77
324,3,1:50.0,,T. Thompson misses 2-pt layup from 1 ft,62,77
325,3,1:47.0,Defensive rebound by P. Millsap,,62,77
326,3,1:43.0,P. Millsap misses 3-pt jump shot from 24 ft,,62,77
327,3,1:42.0,,Defensive rebound by R. Jefferson,62,77
328,3,1:29.0,,J. Cunningham misses 3-pt jump shot from 23 ft,62,77
329,3,1:27.0,Defensive rebound by Team,,62,77
330,3,1:27.0,A. Horford enters the game for P. Millsap,,62,77
331,3,1:16.0,J. Holiday misses 2-pt layup from 1 ft (block by L. James),,62,77
332,3,1:14.0,,Defensive rebound by A. Varejão,62,77
333,3,1:10.0,,Turnover by A. Varejão (bad pass; steal by D. Schröder),62,77
334,3,1:05.0,D. Schröder makes 2-pt layup at rim,,64,77
335,3,0:48.0,,L. James misses 2-pt jump shot from 22 ft,64,77
336,3,0:47.0,Defensive rebound by M. Muscala,,64,77
337,3,0:33.0,J. Holiday misses 2-pt layup from 1 ft,,64,77
338,3,0:32.0,Offensive rebound by D. Schröder,,64,77
339,3,0:32.0,D. Schröder misses 2-pt layup from 2 ft (block by T. Thompson),,64,77
340,3,0:31.0,,Defensive rebound by J. Cunningham,64,77
341,3,0:14.0,,Turnover by L. James (bad pass; steal by D. Schröder),64,77
342,3,0:02.0,D. Schröder misses 3-pt jump shot from 26 ft,,64,77
343,3,0:00.0,Offensive rebound by Team,,64,77
344,4,11:41.0,,L. James misses 2-pt layup from 2 ft,64,77
345,4,11:40.0,Defensive rebound by A. Horford,,64,77
346,4,11:33.0,J. Holiday misses 3-pt jump shot from 23 ft,,64,77
347,4,11:33.0,,Defensive rebound by L. James,64,77
348,4,11:22.0,,J. Jones makes 3-pt jump shot from 24 ft (assist by R. Jefferson),64,80
349,4,11:08.0,Shooting foul by J. Jones (drawn by M. Muscala),,64,80
350,4,11:08.0,M. Muscala makes free throw 1 of 2,,65,80
351,4,11:08.0,M. Muscala makes free throw 2 of 2,,66,80
352,4,10:56.0,,Personal foul by L. Patterson (drawn by L. James),66,80
353,4,10:42.0,,J. Jones makes 3-pt jump shot from 27 ft (assist by L. James),66,83
354,4,10:21.0,Turnover by D. Schröder (traveling),,66,83
355,4,10:05.0,,Shooting foul by M. Muscala (drawn by L. James),66,83
356,4,10:05.0,,L. James makes free throw 1 of 2,66,84
357,4,10:05.0,T. Sefolosha enters the game for L. Patterson,,66,84
358,4,10:05.0,J. Teague enters the game for D. Schröder,,66,84
359,4,10:05.0,,L. James makes free throw 2 of 2,66,85
360,4,9:51.0,A. Horford misses 2-pt jump shot from 14 ft,,66,85
361,4,9:51.0,,Defensive rebound by L. James,66,85
362,4,9:42.0,,L. James makes 2-pt layup from 1 ft,66,87
363,4,9:38.0,Atlanta full timeout,,66,87
364,4,9:38.0,P. Millsap enters the game for M. Muscala,,66,87
365,4,9:27.0,A. Horford makes 2-pt jump shot from 16 ft (assist by P. Millsap),,68,87
366,4,9:08.0,,L. James makes 2-pt jump shot from 19 ft,68,89
367,4,8:51.0,T. Sefolosha misses 2-pt layup from 2 ft,,68,89
368,4,8:51.0,,Defensive rebound by J. Jones,68,89
369,4,8:47.0,,Turnover by L. James (bad pass; steal by J. Teague),68,89
370,4,8:42.0,T. Sefolosha misses 2-pt layup from 2 ft (block by J. Jones),,68,89
371,4,8:41.0,Offensive rebound by A. Horford,,68,89
372,4,8:41.0,A. Horford makes 2-pt layup from 2 ft,,70,89
373,4,8:41.0,Shooting foul by R. Jefferson (drawn by A. Horford),,70,89
374,4,8:41.0,,K. Love enters the game for J. Jones,70,89
375,4,8:41.0,A. Horford makes free throw 1 of 1,,71,89
376,4,8:30.0,,A. Varejão makes 2-pt jump shot at rim (assist by L. James),71,91
377,4,8:30.0,,Shooting foul by T. Sefolosha (drawn by A. Varejão),71,91
378,4,8:30.0,,J. Smith enters the game for R. Jefferson,71,91
379,4,8:30.0,K. Korver enters the game for J. Holiday,,71,91
380,4,8:30.0,,A. Varejão makes free throw 1 of 1,71,92
381,4,8:08.0,J. Teague misses 2-pt jump shot from 5 ft,,71,92
382,4,8:07.0,Offensive rebound by P. Millsap,,71,92
383,4,8:01.0,Personal foul by A. Varejão (drawn by J. Teague),,71,92
384,4,7:59.0,Shooting foul by M. Dellavedova (drawn by J. Teague),,71,92
385,4,7:59.0,J. Teague makes free throw 1 of 2,,72,92
386,4,7:59.0,J. Teague makes free throw 2 of 2,,73,92
387,4,7:35.0,,J. Smith misses 3-pt jump shot from 23 ft,73,92
388,4,7:34.0,Defensive rebound by K. Korver,,73,92
389,4,7:29.0,P. Millsap makes 2-pt jump shot from 6 ft (assist by J. Teague),,75,92
390,4,7:29.0,Shooting foul by K. Love (drawn by P. Millsap),,75,92
391,4,7:29.0,,T. Thompson enters the game for A. Varejão,75,92
