,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
0,1,11:43.0,,O. Mayo misses 3-pt jump shot from 26 ft,0,0
1,1,11:41.0,Defensive rebound by J. Sullinger,,0,0
2,1,11:25.0,A. Bradley makes 2-pt layup at rim (assist by J. Sullinger),,2,0
3,1,11:12.0,,J. Parker misses 2-pt jump shot from 14 ft,2,0
4,1,11:11.0,Defensive rebound by J. Sullinger,,2,0
5,1,11:02.0,Turnover by I. Thomas (bad pass),,2,0
6,1,10:47.0,,O. Mayo misses 3-pt jump shot from 24 ft,2,0
7,1,10:45.0,Defensive rebound by J. Sullinger,,2,0
8,1,10:39.0,Personal foul by O. Mayo (drawn by I. Thomas),,2,0
9,1,10:29.0,A. Bradley misses 3-pt jump shot from 24 ft,,2,0
10,1,10:27.0,,Defensive rebound by J. Parker,2,0
11,1,10:23.0,,J. Parker makes 2-pt dunk at rim,2,2
12,1,10:08.0,J. Sullinger makes 2-pt jump shot from 19 ft (assist by A. Bradley),,4,2
13,1,9:55.0,,Turnover by K. Middleton (bad pass; steal by J. Crowder),4,2
14,1,9:52.0,A. Bradley makes 2-pt layup at rim (assist by J. Crowder),,6,2
15,1,9:41.0,,Personal foul by I. Thomas (drawn by O. Mayo),6,2
16,1,9:31.0,,K. Middleton misses 2-pt jump shot from 12 ft,6,2
17,1,9:30.0,Defensive rebound by J. Sullinger,,6,2
18,1,9:19.0,I. Thomas misses 2-pt jump shot from 3 ft,,6,2
19,1,9:18.0,,Defensive rebound by K. Middleton,6,2
20,1,9:11.0,,K. Middleton makes 2-pt layup from 1 ft,6,4
21,1,9:02.0,J. Crowder makes 2-pt layup from 1 ft (assist by J. Sullinger),,8,4
22,1,9:02.0,Shooting foul by O. Mayo (drawn by J. Crowder),,8,4
23,1,9:02.0,,M. Carter-Williams enters the game for O. Mayo,8,4
24,1,9:02.0,J. Crowder makes free throw 1 of 1,,9,4
25,1,8:54.0,,J. Parker makes 2-pt layup from 1 ft (assist by M. Carter-Williams),9,6
26,1,8:41.0,Turnover by J. Sullinger (bad pass; steal by J. Parker),,9,6
27,1,8:41.0,,Personal foul by J. Crowder (drawn by G. Antetokounmpo),9,6
28,1,8:33.0,,K. Middleton misses 2-pt jump shot from 16 ft,9,6
29,1,8:32.0,Defensive rebound by J. Crowder,,9,6
30,1,8:29.0,A. Bradley makes 2-pt layup at rim (assist by J. Crowder),,11,6
31,1,8:20.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Johnson),11,6
32,1,8:16.0,Turnover by A. Bradley (bad pass),,11,6
33,1,8:02.0,,M. Plumlee misses 2-pt jump shot from 16 ft,11,6
34,1,8:00.0,Defensive rebound by J. Sullinger,,11,6
35,1,7:43.0,J. Sullinger misses 2-pt jump shot from 5 ft (block by M. Plumlee),,11,6
36,1,7:41.0,,Defensive rebound by M. Plumlee,11,6
37,1,7:33.0,,Personal block foul by A. Johnson (drawn by J. Parker),11,6
38,1,7:33.0,,G. Monroe enters the game for M. Plumlee,11,6
39,1,7:18.0,,J. Parker misses 2-pt jump shot from 14 ft,11,6
40,1,7:17.0,Defensive rebound by A. Bradley,,11,6
41,1,7:05.0,Shooting foul by K. Middleton (drawn by I. Thomas),,11,6
42,1,7:05.0,I. Thomas makes free throw 1 of 2,,12,6
43,1,7:05.0,I. Thomas makes free throw 2 of 2,,13,6
44,1,6:50.0,,M. Carter-Williams makes 2-pt hook shot from 4 ft,13,8
45,1,6:36.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,16,8
46,1,6:17.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),16,10
47,1,6:04.0,J. Crowder makes 2-pt jump shot from 20 ft (assist by A. Bradley),,18,10
48,1,5:47.0,,G. Monroe misses 2-pt layup at rim,18,10
49,1,5:45.0,Defensive rebound by A. Johnson,,18,10
50,1,5:41.0,Personal block foul by M. Carter-Williams (drawn by I. Thomas),,18,10
51,1,5:41.0,,Milwaukee full timeout,18,10
52,1,5:41.0,,J. Bayless enters the game for J. Parker,18,10
53,1,5:30.0,J. Crowder makes 2-pt jump shot from 14 ft (assist by I. Thomas),,20,10
54,1,5:14.0,,G. Monroe misses 2-pt layup from 1 ft,20,10
55,1,5:12.0,,Offensive rebound by G. Monroe,20,10
56,1,5:11.0,,G. Monroe makes 2-pt layup from 1 ft,20,12
57,1,4:53.0,I. Thomas makes 2-pt layup from 1 ft,,22,12
58,1,4:38.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,22,12
59,1,4:37.0,Defensive rebound by A. Bradley,,22,12
60,1,4:34.0,Offensive foul by A. Johnson (drawn by M. Carter-Williams),,22,12
61,1,4:34.0,Turnover by A. Johnson (offensive foul),,22,12
62,1,4:34.0,M. Smart enters the game for J. Sullinger,,22,12
63,1,4:34.0,E. Turner enters the game for A. Bradley,,22,12
