,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
52,1,3:50.0,,D. Williams misses 2-pt jump shot from 5 ft (block by B. Marjanović),15,10
53,1,3:48.0,,Offensive rebound by W. Matthews,15,10
54,1,3:46.0,,W. Matthews misses 3-pt jump shot from 25 ft,15,10
55,1,3:46.0,,Offensive rebound by Z. Pachulia,15,10
56,1,3:46.0,Loose ball foul by B. Marjanović,,15,10
57,1,3:46.0,B. Diaw enters the game for M. Bonner,,15,10
58,1,3:46.0,P. Mills enters the game for A. Miller,,15,10
59,1,3:33.0,,Z. Pachulia makes 2-pt hook shot from 6 ft (assist by W. Matthews),15,12
60,1,3:31.0,San Antonio full timeout,,15,12
61,1,3:31.0,M. Bonner enters the game for B. Marjanović,,15,12
62,1,3:09.0,P. Mills misses 3-pt jump shot from 24 ft,,15,12
63,1,3:08.0,,Defensive rebound by D. Lee,15,12
64,1,2:58.0,,D. Lee misses 2-pt jump shot from 3 ft (block by M. Bonner),15,12
65,1,2:56.0,Defensive rebound by J. Simmons,,15,12
66,1,2:46.0,,D. Nowitzki enters the game for Z. Pachulia,15,12
67,1,2:46.0,,J. Anderson enters the game for D. Williams,15,12
68,1,2:38.0,K. Martin misses 3-pt jump shot from 25 ft,,15,12
69,1,2:37.0,,Defensive rebound by R. Felton,15,12
70,1,2:28.0,,R. Felton makes 2-pt layup from 2 ft,15,14
71,1,2:12.0,J. Simmons makes 2-pt layup at rim (assist by B. Diaw),,17,14
72,1,2:12.0,Shooting foul by D. Nowitzki (drawn by J. Simmons),,17,14
73,1,2:12.0,J. Simmons makes free throw 1 of 1,,18,14
74,1,2:03.0,Violation by K. Martin (kicked ball),,18,14
75,1,1:59.0,,Shooting foul by B. Diaw (drawn by R. Felton),18,14
76,1,1:59.0,,R. Felton makes free throw 1 of 2,18,15
77,1,1:59.0,,R. Felton makes free throw 2 of 2,18,16
78,1,1:52.0,Turnover by B. Diaw (lost ball),,18,16
79,1,1:52.0,K. Anderson enters the game for M. Bonner,,18,16
80,1,1:37.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),18,19
81,1,1:24.0,K. Martin misses 2-pt jump shot from 10 ft,,18,19
82,1,1:23.0,,Defensive rebound by D. Lee,18,19
83,1,1:15.0,,R. Felton makes 2-pt layup from 1 ft,18,21
84,1,1:05.0,Turnover by B. Diaw (step out of bounds),,18,21
85,1,0:55.0,,R. Felton makes 2-pt jump shot from 11 ft,18,23
86,1,0:37.0,Turnover by P. Mills (bad pass; steal by W. Matthews),,18,23
87,1,0:33.0,,D. Lee makes 2-pt layup at rim (assist by J. Anderson),18,25
88,1,0:12.0,J. Simmons makes 2-pt jump shot from 16 ft,,20,25
89,1,0:01.0,,R. Felton makes 2-pt jump shot from 21 ft,20,27
90,1,0:01.0,J. Simmons misses 3-pt jump shot from 56 ft,,20,27
91,1,0:00.0,Offensive rebound by Team,,20,27
92,2,11:49.0,P. Mills misses 2-pt jump shot from 19 ft,,20,27
93,2,11:48.0,Offensive rebound by B. Diaw,,20,27
94,2,11:45.0,K. Martin misses 3-pt jump shot from 25 ft,,20,27
95,2,11:44.0,,Defensive rebound by D. Lee,20,27
96,2,11:29.0,,J. Anderson misses 3-pt jump shot from 26 ft,20,27
97,2,11:28.0,Defensive rebound by K. Anderson,,20,27
98,2,11:21.0,K. Anderson misses 2-pt jump shot from 11 ft,,20,27
99,2,11:20.0,,Defensive rebound by C. Villanueva,20,27
100,2,11:08.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,20,27
101,2,11:07.0,Defensive rebound by K. Martin,,20,27
102,2,10:54.0,K. Martin makes 2-pt dunk at rim (assist by B. Diaw),,22,27
103,2,10:48.0,,Dallas full timeout,22,27
104,2,10:48.0,,S. Mejri enters the game for D. Lee,22,27
105,2,10:48.0,D. Green enters the game for K. Martin,,22,27
106,2,10:37.0,,Shooting foul by J. Simmons (drawn by S. Mejri),22,27
107,2,10:37.0,,S. Mejri misses free throw 1 of 2,22,27
108,2,10:37.0,,Offensive rebound by Team,22,27
109,2,10:37.0,,S. Mejri misses free throw 2 of 2,22,27
110,2,10:36.0,Defensive rebound by K. Anderson,,22,27
111,2,10:29.0,Personal foul by J. Anderson,,22,27
112,2,10:22.0,Turnover by P. Mills (bad pass; steal by J. Anderson),,22,27
113,2,10:02.0,,R. Felton misses 3-pt jump shot from 24 ft,22,27
114,2,10:01.0,Defensive rebound by K. Anderson,,22,27
115,2,9:50.0,D. Green misses 2-pt jump shot from 15 ft,,22,27
116,2,9:49.0,,Defensive rebound by D. Nowitzki,22,27
117,2,9:39.0,,Personal foul by P. Mills,22,27
118,2,9:39.0,A. Miller enters the game for P. Mills,,22,27
119,2,9:27.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,22,27
120,2,9:26.0,Defensive rebound by A. Miller,,22,27
121,2,9:17.0,K. Anderson makes 3-pt jump shot from 22 ft (assist by A. Miller),,25,27
122,2,8:55.0,,Turnover by C. Villanueva (bad pass; steal by K. Anderson),25,27
123,2,8:43.0,K. Anderson misses 2-pt jump shot from 7 ft,,25,27
124,2,8:43.0,,Defensive rebound by Team,25,27
125,2,8:43.0,Official timeout,,25,27
126,2,8:43.0,K. Martin enters the game for J. Simmons,,25,27
127,2,8:43.0,B. Marjanović enters the game for B. Diaw,,25,27
128,2,8:29.0,,C. Villanueva misses 3-pt jump shot from 24 ft,25,27
129,2,8:28.0,Defensive rebound by B. Marjanović,,25,27
130,2,8:11.0,K. Martin misses 3-pt jump shot from 25 ft,,25,27
131,2,8:11.0,Offensive rebound by B. Marjanović,,25,27
132,2,8:11.0,,Loose ball foul by S. Mejri,25,27
133,2,8:11.0,,D. Williams enters the game for D. Nowitzki,25,27
134,2,8:11.0,,W. Matthews enters the game for R. Felton,25,27
135,2,7:56.0,D. Green misses 2-pt jump shot from 12 ft,,25,27
136,2,7:55.0,Offensive rebound by K. Anderson,,25,27
137,2,7:44.0,Turnover by B. Marjanović (lost ball; steal by C. Villanueva),,25,27
138,2,7:32.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Williams),25,30
139,2,7:07.0,A. Miller misses 2-pt jump shot from 11 ft,,25,30
140,2,7:06.0,Offensive rebound by Team,,25,30
141,2,7:06.0,Turnover by Team (shot clock),,25,30
142,2,7:06.0,B. Diaw enters the game for K. Anderson,,25,30
143,2,6:47.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by J. Anderson),25,33
144,2,6:36.0,B. Marjanović makes 2-pt hook shot from 1 ft (assist by B. Diaw),,27,33
145,2,6:08.0,,W. Matthews misses 3-pt jump shot from 24 ft,27,33
146,2,6:07.0,Defensive rebound by A. Miller,,27,33
147,2,6:05.0,,Offensive charge foul by B. Diaw (drawn by C. Villanueva),27,33
148,2,6:05.0,Turnover by B. Diaw (offensive foul),,27,33
149,2,6:05.0,J. Simmons enters the game for D. Green,,27,33
150,2,5:49.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by J. Anderson),27,36
151,2,5:49.0,San Antonio full timeout,,27,36
152,2,5:32.0,J. Simmons misses 3-pt jump shot from 22 ft,,27,36
153,2,5:31.0,,Defensive rebound by D. Williams,27,36
154,2,5:16.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by W. Matthews),27,39
155,2,4:52.0,B. Diaw misses 3-pt jump shot from 24 ft,,27,39
156,2,4:51.0,,Defensive rebound by J. Anderson,27,39
157,2,4:47.0,,Shooting block foul by J. Simmons (drawn by J. Anderson),27,39
158,2,4:47.0,,J. Anderson makes free throw 1 of 2,27,40
159,2,4:47.0,,J. Anderson makes free throw 2 of 2,27,41
160,2,4:32.0,A. Miller makes 2-pt layup from 1 ft (assist by B. Diaw),,29,41
161,2,4:14.0,,J. Anderson misses 3-pt jump shot from 22 ft,29,41
162,2,4:12.0,Defensive rebound by J. Simmons,,29,41
163,2,4:00.0,J. Simmons makes 2-pt jump shot from 9 ft,,31,41
164,2,3:55.0,,Dallas full timeout,31,41
165,2,3:55.0,,R. Felton enters the game for C. Villanueva,31,41
166,2,3:55.0,,Z. Pachulia enters the game for S. Mejri,31,41
167,2,3:55.0,,D. Nowitzki enters the game for J. Anderson,31,41
168,2,3:55.0,P. Mills enters the game for A. Miller,,31,41
169,2,3:55.0,M. Bonner enters the game for B. Diaw,,31,41
170,2,3:48.0,,D. Williams misses 3-pt jump shot from 25 ft,31,41
171,2,3:47.0,Defensive rebound by Team,,31,41
172,2,3:24.0,Turnover by J. Simmons (bad pass; steal by W. Matthews),,31,41
173,2,3:04.0,,W. Matthews makes 2-pt jump shot from 18 ft,31,43
174,2,2:41.0,B. Marjanović misses 2-pt layup from 1 ft,,31,43
175,2,2:39.0,Offensive rebound by B. Marjanović,,31,43
176,2,2:39.0,B. Marjanović misses 2-pt layup from 1 ft,,31,43
177,2,2:38.0,Offensive rebound by B. Marjanović,,31,43
178,2,2:28.0,J. Simmons makes 2-pt layup from 1 ft,,33,43
179,2,2:11.0,,Shooting foul by M. Bonner (drawn by Z. Pachulia),33,43
180,2,2:11.0,,Z. Pachulia makes free throw 1 of 2,33,44
181,2,2:11.0,,Z. Pachulia makes free throw 2 of 2,33,45
182,2,1:52.0,Turnover by P. Mills (bad pass; steal by D. Nowitzki),,33,45
183,2,1:43.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,33,45
184,2,1:42.0,Defensive rebound by J. Simmons,,33,45
185,2,1:28.0,Shooting foul by W. Matthews (drawn by J. Simmons),,33,45
186,2,1:28.0,J. Simmons makes free throw 1 of 2,,34,45
187,2,1:28.0,J. Simmons misses free throw 2 of 2,,34,45
188,2,1:28.0,,Defensive rebound by Z. Pachulia,34,45
189,2,1:10.0,,Personal foul by M. Bonner,34,45
190,2,1:10.0,,D. Nowitzki misses free throw 1 of 2,34,45
191,2,1:10.0,,Offensive rebound by Team,34,45
192,2,1:10.0,,D. Nowitzki makes free throw 2 of 2,34,46
193,2,0:53.0,J. Simmons misses 2-pt jump shot from 3 ft,,34,46
194,2,0:51.0,,Defensive rebound by R. Felton,34,46
195,2,0:35.0,,R. Felton makes 3-pt jump shot from 22 ft (assist by D. Williams),34,49
196,2,0:18.0,M. Bonner misses 2-pt layup from 2 ft,,34,49
197,2,0:16.0,,Defensive rebound by Z. Pachulia,34,49
198,2,0:01.0,,R. Felton makes 3-pt jump shot from 26 ft,34,52
199,3,11:46.0,D. Green misses 3-pt jump shot from 24 ft,,34,52
200,3,11:45.0,,Defensive rebound by D. Williams,34,52
201,3,11:20.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,34,52
202,3,11:19.0,Defensive rebound by M. Bonner,,34,52
203,3,11:09.0,M. Bonner makes 3-pt jump shot from 23 ft (assist by B. Marjanović),,37,52
204,3,10:45.0,,W. Matthews misses 3-pt jump shot from 24 ft,37,52
205,3,10:44.0,Defensive rebound by D. Green,,37,52
206,3,10:30.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by D. Green),,40,52
207,3,10:12.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Williams),40,54
208,3,9:46.0,M. Bonner misses 2-pt jump shot from 10 ft,,40,54
209,3,9:45.0,,Defensive rebound by J. Anderson,40,54
210,3,9:22.0,,D. Williams misses 3-pt jump shot from 26 ft,40,54
211,3,9:21.0,Defensive rebound by K. Anderson,,40,54
212,3,9:12.0,B. Marjanović makes 2-pt jump shot from 9 ft (assist by D. Green),,42,54
213,3,9:01.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,42,54
214,3,9:00.0,Defensive rebound by B. Marjanović,,42,54
215,3,8:50.0,K. Anderson makes 2-pt jump shot from 13 ft,,44,54
216,3,8:50.0,Shooting foul by J. Anderson (drawn by K. Anderson),,44,54
217,3,8:50.0,K. Anderson misses free throw 1 of 1,,44,54
218,3,8:49.0,,Defensive rebound by D. Nowitzki,44,54
219,3,8:39.0,,Personal foul by A. Miller,44,54
220,3,8:34.0,,Offensive foul by Z. Pachulia (drawn by D. Green),44,54
221,3,8:34.0,,Turnover by Z. Pachulia (offensive foul),44,54
222,3,8:20.0,Personal foul by Z. Pachulia,,44,54
223,3,8:09.0,A. Miller makes 2-pt hook shot from 5 ft (assist by M. Bonner),,46,54
224,3,7:44.0,,J. Anderson misses 2-pt layup from 1 ft,46,54
225,3,7:43.0,Defensive rebound by K. Anderson,,46,54
226,3,7:39.0,D. Green makes 2-pt layup from 1 ft (assist by K. Anderson),,48,54
227,3,7:39.0,,Dallas full timeout,48,54
228,3,7:39.0,,R. Felton enters the game for J. Anderson,48,54
229,3,7:22.0,,R. Felton misses 2-pt jump shot from 7 ft,48,54
230,3,7:21.0,,Offensive rebound by R. Felton,48,54
231,3,7:09.0,,R. Felton makes 2-pt jump shot from 8 ft,48,56
232,3,6:55.0,Shooting foul by D. Nowitzki (drawn by B. Marjanović),,48,56
233,3,6:55.0,B. Marjanović makes free throw 1 of 2,,49,56
234,3,6:55.0,,C. Villanueva enters the game for D. Nowitzki,49,56
235,3,6:55.0,B. Marjanović makes free throw 2 of 2,,50,56
236,3,6:32.0,,W. Matthews misses 3-pt jump shot from 24 ft,50,56
237,3,6:31.0,Defensive rebound by B. Marjanović,,50,56
238,3,6:16.0,Personal foul by W. Matthews,,50,56
239,3,6:16.0,B. Diaw enters the game for M. Bonner,,50,56
240,3,6:07.0,Turnover by B. Diaw (bad pass; steal by R. Felton),,50,56
241,3,6:04.0,,Personal foul by D. Green,50,56
242,3,5:59.0,,R. Felton misses 2-pt jump shot from 19 ft,50,56
243,3,5:57.0,Defensive rebound by B. Diaw,,50,56
244,3,5:48.0,B. Marjanović makes 2-pt hook shot from 7 ft (assist by B. Diaw),,52,56
245,3,5:32.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by R. Felton),52,59
246,3,5:12.0,B. Marjanović makes 2-pt dunk at rim (assist by K. Anderson),,54,59
247,3,5:00.0,,Turnover by W. Matthews (bad pass; steal by K. Anderson),54,59
248,3,4:49.0,K. Anderson makes 2-pt jump shot from 13 ft (assist by B. Diaw),,56,59
249,3,4:21.0,,Shooting foul by K. Anderson (drawn by D. Williams),56,59
250,3,4:21.0,,D. Williams makes free throw 1 of 3,56,60
251,3,4:21.0,,D. Williams makes free throw 2 of 3,56,61
252,3,4:21.0,,D. Williams makes free throw 3 of 3,56,62
253,3,4:06.0,B. Diaw makes 2-pt hook shot from 5 ft,,58,62
254,3,3:53.0,,R. Felton misses 2-pt jump shot from 3 ft,58,62
255,3,3:52.0,Defensive rebound by D. Green,,58,62
256,3,3:38.0,Turnover by B. Diaw (traveling),,58,62
257,3,3:30.0,,D. Williams misses 3-pt jump shot from 24 ft,58,62
258,3,3:29.0,Defensive rebound by Team,,58,62
259,3,3:29.0,San Antonio full timeout,,58,62
260,3,3:29.0,,J. Anderson enters the game for W. Matthews,58,62
261,3,3:29.0,P. Mills enters the game for K. Anderson,,58,62
262,3,3:29.0,M. Bonner enters the game for B. Marjanović,,58,62
263,3,3:29.0,K. Martin enters the game for D. Green,,58,62
264,3,3:29.0,J. Simmons enters the game for A. Miller,,58,62
265,3,3:10.0,B. Diaw misses 2-pt jump shot from 10 ft,,58,62
266,3,3:09.0,,Defensive rebound by R. Felton,58,62
267,3,2:54.0,,Turnover by R. Felton (lost ball; steal by J. Simmons),58,62
268,3,2:50.0,Shooting foul by C. Villanueva (drawn by J. Simmons),,58,62
269,3,2:50.0,J. Simmons makes 2-pt layup from 1 ft,,60,62
270,3,2:50.0,,D. Powell enters the game for Z. Pachulia,60,62
271,3,2:50.0,,D. Nowitzki enters the game for C. Villanueva,60,62
272,3,2:50.0,J. Simmons makes free throw 1 of 1,,61,62
273,3,2:38.0,,Turnover by R. Felton (bad pass),61,62
274,3,2:23.0,Turnover by J. Simmons (palming),,61,62
275,3,2:05.0,,D. Nowitzki makes 2-pt jump shot from 12 ft,61,64
276,3,1:44.0,B. Diaw makes 2-pt layup from 1 ft (assist by J. Simmons),,63,64
277,3,1:33.0,,D. Williams misses 2-pt jump shot from 6 ft,63,64
278,3,1:32.0,Defensive rebound by J. Simmons,,63,64
279,3,1:30.0,,Loose ball foul by D. Williams,63,64
280,3,1:30.0,J. Simmons misses free throw 1 of 2,,63,64
281,3,1:30.0,Offensive rebound by Team,,63,64
282,3,1:30.0,,W. Matthews enters the game for D. Williams,63,64
283,3,1:30.0,J. Simmons makes free throw 2 of 2,,64,64
284,3,1:10.0,,Shooting foul by P. Mills (drawn by D. Nowitzki),64,64
285,3,1:10.0,,D. Nowitzki makes free throw 1 of 2,64,65
286,3,1:10.0,,D. Nowitzki makes free throw 2 of 2,64,66
287,3,0:49.0,M. Bonner misses 3-pt jump shot from 26 ft,,64,66
288,3,0:48.0,Offensive rebound by K. Martin,,64,66
289,3,0:47.0,Turnover by K. Martin (bad pass; steal by D. Powell),,64,66
290,3,0:35.0,,Turnover by R. Felton (lost ball; steal by J. Simmons),64,66
291,3,0:35.0,Personal foul by R. Felton,,64,66
292,3,0:35.0,J. Simmons misses free throw 1 of 2,,64,66
293,3,0:35.0,Offensive rebound by Team,,64,66
294,3,0:35.0,J. Simmons makes free throw 2 of 2,,65,66
295,3,0:21.0,,Personal foul by B. Diaw,65,66
296,3,0:21.0,,D. Nowitzki makes free throw 1 of 2,65,67
297,3,0:21.0,K. Anderson enters the game for M. Bonner,,65,67
298,3,0:21.0,,D. Nowitzki misses free throw 2 of 2,65,67
299,3,0:21.0,Defensive rebound by K. Anderson,,65,67
300,3,0:01.0,K. Anderson misses 2-pt layup at rim,,65,67
301,3,0:00.0,,Defensive rebound by J. Anderson,65,67
302,4,11:44.0,,Shooting foul by K. Martin (drawn by D. Nowitzki),65,67
303,4,11:44.0,,D. Nowitzki makes free throw 1 of 2,65,68
304,4,11:44.0,,D. Nowitzki makes free throw 2 of 2,65,69
305,4,11:28.0,K. Martin misses 2-pt jump shot from 6 ft,,65,69
306,4,11:27.0,,Defensive rebound by D. Nowitzki,65,69
307,4,11:15.0,,Turnover by D. Nowitzki (bad pass; steal by K. Anderson),65,69
308,4,11:07.0,K. Anderson makes 2-pt layup at rim (assist by P. Mills),,67,69
309,4,10:55.0,,R. Felton makes 2-pt jump shot from 17 ft,67,71
310,4,10:42.0,Personal foul by R. Felton,,67,71
311,4,10:31.0,J. Simmons misses 2-pt jump shot from 7 ft (block by W. Matthews),,67,71
312,4,10:30.0,,Defensive rebound by W. Matthews,67,71
313,4,10:20.0,,S. Mejri misses 2-pt jump shot from 4 ft (block by B. Marjanović),67,71
314,4,10:19.0,Defensive rebound by K. Anderson,,67,71
315,4,10:12.0,K. Martin misses 3-pt jump shot from 24 ft,,67,71
316,4,10:11.0,,Defensive rebound by W. Matthews,67,71
317,4,9:55.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,67,71
318,4,9:54.0,,Offensive rebound by D. Nowitzki,67,71
319,4,9:53.0,,D. Nowitzki makes 2-pt layup from 2 ft,67,73
320,4,9:52.0,,Violation by Team (delay of game),67,73
321,4,9:52.0,San Antonio full timeout,,67,73
322,4,9:39.0,K. Martin makes 2-pt jump shot from 15 ft,,69,73
323,4,9:39.0,Shooting foul by J. Anderson (drawn by K. Martin),,69,73
324,4,9:39.0,K. Martin makes free throw 1 of 1,,70,73
325,4,9:16.0,,W. Matthews misses 2-pt jump shot from 15 ft,70,73
326,4,9:15.0,,Offensive rebound by S. Mejri,70,73
327,4,9:11.0,,R. Felton makes 2-pt jump shot from 19 ft (assist by S. Mejri),70,75
328,4,8:56.0,Personal foul by S. Mejri,,70,75
329,4,8:49.0,K. Martin misses 3-pt jump shot from 23 ft,,70,75
330,4,8:48.0,,Defensive rebound by J. Anderson,70,75
331,4,8:39.0,,Personal foul by K. Martin,70,75
332,4,8:39.0,,D. Williams enters the game for W. Matthews,70,75
333,4,8:35.0,,Personal foul by B. Marjanović,70,75
334,4,8:21.0,,R. Felton misses 3-pt jump shot from 25 ft,70,75
335,4,8:20.0,Defensive rebound by K. Anderson,,70,75
336,4,8:11.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),,73,75
337,4,7:52.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,73,75
338,4,7:51.0,Defensive rebound by B. Marjanović,,73,75
339,4,7:39.0,Shooting foul by S. Mejri (drawn by B. Marjanović),,73,75
340,4,7:39.0,B. Marjanović makes free throw 1 of 2,,74,75
341,4,7:39.0,,C. Villanueva enters the game for J. Anderson,74,75
342,4,7:39.0,,Z. Pachulia enters the game for D. Nowitzki,74,75
343,4,7:39.0,,W. Matthews enters the game for S. Mejri,74,75
344,4,7:39.0,D. Green enters the game for K. Martin,,74,75
345,4,7:39.0,B. Marjanović makes free throw 2 of 2,,75,75
346,4,7:24.0,,Z. Pachulia makes 2-pt layup at rim (assist by D. Williams),75,77
347,4,7:04.0,P. Mills misses 3-pt jump shot from 25 ft,,75,77
348,4,7:03.0,,Defensive rebound by C. Villanueva,75,77
349,4,6:43.0,,Z. Pachulia misses 2-pt jump shot from 13 ft,75,77
350,4,6:42.0,Defensive rebound by B. Marjanović,,75,77
351,4,6:19.0,J. Simmons misses 3-pt jump shot from 24 ft,,75,77
352,4,6:18.0,,Defensive rebound by W. Matthews,75,77
353,4,6:00.0,,C. Villanueva misses 3-pt jump shot from 24 ft,75,77
354,4,6:00.0,Defensive rebound by Team,,75,77
355,4,6:00.0,B. Diaw enters the game for B. Marjanović,,75,77
356,4,5:38.0,D. Green makes 3-pt jump shot from 27 ft (assist by B. Diaw),,78,77
357,4,5:36.0,,Dallas full timeout,78,77
358,4,5:36.0,A. Miller enters the game for K. Anderson,,78,77
359,4,5:36.0,B. Marjanović enters the game for P. Mills,,78,77
360,4,5:21.0,,W. Matthews misses 3-pt jump shot from 23 ft,78,77
361,4,5:20.0,Defensive rebound by J. Simmons,,78,77
362,4,5:05.0,Personal foul by Z. Pachulia,,78,77
363,4,5:05.0,B. Marjanović makes free throw 1 of 2,,79,77
364,4,5:05.0,,D. Nowitzki enters the game for C. Villanueva,79,77
365,4,5:05.0,,J. Anderson enters the game for W. Matthews,79,77
366,4,5:05.0,B. Marjanović makes free throw 2 of 2,,80,77
367,4,4:48.0,,J. Anderson makes 2-pt jump shot from 18 ft (assist by R. Felton),80,79
368,4,4:26.0,J. Simmons misses 2-pt jump shot from 7 ft (block by J. Anderson),,80,79
369,4,4:24.0,Offensive rebound by A. Miller,,80,79
370,4,4:19.0,A. Miller misses 2-pt jump shot from 9 ft,,80,79
371,4,4:18.0,Offensive rebound by J. Simmons,,80,79
372,4,4:03.0,J. Simmons makes 2-pt layup at rim (assist by A. Miller),,82,79
373,4,4:03.0,Shooting foul by J. Anderson (drawn by J. Simmons),,82,79
374,4,4:03.0,,W. Matthews enters the game for J. Anderson,82,79
375,4,4:03.0,J. Simmons misses free throw 1 of 1,,82,79
376,4,4:03.0,,Defensive rebound by Z. Pachulia,82,79
377,4,3:43.0,,W. Matthews misses 2-pt jump shot from 12 ft,82,79
378,4,3:42.0,,Offensive rebound by D. Nowitzki,82,79
379,4,3:28.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Williams),82,81
380,4,3:08.0,D. Green misses 3-pt jump shot from 22 ft,,82,81
381,4,3:07.0,,Defensive rebound by D. Nowitzki,82,81
382,4,2:43.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,82,81
383,4,2:42.0,Defensive rebound by B. Marjanović,,82,81
384,4,2:26.0,J. Simmons makes 2-pt jump shot from 11 ft,,84,81
385,4,2:25.0,,Dallas full timeout,84,81
386,4,2:25.0,Official timeout,,84,81
387,4,2:25.0,K. Anderson enters the game for B. Diaw,,84,81
388,4,2:09.0,,Offensive foul by Z. Pachulia (drawn by A. Miller),84,81
389,4,2:09.0,,Turnover by Z. Pachulia (offensive foul),84,81
