,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
0,1,11:39.0,D. Sloan misses 2-pt layup from 2 ft,,0,0
1,1,11:39.0,,Defensive rebound by J. Valančiūnas,0,0
2,1,11:22.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),0,3
3,1,11:02.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by W. Ellington),,3,3
4,1,10:49.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),3,5
5,1,10:35.0,B. Lopez misses 2-pt jump shot from 16 ft,,3,5
6,1,10:35.0,,Defensive rebound by J. Johnson,3,5
7,1,10:25.0,,L. Scola misses 2-pt jump shot from 17 ft,3,5
8,1,10:24.0,Defensive rebound by D. Sloan,,3,5
9,1,10:14.0,W. Ellington misses 2-pt jump shot from 18 ft,,3,5
10,1,10:14.0,,Defensive rebound by J. Valančiūnas,3,5
11,1,10:05.0,,K. Lowry misses 2-pt jump shot from 4 ft,3,5
12,1,10:05.0,Defensive rebound by B. Lopez,,3,5
13,1,9:57.0,T. Young misses 2-pt jump shot from 2 ft,,3,5
14,1,9:57.0,,Defensive rebound by L. Scola,3,5
15,1,9:35.0,,L. Scola makes 2-pt hook shot from 11 ft,3,7
16,1,9:20.0,,Offensive charge foul by T. Young (drawn by L. Scola),3,7
17,1,9:20.0,Turnover by T. Young (offensive foul),,3,7
18,1,9:07.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by K. Lowry),3,10
19,1,8:51.0,B. Lopez misses 2-pt jump shot from 21 ft,,3,10
20,1,8:51.0,,Defensive rebound by L. Scola,3,10
21,1,8:38.0,,L. Scola misses 2-pt hook shot from 6 ft,3,10
22,1,8:37.0,Defensive rebound by B. Lopez,,3,10
23,1,8:31.0,Shooting foul by L. Scola (drawn by T. Young),,3,10
24,1,8:31.0,T. Young makes free throw 1 of 2,,4,10
25,1,8:31.0,T. Young makes free throw 2 of 2,,5,10
26,1,8:15.0,,J. Valančiūnas misses 2-pt jump shot from 12 ft,5,10
27,1,8:15.0,,Offensive rebound by L. Scola,5,10
28,1,8:13.0,,L. Scola misses 2-pt layup from 2 ft (block by T. Young),5,10
29,1,8:11.0,Defensive rebound by D. Sloan,,5,10
30,1,7:50.0,D. Sloan makes 3-pt jump shot from 25 ft (assist by W. Ellington),,8,10
31,1,7:28.0,,J. Johnson misses 2-pt layup from 2 ft,8,10
32,1,7:28.0,Defensive rebound by Team,,8,10
33,1,7:18.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by D. Sloan),,10,10
34,1,7:03.0,,Personal foul by W. Ellington (drawn by D. DeRozan),10,10
35,1,6:53.0,,D. DeRozan makes 2-pt jump shot from 13 ft,10,12
36,1,6:40.0,B. Lopez makes 2-pt jump shot from 20 ft (assist by D. Sloan),,12,12
37,1,6:24.0,,Shooting foul by W. Ellington (drawn by D. DeRozan),12,12
38,1,6:24.0,,D. DeRozan makes free throw 1 of 2,12,13
39,1,6:24.0,,D. DeRozan makes free throw 2 of 2,12,14
40,1,6:15.0,Personal foul by L. Scola (drawn by T. Young),,12,14
41,1,6:15.0,,P. Patterson enters the game for L. Scola,12,14
42,1,6:03.0,J. Johnson makes 2-pt jump shot from 17 ft,,14,14
43,1,6:03.0,,Toronto full timeout,14,14
44,1,6:03.0,B. Bogdanović enters the game for W. Ellington,,14,14
45,1,5:48.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. DeRozan),14,17
46,1,5:33.0,B. Lopez makes 2-pt layup from 2 ft (assist by D. Sloan),,16,17
47,1,5:09.0,,J. Valančiūnas misses 2-pt jump shot from 13 ft,16,17
48,1,5:08.0,Defensive rebound by T. Young,,16,17
49,1,4:55.0,T. Young misses 2-pt jump shot from 17 ft,,16,17
50,1,4:55.0,,Defensive rebound by J. Valančiūnas,16,17
51,1,4:37.0,,D. DeRozan misses 2-pt jump shot from 21 ft,16,17
52,1,4:37.0,Defensive rebound by J. Johnson,,16,17
53,1,4:22.0,Turnover by B. Bogdanović (traveling),,16,17
54,1,4:08.0,,P. Patterson misses 3-pt jump shot from 22 ft,16,17
55,1,4:07.0,Defensive rebound by B. Lopez,,16,17
56,1,3:47.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by B. Lopez),,19,17
57,1,3:23.0,,D. DeRozan misses 2-pt jump shot from 3 ft (block by B. Lopez),19,17
58,1,3:22.0,Defensive rebound by B. Lopez,,19,17
59,1,3:18.0,D. Sloan makes 2-pt layup at rim,,21,17
60,1,2:59.0,,Turnover by J. Johnson (lost ball),21,17
61,1,2:59.0,Brooklyn full timeout,,21,17
62,1,2:59.0,,C. Joseph enters the game for J. Johnson,21,17
63,1,2:59.0,,T. Ross enters the game for J. Valančiūnas,21,17
64,1,2:59.0,,B. Biyombo enters the game for K. Lowry,21,17
65,1,2:39.0,J. Johnson makes 2-pt jump shot from 10 ft (assist by B. Bogdanović),,23,17
66,1,2:23.0,,Shooting foul by B. Lopez (drawn by D. DeRozan),23,17
67,1,2:23.0,,D. DeRozan makes free throw 1 of 2,23,18
68,1,2:23.0,S. Larkin enters the game for D. Sloan,,23,18
69,1,2:23.0,W. Reed enters the game for B. Lopez,,23,18
70,1,2:23.0,,D. DeRozan misses free throw 2 of 2,23,18
71,1,2:22.0,Defensive rebound by T. Young,,23,18
72,1,2:07.0,J. Johnson makes 2-pt jump shot from 5 ft,,25,18
73,1,2:07.0,Shooting foul by D. DeRozan (drawn by J. Johnson),,25,18
74,1,2:07.0,J. Johnson makes free throw 1 of 1,,26,18
75,1,1:46.0,,Shooting foul by T. Young (drawn by D. DeRozan),26,18
76,1,1:46.0,,D. DeRozan makes free throw 1 of 2,26,19
77,1,1:46.0,T. Robinson enters the game for T. Young,,26,19
78,1,1:46.0,,D. DeRozan misses free throw 2 of 2,26,19
79,1,1:44.0,Defensive rebound by T. Robinson,,26,19
80,1,1:32.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),,29,19
81,1,1:07.0,,D. DeRozan misses 3-pt jump shot from 24 ft,29,19
82,1,1:06.0,Defensive rebound by Team,,29,19
83,1,0:50.0,J. Johnson misses 2-pt jump shot from 11 ft,,29,19
84,1,0:49.0,,Defensive rebound by P. Patterson,29,19
85,1,0:38.0,,Turnover by B. Biyombo (kicked ball),29,19
86,1,0:18.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,29,19
87,1,0:18.0,,Defensive rebound by C. Joseph,29,19
88,1,0:01.0,,P. Patterson misses 3-pt jump shot from 22 ft,29,19
89,1,0:00.0,Defensive rebound by B. Bogdanović,,29,19
90,2,11:44.0,,K. Lowry makes 2-pt jump shot from 22 ft (assist by P. Patterson),29,21
