,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
0,1,11:46.0,Shooting foul by D. Lillard (drawn by R. Gobert),,0,0
1,1,11:46.0,R. Gobert makes free throw 1 of 2,,1,0
2,1,11:46.0,R. Gobert misses free throw 2 of 2,,1,0
3,1,11:45.0,,Defensive rebound by N. Vonleh,1,0
4,1,11:26.0,,N. Vonleh misses 2-pt jump shot from 2 ft (block by R. Gobert),1,0
5,1,11:25.0,,Offensive rebound by D. Lillard,1,0
6,1,11:20.0,,D. Lillard makes 3-pt jump shot from 26 ft,1,3
7,1,11:00.0,T. Lyles makes 2-pt layup from 2 ft (assist by G. Hayward),,3,3
8,1,10:38.0,,N. Vonleh misses 3-pt jump shot from 22 ft,3,3
9,1,10:38.0,Defensive rebound by R. Gobert,,3,3
10,1,10:24.0,Turnover by R. Gobert (bad pass; steal by A. Aminu),,3,3
11,1,10:10.0,,A. Aminu misses 3-pt jump shot from 23 ft,3,3
12,1,10:09.0,Defensive rebound by R. Gobert,,3,3
13,1,9:51.0,R. Neto misses 2-pt jump shot from 16 ft,,3,3
14,1,9:50.0,Offensive rebound by Team,,3,3
15,1,9:40.0,R. Hood makes 2-pt layup from 2 ft (assist by R. Gobert),,5,3
16,1,9:22.0,,D. Lillard misses 2-pt jump shot from 15 ft,5,3
17,1,9:22.0,Defensive rebound by R. Gobert,,5,3
18,1,9:09.0,G. Hayward misses 3-pt jump shot from 24 ft,,5,3
19,1,9:09.0,,Defensive rebound by M. Plumlee,5,3
20,1,8:56.0,,Turnover by M. Plumlee (lost ball; steal by R. Hood),5,3
21,1,8:40.0,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),,8,3
22,1,8:21.0,,C. McCollum misses 3-pt jump shot from 22 ft,8,3
23,1,8:21.0,,Offensive rebound by Team,8,3
24,1,8:21.0,Loose ball foul by R. Gobert (drawn by M. Plumlee),,8,3
25,1,8:03.0,,A. Aminu misses 3-pt jump shot from 22 ft,8,3
26,1,8:02.0,Defensive rebound by G. Hayward,,8,3
27,1,7:48.0,R. Gobert misses 2-pt layup from 1 ft,,8,3
28,1,7:47.0,Offensive rebound by R. Gobert,,8,3
29,1,7:46.0,R. Gobert misses 2-pt layup at rim (block by A. Aminu),,8,3
30,1,7:44.0,,Defensive rebound by C. McCollum,8,3
31,1,7:35.0,,M. Plumlee misses 2-pt jump shot from 15 ft,8,3
32,1,7:34.0,,Offensive rebound by M. Plumlee,8,3
33,1,7:32.0,,M. Plumlee misses 2-pt jump shot from 6 ft,8,3
34,1,7:31.0,Defensive rebound by R. Gobert,,8,3
35,1,7:25.0,Utah full timeout,,8,3
36,1,7:25.0,J. Ingles enters the game for G. Hayward,,8,3
37,1,7:20.0,R. Gobert misses 2-pt layup at rim (block by M. Plumlee),,8,3
38,1,7:20.0,Offensive rebound by Team,,8,3
39,1,7:10.0,R. Gobert misses 2-pt layup from 1 ft,,8,3
40,1,7:10.0,,Defensive rebound by M. Plumlee,8,3
41,1,6:56.0,,C. McCollum misses 2-pt jump shot from 4 ft,8,3
42,1,6:56.0,,Offensive rebound by C. McCollum,8,3
43,1,6:50.0,,D. Lillard misses 2-pt jump shot from 13 ft,8,3
44,1,6:50.0,,Offensive rebound by Team,8,3
45,1,6:50.0,Loose ball foul by R. Hood (drawn by N. Vonleh),,8,3
46,1,6:42.0,,Personal foul by J. Ingles (drawn by A. Aminu),8,3
47,1,6:42.0,G. Hayward enters the game for J. Ingles,,8,3
48,1,6:34.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by A. Aminu),8,5
49,1,6:07.0,R. Hood makes 3-pt jump shot from 26 ft (assist by G. Hayward),,11,5
50,1,5:38.0,,C. McCollum misses 3-pt jump shot from 28 ft,11,5
51,1,5:37.0,Defensive rebound by R. Hood,,11,5
52,1,5:28.0,R. Hood misses 3-pt jump shot from 26 ft,,11,5
53,1,5:28.0,,Defensive rebound by M. Plumlee,11,5
54,1,5:14.0,,A. Aminu makes 2-pt jump shot from 20 ft (assist by D. Lillard),11,7
55,1,4:51.0,R. Neto misses 2-pt jump shot from 16 ft (block by D. Lillard),,11,7
56,1,4:50.0,,Defensive rebound by N. Vonleh,11,7
57,1,4:48.0,,Shooting foul by R. Hood (drawn by C. McCollum),11,7
58,1,4:48.0,Technical foul by R. Hood,,11,7
59,1,4:48.0,,D. Lillard makes technical free throw,11,8
60,1,4:48.0,C. Johnson enters the game for R. Neto,,11,8
61,1,4:48.0,T. Burke enters the game for R. Hood,,11,8
62,1,4:48.0,,M. Leonard enters the game for N. Vonleh,11,8
63,1,4:48.0,,C. McCollum makes free throw 1 of 2,11,9
64,1,4:48.0,,C. McCollum makes free throw 2 of 2,11,10
