,QUARTER,TIME_REMAINING,ATLANTA_ACTION,GOLDEN STATE_ACTION,ATLANTA_SCORE,GOLDEN STATE_SCORE
454,1OT,2:24.0,Defensive rebound by A. Horford,,101,102
455,1OT,2:14.0,D. Schröder misses 2-pt jump shot from 18 ft,,101,102
456,1OT,2:14.0,,Defensive rebound by D. Green,101,102
457,1OT,1:51.0,,D. Green misses 2-pt jump shot from 10 ft,101,102
458,1OT,1:51.0,,Offensive rebound by A. Bogut,101,102
459,1OT,1:51.0,,A. Bogut makes 2-pt layup at rim,101,104
460,1OT,1:51.0,Atlanta full timeout,,101,104
461,1OT,1:40.0,Shooting foul by D. Green (drawn by D. Schröder),,101,104
462,1OT,1:40.0,D. Schröder misses free throw 1 of 2,,101,104
463,1OT,1:40.0,Offensive rebound by Team,,101,104
464,1OT,1:40.0,T. Sefolosha enters the game for K. Korver,,101,104
465,1OT,1:40.0,D. Schröder misses free throw 2 of 2,,101,104
466,1OT,1:38.0,,Defensive rebound by D. Green,101,104
467,1OT,1:20.0,,H. Barnes misses 3-pt jump shot from 23 ft,101,104
468,1OT,1:19.0,Defensive rebound by T. Sefolosha,,101,104
469,1OT,1:05.0,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),,103,104
470,1OT,0:40.0,,D. Green makes 3-pt jump shot from 25 ft (assist by A. Bogut),103,107
471,1OT,0:40.0,Atlanta full timeout,,103,107
472,1OT,0:40.0,K. Korver enters the game for T. Sefolosha,,103,107
473,1OT,0:33.0,Shooting foul by D. Green (drawn by D. Schröder),,103,107
474,1OT,0:33.0,D. Schröder makes free throw 1 of 2,,104,107
475,1OT,0:33.0,T. Sefolosha enters the game for K. Korver,,104,107
476,1OT,0:33.0,,M. Speights enters the game for A. Bogut,104,107
477,1OT,0:33.0,D. Schröder makes free throw 2 of 2,,105,107
478,1OT,0:11.0,,K. Thompson makes 2-pt jump shot from 7 ft,105,109
479,1OT,0:11.0,Atlanta full timeout,,105,109
480,1OT,0:11.0,,A. Bogut enters the game for M. Speights,105,109
481,1OT,0:11.0,K. Korver enters the game for T. Sefolosha,,105,109
482,1OT,0:08.0,D. Schröder misses 3-pt jump shot from 29 ft,,105,109
483,1OT,0:07.0,,Defensive rebound by D. Green,105,109
484,1OT,0:05.0,,Personal foul by K. Bazemore (drawn by K. Thompson),105,109
485,1OT,0:05.0,,M. Speights enters the game for A. Bogut,105,109
486,1OT,0:05.0,T. Sefolosha enters the game for K. Korver,,105,109
487,1OT,0:05.0,,Golden State full timeout,105,109
