,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DETROIT_ACTION,ATLANTA_SCORE,DETROIT_SCORE
0,1,11:47.0,,T. Harris misses 3-pt jump shot from 26 ft,0,0
1,1,11:47.0,Defensive rebound by Team,,0,0
2,1,11:30.0,K. Korver makes 2-pt layup at rim (assist by A. Horford),,2,0
3,1,11:06.0,,A. Drummond misses 2-pt hook shot from 7 ft,2,0
4,1,11:05.0,Defensive rebound by P. Millsap,,2,0
5,1,10:47.0,K. Korver misses 3-pt jump shot from 23 ft,,2,0
6,1,10:46.0,,Defensive rebound by A. Drummond,2,0
7,1,10:35.0,,M. Morris misses 3-pt jump shot from 23 ft,2,0
8,1,10:34.0,,Offensive rebound by T. Harris,2,0
9,1,10:30.0,,T. Harris misses 2-pt layup from 2 ft,2,0
10,1,10:27.0,Defensive rebound by P. Millsap,,2,0
11,1,10:17.0,A. Horford misses 2-pt jump shot from 18 ft,,2,0
12,1,10:16.0,Offensive rebound by J. Teague,,2,0
13,1,10:12.0,K. Korver makes 2-pt jump shot from 16 ft (assist by J. Teague),,4,0
14,1,9:53.0,,T. Harris misses 2-pt jump shot from 6 ft,4,0
15,1,9:51.0,Defensive rebound by J. Teague,,4,0
16,1,9:36.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Teague),,7,0
17,1,9:21.0,,R. Jackson misses 3-pt jump shot from 26 ft,7,0
18,1,9:20.0,,Offensive rebound by A. Drummond,7,0
19,1,9:18.0,,Turnover by A. Drummond (lost ball; steal by P. Millsap),7,0
20,1,9:18.0,,Loose ball foul by A. Drummond,7,0
21,1,8:57.0,K. Korver misses 2-pt jump shot from 17 ft,,7,0
22,1,8:56.0,,Defensive rebound by A. Drummond,7,0
23,1,8:36.0,,Shooting foul by P. Millsap (drawn by A. Drummond),7,0
24,1,8:36.0,,A. Drummond makes free throw 1 of 2,7,1
25,1,8:36.0,,A. Drummond makes free throw 2 of 2,7,2
26,1,8:18.0,J. Teague misses 2-pt jump shot from 18 ft,,7,2
