,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,M. Gortat makes 2-pt hook shot from 4 ft (assist by B. Beal),,2,0
1,1,11:20.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Carter-Williams),2,2
2,1,11:12.0,Personal foul by G. Antetokounmpo (drawn by O. Porter),,2,2
3,1,11:02.0,M. Gortat misses 2-pt jump shot from 4 ft,,2,2
4,1,11:01.0,,Defensive rebound by M. Carter-Williams,2,2
5,1,10:58.0,,Shooting block foul by M. Gortat (drawn by G. Antetokounmpo),2,2
6,1,10:58.0,,G. Antetokounmpo makes free throw 1 of 2,2,3
7,1,10:58.0,,G. Antetokounmpo makes free throw 2 of 2,2,4
8,1,10:48.0,Turnover by O. Porter (lost ball; steal by G. Antetokounmpo),,2,4
9,1,10:44.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by K. Middleton),2,6
10,1,10:38.0,J. Wall makes 2-pt dunk at rim (assist by B. Beal),,4,6
11,1,10:22.0,,G. Monroe makes 2-pt jump shot from 11 ft (assist by K. Middleton),4,8
12,1,10:04.0,B. Beal misses 2-pt jump shot from 16 ft,,4,8
13,1,10:02.0,,Defensive rebound by G. Monroe,4,8
14,1,9:55.0,,Turnover by G. Antetokounmpo (lost ball),4,8
15,1,9:47.0,B. Beal misses 2-pt jump shot from 5 ft,,4,8
16,1,9:47.0,Offensive rebound by K. Humphries,,4,8
17,1,9:47.0,K. Humphries misses 2-pt jump shot from 5 ft,,4,8
18,1,9:47.0,Offensive rebound by K. Humphries,,4,8
19,1,9:47.0,Personal foul by J. O'Bryant (drawn by K. Humphries),,4,8
20,1,9:47.0,K. Humphries makes free throw 1 of 2,,5,8
21,1,9:47.0,K. Humphries makes free throw 2 of 2,,6,8
22,1,9:33.0,,J. O'Bryant makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),6,10
23,1,9:27.0,,Violation by K. Middleton (kicked ball),6,10
24,1,9:16.0,M. Gortat misses 2-pt jump shot from 13 ft,,6,10
25,1,9:14.0,,Defensive rebound by K. Middleton,6,10
26,1,8:59.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,6,10
27,1,8:57.0,Defensive rebound by M. Gortat,,6,10
28,1,8:49.0,Turnover by B. Beal (bad pass),,6,10
29,1,8:32.0,,J. O'Bryant misses 2-pt jump shot from 15 ft,6,10
30,1,8:31.0,Defensive rebound by Team,,6,10
31,1,8:19.0,B. Beal makes 2-pt jump shot from 16 ft (assist by M. Gortat),,8,10
32,1,7:55.0,,G. Antetokounmpo makes 2-pt layup at rim,8,12
33,1,7:44.0,K. Humphries misses 3-pt jump shot from 27 ft,,8,12
34,1,7:42.0,Offensive rebound by M. Gortat,,8,12
35,1,7:40.0,M. Gortat misses 2-pt hook shot from 2 ft,,8,12
36,1,7:39.0,,Defensive rebound by M. Carter-Williams,8,12
37,1,7:33.0,,Turnover by G. Antetokounmpo (step out of bounds),8,12
38,1,7:18.0,J. Wall misses 2-pt jump shot from 17 ft (block by M. Carter-Williams),,8,12
39,1,7:16.0,,Defensive rebound by G. Antetokounmpo,8,12
40,1,7:06.0,,Shooting foul by B. Beal (drawn by K. Middleton),8,12
41,1,7:06.0,,K. Middleton makes free throw 1 of 3,8,13
42,1,7:06.0,,K. Middleton misses free throw 2 of 3,8,13
43,1,7:06.0,,Offensive rebound by Team,8,13
44,1,7:06.0,,K. Middleton makes free throw 3 of 3,8,14
45,1,6:54.0,B. Beal misses 2-pt jump shot from 11 ft,,8,14
46,1,6:52.0,,Defensive rebound by G. Antetokounmpo,8,14
47,1,6:43.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,8,14
48,1,6:42.0,Defensive rebound by O. Porter,,8,14
49,1,6:39.0,Turnover by O. Porter (lost ball; steal by M. Carter-Williams),,8,14
50,1,6:32.0,,Turnover by G. Antetokounmpo (step out of bounds),8,14
51,1,6:18.0,O. Porter misses 3-pt jump shot from 28 ft,,8,14
52,1,6:17.0,,Defensive rebound by G. Antetokounmpo,8,14
53,1,6:02.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by G. Monroe),8,16
54,1,5:49.0,K. Humphries misses 2-pt jump shot from 15 ft,,8,16
55,1,5:48.0,,Defensive rebound by G. Monroe,8,16
56,1,5:44.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Carter-Williams),8,18
57,1,5:44.0,,Shooting foul by B. Beal (drawn by G. Antetokounmpo),8,18
58,1,5:44.0,,Milwaukee full timeout,8,18
59,1,5:44.0,D. Gooden enters the game for K. Humphries,,8,18
60,1,5:44.0,G. Neal enters the game for B. Beal,,8,18
61,1,5:44.0,,C. Copeland enters the game for J. O'Bryant,8,18
62,1,5:44.0,,G. Antetokounmpo makes free throw 1 of 1,8,19
63,1,5:24.0,J. Wall misses 3-pt jump shot from 28 ft,,8,19
64,1,5:22.0,,Defensive rebound by G. Antetokounmpo,8,19
65,1,5:06.0,,K. Middleton misses 3-pt jump shot from 26 ft,8,19
66,1,5:05.0,Defensive rebound by O. Porter,,8,19
67,1,4:52.0,Shooting foul by C. Copeland (drawn by D. Gooden),,8,19
68,1,4:52.0,D. Gooden makes free throw 1 of 2,,9,19
69,1,4:52.0,D. Gooden makes free throw 2 of 2,,10,19
70,1,4:38.0,,C. Copeland makes 3-pt jump shot from 24 ft (assist by K. Middleton),10,22
71,1,4:21.0,G. Neal makes 3-pt jump shot from 25 ft (assist by J. Wall),,13,22
72,1,4:01.0,,C. Copeland misses 3-pt jump shot from 26 ft,13,22
73,1,3:59.0,,Offensive rebound by G. Antetokounmpo,13,22
74,1,3:59.0,,G. Antetokounmpo makes 2-pt dunk at rim,13,24
75,1,3:50.0,Turnover by J. Wall (bad pass),,13,24
76,1,3:35.0,,K. Middleton misses 2-pt jump shot from 15 ft,13,24
77,1,3:34.0,Defensive rebound by O. Porter,,13,24
78,1,3:31.0,Shooting foul by C. Copeland (drawn by J. Wall),,13,24
79,1,3:31.0,J. Wall makes free throw 1 of 2,,14,24
80,1,3:31.0,N. Hilário enters the game for M. Gortat,,14,24
81,1,3:31.0,,J. Bayless enters the game for G. Antetokounmpo,14,24
82,1,3:31.0,J. Wall makes free throw 2 of 2,,15,24
83,1,3:12.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,15,24
84,1,3:11.0,,Offensive rebound by G. Monroe,15,24
85,1,3:05.0,,G. Monroe makes 2-pt layup from 1 ft (assist by C. Copeland),15,26
86,1,3:05.0,,Shooting foul by N. Hilário (drawn by G. Monroe),15,26
87,1,3:05.0,R. Sessions enters the game for J. Wall,,15,26
88,1,3:05.0,,G. Monroe makes free throw 1 of 1,15,27
89,1,2:47.0,R. Sessions makes 2-pt jump shot from 12 ft (assist by N. Hilário),,17,27
90,1,2:26.0,,Turnover by G. Monroe (lost ball; steal by D. Gooden),17,27
91,1,2:19.0,Personal foul by G. Monroe (drawn by N. Hilário),,17,27
92,1,2:19.0,Washington full timeout,,17,27
93,1,2:19.0,,M. Plumlee enters the game for G. Monroe,17,27
94,1,2:19.0,N. Hilário misses free throw 1 of 2,,17,27
95,1,2:19.0,Offensive rebound by Team,,17,27
96,1,2:19.0,N. Hilário misses free throw 2 of 2,,17,27
97,1,2:18.0,,Defensive rebound by C. Copeland,17,27
98,1,2:02.0,,M. Plumlee makes 2-pt hook shot from 7 ft (assist by M. Carter-Williams),17,29
99,1,1:44.0,G. Neal misses 2-pt jump shot from 17 ft,,17,29
100,1,1:43.0,,Defensive rebound by K. Middleton,17,29
