,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DALLAS_ACTION,MILWAUKEE_SCORE,DALLAS_SCORE
42,1,6:09.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),12,18
43,1,5:46.0,Milwaukee full timeout,,12,18
44,1,5:46.0,,R. Felton enters the game for J. Barea,12,18
45,1,5:46.0,O. Mayo enters the game for J. Parker,,12,18
46,1,5:42.0,K. Middleton misses 2-pt jump shot from 20 ft,,12,18
47,1,5:41.0,,Defensive rebound by R. Felton,12,18
48,1,5:28.0,,Z. Pachulia makes 2-pt layup from 2 ft,12,20
49,1,5:15.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,12,20
50,1,5:14.0,,Defensive rebound by W. Matthews,12,20
51,1,5:05.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by W. Matthews),12,22
52,1,4:39.0,G. Antetokounmpo misses 2-pt hook shot from 6 ft,,12,22
53,1,4:38.0,,Defensive rebound by D. Harris,12,22
54,1,4:34.0,,Shooting block foul by G. Antetokounmpo (drawn by D. Harris),12,22
55,1,4:34.0,,D. Harris misses free throw 1 of 2,12,22
56,1,4:34.0,,Offensive rebound by Team,12,22
57,1,4:34.0,J. Bayless enters the game for M. Carter-Williams,,12,22
58,1,4:34.0,,D. Harris makes free throw 2 of 2,12,23
59,1,4:27.0,Personal foul by W. Matthews (drawn by K. Middleton),,12,23
60,1,4:15.0,K. Middleton makes 2-pt jump shot from 12 ft,,14,23
61,1,4:06.0,,W. Matthews misses 2-pt layup from 1 ft,14,23
62,1,4:05.0,Defensive rebound by K. Middleton,,14,23
63,1,4:04.0,,Loose ball foul by W. Matthews (drawn by K. Middleton),14,23
64,1,4:04.0,,C. Parsons enters the game for W. Matthews,14,23
65,1,3:54.0,Personal foul by Z. Pachulia (drawn by G. Monroe),,14,23
66,1,3:54.0,G. Monroe makes free throw 1 of 2,,15,23
67,1,3:54.0,G. Monroe makes free throw 2 of 2,,16,23
68,1,3:36.0,,C. Parsons misses 2-pt layup from 2 ft (block by G. Monroe),16,23
69,1,3:34.0,Defensive rebound by G. Monroe,,16,23
70,1,3:30.0,O. Mayo misses 3-pt jump shot from 23 ft,,16,23
71,1,3:28.0,,Defensive rebound by C. Parsons,16,23
72,1,3:18.0,,C. Parsons misses 3-pt jump shot from 28 ft,16,23
73,1,3:18.0,Defensive rebound by G. Monroe,,16,23
74,1,3:04.0,J. Bayless makes 2-pt layup from 1 ft,,18,23
75,1,3:00.0,,Dallas full timeout,18,23
76,1,2:43.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by D. Harris),18,26
77,1,2:29.0,Turnover by J. Bayless (bad pass; steal by D. Harris),,18,26
78,1,2:26.0,,Shooting foul by J. Bayless (drawn by R. Felton),18,26
79,1,2:26.0,,R. Felton makes free throw 1 of 2,18,27
80,1,2:26.0,,R. Felton makes free throw 2 of 2,18,28
81,1,2:14.0,Offensive foul by G. Antetokounmpo (drawn by D. Powell),,18,28
82,1,2:14.0,Turnover by G. Antetokounmpo (offensive foul),,18,28
83,1,2:14.0,J. O'Bryant enters the game for G. Antetokounmpo,,18,28
84,1,1:57.0,,D. Harris misses 2-pt layup from 2 ft,18,28
85,1,1:55.0,Defensive rebound by J. Bayless,,18,28
86,1,1:43.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by G. Monroe),,21,28
87,1,1:29.0,,D. Powell misses 2-pt jump shot from 17 ft,21,28
88,1,1:28.0,Defensive rebound by K. Middleton,,21,28
89,1,1:19.0,J. Bayless makes 2-pt jump shot from 15 ft,,23,28
90,1,1:17.0,,Dallas full timeout,23,28
91,1,1:17.0,,D. Nowitzki enters the game for Z. Pachulia,23,28
92,1,1:17.0,M. Plumlee enters the game for G. Monroe,,23,28
93,1,0:55.0,,R. Felton makes 2-pt jump shot from 22 ft,23,30
94,1,0:44.0,K. Middleton misses 3-pt jump shot from 22 ft,,23,30
95,1,0:42.0,,Defensive rebound by R. Felton,23,30
96,1,0:29.0,,C. Parsons makes 2-pt layup from 1 ft,23,32
97,1,0:11.0,Shooting foul by D. Powell (drawn by J. O'Bryant),,23,32
98,1,0:11.0,J. O'Bryant misses free throw 1 of 2,,23,32
99,1,0:11.0,Offensive rebound by Team,,23,32
100,1,0:11.0,J. O'Bryant makes free throw 2 of 2,,24,32
101,1,0:04.0,,D. Harris misses 2-pt layup from 2 ft,24,32
102,1,0:03.0,,Offensive rebound by D. Powell,24,32
103,1,0:03.0,,D. Powell makes 2-pt layup at rim,24,34
104,1,0:00.0,K. Middleton misses 2-pt jump shot from 9 ft,,24,34
105,1,0:00.0,Offensive rebound by Team,,24,34
106,2,11:46.0,O. Mayo makes 2-pt jump shot from 21 ft (assist by J. Bayless),,26,34
107,2,11:33.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by D. Powell),26,36
108,2,11:20.0,J. O'Bryant makes 2-pt jump shot from 18 ft (assist by J. Bayless),,28,36
109,2,10:55.0,,C. Parsons misses 2-pt jump shot from 16 ft,28,36
110,2,10:53.0,Defensive rebound by R. Vaughn,,28,36
111,2,10:45.0,J. Bayless makes 2-pt jump shot from 17 ft,,30,36
112,2,10:39.0,,Personal foul by J. O'Bryant (drawn by D. Nowitzki),30,36
113,2,10:39.0,,J. McGee enters the game for D. Powell,30,36
114,2,10:27.0,,D. Nowitzki misses 3-pt jump shot from 22 ft,30,36
115,2,10:26.0,,Offensive rebound by J. McGee,30,36
116,2,10:16.0,,C. Parsons misses 2-pt layup from 2 ft (block by M. Plumlee),30,36
117,2,10:14.0,Defensive rebound by R. Vaughn,,30,36
118,2,10:09.0,O. Mayo makes 3-pt jump shot from 23 ft (assist by R. Vaughn),,33,36
119,2,9:58.0,,J. Barea makes 2-pt jump shot from 10 ft,33,38
120,2,9:44.0,J. O'Bryant makes 2-pt jump shot from 20 ft (assist by J. Bayless),,35,38
121,2,9:23.0,,J. Barea makes 2-pt layup from 3 ft (assist by R. Felton),35,40
122,2,9:10.0,Turnover by J. Bayless (bad pass; steal by D. Nowitzki),,35,40
123,2,9:04.0,,C. Parsons makes 2-pt dunk at rim (assist by R. Felton),35,42
124,2,9:04.0,Milwaukee full timeout,,35,42
125,2,8:44.0,J. O'Bryant misses 2-pt jump shot from 3 ft,,35,42
126,2,8:43.0,Offensive rebound by M. Plumlee,,35,42
127,2,8:43.0,M. Plumlee makes 2-pt dunk at rim,,37,42
128,2,8:18.0,,J. Barea misses 3-pt jump shot from 25 ft,37,42
129,2,8:17.0,,Offensive rebound by J. McGee,37,42
130,2,8:10.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by C. Parsons),37,44
131,2,7:57.0,J. Bayless misses 2-pt jump shot from 10 ft,,37,44
132,2,7:55.0,Offensive rebound by J. O'Bryant,,37,44
133,2,7:50.0,J. Bayless misses 3-pt jump shot from 23 ft,,37,44
134,2,7:49.0,,Defensive rebound by C. Parsons,37,44
135,2,7:34.0,,J. McGee misses 2-pt layup from 2 ft,37,44
136,2,7:33.0,Defensive rebound by J. O'Bryant,,37,44
137,2,7:23.0,O. Mayo makes 2-pt jump shot from 12 ft,,39,44
138,2,7:15.0,,Dallas full timeout,39,44
139,2,7:15.0,,D. Harris enters the game for C. Parsons,39,44
140,2,7:15.0,,C. Villanueva enters the game for D. Nowitzki,39,44
141,2,7:15.0,,W. Matthews enters the game for J. Barea,39,44
142,2,7:15.0,J. Parker enters the game for J. Bayless,,39,44
143,2,7:15.0,M. Carter-Williams enters the game for J. O'Bryant,,39,44
144,2,6:58.0,,J. McGee misses 2-pt jump shot from 17 ft,39,44
145,2,6:57.0,Defensive rebound by J. Parker,,39,44
146,2,6:40.0,J. Parker makes 2-pt jump shot from 13 ft,,41,44
147,2,6:23.0,,R. Felton makes 2-pt jump shot from 7 ft,41,46
148,2,6:08.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,43,46
149,2,5:51.0,,C. Villanueva misses 2-pt layup at rim (block by M. Plumlee),43,46
150,2,5:50.0,,Offensive rebound by C. Villanueva,43,46
151,2,5:50.0,,C. Villanueva makes 2-pt layup at rim,43,48
152,2,5:40.0,Personal foul by R. Felton (drawn by M. Carter-Williams),,43,48
153,2,5:32.0,Personal foul by R. Felton (drawn by M. Carter-Williams),,43,48
154,2,5:32.0,,Z. Pachulia enters the game for J. McGee,43,48
155,2,5:32.0,G. Monroe enters the game for M. Plumlee,,43,48
156,2,5:32.0,K. Middleton enters the game for O. Mayo,,43,48
157,2,5:23.0,K. Middleton makes 2-pt jump shot from 10 ft,,45,48
158,2,5:06.0,,C. Villanueva misses 2-pt jump shot from 7 ft,45,48
159,2,5:05.0,Defensive rebound by M. Carter-Williams,,45,48
160,2,4:54.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,45,48
161,2,4:53.0,,Defensive rebound by C. Villanueva,45,48
162,2,4:38.0,,W. Matthews misses 2-pt jump shot from 12 ft,45,48
163,2,4:36.0,Defensive rebound by G. Monroe,,45,48
164,2,4:20.0,G. Monroe misses 2-pt hook shot from 7 ft,,45,48
165,2,4:18.0,,Defensive rebound by C. Villanueva,45,48
166,2,4:01.0,,C. Villanueva makes 3-pt jump shot from 23 ft (assist by W. Matthews),45,51
167,2,3:43.0,Turnover by J. Parker (lost ball),,45,51
168,2,3:29.0,,C. Villanueva makes 2-pt jump shot from 19 ft (assist by Z. Pachulia),45,53
169,2,3:12.0,Shooting foul by C. Villanueva (drawn by J. Parker),,45,53
170,2,3:12.0,J. Parker makes free throw 1 of 2,,46,53
171,2,3:12.0,,J. Barea enters the game for D. Harris,46,53
172,2,3:12.0,,C. Parsons enters the game for R. Felton,46,53
173,2,3:12.0,,D. Nowitzki enters the game for C. Villanueva,46,53
174,2,3:12.0,G. Antetokounmpo enters the game for R. Vaughn,,46,53
175,2,3:12.0,J. Parker makes free throw 2 of 2,,47,53
176,2,3:00.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,47,53
177,2,2:59.0,Defensive rebound by M. Carter-Williams,,47,53
178,2,2:43.0,G. Monroe misses 2-pt jump shot from 6 ft,,47,53
179,2,2:42.0,,Defensive rebound by C. Parsons,47,53
180,2,2:31.0,,Shooting foul by K. Middleton (drawn by W. Matthews),47,53
181,2,2:31.0,Official timeout,,47,53
182,2,2:31.0,,W. Matthews makes free throw 1 of 2,47,54
183,2,2:31.0,,W. Matthews makes free throw 2 of 2,47,55
184,2,2:11.0,J. Parker misses 2-pt jump shot from 17 ft,,47,55
185,2,2:09.0,,Defensive rebound by W. Matthews,47,55
186,2,2:00.0,,Personal foul by J. Parker (drawn by D. Nowitzki),47,55
187,2,1:56.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by G. Monroe),47,55
188,2,1:55.0,,Offensive rebound by Z. Pachulia,47,55
189,2,1:54.0,,Z. Pachulia makes 2-pt layup at rim,47,57
190,2,1:45.0,Personal foul by J. Barea,,47,57
191,2,1:37.0,G. Monroe misses 2-pt hook shot from 5 ft,,47,57
192,2,1:36.0,,Defensive rebound by Z. Pachulia,47,57
193,2,1:29.0,,W. Matthews misses 3-pt jump shot from 24 ft,47,57
194,2,1:28.0,Defensive rebound by G. Monroe,,47,57
195,2,1:23.0,Turnover by K. Middleton (step out of bounds),,47,57
196,2,1:13.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by C. Parsons),47,59
197,2,1:01.0,M. Carter-Williams makes 2-pt jump shot from 8 ft,,49,59
198,2,0:55.0,,J. Barea misses 2-pt layup from 1 ft,49,59
199,2,0:53.0,Defensive rebound by K. Middleton,,49,59
200,2,0:49.0,K. Middleton makes 2-pt layup from 1 ft,,51,59
201,2,0:36.0,,Personal foul by M. Carter-Williams,51,59
202,2,0:36.0,,Technical foul by J. Barea,51,59
203,2,0:36.0,Technical foul by M. Carter-Williams,,51,59
204,2,0:36.0,,J. Barea misses free throw 1 of 2,51,59
205,2,0:36.0,,Offensive rebound by Team,51,59
206,2,0:36.0,,J. Barea makes free throw 2 of 2,51,60
207,2,0:25.0,Offensive foul by K. Middleton (drawn by W. Matthews),,51,60
208,2,0:25.0,Turnover by K. Middleton (offensive foul),,51,60
209,2,0:25.0,,R. Felton enters the game for J. Barea,51,60
210,2,0:01.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,51,60
211,2,0:01.0,Defensive rebound by G. Antetokounmpo,,51,60
212,2,0:00.0,G. Antetokounmpo misses 3-pt jump shot from 58 ft,,51,60
213,2,0:00.0,Offensive rebound by Team,,51,60
214,3,11:47.0,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,53,60
215,3,11:22.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by J. Barea),53,63
216,3,11:10.0,Shooting foul by C. Parsons (drawn by G. Antetokounmpo),,53,63
217,3,11:10.0,G. Antetokounmpo misses free throw 1 of 2,,53,63
218,3,11:10.0,Offensive rebound by Team,,53,63
219,3,11:10.0,G. Antetokounmpo makes free throw 2 of 2,,54,63
220,3,10:55.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,54,63
221,3,10:54.0,Defensive rebound by G. Monroe,,54,63
222,3,10:34.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,54,63
223,3,10:32.0,,Defensive rebound by W. Matthews,54,63
224,3,10:17.0,,Turnover by W. Matthews (bad pass; steal by G. Antetokounmpo),54,63
225,3,10:12.0,Turnover by G. Antetokounmpo (palming),,54,63
226,3,9:47.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,54,63
227,3,9:45.0,,Offensive rebound by Z. Pachulia,54,63
228,3,9:34.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),54,66
229,3,9:18.0,Def 3 sec tech foul by Z. Pachulia,,54,66
230,3,9:18.0,K. Middleton makes technical free throw,,55,66
231,3,9:12.0,M. Carter-Williams makes 2-pt dunk at rim,,57,66
232,3,8:49.0,,W. Matthews makes 2-pt jump shot from 14 ft,57,68
233,3,8:25.0,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,57,68
234,3,8:24.0,,Defensive rebound by D. Nowitzki,57,68
235,3,8:11.0,,Z. Pachulia misses 2-pt jump shot from 8 ft,57,68
236,3,8:11.0,Defensive rebound by M. Carter-Williams,,57,68
237,3,8:06.0,J. Parker misses 2-pt dunk at rim,,57,68
238,3,8:04.0,Offensive rebound by J. Parker,,57,68
239,3,8:02.0,J. Parker makes 2-pt layup from 2 ft,,59,68
240,3,7:53.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,59,68
241,3,7:49.0,Defensive rebound by J. Parker,,59,68
242,3,7:43.0,J. Parker misses 2-pt layup from 2 ft (block by D. Nowitzki),,59,68
243,3,7:41.0,,Defensive rebound by Z. Pachulia,59,68
244,3,7:33.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,59,68
245,3,7:33.0,Defensive rebound by G. Monroe,,59,68
246,3,7:17.0,Turnover by K. Middleton (bad pass; steal by Z. Pachulia),,59,68
247,3,7:08.0,,J. Barea makes 3-pt jump shot from 25 ft,59,71
248,3,7:08.0,Milwaukee full timeout,,59,71
249,3,7:08.0,,D. Harris enters the game for D. Nowitzki,59,71
250,3,7:08.0,,D. Powell enters the game for W. Matthews,59,71
251,3,7:08.0,O. Mayo enters the game for J. Parker,,59,71
252,3,6:53.0,M. Carter-Williams misses 2-pt jump shot from 13 ft,,59,71
253,3,6:51.0,,Defensive rebound by C. Parsons,59,71
254,3,6:32.0,,J. Barea misses 3-pt jump shot from 27 ft,59,71
255,3,6:31.0,Defensive rebound by K. Middleton,,59,71
256,3,6:16.0,K. Middleton misses 2-pt jump shot from 13 ft,,59,71
257,3,6:15.0,,Defensive rebound by Z. Pachulia,59,71
258,3,5:56.0,,D. Harris misses 2-pt layup from 2 ft,59,71
259,3,5:54.0,Defensive rebound by O. Mayo,,59,71
260,3,5:50.0,,Offensive charge foul by K. Middleton (drawn by D. Powell),59,71
261,3,5:50.0,Turnover by K. Middleton (offensive foul),,59,71
262,3,5:38.0,,C. Parsons misses 2-pt jump shot from 22 ft,59,71
263,3,5:37.0,Defensive rebound by M. Carter-Williams,,59,71
264,3,5:31.0,Turnover by M. Carter-Williams (bad pass; steal by C. Parsons),,59,71
265,3,5:28.0,,Shooting foul by O. Mayo (drawn by C. Parsons),59,71
266,3,5:28.0,,C. Parsons misses free throw 1 of 2,59,71
267,3,5:28.0,,Offensive rebound by Team,59,71
268,3,5:28.0,,R. Felton enters the game for J. Barea,59,71
269,3,5:28.0,J. Bayless enters the game for M. Carter-Williams,,59,71
270,3,5:28.0,,C. Parsons misses free throw 2 of 2,59,71
271,3,5:27.0,Defensive rebound by G. Antetokounmpo,,59,71
272,3,5:10.0,G. Monroe makes 2-pt hook shot from 6 ft,,61,71
273,3,4:51.0,,Shooting foul by K. Middleton (drawn by Z. Pachulia),61,71
274,3,4:51.0,,Z. Pachulia makes free throw 1 of 2,61,72
275,3,4:51.0,,W. Matthews enters the game for C. Parsons,61,72
276,3,4:51.0,,Z. Pachulia misses free throw 2 of 2,61,72
277,3,4:50.0,Defensive rebound by G. Antetokounmpo,,61,72
278,3,4:32.0,G. Monroe misses 2-pt hook shot from 6 ft,,61,72
279,3,4:28.0,,Defensive rebound by D. Harris,61,72
280,3,4:12.0,,R. Felton makes 2-pt jump shot from 4 ft,61,74
281,3,3:57.0,J. Bayless misses 3-pt jump shot from 25 ft,,61,74
282,3,3:56.0,,Defensive rebound by Z. Pachulia,61,74
283,3,3:45.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,61,74
284,3,3:44.0,Defensive rebound by G. Antetokounmpo,,61,74
285,3,3:37.0,O. Mayo makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,64,74
286,3,3:17.0,,Personal foul by G. Antetokounmpo (drawn by D. Powell),64,74
287,3,3:06.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,64,74
288,3,3:05.0,Defensive rebound by G. Antetokounmpo,,64,74
289,3,2:52.0,K. Middleton misses 2-pt layup from 2 ft,,64,74
290,3,2:51.0,Offensive rebound by G. Monroe,,64,74
291,3,2:50.0,G. Monroe makes 2-pt layup from 2 ft,,66,74
292,3,2:45.0,,Dallas full timeout,66,74
293,3,2:45.0,J. O'Bryant enters the game for K. Middleton,,66,74
294,3,2:37.0,,Shooting foul by G. Antetokounmpo (drawn by Z. Pachulia),66,74
295,3,2:37.0,,Z. Pachulia misses free throw 1 of 2,66,74
296,3,2:37.0,,Offensive rebound by Team,66,74
297,3,2:37.0,R. Vaughn enters the game for G. Antetokounmpo,,66,74
298,3,2:37.0,,Z. Pachulia makes free throw 2 of 2,66,75
299,3,2:24.0,Personal foul by Z. Pachulia (drawn by G. Monroe),,66,75
300,3,2:15.0,Turnover by O. Mayo (bad pass; steal by R. Felton),,66,75
301,3,2:01.0,,D. Powell misses 2-pt jump shot from 6 ft,66,75
302,3,2:00.0,Defensive rebound by Team,,66,75
303,3,1:43.0,Turnover by J. Bayless (bad pass; steal by D. Powell),,66,75
304,3,1:38.0,,D. Powell makes 2-pt dunk at rim,66,77
305,3,1:16.0,R. Vaughn misses 2-pt layup from 3 ft,,66,77
306,3,1:14.0,Offensive rebound by J. O'Bryant,,66,77
307,3,1:12.0,J. O'Bryant misses 2-pt layup from 1 ft,,66,77
308,3,1:10.0,Offensive rebound by G. Monroe,,66,77
309,3,1:10.0,G. Monroe makes 2-pt layup from 1 ft,,68,77
310,3,0:58.0,,D. Powell misses 2-pt jump shot from 20 ft,68,77
311,3,0:58.0,Defensive rebound by R. Vaughn,,68,77
312,3,0:42.0,,C. Parsons enters the game for Z. Pachulia,68,77
313,3,0:42.0,,D. Nowitzki enters the game for W. Matthews,68,77
314,3,0:42.0,,J. Barea enters the game for R. Felton,68,77
315,3,0:42.0,M. Plumlee enters the game for G. Monroe,,68,77
316,3,0:38.0,Shooting foul by D. Harris (drawn by J. Bayless),,68,77
317,3,0:38.0,J. Bayless makes free throw 1 of 2,,69,77
318,3,0:38.0,J. Bayless makes free throw 2 of 2,,70,77
319,3,0:28.0,,Personal foul by J. Bayless (drawn by D. Powell),70,77
320,3,0:28.0,,D. Powell makes free throw 1 of 2,70,78
321,3,0:28.0,,D. Powell makes free throw 2 of 2,70,79
322,3,0:12.0,M. Plumlee makes 2-pt layup at rim (assist by J. Bayless),,72,79
323,3,0:01.0,,D. Powell misses 2-pt jump shot from 6 ft,72,79
324,3,0:00.0,Defensive rebound by M. Plumlee,,72,79
325,4,11:50.0,,Turnover by C. Parsons (lost ball; steal by J. Bayless),72,79
326,4,11:44.0,R. Vaughn misses 2-pt jump shot from 3 ft,,72,79
327,4,11:43.0,,Defensive rebound by J. McGee,72,79
328,4,11:35.0,,J. McGee makes 2-pt dunk at rim (assist by D. Harris),72,81
329,4,11:08.0,Turnover by J. Bayless (bad pass; steal by D. Harris),,72,81
330,4,11:05.0,,J. McGee makes 2-pt dunk at rim (assist by D. Harris),72,83
331,4,10:41.0,J. Bayless makes 2-pt jump shot from 14 ft (assist by M. Plumlee),,74,83
332,4,10:18.0,,D. Harris misses 2-pt jump shot from 17 ft,74,83
333,4,10:16.0,Defensive rebound by O. Mayo,,74,83
334,4,10:07.0,J. Bayless makes 2-pt jump shot from 20 ft,,76,83
335,4,9:42.0,,J. Barea misses 3-pt jump shot from 25 ft,76,83
336,4,9:39.0,Defensive rebound by M. Plumlee,,76,83
337,4,9:30.0,O. Mayo misses 2-pt jump shot from 13 ft,,76,83
338,4,9:29.0,,Defensive rebound by J. McGee,76,83
339,4,9:08.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,76,83
340,4,9:06.0,Defensive rebound by O. Mayo,,76,83
341,4,8:53.0,J. O'Bryant makes 2-pt layup from 2 ft (assist by J. Bayless),,78,83
342,4,8:53.0,,Dallas full timeout,78,83
343,4,8:53.0,,R. Felton enters the game for D. Harris,78,83
344,4,8:53.0,K. Middleton enters the game for R. Vaughn,,78,83
345,4,8:36.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,78,83
346,4,8:35.0,Defensive rebound by O. Mayo,,78,83
347,4,8:24.0,O. Mayo makes 3-pt jump shot from 24 ft (assist by J. Bayless),,81,83
348,4,8:13.0,,Personal foul by J. Bayless (drawn by R. Felton),81,83
349,4,8:13.0,,Z. Pachulia enters the game for J. McGee,81,83
350,4,8:13.0,,W. Matthews enters the game for J. Barea,81,83
351,4,8:06.0,,Personal foul by J. O'Bryant (drawn by D. Nowitzki),81,83
352,4,7:56.0,,Shooting foul by O. Mayo (drawn by R. Felton),81,83
353,4,7:56.0,,R. Felton makes free throw 1 of 2,81,84
354,4,7:56.0,,C. Villanueva enters the game for D. Nowitzki,81,84
355,4,7:56.0,,R. Felton misses free throw 2 of 2,81,84
356,4,7:55.0,Defensive rebound by M. Plumlee,,81,84
357,4,7:38.0,M. Plumlee makes 2-pt hook shot from 2 ft (assist by J. O'Bryant),,83,84
358,4,7:29.0,,C. Parsons makes 2-pt layup from 2 ft (assist by R. Felton),83,86
359,4,7:15.0,Personal foul by C. Parsons (drawn by M. Plumlee),,83,86
360,4,7:05.0,J. Bayless makes 2-pt jump shot from 16 ft (assist by K. Middleton),,85,86
361,4,6:44.0,,C. Parsons makes 2-pt jump shot from 7 ft,85,88
362,4,6:25.0,J. Bayless makes 2-pt jump shot from 8 ft,,87,88
363,4,6:05.0,,C. Parsons misses 2-pt jump shot from 11 ft,87,88
364,4,6:03.0,Defensive rebound by M. Plumlee,,87,88
365,4,5:48.0,J. O'Bryant misses 2-pt layup from 1 ft (block by C. Parsons),,87,88
366,4,5:47.0,,Defensive rebound by Team,87,88
367,4,5:47.0,Official timeout,,87,88
368,4,5:47.0,G. Antetokounmpo enters the game for J. O'Bryant,,87,88
369,4,5:31.0,,Turnover by C. Parsons (lost ball; steal by M. Plumlee),87,88
370,4,5:19.0,Offensive foul by J. Bayless (drawn by R. Felton),,87,88
371,4,5:19.0,Turnover by J. Bayless (offensive foul),,87,88
372,4,5:19.0,G. Monroe enters the game for M. Plumlee,,87,88
373,4,5:05.0,,Shooting foul by G. Monroe (drawn by W. Matthews),87,88
374,4,5:05.0,,W. Matthews makes free throw 1 of 2,87,89
375,4,5:05.0,,D. Nowitzki enters the game for C. Villanueva,87,89
376,4,5:05.0,,W. Matthews misses free throw 2 of 2,87,89
377,4,5:03.0,Defensive rebound by J. Bayless,,87,89
378,4,4:49.0,K. Middleton makes 2-pt jump shot from 6 ft,,89,89
