,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
36,1,7:55.0,Minnesota full timeout,,5,14
37,1,7:47.0,K. Towns makes 2-pt jump shot from 16 ft (assist by R. Rubio),,7,14
38,1,7:27.0,,Z. Pachulia makes 2-pt hook shot from 4 ft (assist by W. Matthews),7,16
39,1,7:10.0,G. Dieng misses 2-pt layup from 2 ft (block by D. Nowitzki),,7,16
40,1,7:09.0,,Defensive rebound by D. Nowitzki,7,16
41,1,6:57.0,,C. Parsons makes 2-pt layup from 1 ft (assist by Z. Pachulia),7,18
42,1,6:37.0,Personal block foul by C. Parsons (drawn by K. Towns),,7,18
43,1,6:37.0,,R. Felton enters the game for D. Nowitzki,7,18
44,1,6:31.0,Z. LaVine misses 3-pt jump shot from 23 ft,,7,18
45,1,6:30.0,,Defensive rebound by Z. Pachulia,7,18
46,1,6:23.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Williams),7,21
47,1,6:01.0,G. Dieng makes 2-pt hook shot from 6 ft (assist by K. Towns),,9,21
48,1,5:53.0,,R. Felton makes 2-pt layup from 1 ft (assist by D. Williams),9,23
49,1,5:48.0,Shooting foul by W. Matthews (drawn by G. Dieng),,9,23
50,1,5:48.0,G. Dieng makes free throw 1 of 2,,10,23
51,1,5:48.0,G. Dieng makes free throw 2 of 2,,11,23
52,1,5:26.0,,W. Matthews misses 3-pt jump shot from 25 ft,11,23
53,1,5:25.0,,Offensive rebound by C. Parsons,11,23
54,1,5:20.0,,C. Parsons misses 3-pt jump shot from 24 ft,11,23
55,1,5:19.0,Defensive rebound by G. Dieng,,11,23
56,1,5:19.0,Personal foul by Z. Pachulia (drawn by G. Dieng),,11,23
57,1,5:19.0,,D. Lee enters the game for Z. Pachulia,11,23
58,1,5:13.0,K. Towns makes 2-pt hook shot from 6 ft (assist by R. Rubio),,13,23
59,1,5:03.0,,D. Williams makes 2-pt layup from 1 ft,13,25
60,1,4:46.0,R. Rubio misses 3-pt jump shot from 25 ft,,13,25
61,1,4:45.0,,Defensive rebound by D. Williams,13,25
62,1,4:39.0,,C. Parsons makes 2-pt layup from 1 ft (assist by D. Williams),13,27
63,1,4:33.0,Minnesota full timeout,,13,27
64,1,4:21.0,G. Dieng misses 2-pt jump shot from 13 ft,,13,27
65,1,4:19.0,,Defensive rebound by D. Lee,13,27
66,1,4:12.0,,D. Williams makes 2-pt jump shot from 19 ft,13,29
67,1,3:51.0,K. Towns misses 2-pt layup from 2 ft,,13,29
68,1,3:49.0,Offensive rebound by G. Dieng,,13,29
69,1,3:49.0,G. Dieng misses 2-pt layup from 1 ft,,13,29
70,1,3:48.0,Offensive rebound by G. Dieng,,13,29
71,1,3:40.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,15,29
72,1,3:38.0,,Dallas full timeout,15,29
73,1,3:38.0,S. Muhammad enters the game for G. Dieng,,15,29
74,1,3:38.0,T. Jones enters the game for R. Rubio,,15,29
75,1,3:28.0,,Offensive foul by D. Lee (drawn by S. Muhammad),15,29
76,1,3:28.0,,Turnover by D. Lee (offensive foul),15,29
77,1,3:28.0,,D. Nowitzki enters the game for C. Parsons,15,29
78,1,3:28.0,,J. Barea enters the game for W. Matthews,15,29
79,1,3:28.0,,D. Harris enters the game for D. Williams,15,29
80,1,3:16.0,S. Muhammad misses 3-pt jump shot from 24 ft,,15,29
81,1,3:16.0,,Defensive rebound by D. Lee,15,29
82,1,2:59.0,,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by J. Barea),15,31
83,1,2:43.0,A. Wiggins misses 2-pt jump shot from 15 ft,,15,31
84,1,2:42.0,,Defensive rebound by D. Lee,15,31
85,1,2:28.0,,D. Lee makes 2-pt layup from 2 ft (assist by J. Barea),15,33
86,1,2:19.0,A. Wiggins makes 2-pt jump shot from 3 ft (assist by T. Jones),,17,33
87,1,2:10.0,,J. Barea makes 2-pt layup from 2 ft,17,35
88,1,2:02.0,Turnover by A. Wiggins (bad pass; steal by D. Harris),,17,35
89,1,1:55.0,,R. Felton makes 2-pt layup from 2 ft (assist by D. Harris),17,37
90,1,1:42.0,T. Jones misses 2-pt layup from 1 ft (block by D. Lee),,17,37
91,1,1:41.0,,Defensive rebound by J. Barea,17,37
92,1,1:35.0,,D. Harris misses 2-pt layup from 1 ft,17,37
93,1,1:32.0,Defensive rebound by Z. LaVine,,17,37
94,1,1:27.0,Z. LaVine misses 2-pt layup from 4 ft,,17,37
95,1,1:26.0,Offensive rebound by K. Towns,,17,37
96,1,1:26.0,K. Towns makes 2-pt layup at rim,,19,37
97,1,1:15.0,,D. Nowitzki makes 2-pt layup from 2 ft (assist by J. Barea),19,39
98,1,0:56.0,A. Wiggins makes 2-pt jump shot from 2 ft,,21,39
99,1,0:35.0,,D. Nowitzki misses 3-pt jump shot from 27 ft,21,39
100,1,0:35.0,Defensive rebound by A. Wiggins,,21,39
101,1,0:13.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,24,39
102,1,0:07.0,,Personal take foul by Z. LaVine (drawn by R. Felton),24,39
103,1,0:07.0,G. Dieng enters the game for K. Towns,,24,39
104,1,0:01.0,,R. Felton misses 2-pt jump shot from 19 ft,24,39
105,1,0:00.0,,Offensive rebound by Team,24,39
106,2,11:43.0,,J. Barea misses 3-pt jump shot from 24 ft,24,39
107,2,11:43.0,Defensive rebound by G. Dieng,,24,39
108,2,11:30.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by T. Jones),,27,39
109,2,11:17.0,,J. Barea makes 2-pt layup at rim,27,41
110,2,11:02.0,S. Muhammad makes 3-pt jump shot from 24 ft (assist by T. Jones),,30,41
111,2,10:48.0,,D. Lee misses 2-pt hook shot from 2 ft,30,41
112,2,10:46.0,Defensive rebound by A. Payne,,30,41
113,2,10:37.0,S. Muhammad misses 2-pt jump shot from 7 ft,,30,41
114,2,10:36.0,,Defensive rebound by D. Nowitzki,30,41
115,2,10:28.0,,J. Barea makes 2-pt layup from 1 ft,30,43
116,2,10:03.0,Turnover by A. Payne (bad pass; steal by D. Lee),,30,43
117,2,9:50.0,,D. Lee misses 2-pt layup from 1 ft,30,43
118,2,9:48.0,Defensive rebound by Z. LaVine,,30,43
119,2,9:45.0,S. Muhammad makes 2-pt layup from 2 ft (assist by Z. LaVine),,32,43
120,2,9:32.0,,Shooting foul by Z. LaVine (drawn by J. Barea),32,43
121,2,9:32.0,,J. Barea makes free throw 1 of 2,32,44
122,2,9:32.0,,J. Barea makes free throw 2 of 2,32,45
123,2,9:16.0,Shooting foul by D. Lee (drawn by G. Dieng),,32,45
124,2,9:16.0,G. Dieng makes 2-pt layup from 1 ft (assist by Z. LaVine),,34,45
125,2,9:16.0,G. Dieng makes free throw 1 of 1,,35,45
126,2,9:07.0,,Turnover by J. Barea (lost ball; steal by T. Jones),35,45
127,2,9:04.0,Shooting foul by D. Nowitzki (drawn by Z. LaVine),,35,45
128,2,9:04.0,Z. LaVine makes free throw 1 of 2,,36,45
129,2,9:04.0,,Z. Pachulia enters the game for D. Lee,36,45
130,2,9:04.0,,C. Parsons enters the game for D. Nowitzki,36,45
131,2,9:04.0,Z. LaVine misses free throw 2 of 2,,36,45
132,2,9:03.0,,Defensive rebound by C. Parsons,36,45
133,2,8:40.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by G. Dieng),36,45
134,2,8:38.0,,Offensive rebound by Z. Pachulia,36,45
135,2,8:35.0,,D. Harris misses 3-pt jump shot from 25 ft,36,45
136,2,8:34.0,Defensive rebound by Team,,36,45
137,2,8:34.0,Official timeout,,36,45
138,2,8:34.0,,D. Williams enters the game for R. Felton,36,45
139,2,8:34.0,A. Wiggins enters the game for Z. LaVine,,36,45
140,2,8:18.0,S. Muhammad misses 2-pt jump shot from 7 ft,,36,45
141,2,8:17.0,Offensive rebound by S. Muhammad,,36,45
142,2,8:15.0,S. Muhammad makes 2-pt jump shot from 3 ft,,38,45
143,2,7:53.0,,J. Barea misses 2-pt jump shot from 9 ft,38,45
144,2,7:52.0,,Offensive rebound by Team,38,45
145,2,7:52.0,R. Rubio enters the game for T. Jones,,38,45
146,2,7:51.0,,D. Harris makes 2-pt layup from 2 ft (assist by D. Williams),38,47
147,2,7:39.0,Offensive foul by G. Dieng (drawn by D. Harris),,38,47
148,2,7:39.0,Turnover by G. Dieng (offensive foul),,38,47
149,2,7:28.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by D. Williams),38,50
150,2,7:03.0,A. Payne makes 2-pt hook shot from 8 ft (assist by A. Wiggins),,40,50
151,2,6:36.0,,C. Parsons makes 3-pt jump shot from 26 ft (assist by D. Williams),40,53
152,2,6:16.0,S. Muhammad makes 2-pt layup from 3 ft,,42,53
153,2,6:01.0,,D. Williams makes 2-pt jump shot from 21 ft (assist by J. Barea),42,55
154,2,5:50.0,A. Wiggins misses 2-pt layup from 2 ft (block by Z. Pachulia),,42,55
155,2,5:48.0,Offensive rebound by A. Wiggins,,42,55
156,2,5:48.0,A. Wiggins misses 2-pt layup from 1 ft,,42,55
157,2,5:46.0,,Defensive rebound by C. Parsons,42,55
158,2,5:31.0,,C. Parsons misses 2-pt layup from 4 ft (block by G. Dieng),42,55
159,2,5:29.0,Defensive rebound by A. Payne,,42,55
160,2,5:24.0,R. Rubio misses 2-pt jump shot from 19 ft,,42,55
161,2,5:22.0,Offensive rebound by S. Muhammad,,42,55
162,2,5:22.0,S. Muhammad makes 2-pt layup from 1 ft,,44,55
163,2,5:22.0,,Dallas full timeout,44,55
164,2,5:22.0,,R. Felton enters the game for J. Barea,44,55
165,2,5:22.0,,W. Matthews enters the game for D. Harris,44,55
166,2,5:22.0,K. Towns enters the game for A. Payne,,44,55
167,2,5:04.0,,Z. Pachulia misses 2-pt layup from 1 ft,44,55
168,2,5:04.0,Defensive rebound by K. Towns,,44,55
169,2,5:04.0,,Loose ball foul by Z. Pachulia (drawn by K. Towns),44,55
170,2,5:04.0,,D. Lee enters the game for Z. Pachulia,44,55
171,2,4:53.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by R. Rubio),,46,55
172,2,4:28.0,,R. Felton misses 3-pt jump shot from 26 ft,46,55
173,2,4:26.0,Defensive rebound by K. Towns,,46,55
174,2,4:13.0,G. Dieng misses 2-pt jump shot from 3 ft,,46,55
175,2,4:13.0,Offensive rebound by Team,,46,55
176,2,4:13.0,,D. Nowitzki enters the game for C. Parsons,46,55
177,2,4:04.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by R. Rubio),,48,55
178,2,3:57.0,,Shooting block foul by A. Wiggins (drawn by D. Williams),48,55
179,2,3:57.0,,D. Williams makes free throw 1 of 2,48,56
180,2,3:57.0,Z. LaVine enters the game for S. Muhammad,,48,56
181,2,3:57.0,,D. Williams makes free throw 2 of 2,48,57
182,2,3:39.0,G. Dieng misses 2-pt jump shot from 17 ft,,48,57
183,2,3:38.0,,Defensive rebound by D. Lee,48,57
184,2,3:22.0,,R. Felton misses 3-pt jump shot from 24 ft,48,57
185,2,3:21.0,Defensive rebound by A. Wiggins,,48,57
186,2,3:15.0,Offensive foul by K. Towns (drawn by W. Matthews),,48,57
187,2,3:15.0,Turnover by K. Towns (offensive foul),,48,57
188,2,3:15.0,,C. Parsons enters the game for R. Felton,48,57
189,2,2:57.0,,D. Williams misses 3-pt jump shot from 24 ft,48,57
190,2,2:56.0,Defensive rebound by K. Towns,,48,57
191,2,2:47.0,A. Wiggins misses 2-pt jump shot from 16 ft,,48,57
192,2,2:45.0,Offensive rebound by G. Dieng,,48,57
193,2,2:45.0,G. Dieng makes 2-pt dunk at rim,,50,57
194,2,2:44.0,,Dallas full timeout,50,57
195,2,2:44.0,Minnesota full timeout,,50,57
196,2,2:44.0,,Z. Pachulia enters the game for D. Lee,50,57
197,2,2:35.0,,D. Williams misses 3-pt jump shot from 25 ft,50,57
198,2,2:33.0,Defensive rebound by K. Towns,,50,57
199,2,2:15.0,A. Wiggins misses 2-pt jump shot from 13 ft,,50,57
200,2,2:14.0,,Defensive rebound by Z. Pachulia,50,57
201,2,1:58.0,,Shooting block foul by Z. LaVine (drawn by W. Matthews),50,57
202,2,1:58.0,,W. Matthews makes free throw 1 of 2,50,58
203,2,1:58.0,S. Muhammad enters the game for Z. LaVine,,50,58
204,2,1:58.0,,W. Matthews makes free throw 2 of 2,50,59
205,2,1:44.0,Turnover by K. Towns (bad pass; steal by W. Matthews),,50,59
206,2,1:31.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,50,59
207,2,1:30.0,Defensive rebound by Team,,50,59
208,2,1:12.0,K. Towns misses 2-pt jump shot from 19 ft,,50,59
209,2,1:11.0,Offensive rebound by S. Muhammad,,50,59
210,2,1:09.0,S. Muhammad misses 2-pt jump shot from 12 ft,,50,59
211,2,1:08.0,Offensive rebound by S. Muhammad,,50,59
212,2,1:07.0,S. Muhammad misses 2-pt layup from 2 ft (block by W. Matthews),,50,59
213,2,1:06.0,,Defensive rebound by Team,50,59
214,2,0:56.0,,W. Matthews makes 2-pt layup from 2 ft,50,61
215,2,0:46.0,R. Rubio misses 2-pt jump shot from 3 ft (block by D. Nowitzki),,50,61
216,2,0:45.0,Offensive rebound by R. Rubio,,50,61
217,2,0:44.0,R. Rubio makes 2-pt jump shot from 10 ft,,52,61
218,2,0:33.0,,Personal foul by A. Wiggins (drawn by C. Parsons),52,61
219,2,0:33.0,,C. Parsons makes free throw 1 of 2,52,62
220,2,0:33.0,,R. Felton enters the game for D. Nowitzki,52,62
221,2,0:33.0,,C. Parsons makes free throw 2 of 2,52,63
222,2,0:12.0,R. Rubio makes 2-pt layup from 1 ft,,54,63
223,2,0:01.0,,C. Parsons makes 2-pt jump shot from 21 ft,54,65
224,3,11:48.0,,C. Parsons makes 2-pt layup from 1 ft (assist by Z. Pachulia),54,67
225,3,11:34.0,Shooting foul by D. Nowitzki (drawn by A. Wiggins),,54,67
226,3,11:34.0,A. Wiggins makes free throw 1 of 2,,55,67
227,3,11:34.0,A. Wiggins makes free throw 2 of 2,,56,67
228,3,11:26.0,,Personal foul by G. Dieng (drawn by D. Nowitzki),56,67
229,3,11:17.0,,D. Nowitzki misses 2-pt jump shot from 6 ft,56,67
230,3,11:15.0,Defensive rebound by K. Towns,,56,67
231,3,11:02.0,Shooting foul by D. Williams (drawn by G. Dieng),,56,67
232,3,11:02.0,G. Dieng misses free throw 1 of 2,,56,67
233,3,11:02.0,Offensive rebound by Team,,56,67
234,3,11:02.0,G. Dieng misses free throw 2 of 2,,56,67
235,3,11:02.0,,Defensive rebound by C. Parsons,56,67
236,3,10:50.0,,C. Parsons misses 3-pt jump shot from 25 ft,56,67
237,3,10:49.0,Defensive rebound by G. Dieng,,56,67
238,3,10:38.0,A. Wiggins misses 3-pt jump shot from 26 ft,,56,67
239,3,10:38.0,Offensive rebound by G. Dieng,,56,67
240,3,10:38.0,Personal foul by D. Nowitzki (drawn by G. Dieng),,56,67
241,3,10:38.0,,R. Felton enters the game for D. Nowitzki,56,67
242,3,10:28.0,Turnover by A. Wiggins (bad pass; steal by C. Parsons),,56,67
243,3,10:17.0,,C. Parsons makes 2-pt layup at rim (assist by R. Felton),56,69
244,3,9:59.0,Turnover by G. Dieng (traveling),,56,69
245,3,9:47.0,,Shooting foul by K. Towns (drawn by C. Parsons),56,69
246,3,9:47.0,,C. Parsons makes free throw 1 of 3,56,70
247,3,9:47.0,,C. Parsons makes free throw 2 of 3,56,71
248,3,9:47.0,,C. Parsons makes free throw 3 of 3,56,72
249,3,9:38.0,,Violation by D. Williams (kicked ball),56,72
250,3,9:30.0,R. Rubio misses 2-pt jump shot from 17 ft,,56,72
251,3,9:29.0,Offensive rebound by K. Towns,,56,72
252,3,9:26.0,K. Towns makes 2-pt jump shot from 5 ft,,58,72
253,3,9:12.0,,C. Parsons makes 2-pt jump shot from 16 ft (assist by D. Williams),58,74
254,3,9:00.0,Turnover by K. Towns (lost ball; steal by Z. Pachulia),,58,74
255,3,8:52.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by C. Parsons),58,77
256,3,8:50.0,Minnesota full timeout,,58,77
257,3,8:50.0,S. Muhammad enters the game for G. Dieng,,58,77
258,3,8:39.0,A. Wiggins misses 2-pt jump shot from 11 ft,,58,77
259,3,8:37.0,,Defensive rebound by Z. Pachulia,58,77
260,3,8:23.0,,W. Matthews misses 3-pt jump shot from 22 ft,58,77
261,3,8:22.0,Defensive rebound by Z. LaVine,,58,77
262,3,8:17.0,Shooting block foul by D. Williams (drawn by R. Rubio),,58,77
263,3,8:17.0,R. Rubio makes free throw 1 of 2,,59,77
264,3,8:17.0,R. Rubio makes free throw 2 of 2,,60,77
265,3,8:02.0,,C. Parsons misses 3-pt jump shot from 24 ft,60,77
266,3,8:01.0,,Offensive rebound by Z. Pachulia,60,77
267,3,7:45.0,,D. Williams misses 3-pt jump shot from 25 ft,60,77
268,3,7:44.0,Defensive rebound by Z. LaVine,,60,77
269,3,7:38.0,Z. LaVine misses 2-pt jump shot from 6 ft,,60,77
270,3,7:36.0,,Defensive rebound by R. Felton,60,77
271,3,7:31.0,,W. Matthews makes 2-pt layup from 2 ft (assist by D. Williams),60,79
272,3,7:16.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by K. Towns),,62,79
273,3,7:01.0,,Personal foul by S. Muhammad (drawn by W. Matthews),62,79
274,3,6:55.0,,D. Williams misses 2-pt jump shot from 19 ft,62,79
275,3,6:53.0,Defensive rebound by K. Towns,,62,79
276,3,6:45.0,A. Wiggins makes 2-pt jump shot from 18 ft,,64,79
277,3,6:45.0,,Dallas full timeout,64,79
278,3,6:31.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by C. Parsons),64,81
279,3,6:13.0,Z. LaVine misses 2-pt layup from 2 ft,,64,81
280,3,6:12.0,Offensive rebound by K. Towns,,64,81
281,3,6:12.0,K. Towns makes 2-pt layup from 1 ft,,66,81
282,3,5:53.0,,W. Matthews misses 2-pt jump shot from 13 ft,66,81
283,3,5:51.0,Defensive rebound by K. Towns,,66,81
284,3,5:47.0,R. Rubio makes 2-pt jump shot from 6 ft,,68,81
285,3,5:47.0,Shooting foul by D. Williams (drawn by R. Rubio),,68,81
286,3,5:47.0,R. Rubio makes free throw 1 of 1,,69,81
287,3,5:34.0,,W. Matthews misses 2-pt jump shot from 20 ft,69,81
288,3,5:33.0,,Offensive rebound by D. Williams,69,81
289,3,5:30.0,,D. Williams makes 2-pt jump shot from 5 ft,69,83
290,3,5:17.0,Personal block foul by Z. Pachulia (drawn by K. Towns),,69,83
291,3,5:17.0,K. Towns misses free throw 1 of 2,,69,83
292,3,5:17.0,Offensive rebound by Team,,69,83
293,3,5:17.0,,D. Lee enters the game for Z. Pachulia,69,83
294,3,5:17.0,K. Towns misses free throw 2 of 2,,69,83
295,3,5:16.0,,Defensive rebound by D. Lee,69,83
296,3,5:02.0,,D. Williams misses 2-pt jump shot from 13 ft,69,83
297,3,5:01.0,Defensive rebound by Z. LaVine,,69,83
298,3,4:49.0,R. Rubio misses 3-pt jump shot from 25 ft,,69,83
299,3,4:49.0,,Defensive rebound by D. Williams,69,83
300,3,4:42.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Williams),69,86
301,3,4:28.0,Personal foul by D. Williams (drawn by A. Wiggins),,69,86
302,3,4:28.0,A. Wiggins makes free throw 1 of 2,,70,86
303,3,4:28.0,,D. Harris enters the game for D. Williams,70,86
304,3,4:28.0,A. Wiggins misses free throw 2 of 2,,70,86
305,3,4:27.0,,Defensive rebound by C. Parsons,70,86
306,3,4:13.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Harris),70,89
307,3,3:56.0,Turnover by A. Wiggins (lost ball; steal by R. Felton),,70,89
308,3,3:36.0,,D. Lee makes 2-pt layup at rim (assist by R. Felton),70,91
309,3,3:22.0,Z. LaVine misses 3-pt jump shot from 27 ft,,70,91
310,3,3:21.0,Offensive rebound by Team,,70,91
311,3,3:21.0,T. Jones enters the game for R. Rubio,,70,91
312,3,3:21.0,G. Dieng enters the game for K. Towns,,70,91
313,3,3:07.0,T. Jones misses 2-pt jump shot from 6 ft,,70,91
314,3,3:05.0,,Defensive rebound by D. Lee,70,91
315,3,2:55.0,,R. Felton makes 3-pt jump shot from 25 ft (assist by C. Parsons),70,94
316,3,2:34.0,Shooting foul by W. Matthews (drawn by A. Wiggins),,70,94
317,3,2:34.0,A. Wiggins misses free throw 1 of 2,,70,94
318,3,2:34.0,Offensive rebound by Team,,70,94
319,3,2:34.0,A. Wiggins misses free throw 2 of 2,,70,94
320,3,2:33.0,Offensive rebound by G. Dieng,,70,94
321,3,2:23.0,Z. LaVine misses 2-pt jump shot from 17 ft,,70,94
322,3,2:22.0,,Defensive rebound by C. Parsons,70,94
323,3,2:11.0,,D. Lee makes 2-pt hook shot from 6 ft,70,96
324,3,2:11.0,,Shooting foul by G. Dieng (drawn by D. Lee),70,96
325,3,2:11.0,A. Payne enters the game for A. Wiggins,,70,96
326,3,2:11.0,,D. Lee makes free throw 1 of 1,70,97
327,3,1:57.0,A. Payne misses 2-pt hook shot from 7 ft,,70,97
328,3,1:55.0,,Defensive rebound by R. Felton,70,97
329,3,1:49.0,,R. Felton misses 3-pt jump shot from 25 ft,70,97
330,3,1:47.0,Defensive rebound by Z. LaVine,,70,97
331,3,1:40.0,Shooting foul by W. Matthews (drawn by S. Muhammad),,70,97
332,3,1:40.0,S. Muhammad makes free throw 1 of 2,,71,97
333,3,1:40.0,D. Rudež enters the game for G. Dieng,,71,97
334,3,1:40.0,,J. Barea enters the game for W. Matthews,71,97
335,3,1:40.0,,D. Nowitzki enters the game for C. Parsons,71,97
336,3,1:40.0,S. Muhammad misses free throw 2 of 2,,71,97
337,3,1:39.0,,Defensive rebound by D. Lee,71,97
338,3,1:20.0,,Turnover by D. Nowitzki (bad pass; steal by T. Jones),71,97
339,3,1:16.0,Turnover by S. Muhammad (lost ball),,71,97
340,3,1:16.0,,C. Villanueva enters the game for D. Nowitzki,71,97
341,3,0:57.0,,C. Villanueva misses 3-pt jump shot from 25 ft,71,97
342,3,0:56.0,Defensive rebound by T. Jones,,71,97
343,3,0:50.0,D. Rudež misses 3-pt jump shot from 25 ft,,71,97
344,3,0:49.0,,Defensive rebound by R. Felton,71,97
345,3,0:37.0,,J. Barea misses 3-pt jump shot from 23 ft,71,97
346,3,0:36.0,,Offensive rebound by J. Barea,71,97
347,3,0:15.0,Violation by A. Payne (def goaltending),,71,97
348,3,0:15.0,,D. Lee makes 2-pt layup from 1 ft (assist by J. Barea),71,99
349,3,0:01.0,T. Jones makes 3-pt jump shot from 26 ft,,74,99
350,4,11:50.0,Personal foul by D. Harris (drawn by S. Muhammad),,74,99
351,4,11:41.0,Offensive foul by S. Muhammad (drawn by D. Harris),,74,99
352,4,11:41.0,Turnover by S. Muhammad (offensive foul),,74,99
353,4,11:30.0,,Turnover by D. Lee (bad pass; steal by Z. LaVine),74,99
354,4,11:23.0,Z. LaVine makes 2-pt layup from 2 ft,,76,99
355,4,11:03.0,,Shooting foul by D. Rudež (drawn by C. Villanueva),76,99
356,4,11:03.0,,C. Villanueva makes free throw 1 of 2,76,100
357,4,11:03.0,,C. Villanueva makes free throw 2 of 2,76,101
358,4,10:48.0,Z. LaVine misses 3-pt jump shot from 24 ft,,76,101
359,4,10:47.0,Offensive rebound by A. Payne,,76,101
360,4,10:46.0,Shooting foul by C. Villanueva (drawn by S. Muhammad),,76,101
361,4,10:46.0,S. Muhammad makes free throw 1 of 2,,77,101
362,4,10:46.0,S. Muhammad makes free throw 2 of 2,,78,101
363,4,10:31.0,,C. Villanueva makes 2-pt jump shot from 15 ft (assist by J. Barea),78,103
364,4,10:31.0,,Shooting foul by D. Rudež (drawn by C. Villanueva),78,103
365,4,10:31.0,,C. Villanueva makes free throw 1 of 1,78,104
366,4,10:16.0,A. Payne misses 2-pt jump shot from 2 ft,,78,104
367,4,10:15.0,,Defensive rebound by C. Villanueva,78,104
368,4,10:08.0,,D. Lee makes 2-pt layup from 1 ft (assist by D. Harris),78,106
369,4,10:00.0,Turnover by D. Rudež (bad pass; steal by D. Lee),,78,106
370,4,9:42.0,,C. Villanueva misses 3-pt jump shot from 27 ft,78,106
371,4,9:41.0,Defensive rebound by D. Rudež,,78,106
372,4,9:31.0,A. Payne misses 2-pt jump shot from 6 ft,,78,106
373,4,9:30.0,Offensive rebound by A. Payne,,78,106
374,4,9:29.0,,Loose ball foul by D. Harris (drawn by A. Payne),78,106
375,4,9:23.0,T. Jones misses 3-pt jump shot from 27 ft,,78,106
376,4,9:22.0,,Defensive rebound by C. Villanueva,78,106
377,4,9:07.0,,J. Barea makes 2-pt layup from 1 ft (assist by R. Felton),78,108
378,4,9:06.0,Minnesota full timeout,,78,108
379,4,9:06.0,,J. Anderson enters the game for D. Harris,78,108
380,4,8:51.0,T. Jones misses 3-pt jump shot from 23 ft,,78,108
