,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
391,4,2:35.0,Defensive rebound by Team,,93,95
392,4,2:35.0,,Loose ball foul by T. Thompson,93,95
393,4,2:35.0,Dallas full timeout,,93,95
394,4,2:21.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,93,95
395,4,2:20.0,,Defensive rebound by K. Irving,93,95
396,4,2:05.0,,K. Irving misses 2-pt jump shot from 6 ft (block by D. Harris),93,95
397,4,2:04.0,Defensive rebound by D. Harris,,93,95
398,4,1:57.0,D. Harris misses 3-pt jump shot from 26 ft,,93,95
399,4,1:56.0,,Defensive rebound by Team,93,95
400,4,1:36.0,,K. Irving makes 2-pt layup from 2 ft (assist by K. Love),93,97
401,4,1:24.0,Personal foul by I. Shumpert,,93,97
402,4,1:17.0,Z. Pachulia misses 2-pt layup from 2 ft (block by K. Irving),,93,97
403,4,1:17.0,Offensive rebound by Team,,93,97
404,4,1:11.0,D. Nowitzki makes 2-pt jump shot from 14 ft,,95,97
405,4,0:49.0,,K. Irving misses 3-pt jump shot from 23 ft,95,97
406,4,0:48.0,Defensive rebound by D. Harris,,95,97
407,4,0:36.0,Turnover by J. Barea (bad pass),,95,97
408,4,0:36.0,,Cleveland full timeout,95,97
409,4,0:36.0,,M. Dellavedova enters the game for I. Shumpert,95,97
410,4,0:17.0,,Turnover by K. Irving (bad pass),95,97
411,4,0:17.0,,I. Shumpert enters the game for M. Dellavedova,95,97
412,4,0:03.0,Turnover by D. Harris (bad pass; steal by K. Irving),,95,97
413,4,0:02.0,,Personal foul by D. Nowitzki,95,97
414,4,0:02.0,,K. Irving makes free throw 1 of 2,95,98
415,4,0:02.0,D. Lee enters the game for J. Barea,,95,98
416,4,0:02.0,,K. Irving makes free throw 2 of 2,95,99
417,4,0:02.0,Dallas full timeout,,95,99
418,4,0:02.0,J. Barea enters the game for D. Lee,,95,99
419,4,0:02.0,W. Matthews enters the game for D. Harris,,95,99
420,4,0:02.0,D. Williams enters the game for Z. Pachulia,,95,99
421,4,0:02.0,,M. Dellavedova enters the game for K. Love,95,99
422,4,0:00.0,D. Williams makes 3-pt jump shot from 25 ft (assist by C. Parsons),,98,99
