,QUARTER,TIME_REMAINING,UTAH_ACTION,INDIANA_ACTION,UTAH_SCORE,INDIANA_SCORE
0,1,11:45.0,D. Favors misses 2-pt hook shot from 4 ft,,0,0
1,1,11:44.0,,Defensive rebound by I. Mahinmi,0,0
2,1,11:26.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by P. George),0,3
3,1,11:16.0,Turnover by R. Gobert (bad pass; steal by M. Ellis),,0,3
4,1,11:12.0,,M. Ellis makes 2-pt layup at rim,0,5
5,1,10:55.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Favors),,2,5
6,1,10:42.0,,G. Hill misses 2-pt jump shot from 13 ft,2,5
7,1,10:41.0,Defensive rebound by R. Hood,,2,5
8,1,10:25.0,R. Hood makes 2-pt layup from 1 ft,,4,5
9,1,10:17.0,,C. Miles misses 2-pt jump shot from 3 ft,4,5
10,1,10:17.0,Defensive rebound by R. Gobert,,4,5
11,1,10:03.0,R. Neto misses 2-pt jump shot from 15 ft,,4,5
12,1,10:02.0,,Defensive rebound by P. George,4,5
13,1,9:56.0,,P. George makes 2-pt jump shot from 15 ft (assist by G. Hill),4,7
14,1,9:56.0,,Shooting foul by R. Neto (drawn by P. George),4,7
15,1,9:56.0,,P. George misses free throw 1 of 1,4,7
16,1,9:56.0,Defensive rebound by R. Gobert,,4,7
17,1,9:35.0,R. Hood makes 2-pt jump shot from 13 ft (assist by R. Gobert),,6,7
18,1,9:30.0,,Turnover by M. Ellis (bad pass; steal by R. Hood),6,7
19,1,9:22.0,G. Hayward misses 3-pt jump shot from 22 ft,,6,7
20,1,9:20.0,,Defensive rebound by I. Mahinmi,6,7
21,1,9:07.0,,C. Miles misses 3-pt jump shot from 27 ft,6,7
22,1,9:06.0,Defensive rebound by R. Gobert,,6,7
23,1,9:00.0,Turnover by R. Neto (bad pass; steal by M. Ellis),,6,7
24,1,8:44.0,,C. Miles misses 3-pt jump shot from 24 ft,6,7
25,1,8:44.0,Defensive rebound by R. Hood,,6,7
26,1,8:34.0,D. Favors misses 2-pt layup from 1 ft (block by M. Ellis),,6,7
27,1,8:33.0,,Defensive rebound by M. Ellis,6,7
28,1,8:29.0,,Shooting block foul by R. Gobert (drawn by G. Hill),6,7
29,1,8:29.0,,G. Hill makes free throw 1 of 2,6,8
30,1,8:29.0,,G. Hill makes free throw 2 of 2,6,9
31,1,8:14.0,G. Hayward misses 2-pt jump shot from 16 ft,,6,9
32,1,8:13.0,,Defensive rebound by Team,6,9
33,1,8:13.0,Loose ball foul by D. Favors (drawn by C. Miles),,6,9
34,1,8:02.0,,M. Ellis misses 2-pt jump shot from 19 ft,6,9
35,1,8:01.0,Defensive rebound by R. Gobert,,6,9
36,1,7:53.0,R. Hood misses 3-pt jump shot from 24 ft,,6,9
37,1,7:52.0,Offensive rebound by D. Favors,,6,9
38,1,7:42.0,Turnover by D. Favors (traveling),,6,9
39,1,7:35.0,,Turnover by G. Hill (bad pass; steal by D. Favors),6,9
40,1,7:25.0,G. Hayward makes 2-pt layup from 1 ft (assist by R. Neto),,8,9
41,1,7:09.0,,M. Ellis misses 2-pt jump shot from 19 ft,8,9
42,1,7:09.0,,Offensive rebound by Team,8,9
43,1,7:09.0,Loose ball foul by D. Favors (drawn by G. Hill),,8,9
44,1,7:09.0,T. Booker enters the game for D. Favors,,8,9
45,1,6:59.0,,Turnover by C. Miles (bad pass; steal by R. Hood),8,9
46,1,6:56.0,Personal foul by P. George (drawn by G. Hayward),,8,9
47,1,6:50.0,R. Neto misses 3-pt jump shot from 23 ft,,8,9
48,1,6:48.0,Offensive rebound by R. Neto,,8,9
49,1,6:46.0,Turnover by R. Neto (bad pass; steal by G. Hill),,8,9
50,1,6:42.0,,Personal block foul by R. Hood (drawn by M. Ellis),8,9
51,1,6:42.0,,M. Ellis makes free throw 1 of 2,8,10
52,1,6:42.0,,M. Ellis makes free throw 2 of 2,8,11
53,1,6:30.0,Turnover by R. Neto (bad pass),,8,11
54,1,6:16.0,,P. George makes 2-pt jump shot from 19 ft,8,13
55,1,5:59.0,R. Hood misses 2-pt layup from 2 ft (block by I. Mahinmi),,8,13
56,1,5:58.0,Offensive rebound by R. Hood,,8,13
57,1,5:56.0,R. Hood makes 2-pt layup at rim,,10,13
58,1,5:44.0,,Indiana full timeout,10,13
59,1,5:44.0,T. Burke enters the game for R. Neto,,10,13
