,QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
60,1,4:09.0,,A. Bogut makes 2-pt jump shot from 8 ft (assist by A. Iguodala),16,25
61,1,3:53.0,T. Ariza misses 3-pt jump shot from 23 ft,,16,25
62,1,3:52.0,,Defensive rebound by K. Thompson,16,25
63,1,3:35.0,,S. Livingston makes 2-pt dunk at rim (assist by K. Thompson),16,27
64,1,3:16.0,D. Howard misses 2-pt hook shot from 2 ft,,16,27
65,1,3:16.0,,Defensive rebound by D. Green,16,27
66,1,3:04.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Livingston),16,30
67,1,2:52.0,J. Smith misses 3-pt jump shot from 25 ft,,16,30
68,1,2:51.0,,Defensive rebound by Team,16,30
69,1,2:51.0,Loose ball foul by D. Howard,,16,30
70,1,2:51.0,,Golden State full timeout,16,30
71,1,2:51.0,,F. Ezeli enters the game for A. Bogut,16,30
72,1,2:51.0,M. Beasley enters the game for D. Howard,,16,30
73,1,2:51.0,,I. Clark enters the game for S. Livingston,16,30
74,1,2:40.0,,K. Thompson misses 3-pt jump shot from 25 ft,16,30
75,1,2:39.0,Defensive rebound by J. Terry,,16,30
76,1,2:26.0,Turnover by J. Harden (lost ball; steal by I. Clark),,16,30
77,1,2:19.0,,I. Clark makes 2-pt layup from 1 ft (assist by A. Iguodala),16,32
78,1,2:02.0,J. Harden misses 3-pt jump shot from 26 ft,,16,32
79,1,2:02.0,,Defensive rebound by F. Ezeli,16,32
80,1,1:46.0,,F. Ezeli misses 2-pt hook shot from 5 ft,16,32
81,1,1:45.0,Defensive rebound by M. Beasley,,16,32
82,1,1:35.0,J. Terry misses 2-pt jump shot from 21 ft,,16,32
83,1,1:35.0,,Defensive rebound by D. Green,16,32
84,1,1:26.0,,F. Ezeli misses 2-pt hook shot from 7 ft,16,32
85,1,1:25.0,Defensive rebound by M. Beasley,,16,32
86,1,1:19.0,Turnover by J. Harden (bad pass; steal by I. Clark),,16,32
87,1,1:16.0,,Personal foul by J. Terry,16,32
88,1,1:12.0,,D. Green makes 3-pt jump shot from 27 ft (assist by A. Iguodala),16,35
89,1,0:54.0,M. Beasley misses 2-pt jump shot from 19 ft,,16,35
90,1,0:53.0,,Defensive rebound by K. Thompson,16,35
91,1,0:51.0,,Turnover by K. Thompson (bad pass; steal by T. Ariza),16,35
92,1,0:46.0,Shooting foul by F. Ezeli (drawn by J. Harden),,16,35
93,1,0:46.0,J. Harden makes free throw 1 of 2,,17,35
94,1,0:46.0,J. Harden makes free throw 2 of 2,,18,35
95,1,0:44.0,,Personal foul by M. Beasley,18,35
96,1,0:44.0,,F. Ezeli misses free throw 1 of 2,18,35
97,1,0:44.0,,Offensive rebound by Team,18,35
98,1,0:44.0,D. Motiejūnas enters the game for J. Smith,,18,35
99,1,0:44.0,,F. Ezeli misses free throw 2 of 2,18,35
100,1,0:41.0,Defensive rebound by M. Beasley,,18,35
101,1,0:35.0,Turnover by J. Harden (lost ball),,18,35
102,1,0:35.0,,M. Speights enters the game for F. Ezeli,18,35
103,1,0:34.0,,Personal foul by D. Motiejūnas,18,35
104,1,0:34.0,,A. Iguodala makes free throw 1 of 2,18,36
105,1,0:34.0,,A. Iguodala makes free throw 2 of 2,18,37
106,1,0:25.0,Personal foul by I. Clark,,18,37
107,1,0:25.0,J. Harden makes free throw 1 of 2,,19,37
108,1,0:25.0,J. Harden makes free throw 2 of 2,,20,37
109,1,0:04.0,,M. Speights misses 3-pt jump shot from 23 ft,20,37
110,1,0:03.0,Defensive rebound by J. Harden,,20,37
111,1,0:01.0,J. Terry misses 3-pt jump shot from 36 ft,,20,37
112,1,0:00.0,Offensive rebound by Team,,20,37
113,2,11:38.0,,A. Iguodala misses 3-pt jump shot from 24 ft,20,37
114,2,11:37.0,Defensive rebound by P. Beverley,,20,37
115,2,11:29.0,M. Beasley misses 2-pt dunk at rim,,20,37
116,2,11:28.0,Offensive rebound by P. Beverley,,20,37
117,2,11:26.0,P. Beverley makes 2-pt jump shot from 5 ft,,22,37
118,2,11:06.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by I. Clark),22,39
119,2,10:49.0,Turnover by M. Beasley (lost ball),,22,39
120,2,10:33.0,,H. Barnes misses 2-pt jump shot from 18 ft,22,39
121,2,10:32.0,,Offensive rebound by I. Clark,22,39
122,2,10:19.0,,I. Clark misses 3-pt jump shot from 25 ft,22,39
123,2,10:18.0,Defensive rebound by P. Beverley,,22,39
124,2,10:13.0,Offensive foul by C. Brewer (drawn by M. Speights),,22,39
125,2,10:13.0,Turnover by C. Brewer (offensive foul),,22,39
126,2,9:58.0,,L. Barbosa misses 3-pt jump shot from 25 ft,22,39
127,2,9:58.0,Defensive rebound by J. Terry,,22,39
128,2,9:48.0,Personal foul by A. Iguodala,,22,39
129,2,9:39.0,D. Howard misses 2-pt hook shot from 10 ft,,22,39
130,2,9:39.0,,Defensive rebound by I. Clark,22,39
131,2,9:32.0,,H. Barnes misses 2-pt jump shot from 15 ft,22,39
132,2,9:31.0,Defensive rebound by P. Beverley,,22,39
133,2,9:25.0,J. Terry misses 3-pt jump shot from 26 ft,,22,39
134,2,9:25.0,,Defensive rebound by L. Barbosa,22,39
135,2,9:08.0,,M. Speights makes 2-pt jump shot from 19 ft (assist by A. Iguodala),22,41
136,2,8:47.0,C. Brewer misses 2-pt layup from 2 ft,,22,41
137,2,8:45.0,Offensive rebound by D. Howard,,22,41
138,2,8:45.0,D. Howard makes 2-pt dunk at rim,,24,41
139,2,8:31.0,,L. Barbosa misses 3-pt jump shot from 26 ft,24,41
140,2,8:31.0,Defensive rebound by M. Beasley,,24,41
141,2,8:27.0,Personal foul by M. Speights,,24,41
142,2,8:27.0,Official timeout,,24,41
143,2,8:27.0,,B. Rush enters the game for A. Iguodala,24,41
144,2,8:27.0,,S. Livingston enters the game for I. Clark,24,41
145,2,8:12.0,M. Beasley makes 2-pt layup from 1 ft,,26,41
146,2,7:56.0,,Turnover by M. Speights (lost ball; steal by D. Howard),26,41
147,2,7:52.0,D. Howard makes 2-pt dunk at rim (assist by J. Terry),,28,41
148,2,7:32.0,,B. Rush makes 2-pt jump shot from 5 ft,28,43
149,2,7:13.0,D. Howard misses 2-pt jump shot from 4 ft (block by M. Speights),,28,43
150,2,7:13.0,Offensive rebound by Team,,28,43
151,2,7:13.0,,K. Thompson enters the game for L. Barbosa,28,43
152,2,7:13.0,T. Ariza enters the game for J. Terry,,28,43
153,2,7:13.0,,A. Bogut enters the game for M. Speights,28,43
154,2,7:13.0,,D. Green enters the game for H. Barnes,28,43
155,2,7:05.0,T. Ariza misses 3-pt jump shot from 25 ft,,28,43
156,2,7:04.0,,Defensive rebound by B. Rush,28,43
157,2,6:58.0,,S. Livingston makes 2-pt jump shot from 18 ft,28,45
158,2,6:45.0,M. Beasley misses 2-pt jump shot from 4 ft (block by D. Green),,28,45
159,2,6:44.0,,Defensive rebound by A. Bogut,28,45
160,2,6:38.0,,B. Rush makes 3-pt jump shot from 23 ft (assist by D. Green),28,48
161,2,6:26.0,C. Brewer misses 3-pt jump shot from 23 ft,,28,48
162,2,6:23.0,,Defensive rebound by S. Livingston,28,48
163,2,6:15.0,,K. Thompson misses 3-pt jump shot from 25 ft,28,48
164,2,6:15.0,,Offensive rebound by A. Bogut,28,48
165,2,5:59.0,,D. Green misses 3-pt jump shot from 26 ft,28,48
166,2,5:58.0,Defensive rebound by D. Howard,,28,48
167,2,5:48.0,Turnover by C. Brewer (step out of bounds),,28,48
168,2,5:48.0,D. Motiejūnas enters the game for M. Beasley,,28,48
169,2,5:48.0,J. Harden enters the game for C. Brewer,,28,48
170,2,5:48.0,,Golden State full timeout,28,48
171,2,5:24.0,,Turnover by Team (shot clock),28,48
172,2,5:01.0,J. Harden makes 2-pt jump shot from 18 ft,,30,48
173,2,4:47.0,,Turnover by S. Livingston (bad pass; steal by D. Motiejūnas),30,48
174,2,4:39.0,Turnover by T. Ariza (lost ball),,30,48
175,2,4:17.0,,Golden State full timeout,30,48
176,2,4:15.0,,Turnover by K. Thompson (lost ball; steal by T. Ariza),30,48
177,2,4:04.0,J. Harden misses 2-pt jump shot from 18 ft,,30,48
178,2,4:03.0,Offensive rebound by D. Motiejūnas,,30,48
179,2,3:47.0,J. Harden makes 2-pt jump shot from 13 ft,,32,48
180,2,3:38.0,,S. Livingston makes 2-pt layup from 1 ft,32,50
181,2,3:23.0,D. Motiejūnas misses 2-pt jump shot from 6 ft,,32,50
182,2,3:21.0,Offensive rebound by D. Howard,,32,50
183,2,3:18.0,D. Howard misses 2-pt layup from 2 ft (block by A. Bogut),,32,50
184,2,3:17.0,,Defensive rebound by A. Bogut,32,50
185,2,3:10.0,,B. Rush misses 3-pt jump shot from 26 ft,32,50
186,2,3:10.0,Defensive rebound by J. Harden,,32,50
187,2,3:08.0,Personal foul by S. Livingston,,32,50
188,2,3:08.0,J. Harden makes free throw 1 of 3,,33,50
189,2,3:08.0,J. Harden makes free throw 2 of 3,,34,50
190,2,3:08.0,,A. Iguodala enters the game for B. Rush,34,50
191,2,3:08.0,J. Harden makes free throw 3 of 3,,35,50
192,2,2:45.0,Violation by D. Howard (def goaltending),,35,50
193,2,2:45.0,,D. Green makes 2-pt layup from 2 ft,35,52
194,2,2:35.0,D. Motiejūnas makes 2-pt hook shot from 6 ft (assist by J. Harden),,37,52
195,2,2:34.0,,Technical foul by D. Green,37,52
196,2,2:34.0,Technical foul by D. Howard,,37,52
197,2,2:26.0,,Personal foul by T. Ariza,37,52
198,2,2:26.0,Houston full timeout,,37,52
199,2,2:26.0,,H. Barnes enters the game for A. Bogut,37,52
200,2,2:21.0,,Personal foul by T. Ariza,37,52
201,2,2:21.0,C. Brewer enters the game for D. Motiejūnas,,37,52
202,2,2:07.0,,K. Thompson makes 2-pt jump shot from 18 ft,37,54
203,2,1:40.0,D. Howard misses 2-pt hook shot from 5 ft,,37,54
204,2,1:39.0,,Defensive rebound by D. Green,37,54
205,2,1:35.0,,D. Green makes 2-pt layup from 2 ft,37,56
206,2,1:35.0,,Shooting foul by D. Howard (drawn by D. Green),37,56
207,2,1:35.0,,D. Green makes free throw 1 of 1,37,57
208,2,1:23.0,Turnover by J. Harden (bad pass; steal by A. Iguodala),,37,57
209,2,1:16.0,,H. Barnes makes 2-pt layup from 2 ft (assist by A. Iguodala),37,59
210,2,1:02.0,C. Brewer misses 2-pt jump shot from 6 ft,,37,59
211,2,1:01.0,Offensive rebound by D. Howard,,37,59
212,2,0:59.0,T. Ariza misses 3-pt jump shot from 26 ft,,37,59
213,2,0:59.0,,Defensive rebound by Team,37,59
214,2,0:59.0,Technical foul by Team,,37,59
215,2,0:59.0,,K. Thompson misses technical free throw,37,59
216,2,0:59.0,,Offensive rebound by Team,37,59
217,2,0:39.0,,D. Green misses 3-pt jump shot from 25 ft,37,59
218,2,0:38.0,Defensive rebound by T. Ariza,,37,59
219,2,0:31.0,J. Harden misses 3-pt jump shot from 26 ft,,37,59
220,2,0:30.0,,Defensive rebound by K. Thompson,37,59
221,2,0:08.0,,K. Thompson misses 3-pt jump shot from 26 ft,37,59
222,2,0:07.0,Defensive rebound by Team,,37,59
223,2,0:05.0,,B. Rush enters the game for S. Livingston,37,59
224,2,0:01.0,C. Brewer misses 2-pt jump shot from 6 ft,,37,59
225,2,0:00.0,Offensive rebound by Team,,37,59
226,3,11:39.0,,H. Barnes misses 3-pt jump shot from 24 ft,37,59
227,3,11:38.0,,Offensive rebound by H. Barnes,37,59
228,3,11:27.0,,Turnover by H. Barnes (lost ball; steal by J. Harden),37,59
229,3,11:16.0,D. Motiejūnas makes 2-pt jump shot from 5 ft (assist by P. Beverley),,39,59
230,3,10:51.0,,H. Barnes misses 2-pt jump shot from 13 ft,39,59
231,3,10:50.0,Defensive rebound by D. Howard,,39,59
232,3,10:41.0,D. Motiejūnas makes 3-pt jump shot from 26 ft (assist by P. Beverley),,42,59
233,3,10:41.0,,Golden State full timeout,42,59
234,3,10:16.0,,K. Thompson makes 2-pt jump shot from 19 ft,42,61
235,3,9:50.0,P. Beverley misses 2-pt jump shot from 5 ft,,42,61
236,3,9:49.0,,Defensive rebound by D. Green,42,61
237,3,9:43.0,,D. Green misses 2-pt layup from 2 ft,42,61
238,3,9:42.0,Defensive rebound by D. Howard,,42,61
239,3,9:41.0,Personal foul by A. Bogut,,42,61
240,3,9:34.0,Shooting foul by A. Bogut (drawn by D. Howard),,42,61
241,3,9:34.0,D. Howard misses free throw 1 of 2,,42,61
242,3,9:34.0,Offensive rebound by Team,,42,61
243,3,9:34.0,D. Howard misses free throw 2 of 2,,42,61
244,3,9:34.0,Offensive rebound by J. Harden,,42,61
245,3,9:32.0,J. Harden misses 2-pt jump shot from 6 ft,,42,61
246,3,9:22.0,Offensive rebound by D. Howard,,42,61
247,3,9:22.0,D. Howard makes 2-pt layup from 1 ft,,44,61
248,3,9:22.0,,Personal foul by P. Beverley,44,61
249,3,9:13.0,,H. Barnes misses 3-pt jump shot from 26 ft,44,61
250,3,9:12.0,Defensive rebound by D. Motiejūnas,,44,61
251,3,9:06.0,Shooting foul by D. Green (drawn by J. Harden),,44,61
252,3,9:06.0,J. Harden makes free throw 1 of 2,,45,61
253,3,9:06.0,J. Harden misses free throw 2 of 2,,45,61
254,3,9:05.0,,Defensive rebound by D. Green,45,61
255,3,8:56.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Bogut),45,64
256,3,8:44.0,P. Beverley misses 3-pt jump shot from 25 ft,,45,64
257,3,8:44.0,,Defensive rebound by D. Green,45,64
258,3,8:34.0,,S. Livingston misses 2-pt jump shot from 16 ft (block by D. Motiejūnas),45,64
259,3,8:33.0,Defensive rebound by Team,,45,64
260,3,8:22.0,D. Motiejūnas misses 2-pt layup from 3 ft (block by A. Bogut),,45,64
261,3,8:21.0,Offensive rebound by Team,,45,64
262,3,8:12.0,J. Harden misses 2-pt jump shot from 18 ft,,45,64
263,3,8:11.0,Offensive rebound by D. Howard,,45,64
264,3,8:07.0,T. Ariza misses 3-pt jump shot from 26 ft,,45,64
265,3,8:06.0,Offensive rebound by D. Howard,,45,64
266,3,8:01.0,P. Beverley misses 3-pt jump shot from 26 ft,,45,64
267,3,7:58.0,Offensive rebound by D. Motiejūnas,,45,64
268,3,7:53.0,T. Ariza misses 3-pt jump shot from 26 ft,,45,64
269,3,7:53.0,Offensive rebound by Team,,45,64
270,3,7:53.0,,Loose ball foul by A. Bogut,45,64
271,3,7:44.0,Personal foul by A. Bogut,,45,64
272,3,7:44.0,D. Motiejūnas misses free throw 1 of 2,,45,64
273,3,7:44.0,Offensive rebound by Team,,45,64
274,3,7:44.0,,A. Varejão enters the game for A. Bogut,45,64
275,3,7:44.0,D. Motiejūnas misses free throw 2 of 2,,45,64
276,3,7:43.0,,Defensive rebound by D. Green,45,64
277,3,7:31.0,,K. Thompson makes 3-pt jump shot from 29 ft (assist by A. Varejão),45,67
278,3,7:16.0,D. Motiejūnas misses 2-pt jump shot from 10 ft,,45,67
279,3,7:15.0,,Defensive rebound by S. Livingston,45,67
280,3,7:06.0,,S. Livingston makes 2-pt jump shot from 14 ft,45,69
281,3,7:05.0,Houston full timeout,,45,69
282,3,7:05.0,M. Beasley enters the game for D. Motiejūnas,,45,69
283,3,6:47.0,J. Harden makes 2-pt layup from 2 ft (assist by M. Beasley),,47,69
284,3,6:30.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Varejão),47,71
285,3,6:30.0,,Shooting foul by P. Beverley (drawn by D. Green),47,71
286,3,6:30.0,,D. Green makes free throw 1 of 1,47,72
287,3,6:15.0,M. Beasley misses 2-pt jump shot from 6 ft (block by D. Green),,47,72
288,3,6:14.0,Offensive rebound by M. Beasley,,47,72
289,3,6:13.0,M. Beasley misses 2-pt jump shot from 9 ft,,47,72
290,3,6:09.0,,Defensive rebound by A. Varejão,47,72
291,3,6:02.0,,K. Thompson makes 3-pt jump shot from 28 ft,47,75
292,3,5:50.0,M. Beasley misses 3-pt jump shot from 24 ft,,47,75
293,3,5:49.0,,Defensive rebound by A. Varejão,47,75
294,3,5:37.0,,K. Thompson makes 3-pt jump shot from 31 ft (assist by S. Livingston),47,78
295,3,5:36.0,Houston full timeout,,47,78
296,3,5:36.0,,A. Iguodala enters the game for H. Barnes,47,78
297,3,5:24.0,J. Harden misses 2-pt layup from 2 ft,,47,78
298,3,5:24.0,,Defensive rebound by A. Varejão,47,78
299,3,5:05.0,,K. Thompson misses 3-pt jump shot from 23 ft,47,78
300,3,5:04.0,Defensive rebound by M. Beasley,,47,78
301,3,4:50.0,T. Ariza makes 2-pt jump shot from 18 ft,,49,78
302,3,4:39.0,,Personal foul by P. Beverley,49,78
303,3,4:39.0,,A. Iguodala misses free throw 1 of 3,49,78
304,3,4:39.0,,Offensive rebound by Team,49,78
305,3,4:39.0,,A. Iguodala misses free throw 2 of 3,49,78
306,3,4:39.0,,Offensive rebound by Team,49,78
307,3,4:39.0,J. Terry enters the game for P. Beverley,,49,78
308,3,4:39.0,,I. Clark enters the game for S. Livingston,49,78
309,3,4:39.0,,A. Iguodala misses free throw 3 of 3,49,78
310,3,4:39.0,Defensive rebound by D. Howard,,49,78
311,3,4:28.0,J. Harden makes 2-pt jump shot from 6 ft,,51,78
312,3,4:07.0,,A. Varejão misses 2-pt jump shot from 5 ft,51,78
313,3,4:07.0,Defensive rebound by J. Harden,,51,78
314,3,3:57.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by J. Harden),,54,78
315,3,3:48.0,,Golden State full timeout,54,78
316,3,3:48.0,,B. Rush enters the game for K. Thompson,54,78
317,3,3:38.0,,Shooting foul by D. Howard (drawn by D. Green),54,78
318,3,3:38.0,,D. Green misses free throw 1 of 2,54,78
319,3,3:38.0,,Offensive rebound by Team,54,78
320,3,3:38.0,,D. Green makes free throw 2 of 2,54,79
321,3,3:25.0,J. Terry misses 2-pt layup from 2 ft,,54,79
322,3,3:24.0,,Defensive rebound by Team,54,79
323,3,3:07.0,,A. Iguodala makes 2-pt jump shot from 14 ft (assist by D. Green),54,81
324,3,2:54.0,J. Harden misses 2-pt layup from 3 ft,,54,81
325,3,2:53.0,,Defensive rebound by A. Iguodala,54,81
326,3,2:47.0,,B. Rush makes 3-pt jump shot from 25 ft (assist by D. Green),54,84
327,3,2:32.0,Offensive foul by T. Ariza (drawn by A. Varejão),,54,84
328,3,2:32.0,Turnover by T. Ariza (offensive foul),,54,84
329,3,2:32.0,C. Brewer enters the game for T. Ariza,,54,84
330,3,2:16.0,,Shooting foul by D. Howard (drawn by A. Varejão),54,84
331,3,2:16.0,,A. Varejão misses free throw 1 of 2,54,84
332,3,2:16.0,,Offensive rebound by Team,54,84
333,3,2:16.0,,A. Varejão makes free throw 2 of 2,54,85
334,3,2:01.0,M. Beasley misses 2-pt jump shot from 4 ft,,54,85
335,3,2:01.0,,Defensive rebound by D. Green,54,85
336,3,1:55.0,,I. Clark makes 2-pt jump shot from 21 ft (assist by B. Rush),54,87
337,3,1:48.0,Offensive foul by C. Brewer (drawn by B. Rush),,54,87
338,3,1:48.0,Turnover by C. Brewer (offensive foul),,54,87
339,3,1:24.0,,A. Varejão misses 2-pt layup from 3 ft,54,87
340,3,1:24.0,Defensive rebound by D. Howard,,54,87
341,3,1:15.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Harden),,57,87
342,3,0:51.0,,A. Iguodala misses 2-pt jump shot from 20 ft,57,87
343,3,0:50.0,Defensive rebound by D. Howard,,57,87
344,3,0:45.0,Turnover by J. Harden (bad pass; steal by I. Clark),,57,87
345,3,0:38.0,,Shooting foul by D. Howard (drawn by A. Iguodala),57,87
346,3,0:38.0,,A. Iguodala makes free throw 1 of 2,57,88
347,3,0:38.0,,A. Iguodala makes free throw 2 of 2,57,89
348,3,0:20.0,M. Beasley makes 2-pt jump shot from 18 ft (assist by J. Harden),,59,89
349,3,0:03.0,,I. Clark misses 2-pt jump shot from 5 ft (block by D. Howard),59,89
350,3,0:00.0,Defensive rebound by J. Terry,,59,89
351,3,0:00.0,J. Terry misses 3-pt jump shot from 50 ft,,59,89
352,3,0:00.0,Offensive rebound by Team,,59,89
353,4,11:41.0,M. Beasley makes 2-pt jump shot from 16 ft (assist by J. Harden),,61,89
354,4,11:21.0,,M. Speights misses 2-pt jump shot from 17 ft,61,89
355,4,11:20.0,Defensive rebound by M. Beasley,,61,89
356,4,11:10.0,J. Harden makes 2-pt layup from 2 ft (assist by M. Beasley),,63,89
357,4,10:50.0,,B. Rush makes 2-pt jump shot from 15 ft (assist by H. Barnes),63,91
358,4,10:36.0,Shooting foul by B. Rush (drawn by C. Brewer),,63,91
359,4,10:36.0,C. Brewer makes free throw 1 of 2,,64,91
360,4,10:36.0,C. Brewer makes free throw 2 of 2,,65,91
361,4,10:15.0,,B. Rush misses 3-pt jump shot from 23 ft,65,91
362,4,10:13.0,,Offensive rebound by L. Barbosa,65,91
363,4,9:53.0,,M. Speights misses 3-pt jump shot from 27 ft,65,91
364,4,9:52.0,,Offensive rebound by L. Barbosa,65,91
365,4,9:32.0,,Turnover by L. Barbosa (bad pass; steal by J. Harden),65,91
366,4,9:22.0,J. Harden misses 2-pt layup from 1 ft,,65,91
367,4,9:21.0,,Defensive rebound by B. Rush,65,91
368,4,9:00.0,,M. Speights misses 2-pt jump shot from 12 ft,65,91
369,4,8:59.0,Defensive rebound by D. Howard,,65,91
370,4,8:41.0,C. Brewer misses 3-pt jump shot from 24 ft,,65,91
371,4,8:41.0,,Defensive rebound by A. Iguodala,65,91
372,4,8:24.0,,H. Barnes makes 2-pt jump shot from 5 ft,65,93
373,4,8:09.0,Turnover by J. Harden (bad pass; steal by A. Iguodala),,65,93
374,4,8:04.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by A. Iguodala),65,95
375,4,7:48.0,M. Beasley makes 2-pt jump shot from 19 ft,,67,95
376,4,7:25.0,,L. Barbosa makes 2-pt jump shot from 22 ft,67,97
377,4,7:14.0,C. Brewer misses 3-pt jump shot from 24 ft,,67,97
378,4,7:13.0,Offensive rebound by J. Terry,,67,97
379,4,7:07.0,J. Terry misses 3-pt jump shot from 26 ft,,67,97
380,4,7:07.0,Offensive rebound by D. Howard,,67,97
381,4,7:02.0,J. Harden makes 3-pt jump shot from 26 ft (assist by D. Howard),,70,97
382,4,7:02.0,,Golden State full timeout,70,97
383,4,7:02.0,,K. Thompson enters the game for A. Iguodala,70,97
384,4,7:02.0,,S. Livingston enters the game for B. Rush,70,97
385,4,6:54.0,,Personal foul by C. Brewer,70,97
386,4,6:44.0,,Personal foul by C. Brewer,70,97
387,4,6:31.0,,H. Barnes makes 2-pt jump shot from 17 ft,70,99
388,4,6:12.0,J. Terry misses 2-pt jump shot from 18 ft,,70,99
389,4,6:12.0,Offensive rebound by D. Howard,,70,99
390,4,6:10.0,J. Harden misses 3-pt jump shot from 27 ft,,70,99
391,4,6:10.0,Offensive rebound by Team,,70,99
392,4,6:10.0,,Loose ball foul by M. Speights,70,99
393,4,5:56.0,M. Beasley misses 2-pt jump shot from 7 ft,,70,99
394,4,5:55.0,,Defensive rebound by M. Speights,70,99
395,4,5:42.0,,L. Barbosa makes 3-pt jump shot from 25 ft (assist by S. Livingston),70,102
