,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
104,1,0:39.0,D. Schröder makes 2-pt layup from 2 ft,,15,27
105,1,0:18.0,,G. Green misses 3-pt jump shot from 25 ft,15,27
106,1,0:17.0,Defensive rebound by K. Bazemore,,15,27
107,1,0:00.0,K. Bazemore makes 2-pt layup from 1 ft,,17,27
108,2,11:46.0,,Turnover by J. Winslow (bad pass; steal by K. Bazemore),17,27
109,2,11:46.0,Personal foul by J. Winslow (drawn by T. Hardaway),,17,27
110,2,11:36.0,Personal foul by B. Udrih (drawn by D. Schröder),,17,27
111,2,11:28.0,D. Schröder makes 2-pt layup from 2 ft,,19,27
112,2,11:13.0,,Turnover by B. Udrih (traveling),19,27
113,2,11:04.0,D. Schröder misses 2-pt jump shot from 9 ft,,19,27
114,2,11:03.0,,Defensive rebound by J. Winslow,19,27
115,2,10:58.0,,J. Winslow makes 2-pt jump shot from 9 ft,19,29
116,2,10:33.0,T. Hardaway misses 3-pt jump shot from 24 ft,,19,29
117,2,10:32.0,,Defensive rebound by J. McRoberts,19,29
118,2,10:25.0,,C. Bosh misses 3-pt jump shot from 24 ft,19,29
119,2,10:24.0,Defensive rebound by K. Bazemore,,19,29
120,2,10:19.0,Turnover by K. Bazemore (bad pass),,19,29
121,2,10:19.0,A. Horford enters the game for P. Millsap,,19,29
122,2,10:19.0,T. Sefolosha enters the game for K. Bazemore,,19,29
123,2,10:12.0,,Personal foul by M. Scott (drawn by C. Bosh),19,29
124,2,9:57.0,,Shooting foul by M. Scott (drawn by J. McRoberts),19,29
125,2,9:57.0,,J. McRoberts makes free throw 1 of 3,19,30
126,2,9:57.0,,J. McRoberts makes free throw 2 of 3,19,31
127,2,9:57.0,,J. McRoberts makes free throw 3 of 3,19,32
128,2,9:47.0,T. Hardaway misses 2-pt jump shot from 6 ft (block by J. Winslow),,19,32
129,2,9:45.0,,G. Dragić enters the game for B. Udrih,19,32
130,2,9:45.0,,Offensive rebound by Team,19,32
131,2,9:39.0,,G. Dragić makes 2-pt layup from 2 ft,19,34
132,2,9:19.0,Turnover by D. Schröder (bad pass; steal by G. Dragić),,19,34
133,2,9:16.0,,Shooting foul by D. Schröder (drawn by G. Dragić),19,34
134,2,9:16.0,Atlanta full timeout,,19,34
135,2,9:16.0,K. Korver enters the game for M. Scott,,19,34
136,2,9:16.0,,G. Dragić misses free throw 1 of 2,19,34
137,2,9:16.0,,Offensive rebound by Team,19,34
138,2,9:16.0,,G. Dragić makes free throw 2 of 2,19,35
139,2,9:00.0,K. Korver misses 2-pt jump shot from 16 ft,,19,35
140,2,8:58.0,,Defensive rebound by G. Dragić,19,35
141,2,8:49.0,,J. Winslow makes 2-pt layup from 2 ft (assist by C. Bosh),19,37
142,2,8:30.0,D. Schröder misses 3-pt jump shot from 24 ft,,19,37
143,2,8:29.0,,Defensive rebound by G. Green,19,37
144,2,8:17.0,,G. Green misses 3-pt jump shot from 25 ft,19,37
145,2,8:16.0,Defensive rebound by A. Horford,,19,37
146,2,8:05.0,Shooting foul by G. Dragić (drawn by D. Schröder),,19,37
147,2,8:05.0,D. Schröder makes free throw 1 of 2,,20,37
148,2,8:05.0,,L. Deng enters the game for J. McRoberts,20,37
149,2,8:05.0,P. Millsap enters the game for T. Hardaway,,20,37
150,2,8:05.0,D. Schröder makes free throw 2 of 2,,21,37
151,2,7:44.0,,G. Green makes 2-pt jump shot from 16 ft (assist by L. Deng),21,39
152,2,7:29.0,D. Schröder makes 2-pt jump shot from 18 ft,,23,39
153,2,7:12.0,,C. Bosh misses 2-pt jump shot from 18 ft,23,39
154,2,7:11.0,,Offensive rebound by J. Winslow,23,39
155,2,6:59.0,,G. Dragić misses 3-pt jump shot from 25 ft,23,39
156,2,6:58.0,,Offensive rebound by Team,23,39
157,2,6:58.0,,D. Wade enters the game for G. Green,23,39
158,2,6:58.0,,A. Stoudemire enters the game for C. Bosh,23,39
159,2,6:36.0,,J. Winslow misses 3-pt jump shot from 23 ft,23,39
160,2,6:34.0,Defensive rebound by Team,,23,39
161,2,6:34.0,J. Teague enters the game for D. Schröder,,23,39
162,2,6:22.0,J. Teague misses 2-pt jump shot from 4 ft (block by A. Stoudemire),,23,39
163,2,6:21.0,,Defensive rebound by L. Deng,23,39
164,2,6:15.0,,J. Winslow makes 2-pt layup from 1 ft (assist by G. Dragić),23,41
165,2,6:05.0,Shooting foul by L. Deng (drawn by P. Millsap),,23,41
166,2,6:05.0,P. Millsap makes free throw 1 of 2,,24,41
167,2,6:05.0,P. Millsap makes free throw 2 of 2,,25,41
168,2,5:54.0,,A. Stoudemire makes 2-pt hook shot from 3 ft (assist by D. Wade),25,43
169,2,5:42.0,P. Millsap misses 2-pt jump shot from 4 ft,,25,43
170,2,5:41.0,,Defensive rebound by D. Wade,25,43
171,2,5:33.0,,D. Wade makes 2-pt layup from 3 ft,25,45
172,2,5:31.0,Atlanta full timeout,,25,45
173,2,5:31.0,Atlanta full timeout,,25,45
174,2,5:31.0,K. Bazemore enters the game for T. Sefolosha,,25,45
175,2,5:31.0,,G. Green enters the game for J. Winslow,25,45
176,2,5:18.0,P. Millsap misses 3-pt jump shot from 24 ft,,25,45
177,2,5:17.0,,Defensive rebound by D. Wade,25,45
178,2,5:13.0,,L. Deng misses 2-pt layup from 1 ft,25,45
179,2,5:12.0,Defensive rebound by K. Korver,,25,45
180,2,5:04.0,Turnover by A. Horford (bad pass; steal by L. Deng),,25,45
181,2,4:56.0,,G. Green misses 2-pt jump shot from 16 ft,25,45
182,2,4:55.0,Defensive rebound by A. Horford,,25,45
183,2,4:45.0,J. Teague misses 3-pt jump shot from 23 ft,,25,45
184,2,4:44.0,,Defensive rebound by Team,25,45
185,2,4:44.0,Loose ball foul by J. Teague (drawn by D. Wade),,25,45
186,2,4:33.0,,D. Wade misses 2-pt jump shot from 17 ft,25,45
187,2,4:32.0,Defensive rebound by K. Bazemore,,25,45
188,2,4:18.0,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),,27,45
189,2,3:51.0,,L. Deng misses 3-pt jump shot from 22 ft,27,45
190,2,3:50.0,Defensive rebound by P. Millsap,,27,45
191,2,3:37.0,A. Horford makes 3-pt jump shot from 23 ft (assist by P. Millsap),,30,45
192,2,3:37.0,,Miami full timeout,30,45
193,2,3:37.0,,C. Bosh enters the game for A. Stoudemire,30,45
194,2,3:22.0,,Shooting foul by A. Horford (drawn by D. Wade),30,45
195,2,3:22.0,,D. Wade makes free throw 1 of 2,30,46
196,2,3:22.0,,J. Winslow enters the game for G. Green,30,46
197,2,3:22.0,,D. Wade makes free throw 2 of 2,30,47
198,2,3:12.0,Shooting foul by J. Winslow (drawn by P. Millsap),,30,47
199,2,3:12.0,P. Millsap makes free throw 1 of 2,,31,47
200,2,3:12.0,P. Millsap makes free throw 2 of 2,,32,47
201,2,2:46.0,,D. Wade misses 2-pt jump shot from 16 ft,32,47
202,2,2:45.0,Defensive rebound by K. Bazemore,,32,47
203,2,2:29.0,A. Horford misses 2-pt jump shot from 14 ft,,32,47
204,2,2:28.0,Offensive rebound by P. Millsap,,32,47
205,2,2:12.0,P. Millsap misses 2-pt jump shot from 8 ft (block by D. Wade),,32,47
206,2,2:11.0,Offensive rebound by Team,,32,47
207,2,2:08.0,Turnover by P. Millsap (lost ball),,32,47
208,2,1:57.0,,G. Dragić misses 2-pt jump shot from 10 ft,32,47
209,2,1:56.0,Defensive rebound by P. Millsap,,32,47
210,2,1:50.0,P. Millsap misses 2-pt layup from 2 ft,,32,47
211,2,1:49.0,,Defensive rebound by J. Winslow,32,47
212,2,1:36.0,,C. Bosh misses 2-pt jump shot from 10 ft,32,47
213,2,1:33.0,,Offensive rebound by J. Winslow,32,47
214,2,1:24.0,,Turnover by D. Wade (bad pass),32,47
215,2,1:24.0,,G. Green enters the game for G. Dragić,32,47
216,2,1:24.0,,B. Udrih enters the game for J. Winslow,32,47
217,2,1:12.0,Personal foul by B. Udrih (drawn by A. Horford),,32,47
218,2,1:12.0,A. Horford makes free throw 1 of 2,,33,47
219,2,1:12.0,A. Horford makes free throw 2 of 2,,34,47
220,2,0:51.0,,Turnover by D. Wade (lost ball; steal by P. Millsap),34,47
221,2,0:38.0,Turnover by A. Horford (bad pass; steal by D. Wade),,34,47
222,2,0:30.0,,B. Udrih misses 3-pt jump shot from 24 ft,34,47
223,2,0:27.0,Defensive rebound by K. Bazemore,,34,47
224,2,0:23.0,K. Bazemore misses 3-pt jump shot from 24 ft,,34,47
225,2,0:21.0,,Defensive rebound by C. Bosh,34,47
226,2,0:17.0,,Miami full timeout,34,47
227,2,0:17.0,T. Sefolosha enters the game for A. Horford,,34,47
228,2,0:17.0,T. Splitter enters the game for K. Korver,,34,47
229,2,0:17.0,D. Schröder enters the game for J. Teague,,34,47
230,2,0:03.0,,C. Bosh misses 2-pt jump shot from 4 ft,34,47
231,2,0:02.0,,Offensive rebound by L. Deng,34,47
232,2,0:02.0,,L. Deng misses 2-pt layup from 1 ft,34,47
233,2,0:01.0,Defensive rebound by T. Splitter,,34,47
234,3,11:44.0,,A. Stoudemire makes 2-pt dunk at rim (assist by G. Dragić),34,49
235,3,11:29.0,Shooting foul by G. Dragić (drawn by J. Teague),,34,49
236,3,11:29.0,J. Teague makes free throw 1 of 2,,35,49
237,3,11:29.0,J. Teague makes free throw 2 of 2,,36,49
238,3,11:16.0,,Personal foul by J. Teague (drawn by G. Dragić),36,49
239,3,11:08.0,,G. Dragić misses 2-pt jump shot from 18 ft (block by J. Teague),36,49
240,3,11:07.0,,Offensive rebound by L. Deng,36,49
241,3,10:59.0,,C. Bosh makes 3-pt jump shot from 23 ft (assist by G. Dragić),36,52
242,3,10:45.0,J. Teague misses 3-pt jump shot from 23 ft,,36,52
243,3,10:44.0,,Defensive rebound by A. Stoudemire,36,52
244,3,10:31.0,,D. Wade misses 2-pt jump shot from 19 ft,36,52
245,3,10:30.0,Defensive rebound by K. Korver,,36,52
246,3,10:21.0,A. Horford misses 2-pt jump shot from 17 ft,,36,52
247,3,10:20.0,,Defensive rebound by C. Bosh,36,52
248,3,10:11.0,,A. Stoudemire makes 2-pt jump shot from 5 ft (assist by D. Wade),36,54
249,3,10:02.0,Personal foul by C. Bosh (drawn by P. Millsap),,36,54
250,3,9:55.0,Offensive foul by P. Millsap (drawn by L. Deng),,36,54
251,3,9:55.0,Turnover by P. Millsap (offensive foul),,36,54
252,3,9:45.0,,A. Stoudemire makes 2-pt dunk at rim (assist by D. Wade),36,56
253,3,9:32.0,Turnover by K. Bazemore (bad pass; steal by A. Stoudemire),,36,56
254,3,9:21.0,,Shooting foul by K. Korver (drawn by A. Stoudemire),36,56
255,3,9:21.0,,A. Stoudemire makes free throw 1 of 2,36,57
256,3,9:21.0,,A. Stoudemire makes free throw 2 of 2,36,58
257,3,9:17.0,Atlanta full timeout,,36,58
258,3,9:08.0,Def 3 sec tech foul by A. Stoudemire,,36,58
259,3,9:08.0,K. Korver misses technical free throw,,36,58
260,3,9:08.0,Offensive rebound by Team,,36,58
261,3,8:58.0,P. Millsap makes 2-pt jump shot from 17 ft,,38,58
262,3,8:33.0,,C. Bosh makes 2-pt layup from 3 ft (assist by D. Wade),38,60
263,3,8:20.0,J. Teague misses 3-pt jump shot from 24 ft,,38,60
264,3,8:19.0,,Defensive rebound by A. Stoudemire,38,60
265,3,8:03.0,,D. Wade misses 2-pt jump shot from 8 ft,38,60
266,3,8:02.0,,Offensive rebound by A. Stoudemire,38,60
267,3,7:57.0,,G. Dragić misses 3-pt jump shot from 24 ft,38,60
268,3,7:56.0,Defensive rebound by K. Bazemore,,38,60
269,3,7:51.0,K. Bazemore makes 2-pt layup from 1 ft,,40,60
270,3,7:31.0,,Turnover by D. Wade (lost ball; steal by K. Korver),40,60
271,3,7:27.0,Shooting block foul by G. Dragić (drawn by J. Teague),,40,60
272,3,7:27.0,J. Teague makes free throw 1 of 2,,41,60
273,3,7:27.0,,B. Udrih enters the game for G. Dragić,41,60
274,3,7:27.0,J. Teague makes free throw 2 of 2,,42,60
275,3,7:14.0,,Turnover by L. Deng (step out of bounds),42,60
276,3,7:06.0,K. Korver misses 3-pt jump shot from 24 ft,,42,60
277,3,7:05.0,,Defensive rebound by D. Wade,42,60
278,3,6:53.0,,C. Bosh misses 2-pt jump shot from 13 ft,42,60
279,3,6:51.0,Defensive rebound by Team,,42,60
280,3,6:44.0,A. Horford makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,45,60
281,3,6:35.0,,Miami full timeout,45,60
282,3,6:35.0,,J. Winslow enters the game for C. Bosh,45,60
283,3,6:20.0,,D. Wade makes 2-pt layup from 2 ft (assist by B. Udrih),45,62
284,3,6:03.0,K. Korver misses 3-pt jump shot from 24 ft,,45,62
285,3,6:02.0,,Defensive rebound by A. Stoudemire,45,62
286,3,5:51.0,,D. Wade makes 2-pt jump shot from 5 ft,45,64
287,3,5:40.0,,Offensive charge foul by J. Teague (drawn by B. Udrih),45,64
288,3,5:40.0,Turnover by J. Teague (offensive foul),,45,64
289,3,5:40.0,T. Splitter enters the game for K. Bazemore,,45,64
290,3,5:40.0,T. Hardaway enters the game for A. Horford,,45,64
291,3,5:40.0,D. Schröder enters the game for K. Korver,,45,64
292,3,5:40.0,T. Sefolosha enters the game for J. Teague,,45,64
293,3,5:21.0,,B. Udrih makes 2-pt layup from 2 ft,45,66
294,3,5:05.0,Personal foul by D. Wade (drawn by T. Splitter),,45,66
295,3,4:58.0,P. Millsap makes 2-pt jump shot from 17 ft (assist by D. Schröder),,47,66
296,3,4:36.0,,B. Udrih misses 3-pt jump shot from 24 ft,47,66
297,3,4:35.0,Defensive rebound by T. Hardaway,,47,66
298,3,4:29.0,T. Hardaway makes 2-pt layup from 2 ft,,49,66
299,3,4:13.0,,Shooting foul by P. Millsap (drawn by D. Wade),49,66
300,3,4:13.0,,D. Wade misses free throw 1 of 2,49,66
301,3,4:13.0,,Offensive rebound by Team,49,66
302,3,4:13.0,,J. McRoberts enters the game for A. Stoudemire,49,66
303,3,4:13.0,,D. Wade makes free throw 2 of 2,49,67
304,3,4:03.0,D. Schröder misses 2-pt jump shot from 16 ft,,49,67
305,3,4:01.0,Offensive rebound by D. Schröder,,49,67
306,3,3:51.0,Shooting foul by J. McRoberts (drawn by T. Splitter),,49,67
307,3,3:51.0,T. Splitter makes free throw 1 of 2,,50,67
308,3,3:51.0,,G. Green enters the game for D. Wade,50,67
309,3,3:51.0,T. Splitter makes free throw 2 of 2,,51,67
310,3,3:35.0,,L. Deng makes 2-pt jump shot from 4 ft (assist by G. Green),51,69
311,3,3:16.0,P. Millsap makes 2-pt jump shot from 3 ft,,53,69
312,3,3:01.0,,L. Deng makes 2-pt jump shot from 19 ft,53,71
313,3,2:43.0,T. Sefolosha makes 2-pt layup from 1 ft,,55,71
314,3,2:28.0,,L. Deng misses 2-pt layup from 1 ft,55,71
315,3,2:27.0,Defensive rebound by T. Splitter,,55,71
316,3,2:14.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),,58,71
317,3,2:04.0,,Miami full timeout,58,71
318,3,2:04.0,,C. Bosh enters the game for L. Deng,58,71
319,3,1:57.0,,Personal foul by P. Millsap (drawn by C. Bosh),58,71
320,3,1:43.0,,Turnover by G. Green (bad pass),58,71
321,3,1:43.0,,Loose ball foul by G. Green (drawn by T. Hardaway),58,71
322,3,1:43.0,T. Hardaway makes free throw 1 of 2,,59,71
323,3,1:43.0,A. Horford enters the game for P. Millsap,,59,71
324,3,1:43.0,T. Hardaway makes free throw 2 of 2,,60,71
325,3,1:32.0,,J. McRoberts misses 2-pt layup from 2 ft (block by A. Horford),60,71
326,3,1:32.0,,Offensive rebound by Team,60,71
327,3,1:23.0,,J. McRoberts misses 3-pt jump shot from 24 ft,60,71
328,3,1:22.0,Defensive rebound by D. Schröder,,60,71
329,3,1:12.0,T. Splitter makes 2-pt hook shot from 3 ft (assist by D. Schröder),,62,71
330,3,0:50.0,,B. Udrih makes 2-pt jump shot from 17 ft,62,73
331,3,0:33.0,D. Schröder misses 3-pt jump shot from 24 ft,,62,73
332,3,0:32.0,,Defensive rebound by J. Winslow,62,73
333,3,0:12.0,,Shooting foul by A. Horford (drawn by C. Bosh),62,73
334,3,0:12.0,,C. Bosh makes free throw 1 of 2,62,74
335,3,0:12.0,,C. Bosh makes free throw 2 of 2,62,75
336,3,0:03.0,Turnover by D. Schröder (bad pass; steal by B. Udrih),,62,75
337,3,0:01.0,,B. Udrih misses 3-pt jump shot from 57 ft,62,75
338,3,0:00.0,,Offensive rebound by Team,62,75
339,4,11:49.0,Turnover by J. Teague (bad pass),,62,75
340,4,11:36.0,,C. Bosh makes 2-pt jump shot from 16 ft,62,77
341,4,11:16.0,T. Hardaway makes 2-pt layup from 2 ft (assist by J. Teague),,64,77
342,4,11:05.0,,C. Bosh misses 3-pt jump shot from 25 ft,64,77
343,4,11:04.0,Defensive rebound by K. Bazemore,,64,77
344,4,10:57.0,T. Hardaway misses 3-pt jump shot from 25 ft,,64,77
345,4,10:56.0,,Defensive rebound by G. Green,64,77
346,4,10:36.0,,Shooting foul by J. Teague (drawn by J. Winslow),64,77
347,4,10:36.0,,J. Winslow makes free throw 1 of 2,64,78
348,4,10:36.0,,J. Winslow makes free throw 2 of 2,64,79
349,4,10:24.0,Shooting foul by J. Winslow (drawn by K. Bazemore),,64,79
350,4,10:24.0,K. Bazemore misses free throw 1 of 2,,64,79
351,4,10:24.0,Offensive rebound by Team,,64,79
352,4,10:24.0,K. Bazemore misses free throw 2 of 2,,64,79
353,4,10:23.0,,Defensive rebound by G. Green,64,79
354,4,10:11.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. McRoberts),64,82
355,4,10:09.0,Personal foul by G. Green (drawn by J. Teague),,64,82
356,4,9:57.0,A. Horford makes 2-pt jump shot from 13 ft (assist by J. Teague),,66,82
357,4,9:44.0,,Turnover by J. McRoberts (bad pass; steal by J. Teague),66,82
358,4,9:40.0,J. Teague makes 2-pt jump shot from 3 ft,,68,82
359,4,9:21.0,,J. Winslow misses 2-pt jump shot from 16 ft,68,82
360,4,9:20.0,Defensive rebound by K. Bazemore,,68,82
361,4,9:16.0,Shooting foul by C. Bosh (drawn by T. Hardaway),,68,82
362,4,9:16.0,T. Hardaway makes free throw 1 of 2,,69,82
363,4,9:16.0,D. Schröder enters the game for J. Teague,,69,82
364,4,9:16.0,P. Millsap enters the game for T. Splitter,,69,82
365,4,9:16.0,T. Hardaway makes free throw 2 of 2,,70,82
366,4,9:11.0,,Miami full timeout,70,82
367,4,9:11.0,,G. Dragić enters the game for B. Udrih,70,82
368,4,8:52.0,,G. Dragić makes 2-pt jump shot from 4 ft,70,84
369,4,8:32.0,T. Hardaway makes 2-pt jump shot from 15 ft (assist by A. Horford),,72,84
370,4,8:12.0,,Turnover by G. Green (lost ball; steal by P. Millsap),72,84
371,4,8:04.0,Turnover by P. Millsap (bad pass; steal by G. Green),,72,84
372,4,7:45.0,,Shooting foul by A. Horford (drawn by C. Bosh),72,84
373,4,7:45.0,,C. Bosh makes free throw 1 of 2,72,85
374,4,7:45.0,J. Teague enters the game for D. Schröder,,72,85
375,4,7:45.0,,C. Bosh makes free throw 2 of 2,72,86
376,4,7:26.0,A. Horford makes 2-pt jump shot from 18 ft (assist by J. Teague),,74,86
377,4,7:03.0,,J. McRoberts makes 2-pt jump shot from 8 ft,74,88
378,4,7:03.0,,Shooting foul by P. Millsap (drawn by J. McRoberts),74,88
379,4,7:03.0,T. Splitter enters the game for P. Millsap,,74,88
380,4,7:03.0,,A. Stoudemire enters the game for C. Bosh,74,88
381,4,7:03.0,,D. Wade enters the game for G. Green,74,88
382,4,7:03.0,,J. McRoberts makes free throw 1 of 1,74,89
383,4,6:58.0,Shooting foul by A. Stoudemire (drawn by J. Teague),,74,89
384,4,6:58.0,J. Teague makes free throw 1 of 2,,75,89
385,4,6:58.0,T. Sefolosha enters the game for A. Horford,,75,89
386,4,6:58.0,,L. Deng enters the game for J. McRoberts,75,89
387,4,6:58.0,D. Schröder enters the game for T. Hardaway,,75,89
388,4,6:58.0,J. Teague makes free throw 2 of 2,,76,89
