,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
382,4,3:08.0,C. Villanueva makes 2-pt jump shot from 14 ft,,103,100
383,4,2:48.0,,Turnover by T. Young (lost ball; steal by J. Barea),103,100
384,4,2:41.0,Dallas full timeout,,103,100
385,4,2:41.0,D. Nowitzki enters the game for Z. Pachulia,,103,100
386,4,2:23.0,C. Villanueva misses 2-pt jump shot from 15 ft,,103,100
387,4,2:20.0,,Defensive rebound by B. Lopez,103,100
388,4,2:10.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Jack),103,102
389,4,2:10.0,,Shooting foul by C. Villanueva (drawn by T. Young),103,102
390,4,2:10.0,,T. Young misses free throw 1 of 1,103,102
391,4,2:09.0,,Offensive rebound by B. Lopez,103,102
392,4,2:03.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by B. Lopez),103,105
393,4,1:48.0,J. Barea misses 3-pt jump shot from 24 ft,,103,105
394,4,1:47.0,,Defensive rebound by J. Johnson,103,105
395,4,1:34.0,,B. Lopez misses 2-pt hook shot from 5 ft,103,105
396,4,1:33.0,Defensive rebound by W. Matthews,,103,105
397,4,1:26.0,Personal foul by B. Lopez (drawn by D. Nowitzki),,103,105
398,4,1:26.0,D. Nowitzki makes free throw 1 of 2,,104,105
399,4,1:26.0,Z. Pachulia enters the game for C. Villanueva,,104,105
400,4,1:26.0,D. Nowitzki makes free throw 2 of 2,,105,105
401,4,1:05.0,,B. Lopez misses 2-pt hook shot from 9 ft,105,105
402,4,1:03.0,Defensive rebound by C. Parsons,,105,105
403,4,0:47.0,W. Matthews misses 3-pt jump shot from 23 ft,,105,105
404,4,0:46.0,,Defensive rebound by B. Lopez,105,105
405,4,0:32.0,,S. Larkin misses 2-pt jump shot from 9 ft,105,105
406,4,0:31.0,Defensive rebound by D. Nowitzki,,105,105
407,4,0:12.0,J. Barea makes 2-pt jump shot from 7 ft,,107,105
408,4,0:12.0,Shooting foul by B. Lopez (drawn by J. Barea),,107,105
409,4,0:12.0,J. Barea makes free throw 1 of 1,,108,105
410,4,0:12.0,,Brooklyn full timeout,108,105
411,4,0:12.0,,B. Bogdanović enters the game for S. Larkin,108,105
412,4,0:12.0,R. Felton enters the game for D. Nowitzki,,108,105
413,4,0:06.0,,T. Young makes 3-pt jump shot from 25 ft,108,108
414,4,0:06.0,Dallas full timeout,,108,108
415,4,0:06.0,D. Nowitzki enters the game for R. Felton,,108,108
416,4,0:06.0,C. Villanueva enters the game for Z. Pachulia,,108,108
417,4,0:06.0,,S. Larkin enters the game for B. Lopez,108,108
418,4,0:01.0,J. Barea misses 2-pt jump shot from 7 ft (block by T. Young),,108,108
419,4,0:00.0,Offensive rebound by Team,,108,108
420,1OT,4:34.0,J. Barea misses 2-pt jump shot from 13 ft,,108,108
421,1OT,4:32.0,,Defensive rebound by J. Johnson,108,108
422,1OT,4:04.0,,J. Johnson misses 2-pt jump shot from 20 ft,108,108
423,1OT,4:02.0,,Offensive rebound by T. Young,108,108
424,1OT,4:01.0,,T. Young makes 2-pt layup from 2 ft,108,110
425,1OT,3:50.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),,111,110
426,1OT,3:26.0,,J. Jack makes 3-pt jump shot from 22 ft (assist by S. Larkin),111,113
427,1OT,2:58.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),,114,113
428,1OT,2:38.0,,J. Johnson misses 3-pt jump shot from 22 ft,114,113
429,1OT,2:37.0,Defensive rebound by J. McGee,,114,113
430,1OT,2:27.0,W. Matthews misses 2-pt layup from 1 ft (block by B. Lopez),,114,113
431,1OT,2:25.0,,Defensive rebound by S. Larkin,114,113
432,1OT,2:21.0,,J. Jack makes 3-pt jump shot from 22 ft (assist by J. Johnson),114,116
433,1OT,2:05.0,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,117,116
434,1OT,1:39.0,,B. Lopez misses 2-pt jump shot from 14 ft,117,116
435,1OT,1:38.0,Defensive rebound by D. Nowitzki,,117,116
436,1OT,1:24.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,117,116
437,1OT,1:23.0,,Defensive rebound by B. Lopez,117,116
438,1OT,1:15.0,,J. Jack misses 2-pt jump shot from 11 ft,117,116
439,1OT,1:14.0,Defensive rebound by C. Parsons,,117,116
440,1OT,1:13.0,Dallas full timeout,,117,116
441,1OT,1:13.0,C. Villanueva enters the game for J. McGee,,117,116
442,1OT,0:58.0,Turnover by J. Barea (bad pass; steal by T. Young),,117,116
443,1OT,0:42.0,,B. Lopez makes 2-pt hook shot from 7 ft (assist by S. Larkin),117,118
444,1OT,0:19.0,D. Nowitzki makes 2-pt layup from 1 ft,,119,118
445,1OT,0:19.0,,Brooklyn full timeout,119,118
446,1OT,0:19.0,R. Felton enters the game for W. Matthews,,119,118
447,1OT,0:19.0,D. Powell enters the game for D. Nowitzki,,119,118
448,1OT,0:19.0,Z. Pachulia enters the game for J. Barea,,119,118
449,1OT,0:10.0,,Personal foul by Z. Pachulia (drawn by B. Lopez),119,118
450,1OT,0:10.0,,Brooklyn full timeout,119,118
451,1OT,0:10.0,W. Matthews enters the game for C. Villanueva,,119,118
452,1OT,0:04.0,,J. Jack misses 2-pt jump shot from 17 ft,119,118
453,1OT,0:02.0,Defensive rebound by R. Felton,,119,118
