,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
253,3,6:46.0,Turnover by E. Payton (lost ball; steal by T. Booker),,62,65
254,3,6:40.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Hood),62,68
255,3,6:40.0,Orlando full timeout,,62,68
256,3,6:40.0,,T. Lyles enters the game for T. Booker,62,68
257,3,6:40.0,,A. Burks enters the game for R. Hood,62,68
258,3,6:19.0,E. Fournier makes 2-pt jump shot from 3 ft,,64,68
259,3,6:02.0,,Turnover by T. Lyles (lost ball; steal by T. Harris),64,68
260,3,5:57.0,E. Payton makes 2-pt layup from 1 ft (assist by E. Fournier),,66,68
261,3,5:35.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by A. Burks),66,71
262,3,5:20.0,N. Vučević misses 2-pt jump shot from 6 ft,,66,71
263,3,5:19.0,,Defensive rebound by A. Burks,66,71
264,3,5:16.0,,Turnover by G. Hayward (punched ball),66,71
265,3,4:59.0,T. Harris makes 2-pt jump shot from 5 ft,,68,71
266,3,4:46.0,,T. Burke misses 2-pt jump shot from 16 ft,68,71
267,3,4:45.0,Defensive rebound by N. Vučević,,68,71
268,3,4:30.0,E. Payton misses 3-pt jump shot from 22 ft,,68,71
269,3,4:29.0,,Defensive rebound by D. Favors,68,71
270,3,4:19.0,,Personal foul by N. Vučević (drawn by D. Favors),68,71
271,3,4:19.0,V. Oladipo enters the game for T. Harris,,68,71
272,3,4:09.0,,G. Hayward misses 2-pt jump shot from 7 ft,68,71
273,3,4:08.0,Defensive rebound by Team,,68,71
274,3,3:50.0,V. Oladipo misses 2-pt jump shot from 12 ft,,68,71
275,3,3:49.0,,Defensive rebound by A. Burks,68,71
276,3,3:35.0,,D. Favors misses 2-pt layup from 2 ft,68,71
277,3,3:34.0,Defensive rebound by C. Frye,,68,71
278,3,3:28.0,E. Payton makes 2-pt layup from 2 ft,,70,71
279,3,3:28.0,,Utah full timeout,70,71
280,3,3:28.0,A. Nicholson enters the game for C. Frye,,70,71
281,3,3:28.0,,J. Ingles enters the game for D. Favors,70,71
282,3,3:28.0,,J. Withey enters the game for T. Lyles,70,71
283,3,3:06.0,,T. Burke misses 2-pt jump shot from 4 ft,70,71
284,3,3:05.0,Defensive rebound by E. Fournier,,70,71
285,3,2:51.0,V. Oladipo makes 2-pt jump shot from 20 ft (assist by N. Vučević),,72,71
286,3,2:35.0,,Personal foul by E. Fournier (drawn by A. Burks),72,71
287,3,2:35.0,,A. Burks makes free throw 1 of 2,72,72
288,3,2:35.0,T. Harris enters the game for E. Fournier,,72,72
289,3,2:35.0,,A. Burks makes free throw 2 of 2,72,73
290,3,2:23.0,V. Oladipo misses 2-pt layup from 2 ft (block by J. Withey),,72,73
291,3,2:22.0,Offensive rebound by N. Vučević,,72,73
292,3,2:20.0,N. Vučević makes 2-pt layup from 1 ft,,74,73
293,3,2:10.0,,G. Hayward misses 3-pt jump shot from 24 ft,74,73
294,3,2:09.0,Defensive rebound by Team,,74,73
295,3,2:09.0,,Loose ball foul by J. Withey (drawn by A. Nicholson),74,73
296,3,2:09.0,S. Napier enters the game for E. Payton,,74,73
297,3,2:00.0,N. Vučević misses 2-pt jump shot from 18 ft,,74,73
298,3,1:59.0,,Defensive rebound by J. Withey,74,73
299,3,1:47.0,,T. Burke makes 2-pt jump shot from 20 ft,74,75
300,3,1:31.0,V. Oladipo misses 2-pt jump shot from 4 ft (block by J. Withey),,74,75
301,3,1:30.0,Offensive rebound by V. Oladipo,,74,75
302,3,1:27.0,Turnover by V. Oladipo (bad pass),,74,75
303,3,1:24.0,,Shooting foul by V. Oladipo (drawn by A. Burks),74,75
304,3,1:24.0,,A. Burks misses free throw 1 of 2,74,75
305,3,1:24.0,,Offensive rebound by Team,74,75
306,3,1:24.0,,R. Hood enters the game for G. Hayward,74,75
307,3,1:24.0,,A. Burks makes free throw 2 of 2,74,76
308,3,1:09.0,T. Harris misses 2-pt jump shot from 10 ft,,74,76
309,3,1:08.0,,Defensive rebound by T. Burke,74,76
310,3,0:53.0,,J. Withey makes 2-pt dunk at rim (assist by A. Burks),74,78
311,3,0:30.0,S. Napier makes 3-pt jump shot from 24 ft (assist by N. Vučević),,77,78
312,3,0:15.0,,R. Hood misses 3-pt jump shot from 23 ft,77,78
313,3,0:14.0,Defensive rebound by N. Vučević,,77,78
314,3,0:00.0,T. Harris misses 3-pt jump shot from 24 ft,,77,78
315,3,0:00.0,Offensive rebound by Team,,77,78
316,4,11:41.0,A. Nicholson misses 2-pt hook shot from 6 ft,,77,78
317,4,11:41.0,,Defensive rebound by Team,77,78
318,4,11:27.0,,Personal foul by V. Oladipo (drawn by J. Withey),77,78
319,4,11:17.0,,A. Burks misses 2-pt jump shot from 8 ft,77,78
320,4,11:16.0,Defensive rebound by J. Smith,,77,78
321,4,11:10.0,Shooting foul by R. Hood (drawn by T. Harris),,77,78
322,4,11:10.0,T. Harris makes free throw 1 of 2,,78,78
323,4,11:10.0,,C. Johnson enters the game for T. Burke,78,78
324,4,11:10.0,,D. Favors enters the game for J. Withey,78,78
325,4,11:10.0,T. Harris makes free throw 2 of 2,,79,78
326,4,10:57.0,,J. Ingles misses 3-pt jump shot from 24 ft,79,78
327,4,10:55.0,Defensive rebound by V. Oladipo,,79,78
328,4,10:45.0,J. Smith misses 2-pt jump shot from 18 ft,,79,78
329,4,10:45.0,,Defensive rebound by R. Hood,79,78
330,4,10:24.0,,Shooting foul by V. Oladipo (drawn by A. Burks),79,78
331,4,10:24.0,,A. Burks makes free throw 1 of 2,79,79
332,4,10:24.0,,A. Burks misses free throw 2 of 2,79,79
333,4,10:24.0,Defensive rebound by T. Harris,,79,79
334,4,10:10.0,V. Oladipo misses 2-pt layup from 2 ft,,79,79
335,4,10:09.0,,Defensive rebound by D. Favors,79,79
336,4,9:52.0,,A. Burks misses 3-pt jump shot from 24 ft,79,79
337,4,9:51.0,Defensive rebound by T. Harris,,79,79
338,4,9:47.0,Personal foul by J. Ingles (drawn by J. Smith),,79,79
339,4,9:47.0,,G. Hayward enters the game for J. Ingles,79,79
340,4,9:47.0,E. Fournier enters the game for V. Oladipo,,79,79
341,4,9:40.0,Turnover by A. Nicholson (traveling),,79,79
342,4,9:23.0,,G. Hayward misses 3-pt jump shot from 24 ft,79,79
343,4,9:22.0,Defensive rebound by E. Fournier,,79,79
344,4,9:10.0,J. Smith makes 2-pt jump shot from 20 ft (assist by E. Fournier),,81,79
345,4,8:51.0,,G. Hayward misses 3-pt jump shot from 23 ft,81,79
346,4,8:50.0,Defensive rebound by T. Harris,,81,79
347,4,8:37.0,E. Fournier misses 3-pt jump shot from 24 ft,,81,79
348,4,8:36.0,,Defensive rebound by G. Hayward,81,79
349,4,8:30.0,,Turnover by R. Hood (lost ball; steal by E. Fournier),81,79
350,4,8:26.0,Orlando full timeout,,81,79
351,4,8:26.0,,T. Burke enters the game for C. Johnson,81,79
352,4,8:06.0,J. Smith misses 2-pt jump shot from 10 ft,,81,79
353,4,8:06.0,,Defensive rebound by R. Hood,81,79
354,4,7:52.0,,Shooting foul by J. Smith (drawn by G. Hayward),81,79
355,4,7:52.0,,G. Hayward makes free throw 1 of 2,81,80
356,4,7:52.0,,G. Hayward makes free throw 2 of 2,81,81
357,4,7:40.0,A. Nicholson makes 3-pt jump shot from 24 ft (assist by S. Napier),,84,81
358,4,7:25.0,,A. Burks misses 2-pt jump shot from 9 ft,84,81
359,4,7:25.0,Defensive rebound by E. Fournier,,84,81
360,4,7:19.0,S. Napier misses 2-pt jump shot from 14 ft,,84,81
361,4,7:18.0,Offensive rebound by T. Harris,,84,81
362,4,7:16.0,T. Harris misses 2-pt jump shot from 4 ft (block by D. Favors),,84,81
363,4,7:13.0,Offensive rebound by S. Napier,,84,81
364,4,6:55.0,T. Harris misses 2-pt jump shot from 20 ft (block by A. Burks),,84,81
365,4,6:54.0,Offensive rebound by Team,,84,81
366,4,6:54.0,Turnover by Team (shot clock),,84,81
367,4,6:54.0,,T. Booker enters the game for A. Burks,84,81
368,4,6:43.0,,Turnover by T. Burke (bad pass),84,81
369,4,6:31.0,A. Nicholson makes 3-pt jump shot from 24 ft (assist by S. Napier),,87,81
370,4,6:16.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by T. Burke),87,84
371,4,6:01.0,,C. Johnson enters the game for R. Hood,87,84
372,4,6:01.0,E. Payton enters the game for S. Napier,,87,84
373,4,5:53.0,E. Payton makes 2-pt layup from 2 ft,,89,84
374,4,5:28.0,,T. Burke misses 2-pt jump shot from 5 ft,89,84
375,4,5:26.0,Defensive rebound by T. Harris,,89,84
376,4,5:09.0,E. Fournier makes 3-pt jump shot from 24 ft,,92,84
377,4,4:46.0,,T. Burke makes 2-pt jump shot from 17 ft,92,86
378,4,4:45.0,Orlando full timeout,,92,86
379,4,4:45.0,N. Vučević enters the game for J. Smith,,92,86
380,4,4:45.0,,A. Burks enters the game for C. Johnson,92,86
381,4,4:45.0,,J. Ingles enters the game for T. Booker,92,86
382,4,4:24.0,E. Payton misses 2-pt jump shot from 10 ft,,92,86
383,4,4:23.0,,Defensive rebound by D. Favors,92,86
384,4,4:08.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by T. Burke),92,88
385,4,3:52.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by E. Payton),,95,88
386,4,3:37.0,,T. Burke misses 3-pt jump shot from 23 ft,95,88
387,4,3:37.0,Defensive rebound by E. Fournier,,95,88
388,4,3:19.0,T. Harris misses 3-pt jump shot from 24 ft,,95,88
389,4,3:17.0,,Defensive rebound by G. Hayward,95,88
390,4,3:02.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by G. Hayward),95,91
