,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
153,2,5:01.0,Offensive rebound by N. Vučević,,48,34
154,2,4:53.0,E. Fournier misses 2-pt jump shot from 19 ft,,48,34
155,2,4:52.0,,Defensive rebound by J. Parker,48,34
156,2,4:45.0,,J. Parker makes 2-pt jump shot from 5 ft,48,36
157,2,4:39.0,Personal foul by M. Carter-Williams (drawn by E. Payton),,48,36
158,2,4:39.0,T. Harris enters the game for E. Fournier,,48,36
159,2,4:29.0,Personal foul by J. Henson (drawn by N. Vučević),,48,36
160,2,4:20.0,N. Vučević misses 2-pt jump shot from 11 ft,,48,36
161,2,4:19.0,,Defensive rebound by J. Parker,48,36
162,2,3:58.0,,J. Henson makes 2-pt layup at rim (assist by K. Middleton),48,38
163,2,3:46.0,Personal foul by M. Carter-Williams (drawn by E. Payton),,48,38
164,2,3:33.0,T. Harris misses 2-pt layup from 1 ft,,48,38
165,2,3:30.0,Offensive rebound by A. Gordon,,48,38
166,2,3:30.0,A. Gordon makes 2-pt layup from 2 ft,,50,38
167,2,3:18.0,,M. Carter-Williams makes 2-pt layup from 1 ft,50,40
168,2,3:18.0,,Violation by Team (delay of game),50,40
169,2,3:08.0,Offensive foul by T. Harris (drawn by J. Parker),,50,40
170,2,3:08.0,Turnover by T. Harris (offensive foul),,50,40
171,2,2:56.0,,G. Antetokounmpo makes 2-pt jump shot from 10 ft (assist by J. Henson),50,42
172,2,2:51.0,Orlando full timeout,,50,42
173,2,2:32.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by T. Harris),,52,42
174,2,2:17.0,,J. Parker makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),52,44
175,2,1:58.0,A. Gordon misses 2-pt layup from 1 ft (block by J. Henson),,52,44
176,2,1:56.0,,Defensive rebound by K. Middleton,52,44
177,2,1:52.0,,K. Middleton makes 2-pt layup at rim,52,46
178,2,1:45.0,Shooting foul by J. Henson (drawn by T. Harris),,52,46
179,2,1:45.0,T. Harris misses free throw 1 of 2,,52,46
180,2,1:45.0,Offensive rebound by Team,,52,46
181,2,1:45.0,,G. Monroe enters the game for J. Henson,52,46
182,2,1:45.0,T. Harris makes free throw 2 of 2,,53,46
183,2,1:30.0,,Shooting foul by N. Vučević (drawn by G. Monroe),53,46
184,2,1:30.0,,G. Monroe makes free throw 1 of 2,53,47
185,2,1:30.0,,G. Monroe makes free throw 2 of 2,53,48
186,2,1:15.0,Shooting foul by K. Middleton (drawn by V. Oladipo),,53,48
187,2,1:15.0,V. Oladipo makes free throw 1 of 3,,54,48
188,2,1:15.0,V. Oladipo makes free throw 2 of 3,,55,48
189,2,1:15.0,V. Oladipo makes free throw 3 of 3,,56,48
190,2,0:55.0,,G. Monroe makes 2-pt hook shot from 2 ft,56,50
191,2,0:35.0,A. Gordon misses 2-pt jump shot from 16 ft,,56,50
192,2,0:33.0,,Defensive rebound by M. Carter-Williams,56,50
193,2,0:17.0,,K. Middleton makes 3-pt jump shot from 24 ft,56,53
194,2,0:03.0,V. Oladipo misses 2-pt jump shot from 20 ft,,56,53
195,2,0:02.0,,Defensive rebound by G. Antetokounmpo,56,53
196,2,0:00.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,56,53
197,2,0:00.0,,Offensive rebound by Team,56,53
198,3,11:42.0,N. Vučević makes 2-pt jump shot from 6 ft,,58,53
199,3,11:23.0,,G. Monroe misses 2-pt layup from 1 ft (block by T. Harris),58,53
200,3,11:20.0,,Offensive rebound by G. Monroe,58,53
201,3,11:17.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Carter-Williams),58,55
202,3,10:50.0,E. Payton makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,61,55
203,3,10:34.0,,Def 3 sec tech foul by N. Vučević,61,55
204,3,10:34.0,,K. Middleton makes technical free throw,61,56
205,3,10:22.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Gordon),61,56
206,3,10:17.0,A. Gordon misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,61,56
207,3,10:17.0,Offensive rebound by Team,,61,56
208,3,10:14.0,Offensive foul by V. Oladipo (drawn by M. Carter-Williams),,61,56
209,3,10:14.0,Turnover by V. Oladipo (offensive foul),,61,56
210,3,10:03.0,,K. Middleton misses 3-pt jump shot from 23 ft,61,56
211,3,10:02.0,Defensive rebound by N. Vučević,,61,56
212,3,9:53.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),,63,56
213,3,9:35.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,63,56
214,3,9:34.0,Defensive rebound by V. Oladipo,,63,56
215,3,9:31.0,Personal foul by J. Parker (drawn by A. Gordon),,63,56
216,3,9:23.0,T. Harris misses 2-pt jump shot from 18 ft,,63,56
217,3,9:21.0,,Defensive rebound by G. Antetokounmpo,63,56
218,3,9:16.0,,G. Monroe misses 2-pt layup at rim,63,56
219,3,9:14.0,,Offensive rebound by G. Monroe,63,56
220,3,9:12.0,,G. Monroe makes 2-pt layup at rim,63,58
221,3,8:54.0,A. Gordon misses 3-pt jump shot from 27 ft,,63,58
222,3,8:53.0,Offensive rebound by T. Harris,,63,58
223,3,8:49.0,Turnover by V. Oladipo (bad pass; steal by M. Carter-Williams),,63,58
224,3,8:45.0,,G. Monroe makes 2-pt layup at rim (assist by K. Middleton),63,60
225,3,8:29.0,Turnover by N. Vučević (lost ball; steal by K. Middleton),,63,60
226,3,8:26.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),63,62
227,3,8:26.0,Orlando full timeout,,63,62
228,3,8:06.0,Personal foul by M. Carter-Williams (drawn by N. Vučević),,63,62
229,3,8:03.0,Personal foul by M. Carter-Williams (drawn by T. Harris),,63,62
230,3,7:48.0,N. Vučević misses 2-pt jump shot from 17 ft,,63,62
231,3,7:47.0,,Defensive rebound by K. Middleton,63,62
232,3,7:33.0,,M. Carter-Williams misses 2-pt layup from 2 ft,63,62
233,3,7:31.0,,Offensive rebound by G. Monroe,63,62
234,3,7:31.0,,G. Monroe misses 2-pt layup at rim (block by N. Vučević),63,62
235,3,7:30.0,,Offensive rebound by G. Monroe,63,62
236,3,7:30.0,,Shooting foul by V. Oladipo (drawn by G. Monroe),63,62
237,3,7:30.0,,G. Monroe makes free throw 1 of 2,63,63
238,3,7:30.0,,J. Bayless enters the game for M. Carter-Williams,63,63
239,3,7:30.0,,G. Monroe makes free throw 2 of 2,63,64
240,3,7:15.0,E. Payton misses 3-pt jump shot from 22 ft,,63,64
241,3,7:13.0,,Defensive rebound by G. Antetokounmpo,63,64
242,3,6:58.0,,Shooting block foul by A. Gordon (drawn by J. Parker),63,64
243,3,6:58.0,,J. Parker makes free throw 1 of 2,63,65
244,3,6:58.0,,J. Parker makes free throw 2 of 2,63,66
245,3,6:46.0,E. Payton makes 2-pt layup from 2 ft,,65,66
246,3,6:46.0,Shooting foul by J. Bayless (drawn by E. Payton),,65,66
247,3,6:46.0,E. Payton makes free throw 1 of 1,,66,66
248,3,6:31.0,,K. Middleton misses 2-pt jump shot from 12 ft,66,66
249,3,6:31.0,,Offensive rebound by G. Monroe,66,66
250,3,6:31.0,Loose ball foul by N. Vučević (drawn by G. Monroe),,66,66
251,3,6:23.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,66,66
252,3,6:21.0,,Offensive rebound by Team,66,66
253,3,6:15.0,,G. Antetokounmpo makes 2-pt jump shot from 4 ft,66,68
254,3,5:58.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by T. Harris),,68,68
255,3,5:45.0,,G. Monroe misses 2-pt layup from 1 ft,68,68
256,3,5:43.0,Defensive rebound by N. Vučević,,68,68
257,3,5:35.0,T. Harris makes 2-pt layup at rim (assist by N. Vučević),,70,68
258,3,5:35.0,Shooting foul by G. Antetokounmpo (drawn by T. Harris),,70,68
259,3,5:35.0,,J. Henson enters the game for G. Monroe,70,68
260,3,5:35.0,T. Harris misses free throw 1 of 1,,70,68
261,3,5:35.0,,Defensive rebound by J. Henson,70,68
262,3,5:15.0,,Personal foul by E. Payton (drawn by J. Bayless),70,68
263,3,5:10.0,,K. Middleton misses 2-pt jump shot from 17 ft,70,68
264,3,5:09.0,Defensive rebound by T. Harris,,70,68
265,3,5:00.0,N. Vučević misses 2-pt jump shot from 17 ft,,70,68
266,3,4:59.0,,Defensive rebound by Team,70,68
267,3,4:44.0,,J. Bayless misses 3-pt jump shot from 24 ft,70,68
268,3,4:42.0,Defensive rebound by T. Harris,,70,68
269,3,4:26.0,T. Harris misses 3-pt jump shot from 24 ft,,70,68
270,3,4:24.0,,Defensive rebound by J. Bayless,70,68
271,3,4:16.0,,Turnover by J. Parker (lost ball; steal by T. Harris),70,68
272,3,4:13.0,Shooting foul by J. Bayless (drawn by T. Harris),,70,68
273,3,4:13.0,T. Harris misses free throw 1 of 2,,70,68
274,3,4:13.0,Offensive rebound by Team,,70,68
275,3,4:13.0,,J. O'Bryant enters the game for J. Parker,70,68
276,3,4:13.0,T. Harris makes free throw 2 of 2,,71,68
277,3,3:58.0,,G. Antetokounmpo misses 2-pt layup at rim,71,68
278,3,3:56.0,Defensive rebound by N. Vučević,,71,68
279,3,3:49.0,T. Harris misses 3-pt jump shot from 26 ft,,71,68
280,3,3:46.0,,Defensive rebound by J. Bayless,71,68
281,3,3:36.0,,Personal foul by V. Oladipo (drawn by K. Middleton),71,68
282,3,3:36.0,,K. Middleton makes free throw 1 of 2,71,69
283,3,3:36.0,E. Fournier enters the game for T. Harris,,71,69
284,3,3:36.0,C. Frye enters the game for A. Gordon,,71,69
285,3,3:36.0,,K. Middleton makes free throw 2 of 2,71,70
286,3,3:21.0,Turnover by E. Payton (lost ball; steal by J. Bayless),,71,70
287,3,3:16.0,,G. Antetokounmpo makes 2-pt jump shot from 4 ft,71,72
288,3,2:57.0,,Milwaukee full timeout,71,72
289,3,2:57.0,S. Napier enters the game for E. Payton,,71,72
290,3,2:50.0,V. Oladipo misses 2-pt jump shot from 19 ft (block by J. O'Bryant),,71,72
291,3,2:49.0,,Defensive rebound by Team,71,72
292,3,2:31.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),71,74
293,3,2:13.0,N. Vučević misses 2-pt jump shot from 11 ft (block by J. Henson),,71,74
294,3,2:12.0,,Defensive rebound by J. O'Bryant,71,74
295,3,2:01.0,,J. Henson misses 2-pt hook shot from 2 ft,71,74
296,3,1:58.0,,Offensive rebound by J. O'Bryant,71,74
297,3,1:58.0,,J. O'Bryant makes 2-pt layup at rim,71,76
298,3,1:44.0,Turnover by V. Oladipo (bad pass; steal by G. Antetokounmpo),,71,76
299,3,1:39.0,,G. Antetokounmpo makes 2-pt dunk at rim,71,78
300,3,1:23.0,J. Smith enters the game for N. Vučević,,71,78
301,3,1:23.0,,J. Parker enters the game for G. Antetokounmpo,71,78
302,3,1:16.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by J. Smith),,74,78
303,3,1:00.0,,K. Middleton makes 2-pt jump shot from 5 ft (assist by J. Henson),74,80
304,3,0:48.0,V. Oladipo misses 2-pt jump shot from 8 ft,,74,80
305,3,0:47.0,,Defensive rebound by J. Henson,74,80
306,3,0:45.0,,Turnover by K. Middleton (lost ball; steal by S. Napier),74,80
307,3,0:34.0,Shooting foul by J. O'Bryant (drawn by V. Oladipo),,74,80
308,3,0:34.0,V. Oladipo makes free throw 1 of 3,,75,80
309,3,0:34.0,V. Oladipo makes free throw 2 of 3,,76,80
310,3,0:34.0,V. Oladipo makes free throw 3 of 3,,77,80
311,3,0:21.0,,K. Middleton misses 2-pt layup from 2 ft,77,80
312,3,0:19.0,,Offensive rebound by J. O'Bryant,77,80
313,3,0:19.0,,J. O'Bryant misses 2-pt layup at rim,77,80
314,3,0:19.0,,Offensive rebound by K. Middleton,77,80
315,3,0:18.0,,Shooting foul by V. Oladipo (drawn by K. Middleton),77,80
316,3,0:18.0,,K. Middleton makes free throw 1 of 2,77,81
317,3,0:18.0,M. Hezonja enters the game for V. Oladipo,,77,81
318,3,0:18.0,,K. Middleton makes free throw 2 of 2,77,82
319,3,0:07.0,Personal foul by K. Middleton (drawn by E. Fournier),,77,82
320,3,0:07.0,E. Fournier misses free throw 1 of 2,,77,82
321,3,0:07.0,Offensive rebound by Team,,77,82
322,3,0:07.0,A. Gordon enters the game for C. Frye,,77,82
323,3,0:07.0,E. Fournier makes free throw 2 of 2,,78,82
324,3,0:00.0,,Turnover by J. Parker (lost ball; steal by S. Napier),78,82
325,4,11:47.0,,Shooting foul by M. Hezonja (drawn by J. Parker),78,82
326,4,11:47.0,,J. Parker misses free throw 1 of 2,78,82
327,4,11:47.0,,Offensive rebound by Team,78,82
328,4,11:47.0,,J. Parker makes free throw 2 of 2,78,83
329,4,11:31.0,Personal foul by J. Bayless (drawn by S. Napier),,78,83
330,4,11:22.0,A. Gordon misses 2-pt layup from 1 ft,,78,83
331,4,11:20.0,,Defensive rebound by J. Parker,78,83
332,4,10:59.0,,G. Monroe makes 2-pt layup from 1 ft,78,85
333,4,10:39.0,Turnover by S. Napier (bad pass),,78,85
334,4,10:19.0,Violation by S. Napier (kicked ball),,78,85
335,4,10:04.0,,J. Bayless misses 3-pt jump shot from 24 ft,78,85
336,4,10:03.0,Defensive rebound by J. Smith,,78,85
337,4,9:48.0,J. Smith misses 2-pt jump shot from 19 ft,,78,85
338,4,9:46.0,,Defensive rebound by J. Parker,78,85
339,4,9:30.0,,J. Parker makes 2-pt layup from 1 ft (assist by G. Monroe),78,87
340,4,9:14.0,M. Hezonja makes 2-pt jump shot from 18 ft,,80,87
341,4,8:55.0,,Offensive foul by G. Monroe (drawn by J. Smith),80,87
342,4,8:55.0,,Turnover by G. Monroe (offensive foul),80,87
343,4,8:55.0,Official timeout,,80,87
344,4,8:55.0,N. Vučević enters the game for J. Smith,,80,87
345,4,8:44.0,M. Hezonja makes 3-pt jump shot from 28 ft (assist by S. Napier),,83,87
346,4,8:28.0,,Turnover by M. Carter-Williams (traveling),83,87
347,4,8:15.0,S. Napier misses 3-pt jump shot from 24 ft,,83,87
348,4,8:14.0,,Defensive rebound by J. Parker,83,87
349,4,8:03.0,,Personal foul by N. Vučević (drawn by G. Monroe),83,87
350,4,7:49.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,83,87
351,4,7:48.0,Defensive rebound by E. Fournier,,83,87
352,4,7:31.0,M. Hezonja misses 3-pt jump shot from 26 ft,,83,87
353,4,7:29.0,Offensive rebound by S. Napier,,83,87
354,4,7:24.0,N. Vučević misses 2-pt hook shot from 1 ft,,83,87
355,4,7:21.0,Offensive rebound by A. Gordon,,83,87
356,4,7:18.0,E. Fournier misses 3-pt jump shot from 26 ft,,83,87
357,4,7:16.0,Offensive rebound by M. Hezonja,,83,87
358,4,7:10.0,M. Hezonja misses 2-pt jump shot from 8 ft,,83,87
359,4,7:09.0,,Defensive rebound by G. Monroe,83,87
360,4,6:52.0,,J. Parker makes 2-pt dunk at rim (assist by M. Carter-Williams),83,89
361,4,6:27.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by S. Napier),,86,89
362,4,6:09.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Carter-Williams),86,91
363,4,5:54.0,M. Hezonja makes 2-pt jump shot from 21 ft (assist by A. Gordon),,88,91
364,4,5:54.0,,Milwaukee full timeout,88,91
365,4,5:54.0,,K. Middleton enters the game for J. Parker,88,91
366,4,5:54.0,,G. Antetokounmpo enters the game for J. O'Bryant,88,91
367,4,5:32.0,,G. Monroe misses 2-pt hook shot from 4 ft,88,91
368,4,5:31.0,Defensive rebound by A. Gordon,,88,91
369,4,5:09.0,S. Napier misses 2-pt jump shot from 20 ft,,88,91
370,4,5:07.0,,Defensive rebound by K. Middleton,88,91
371,4,4:56.0,,K. Middleton misses 2-pt jump shot from 16 ft,88,91
372,4,4:54.0,Defensive rebound by S. Napier,,88,91
373,4,4:40.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,91,91
374,4,4:24.0,,Shooting foul by N. Vučević (drawn by M. Carter-Williams),91,91
375,4,4:24.0,,M. Carter-Williams makes free throw 1 of 2,91,92
376,4,4:24.0,,J. Henson enters the game for G. Monroe,91,92
377,4,4:24.0,,M. Carter-Williams misses free throw 2 of 2,91,92
378,4,4:22.0,Defensive rebound by A. Gordon,,91,92
379,4,4:13.0,Personal foul by J. Henson (drawn by N. Vučević),,91,92
380,4,4:04.0,Shooting foul by M. Carter-Williams (drawn by A. Gordon),,91,92
