,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DENVER_ACTION,CHARLOTTE_SCORE,DENVER_SCORE
34,1,6:47.0,C. Zeller makes 2-pt jump shot from 9 ft (assist by N. Batum),,18,17
35,1,6:34.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by G. Harris),18,19
36,1,6:20.0,C. Zeller misses 2-pt jump shot from 18 ft,,18,19
37,1,6:19.0,,Defensive rebound by D. Arthur,18,19
38,1,6:01.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by N. Jokić),18,22
39,1,5:43.0,K. Walker makes 2-pt jump shot from 18 ft,,20,22
40,1,5:31.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by D. Arthur),20,25
41,1,5:24.0,Charlotte full timeout,,20,25
42,1,5:24.0,F. Kaminsky enters the game for M. Williams,,20,25
43,1,5:24.0,J. Lin enters the game for N. Batum,,20,25
44,1,5:09.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,20,25
45,1,5:08.0,,Defensive rebound by D. Gallinari,20,25
46,1,4:54.0,,Turnover by E. Mudiay (traveling),20,25
47,1,4:46.0,Turnover by C. Zeller (lost ball; steal by G. Harris),,20,25
48,1,4:42.0,,Shooting foul by P. Hairston (drawn by D. Arthur),20,25
49,1,4:42.0,,D. Arthur makes free throw 1 of 2,20,26
50,1,4:42.0,,D. Arthur makes free throw 2 of 2,20,27
51,1,4:19.0,J. Lin misses 3-pt jump shot from 24 ft,,20,27
52,1,4:18.0,Offensive rebound by F. Kaminsky,,20,27
53,1,4:05.0,F. Kaminsky makes 2-pt jump shot from 5 ft (assist by J. Lin),,22,27
54,1,3:42.0,,G. Harris misses 2-pt layup from 2 ft (block by J. Lin),22,27
55,1,3:42.0,,Offensive rebound by Team,22,27
56,1,3:42.0,,Turnover by Team (shot clock),22,27
57,1,3:42.0,,W. Barton enters the game for E. Mudiay,22,27
58,1,3:42.0,,R. Foye enters the game for D. Arthur,22,27
59,1,3:42.0,J. Lamb enters the game for P. Hairston,,22,27
60,1,3:28.0,Turnover by C. Zeller (lost ball; steal by D. Gallinari),,22,27
61,1,3:20.0,,Shooting foul by F. Kaminsky (drawn by D. Gallinari),22,27
62,1,3:20.0,,D. Gallinari makes free throw 1 of 2,22,28
63,1,3:20.0,,J. Lauvergne enters the game for N. Jokić,22,28
64,1,3:20.0,,D. Gallinari makes free throw 2 of 2,22,29
65,1,2:57.0,F. Kaminsky misses 2-pt jump shot from 13 ft,,22,29
66,1,2:56.0,Offensive rebound by Team,,22,29
67,1,2:56.0,Turnover by Team (shot clock),,22,29
68,1,2:42.0,,Turnover by D. Gallinari (lost ball; steal by F. Kaminsky),22,29
69,1,2:38.0,Shooting block foul by R. Foye (drawn by K. Walker),,22,29
70,1,2:38.0,K. Walker makes free throw 1 of 2,,23,29
71,1,2:38.0,S. Hawes enters the game for C. Zeller,,23,29
72,1,2:38.0,K. Walker makes free throw 2 of 2,,24,29
73,1,2:13.0,,W. Barton makes 3-pt jump shot from 26 ft,24,32
74,1,1:53.0,Shooting foul by J. Lauvergne (drawn by K. Walker),,24,32
75,1,1:53.0,K. Walker makes free throw 1 of 2,,25,32
76,1,1:53.0,,J. Nurkić enters the game for D. Gallinari,25,32
77,1,1:53.0,K. Walker makes free throw 2 of 2,,26,32
78,1,1:32.0,,J. Lauvergne misses 2-pt jump shot from 17 ft,26,32
79,1,1:31.0,Defensive rebound by S. Hawes,,26,32
80,1,1:24.0,J. Lin misses 3-pt jump shot from 24 ft,,26,32
81,1,1:23.0,,Defensive rebound by W. Barton,26,32
82,1,1:12.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by W. Barton),26,34
83,1,0:54.0,S. Hawes misses 2-pt hook shot from 3 ft,,26,34
84,1,0:54.0,,Defensive rebound by J. Nurkić,26,34
85,1,0:43.0,,W. Barton misses 2-pt jump shot from 9 ft,26,34
86,1,0:40.0,,Offensive rebound by J. Nurkić,26,34
87,1,0:40.0,,J. Nurkić misses 2-pt jump shot from 5 ft,26,34
88,1,0:40.0,Defensive rebound by F. Kaminsky,,26,34
89,1,0:38.0,Turnover by F. Kaminsky (bad pass; steal by G. Harris),,26,34
90,1,0:33.0,,G. Harris misses 2-pt layup from 2 ft,26,34
91,1,0:32.0,Defensive rebound by F. Kaminsky,,26,34
92,1,0:24.0,J. Lin misses 2-pt jump shot from 4 ft,,26,34
93,1,0:23.0,,Defensive rebound by J. Lauvergne,26,34
94,1,0:04.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by W. Barton),26,36
95,1,0:00.0,K. Walker misses 3-pt jump shot from 24 ft,,26,36
96,1,0:00.0,Offensive rebound by Team,,26,36
97,2,11:41.0,S. Hawes misses 2-pt layup from 2 ft,,26,36
98,2,11:41.0,,Defensive rebound by J. Nurkić,26,36
99,2,11:41.0,Technical foul by S. Hawes,,26,36
100,2,11:41.0,,R. Foye makes technical free throw,26,37
101,2,11:32.0,Violation by F. Kaminsky (kicked ball),,26,37
102,2,11:19.0,,Turnover by Team (shot clock),26,37
103,2,11:04.0,J. Lin misses 3-pt jump shot from 26 ft,,26,37
104,2,11:03.0,,Defensive rebound by E. Mudiay,26,37
105,2,11:00.0,,Turnover by E. Mudiay (bad pass; steal by J. Lamb),26,37
106,2,10:46.0,Turnover by S. Hawes (traveling),,26,37
107,2,10:29.0,,J. Nurkić makes 2-pt jump shot from 5 ft (assist by E. Mudiay),26,39
108,2,10:19.0,N. Batum misses 3-pt jump shot from 24 ft,,26,39
109,2,10:15.0,,Defensive rebound by J. Lauvergne,26,39
110,2,10:08.0,,J. Nurkić misses 2-pt jump shot from 21 ft,26,39
111,2,10:07.0,Defensive rebound by J. Lamb,,26,39
112,2,9:57.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by J. Lamb),,29,39
113,2,9:39.0,,E. Mudiay misses 2-pt jump shot from 15 ft,29,39
114,2,9:39.0,Defensive rebound by F. Kaminsky,,29,39
115,2,9:27.0,J. Lamb misses 2-pt layup from 2 ft (block by E. Mudiay),,29,39
116,2,9:27.0,Offensive rebound by J. Lamb,,29,39
117,2,9:27.0,J. Lamb makes 2-pt layup from 2 ft,,31,39
118,2,9:27.0,,Denver full timeout,31,39
119,2,9:11.0,,W. Barton misses 2-pt jump shot from 18 ft,31,39
120,2,9:11.0,Defensive rebound by Team,,31,39
121,2,9:11.0,,Loose ball foul by J. Nurkić (drawn by S. Hawes),31,39
122,2,9:03.0,Personal foul by W. Barton (drawn by N. Batum),,31,39
123,2,8:55.0,J. Lin misses 3-pt jump shot from 25 ft,,31,39
124,2,8:53.0,,Defensive rebound by Team,31,39
125,2,8:39.0,,E. Mudiay misses 3-pt jump shot from 25 ft,31,39
126,2,8:37.0,,Offensive rebound by W. Barton,31,39
127,2,8:37.0,,W. Barton misses 2-pt layup from 1 ft,31,39
128,2,8:35.0,,Offensive rebound by J. Nurkić,31,39
129,2,8:32.0,,J. Nurkić misses 2-pt hook shot from 1 ft,31,39
130,2,8:30.0,Defensive rebound by J. Lin,,31,39
131,2,8:21.0,Turnover by S. Hawes (lost ball; steal by J. Nurkić),,31,39
132,2,8:17.0,,Shooting foul by J. Lin (drawn by W. Barton),31,39
133,2,8:17.0,,Technical foul by J. Nurkić,31,39
134,2,8:17.0,N. Batum makes technical free throw,,32,39
135,2,8:17.0,,W. Barton makes free throw 1 of 2,32,40
136,2,8:17.0,,N. Jokić enters the game for J. Nurkić,32,40
137,2,8:17.0,,W. Barton makes free throw 2 of 2,32,41
138,2,8:05.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by N. Batum),,35,41
139,2,7:57.0,,Turnover by E. Mudiay (lost ball; steal by S. Hawes),35,41
140,2,7:41.0,J. Lamb makes 2-pt layup from 2 ft (assist by S. Hawes),,37,41
141,2,7:41.0,,Denver full timeout,37,41
142,2,7:24.0,,E. Mudiay misses 2-pt jump shot from 12 ft,37,41
143,2,7:23.0,Defensive rebound by J. Lamb,,37,41
144,2,7:04.0,Shooting foul by N. Jokić (drawn by F. Kaminsky),,37,41
145,2,7:04.0,F. Kaminsky makes free throw 1 of 3,,38,41
146,2,7:04.0,F. Kaminsky misses free throw 2 of 3,,38,41
147,2,7:04.0,Offensive rebound by Team,,38,41
148,2,7:04.0,,D. Gallinari enters the game for J. Lauvergne,38,41
149,2,7:04.0,,G. Harris enters the game for R. Foye,38,41
150,2,7:04.0,F. Kaminsky makes free throw 3 of 3,,39,41
151,2,6:51.0,,Turnover by G. Harris (bad pass; steal by S. Hawes),39,41
152,2,6:35.0,J. Lamb makes 2-pt jump shot from 19 ft (assist by S. Hawes),,41,41
153,2,6:13.0,,N. Jokić misses 2-pt jump shot from 6 ft,41,41
154,2,6:11.0,Defensive rebound by N. Batum,,41,41
155,2,6:02.0,J. Lamb misses 3-pt jump shot from 25 ft,,41,41
156,2,6:00.0,,Defensive rebound by N. Jokić,41,41
157,2,5:55.0,,E. Mudiay misses 2-pt jump shot from 6 ft,41,41
158,2,5:54.0,Defensive rebound by N. Batum,,41,41
159,2,5:49.0,Shooting foul by D. Gallinari (drawn by J. Lin),,41,41
160,2,5:49.0,Official timeout,,41,41
161,2,5:49.0,C. Zeller enters the game for S. Hawes,,41,41
162,2,5:49.0,,D. Arthur enters the game for N. Jokić,41,41
163,2,5:49.0,J. Lin misses free throw 1 of 2,,41,41
164,2,5:49.0,Offensive rebound by Team,,41,41
165,2,5:49.0,J. Lin makes free throw 2 of 2,,42,41
166,2,5:34.0,,W. Barton misses 2-pt layup from 1 ft,42,41
167,2,5:33.0,Defensive rebound by Team,,42,41
168,2,5:19.0,Turnover by J. Lin (lost ball),,42,41
169,2,5:06.0,,D. Arthur misses 2-pt jump shot from 16 ft,42,41
170,2,5:05.0,Defensive rebound by F. Kaminsky,,42,41
171,2,4:51.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lin),,45,41
172,2,4:40.0,,Offensive foul by D. Arthur (drawn by J. Lin),45,41
173,2,4:40.0,,Turnover by D. Arthur (offensive foul),45,41
174,2,4:40.0,K. Walker enters the game for J. Lin,,45,41
175,2,4:28.0,J. Lamb misses 2-pt jump shot from 17 ft,,45,41
176,2,4:27.0,,Defensive rebound by W. Barton,45,41
177,2,4:12.0,,E. Mudiay misses 2-pt jump shot from 17 ft,45,41
178,2,4:10.0,Defensive rebound by C. Zeller,,45,41
179,2,4:01.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),,47,41
180,2,3:40.0,,D. Gallinari makes 2-pt layup from 3 ft (assist by E. Mudiay),47,43
181,2,3:26.0,Turnover by N. Batum (bad pass),,47,43
182,2,3:26.0,,R. Foye enters the game for E. Mudiay,47,43
183,2,3:16.0,,G. Harris makes 2-pt dunk at rim (assist by R. Foye),47,45
184,2,2:55.0,J. Lamb makes 2-pt jump shot from 11 ft,,49,45
185,2,2:40.0,,D. Gallinari misses 3-pt jump shot from 24 ft,49,45
186,2,2:39.0,Defensive rebound by N. Batum,,49,45
187,2,2:26.0,,Offensive charge foul by J. Lamb (drawn by D. Gallinari),49,45
188,2,2:26.0,Turnover by J. Lamb (offensive foul),,49,45
189,2,2:26.0,Charlotte full timeout,,49,45
190,2,2:19.0,,D. Gallinari misses 3-pt jump shot from 24 ft,49,45
191,2,2:18.0,Defensive rebound by K. Walker,,49,45
192,2,2:08.0,Turnover by K. Walker (bad pass; steal by D. Arthur),,49,45
193,2,2:03.0,,Shooting foul by N. Batum (drawn by D. Gallinari),49,45
194,2,2:03.0,,D. Gallinari makes free throw 1 of 2,49,46
195,2,2:03.0,,D. Gallinari makes free throw 2 of 2,49,47
196,2,1:54.0,Turnover by C. Zeller (lost ball),,49,47
197,2,1:45.0,,Turnover by W. Barton (bad pass; steal by J. Lamb),49,47
198,2,1:42.0,Personal take foul by R. Foye (drawn by J. Lamb),,49,47
199,2,1:42.0,J. Lamb makes free throw 1 of 2,,50,47
200,2,1:42.0,J. Lamb makes free throw 2 of 2,,51,47
201,2,1:28.0,,D. Gallinari misses 3-pt jump shot from 25 ft,51,47
202,2,1:27.0,Defensive rebound by N. Batum,,51,47
203,2,1:08.0,J. Lamb misses 3-pt jump shot from 25 ft,,51,47
204,2,1:07.0,Offensive rebound by Team,,51,47
205,2,1:07.0,,Loose ball foul by G. Harris (drawn by F. Kaminsky),51,47
206,2,1:07.0,F. Kaminsky makes free throw 1 of 2,,52,47
207,2,1:07.0,F. Kaminsky makes free throw 2 of 2,,53,47
208,2,1:00.0,,R. Foye makes 2-pt jump shot from 9 ft,53,49
209,2,1:00.0,,Shooting foul by F. Kaminsky (drawn by R. Foye),53,49
210,2,1:00.0,,R. Foye makes free throw 1 of 1,53,50
211,2,0:39.0,N. Batum makes 3-pt jump shot from 22 ft (assist by F. Kaminsky),,56,50
212,2,0:32.0,,R. Foye makes 3-pt jump shot from 24 ft,56,53
213,2,0:15.0,F. Kaminsky misses 3-pt jump shot from 22 ft,,56,53
214,2,0:14.0,,Defensive rebound by D. Gallinari,56,53
215,2,0:01.0,,W. Barton misses 2-pt layup from 1 ft (block by F. Kaminsky),56,53
216,2,0:00.0,Defensive rebound by J. Lamb,,56,53
217,3,11:45.0,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),,59,53
218,3,11:29.0,,Turnover by D. Gallinari (lost ball),59,53
219,3,11:16.0,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),,61,53
220,3,11:03.0,,Personal foul by P. Hairston (drawn by D. Arthur),61,53
221,3,10:55.0,,Shooting foul by C. Zeller (drawn by D. Gallinari),61,53
222,3,10:55.0,,D. Gallinari makes 2-pt layup from 1 ft (assist by N. Jokić),61,55
223,3,10:55.0,,D. Gallinari makes free throw 1 of 1,61,56
224,3,10:38.0,K. Walker misses 2-pt jump shot from 17 ft,,61,56
225,3,10:36.0,,Defensive rebound by E. Mudiay,61,56
226,3,10:24.0,,N. Jokić makes 2-pt hook shot from 6 ft,61,58
227,3,10:01.0,P. Hairston misses 2-pt layup from 1 ft,,61,58
228,3,10:00.0,,Defensive rebound by N. Jokić,61,58
229,3,9:43.0,,N. Jokić makes 2-pt layup from 1 ft (assist by E. Mudiay),61,60
230,3,9:21.0,K. Walker misses 2-pt jump shot from 19 ft,,61,60
231,3,9:20.0,,Defensive rebound by D. Arthur,61,60
232,3,9:14.0,,Turnover by E. Mudiay (bad pass),61,60
233,3,8:58.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,64,60
234,3,8:42.0,,D. Gallinari makes 2-pt jump shot from 20 ft (assist by G. Harris),64,62
235,3,8:18.0,C. Zeller misses 2-pt jump shot from 15 ft,,64,62
236,3,8:18.0,,Defensive rebound by Team,64,62
237,3,8:18.0,Loose ball foul by N. Batum (drawn by E. Mudiay),,64,62
238,3,8:05.0,,D. Arthur misses 2-pt jump shot from 15 ft,64,62
239,3,8:05.0,Defensive rebound by M. Williams,,64,62
240,3,7:42.0,K. Walker makes 3-pt jump shot from 24 ft,,67,62
241,3,7:29.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),67,65
242,3,7:06.0,P. Hairston misses 3-pt jump shot from 25 ft,,67,65
243,3,7:04.0,,Defensive rebound by D. Gallinari,67,65
244,3,6:53.0,,E. Mudiay misses 2-pt jump shot from 20 ft,67,65
245,3,6:52.0,Defensive rebound by M. Williams,,67,65
246,3,6:46.0,N. Batum misses 3-pt jump shot from 26 ft,,67,65
247,3,6:46.0,,Defensive rebound by N. Jokić,67,65
248,3,6:42.0,,Shooting foul by N. Batum (drawn by D. Gallinari),67,65
249,3,6:42.0,,D. Gallinari misses free throw 1 of 2,67,65
250,3,6:42.0,,Offensive rebound by Team,67,65
251,3,6:42.0,,D. Gallinari makes free throw 2 of 2,67,66
252,3,6:18.0,K. Walker misses 2-pt jump shot from 21 ft,,67,66
253,3,6:17.0,,Defensive rebound by D. Arthur,67,66
254,3,6:08.0,,E. Mudiay makes 2-pt layup at rim,67,68
255,3,5:49.0,P. Hairston misses 3-pt jump shot from 23 ft,,67,68
256,3,5:49.0,,Defensive rebound by N. Jokić,67,68
257,3,5:34.0,,D. Gallinari misses 3-pt jump shot from 24 ft,67,68
258,3,5:32.0,Defensive rebound by P. Hairston,,67,68
259,3,5:21.0,P. Hairston makes 2-pt layup from 2 ft (assist by K. Walker),,69,68
260,3,5:07.0,,D. Gallinari makes 2-pt dunk at rim (assist by N. Jokić),69,70
261,3,4:46.0,Shooting foul by G. Harris (drawn by M. Williams),,69,70
262,3,4:46.0,,Denver full timeout,69,70
263,3,4:46.0,J. Lin enters the game for N. Batum,,69,70
264,3,4:46.0,M. Williams makes free throw 1 of 2,,70,70
265,3,4:46.0,M. Williams makes free throw 2 of 2,,71,70
266,3,4:33.0,,Turnover by N. Jokić (bad pass),71,70
267,3,4:33.0,F. Kaminsky enters the game for M. Williams,,71,70
268,3,4:12.0,P. Hairston misses 3-pt jump shot from 26 ft,,71,70
269,3,4:12.0,,Defensive rebound by N. Jokić,71,70
270,3,4:02.0,,Personal foul by P. Hairston (drawn by D. Gallinari),71,70
271,3,4:02.0,,D. Gallinari misses free throw 1 of 2,71,70
272,3,4:02.0,,Offensive rebound by Team,71,70
273,3,4:02.0,,D. Gallinari makes free throw 2 of 2,71,71
274,3,3:38.0,K. Walker misses 3-pt jump shot from 24 ft,,71,71
275,3,3:38.0,,Defensive rebound by D. Arthur,71,71
276,3,3:30.0,,D. Arthur makes 3-pt jump shot from 25 ft (assist by E. Mudiay),71,74
277,3,3:07.0,J. Lin misses 2-pt jump shot from 19 ft,,71,74
278,3,3:06.0,Offensive rebound by C. Zeller,,71,74
279,3,2:58.0,J. Lin misses 2-pt jump shot from 5 ft,,71,74
280,3,2:57.0,,Defensive rebound by D. Arthur,71,74
281,3,2:43.0,,N. Jokić misses 3-pt jump shot from 25 ft,71,74
282,3,2:42.0,Defensive rebound by P. Hairston,,71,74
283,3,2:20.0,Turnover by J. Lin (lost ball; steal by E. Mudiay),,71,74
284,3,2:14.0,,E. Mudiay misses 2-pt layup from 4 ft (block by K. Walker),71,74
285,3,2:13.0,Defensive rebound by P. Hairston,,71,74
286,3,2:04.0,C. Zeller misses 2-pt layup from 2 ft (block by N. Jokić),,71,74
287,3,2:03.0,,Defensive rebound by D. Gallinari,71,74
288,3,2:02.0,,Shooting foul by J. Lin (drawn by D. Gallinari),71,74
289,3,2:02.0,Charlotte full timeout,,71,74
290,3,2:02.0,S. Hawes enters the game for P. Hairston,,71,74
291,3,2:02.0,J. Lamb enters the game for C. Zeller,,71,74
292,3,2:02.0,,W. Barton enters the game for D. Arthur,71,74
293,3,2:02.0,,R. Foye enters the game for E. Mudiay,71,74
294,3,2:02.0,,D. Gallinari makes free throw 1 of 2,71,75
295,3,2:02.0,,D. Gallinari makes free throw 2 of 2,71,76
296,3,1:49.0,S. Hawes misses 2-pt layup from 1 ft (block by R. Foye),,71,76
297,3,1:47.0,,Defensive rebound by N. Jokić,71,76
298,3,1:26.0,,D. Gallinari misses 2-pt jump shot from 19 ft,71,76
299,3,1:25.0,Defensive rebound by Team,,71,76
300,3,1:14.0,Personal foul by W. Barton (drawn by J. Lamb),,71,76
301,3,1:03.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,74,76
302,3,0:41.0,,G. Harris makes 3-pt jump shot from 24 ft,74,79
303,3,0:33.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by K. Walker),,77,79
304,3,0:22.0,,R. Foye makes 2-pt layup from 1 ft,77,81
305,3,0:02.0,K. Walker misses 2-pt layup from 1 ft (block by D. Gallinari),,77,81
306,3,0:01.0,Offensive rebound by Team,,77,81
307,4,11:41.0,,J. Nurkić misses 2-pt hook shot from 3 ft,77,81
308,4,11:39.0,Defensive rebound by J. Lamb,,77,81
309,4,11:25.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,77,81
310,4,11:25.0,Offensive rebound by Team,,77,81
311,4,11:25.0,,Loose ball foul by M. Miller (drawn by S. Hawes),77,81
312,4,11:14.0,F. Kaminsky misses 2-pt layup from 2 ft,,77,81
313,4,11:14.0,,Defensive rebound by J. Nurkić,77,81
314,4,11:09.0,,W. Barton misses 3-pt jump shot from 25 ft,77,81
315,4,11:07.0,Defensive rebound by S. Hawes,,77,81
316,4,10:52.0,J. Lamb makes 2-pt jump shot from 5 ft (assist by S. Hawes),,79,81
317,4,10:37.0,,Turnover by W. Barton (bad pass; steal by J. Lamb),79,81
318,4,10:37.0,Personal take foul by M. Miller (drawn by J. Lamb),,79,81
319,4,10:23.0,J. Lamb misses 3-pt jump shot from 24 ft,,79,81
320,4,10:23.0,,Defensive rebound by M. Miller,79,81
321,4,10:15.0,,J. Nurkić misses 2-pt layup from 1 ft,79,81
322,4,10:14.0,Defensive rebound by J. Lamb,,79,81
323,4,10:04.0,Shooting foul by R. Foye (drawn by J. Lin),,79,81
324,4,10:04.0,J. Lin misses free throw 1 of 2,,79,81
325,4,10:04.0,Offensive rebound by Team,,79,81
326,4,10:04.0,J. Lin makes free throw 2 of 2,,80,81
327,4,10:00.0,,Denver full timeout,80,81
328,4,9:52.0,,E. Mudiay misses 2-pt layup from 2 ft,80,81
329,4,9:51.0,,Offensive rebound by J. Nurkić,80,81
330,4,9:51.0,,Shooting foul by S. Hawes (drawn by J. Nurkić),80,81
331,4,9:51.0,,J. Nurkić misses free throw 1 of 2,80,81
332,4,9:51.0,,Offensive rebound by Team,80,81
333,4,9:51.0,,J. Nurkić makes free throw 2 of 2,80,82
334,4,9:35.0,F. Kaminsky misses 2-pt layup from 2 ft (block by M. Miller),,80,82
335,4,9:33.0,Offensive rebound by S. Hawes,,80,82
336,4,9:26.0,Turnover by J. Lamb (lost ball; steal by E. Mudiay),,80,82
337,4,9:20.0,,E. Mudiay makes 2-pt dunk at rim (assist by M. Miller),80,84
338,4,9:11.0,Personal foul by J. Nurkić (drawn by J. Lin),,80,84
339,4,9:03.0,J. Lin misses 3-pt jump shot from 26 ft,,80,84
340,4,9:02.0,Offensive rebound by Team,,80,84
341,4,8:59.0,F. Kaminsky misses 2-pt layup from 2 ft,,80,84
342,4,8:58.0,,Defensive rebound by E. Mudiay,80,84
343,4,8:53.0,,E. Mudiay misses 2-pt layup from 1 ft,80,84
344,4,8:51.0,,Offensive rebound by R. Foye,80,84
345,4,8:38.0,,M. Miller makes 3-pt jump shot from 24 ft (assist by R. Foye),80,87
346,4,8:20.0,F. Kaminsky misses 2-pt layup from 1 ft (block by J. Nurkić),,80,87
347,4,8:19.0,,Defensive rebound by W. Barton,80,87
348,4,8:18.0,Offensive charge foul by W. Barton (drawn by J. Lin),,80,87
349,4,8:18.0,,Turnover by W. Barton (offensive foul),80,87
350,4,8:18.0,Official timeout,,80,87
351,4,8:18.0,K. Walker enters the game for F. Kaminsky,,80,87
352,4,8:01.0,Shooting foul by J. Nurkić (drawn by S. Hawes),,80,87
353,4,8:01.0,S. Hawes makes free throw 1 of 2,,81,87
354,4,8:01.0,S. Hawes makes free throw 2 of 2,,82,87
355,4,7:42.0,,J. Nurkić misses 2-pt layup from 2 ft (block by S. Hawes),82,87
356,4,7:40.0,Defensive rebound by S. Hawes,,82,87
357,4,7:31.0,J. Lin misses 2-pt jump shot from 17 ft,,82,87
358,4,7:30.0,,Defensive rebound by M. Miller,82,87
359,4,7:08.0,,W. Barton misses 3-pt jump shot from 25 ft,82,87
360,4,7:08.0,,Offensive rebound by J. Nurkić,82,87
361,4,6:51.0,,M. Miller makes 3-pt jump shot from 24 ft (assist by E. Mudiay),82,90
362,4,6:31.0,N. Batum misses 3-pt jump shot from 26 ft,,82,90
363,4,6:30.0,,Defensive rebound by E. Mudiay,82,90
364,4,6:06.0,,R. Foye misses 3-pt jump shot from 25 ft,82,90
365,4,6:06.0,Defensive rebound by N. Batum,,82,90
366,4,6:00.0,S. Hawes misses 2-pt layup from 1 ft (block by R. Foye),,82,90
367,4,5:59.0,,Defensive rebound by W. Barton,82,90
368,4,5:55.0,,Personal foul by J. Lamb (drawn by R. Foye),82,90
369,4,5:55.0,,Denver full timeout,82,90
370,4,5:55.0,M. Williams enters the game for J. Lin,,82,90
371,4,5:55.0,C. Zeller enters the game for S. Hawes,,82,90
372,4,5:42.0,,W. Barton makes 2-pt jump shot from 6 ft (assist by E. Mudiay),82,92
373,4,5:20.0,J. Lamb misses 2-pt layup from 2 ft,,82,92
374,4,5:19.0,Offensive rebound by C. Zeller,,82,92
375,4,5:18.0,C. Zeller makes 2-pt layup from 1 ft,,84,92
376,4,4:55.0,,W. Barton misses 3-pt jump shot from 25 ft,84,92
377,4,4:54.0,Defensive rebound by J. Lamb,,84,92
378,4,4:42.0,K. Walker misses 2-pt layup from 1 ft,,84,92
379,4,4:41.0,Offensive rebound by C. Zeller,,84,92
380,4,4:40.0,Shooting foul by R. Foye (drawn by C. Zeller),,84,92
381,4,4:40.0,C. Zeller makes free throw 1 of 2,,85,92
382,4,4:40.0,,D. Gallinari enters the game for M. Miller,85,92
383,4,4:40.0,,G. Harris enters the game for R. Foye,85,92
