,QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
0,1,11:57.0,,Violation by Team (jump ball),0,0
1,1,11:45.0,A. Stoudemire misses 2-pt jump shot from 19 ft,,0,0
2,1,11:45.0,,Defensive rebound by D. DeRozan,0,0
3,1,11:32.0,,D. DeRozan misses 2-pt jump shot from 19 ft,0,0
4,1,11:31.0,Defensive rebound by J. Johnson,,0,0
5,1,11:23.0,L. Deng makes 2-pt layup from 2 ft (assist by J. Winslow),,2,0
6,1,10:58.0,,K. Lowry misses 2-pt jump shot from 6 ft,2,0
7,1,10:58.0,,Offensive rebound by Team,2,0
8,1,10:58.0,,Turnover by Team (shot clock),2,0
9,1,10:44.0,J. Winslow misses 2-pt jump shot from 4 ft,,2,0
10,1,10:43.0,,Defensive rebound by J. Valančiūnas,2,0
11,1,10:31.0,,L. Scola makes 2-pt layup from 2 ft,2,2
12,1,10:20.0,G. Dragić makes 2-pt jump shot from 9 ft,,4,2
13,1,9:58.0,,J. Valančiūnas makes 2-pt jump shot from 9 ft,4,4
14,1,9:39.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by L. Deng),,7,4
15,1,9:16.0,,L. Scola misses 2-pt hook shot from 8 ft,7,4
16,1,9:16.0,Defensive rebound by G. Dragić,,7,4
17,1,9:03.0,Turnover by A. Stoudemire (bad pass),,7,4
18,1,8:49.0,,J. Johnson misses 3-pt jump shot from 24 ft,7,4
19,1,8:48.0,Defensive rebound by J. Winslow,,7,4
20,1,8:41.0,G. Dragić misses 2-pt layup from 3 ft,,7,4
21,1,8:41.0,,Defensive rebound by Team,7,4
22,1,8:29.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),7,7
23,1,8:23.0,Shooting foul by L. Scola (drawn by L. Deng),,7,7
24,1,8:23.0,L. Deng makes free throw 1 of 2,,8,7
25,1,8:23.0,L. Deng makes free throw 2 of 2,,9,7
26,1,8:10.0,,D. DeRozan makes 2-pt jump shot from 10 ft,9,9
27,1,7:50.0,G. Dragić makes 2-pt jump shot from 12 ft,,11,9
28,1,7:30.0,,Turnover by J. Johnson (bad pass),11,9
29,1,7:17.0,L. Deng misses 3-pt jump shot from 24 ft,,11,9
30,1,7:16.0,,Defensive rebound by D. DeRozan,11,9
31,1,7:06.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),11,11
32,1,6:48.0,Turnover by J. Johnson (lost ball; steal by J. Johnson),,11,11
33,1,6:43.0,,J. Johnson makes 2-pt layup from 1 ft,11,13
34,1,6:20.0,Turnover by J. Winslow (lost ball; steal by L. Scola),,11,13
35,1,6:14.0,,J. Johnson makes 2-pt dunk at rim (assist by L. Scola),11,15
36,1,5:54.0,J. Johnson makes 2-pt jump shot from 15 ft,,13,15
37,1,5:40.0,,Shooting foul by A. Stoudemire (drawn by J. Valančiūnas),13,15
38,1,5:40.0,,Toronto full timeout,13,15
39,1,5:40.0,G. Green enters the game for L. Deng,,13,15
40,1,5:40.0,J. Richardson enters the game for G. Dragić,,13,15
41,1,5:40.0,,J. Valančiūnas makes free throw 1 of 2,13,16
42,1,5:40.0,,J. Valančiūnas makes free throw 2 of 2,13,17
43,1,5:25.0,J. Johnson makes 3-pt jump shot from 25 ft,,16,17
44,1,5:08.0,,Turnover by D. DeRozan (lost ball; steal by A. Stoudemire),16,17
45,1,5:00.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Green),,19,17
46,1,4:45.0,,K. Lowry misses 2-pt jump shot from 7 ft,19,17
47,1,4:45.0,Defensive rebound by A. Stoudemire,,19,17
48,1,4:32.0,J. Johnson makes 2-pt jump shot from 16 ft,,21,17
49,1,4:07.0,,J. Johnson makes 2-pt layup from 2 ft,21,19
50,1,3:43.0,J. Winslow misses 2-pt jump shot from 20 ft,,21,19
51,1,3:43.0,,Defensive rebound by Team,21,19
52,1,3:43.0,Loose ball foul by A. Stoudemire,,21,19
53,1,3:43.0,,P. Patterson enters the game for J. Johnson,21,19
54,1,3:43.0,,T. Ross enters the game for L. Scola,21,19
55,1,3:43.0,H. Whiteside enters the game for A. Stoudemire,,21,19
56,1,3:28.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),21,21
57,1,3:03.0,J. Johnson misses 3-pt jump shot from 23 ft,,21,21
58,1,3:02.0,,Defensive rebound by J. Valančiūnas,21,21
59,1,2:56.0,,D. DeRozan makes 2-pt layup from 1 ft,21,23
60,1,2:56.0,,Shooting foul by J. Richardson (drawn by D. DeRozan),21,23
61,1,2:56.0,Miami full timeout,,21,23
62,1,2:56.0,,B. Biyombo enters the game for J. Valančiūnas,21,23
63,1,2:56.0,,C. Joseph enters the game for K. Lowry,21,23
64,1,2:56.0,,D. DeRozan makes free throw 1 of 1,21,24
65,1,2:32.0,J. Johnson misses 2-pt jump shot from 21 ft,,21,24
66,1,2:29.0,,Defensive rebound by D. DeRozan,21,24
67,1,2:09.0,,P. Patterson misses 2-pt jump shot from 12 ft,21,24
68,1,2:08.0,Defensive rebound by G. Green,,21,24
69,1,2:01.0,G. Green misses 2-pt jump shot from 14 ft,,21,24
70,1,2:00.0,,Defensive rebound by D. DeRozan,21,24
71,1,1:53.0,,D. DeRozan makes 2-pt layup from 1 ft,21,26
72,1,1:37.0,J. Richardson makes 2-pt jump shot from 15 ft,,23,26
73,1,1:19.0,,T. Ross makes 2-pt jump shot from 10 ft (assist by C. Joseph),23,28
74,1,1:00.0,Turnover by H. Whiteside (traveling),,23,28
75,1,1:00.0,L. Deng enters the game for J. Winslow,,23,28
76,1,1:00.0,G. Dragić enters the game for J. Johnson,,23,28
77,1,0:47.0,,T. Ross misses 2-pt layup from 2 ft,23,28
78,1,0:46.0,Defensive rebound by H. Whiteside,,23,28
79,1,0:33.0,Shooting foul by C. Joseph (drawn by L. Deng),,23,28
80,1,0:33.0,L. Deng makes free throw 1 of 2,,24,28
81,1,0:33.0,L. Deng misses free throw 2 of 2,,24,28
82,1,0:33.0,Offensive rebound by Team,,24,28
83,1,0:13.0,G. Dragić misses 2-pt jump shot from 7 ft,,24,28
84,1,0:09.0,Offensive rebound by J. Richardson,,24,28
85,1,0:01.0,J. Richardson misses 2-pt layup from 2 ft,,24,28
86,1,0:00.0,Offensive rebound by Team,,24,28
87,1,0:00.0,H. Whiteside misses 2-pt layup from 2 ft,,24,28
88,1,0:00.0,Offensive rebound by Team,,24,28
89,2,11:45.0,,P. Patterson misses 2-pt jump shot from 12 ft,24,28
90,2,11:43.0,Defensive rebound by G. Dragić,,24,28
91,2,11:31.0,H. Whiteside makes 2-pt jump shot from 17 ft (assist by G. Dragić),,26,28
92,2,11:20.0,,Turnover by K. Lowry (traveling),26,28
93,2,11:08.0,G. Dragić misses 2-pt jump shot from 14 ft,,26,28
94,2,11:07.0,Offensive rebound by H. Whiteside,,26,28
95,2,11:04.0,H. Whiteside misses 2-pt layup from 1 ft,,26,28
96,2,11:03.0,,Defensive rebound by C. Joseph,26,28
97,2,10:58.0,,Shooting foul by G. Dragić (drawn by C. Joseph),26,28
98,2,10:58.0,,C. Joseph makes free throw 1 of 2,26,29
99,2,10:58.0,,C. Joseph makes free throw 2 of 2,26,30
100,2,10:46.0,Offensive foul by L. Deng (drawn by P. Patterson),,26,30
101,2,10:46.0,Turnover by L. Deng (offensive foul),,26,30
102,2,10:31.0,,C. Joseph misses 2-pt layup from 2 ft (block by H. Whiteside),26,30
103,2,10:28.0,Defensive rebound by G. Dragić,,26,30
104,2,10:24.0,G. Dragić misses 2-pt layup from 2 ft (block by B. Biyombo),,26,30
105,2,10:24.0,Offensive rebound by H. Whiteside,,26,30
106,2,10:23.0,H. Whiteside misses 2-pt layup from 1 ft (block by C. Joseph),,26,30
107,2,10:23.0,Offensive rebound by Team,,26,30
108,2,10:17.0,G. Green misses 3-pt jump shot from 23 ft,,26,30
109,2,10:15.0,Offensive rebound by H. Whiteside,,26,30
110,2,10:12.0,H. Whiteside misses 2-pt hook shot from 2 ft,,26,30
111,2,10:10.0,Offensive rebound by G. Green,,26,30
112,2,10:07.0,G. Green misses 2-pt layup from 1 ft,,26,30
113,2,10:07.0,Offensive rebound by H. Whiteside,,26,30
114,2,10:07.0,H. Whiteside makes 2-pt layup from 2 ft,,28,30
115,2,9:53.0,,P. Patterson misses 3-pt jump shot from 24 ft,28,30
116,2,9:52.0,Defensive rebound by G. Green,,28,30
117,2,9:42.0,G. Green misses 2-pt jump shot from 14 ft,,28,30
118,2,9:41.0,,Defensive rebound by Team,28,30
119,2,9:41.0,Loose ball foul by H. Whiteside,,28,30
120,2,9:20.0,,Shooting foul by H. Whiteside (drawn by B. Biyombo),28,30
121,2,9:20.0,,B. Biyombo makes free throw 1 of 2,28,31
122,2,9:20.0,,B. Biyombo misses free throw 2 of 2,28,31
123,2,9:19.0,,Offensive rebound by P. Patterson,28,31
124,2,9:12.0,,K. Lowry misses 3-pt jump shot from 24 ft,28,31
125,2,9:10.0,Defensive rebound by G. Green,,28,31
126,2,9:04.0,Personal foul by T. Ross,,28,31
127,2,8:49.0,G. Dragić misses 2-pt jump shot from 9 ft,,28,31
128,2,8:47.0,Offensive rebound by L. Deng,,28,31
129,2,8:39.0,L. Deng misses 2-pt jump shot from 7 ft,,28,31
130,2,8:38.0,,Defensive rebound by Team,28,31
131,2,8:38.0,Official timeout,,28,31
132,2,8:19.0,,C. Joseph misses 2-pt layup from 3 ft,28,31
133,2,8:19.0,Defensive rebound by Team,,28,31
134,2,8:19.0,,Loose ball foul by C. Joseph,28,31
135,2,7:56.0,J. Richardson makes 2-pt layup from 1 ft,,30,31
136,2,7:49.0,,Personal foul by J. Richardson,30,31
137,2,7:49.0,J. Winslow enters the game for G. Green,,30,31
138,2,7:41.0,,Offensive foul by B. Biyombo (drawn by G. Dragić),30,31
139,2,7:41.0,,Turnover by B. Biyombo (offensive foul),30,31
140,2,7:28.0,G. Dragić misses 2-pt layup from 2 ft,,30,31
141,2,7:26.0,,Defensive rebound by P. Patterson,30,31
142,2,7:23.0,,Personal foul by J. Winslow,30,31
143,2,7:23.0,,T. Ross makes free throw 1 of 2,30,32
144,2,7:23.0,J. Johnson enters the game for J. Richardson,,30,32
145,2,7:23.0,,D. DeRozan enters the game for C. Joseph,30,32
146,2,7:23.0,,T. Ross makes free throw 2 of 2,30,33
