,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
0,1,11:43.0,,M. Conley makes 2-pt jump shot from 22 ft (assist by M. Gasol),0,2
1,1,11:21.0,R. Hibbert misses 2-pt jump shot from 14 ft,,0,2
2,1,11:21.0,,Defensive rebound by M. Barnes,0,2
3,1,11:03.0,,C. Lee makes 2-pt jump shot from 21 ft (assist by M. Gasol),0,4
4,1,10:51.0,Shooting foul by M. Gasol (drawn by R. Hibbert),,0,4
5,1,10:51.0,R. Hibbert misses free throw 1 of 2,,0,4
6,1,10:51.0,Offensive rebound by Team,,0,4
7,1,10:51.0,R. Hibbert makes free throw 2 of 2,,1,4
8,1,10:32.0,,M. Gasol makes 2-pt jump shot from 5 ft,1,6
9,1,10:10.0,K. Bryant misses 3-pt jump shot from 26 ft,,1,6
10,1,10:10.0,,Defensive rebound by J. Green,1,6
11,1,10:04.0,,Shooting foul by L. Nance (drawn by J. Green),1,6
12,1,10:04.0,,J. Green misses free throw 1 of 2,1,6
13,1,10:04.0,,Offensive rebound by Team,1,6
14,1,10:04.0,,J. Green makes free throw 2 of 2,1,7
15,1,9:52.0,K. Bryant makes 2-pt layup from 1 ft (assist by R. Hibbert),,3,7
16,1,9:39.0,,M. Gasol misses 2-pt hook shot from 6 ft,3,7
17,1,9:37.0,,Offensive rebound by M. Barnes,3,7
18,1,9:33.0,,M. Barnes misses 3-pt jump shot from 24 ft,3,7
19,1,9:31.0,,Offensive rebound by J. Green,3,7
20,1,9:31.0,,J. Green misses 2-pt layup at rim,3,7
21,1,9:29.0,,Offensive rebound by J. Green,3,7
22,1,9:29.0,,J. Green makes 2-pt layup from 1 ft,3,9
23,1,9:14.0,L. Williams misses 2-pt layup from 1 ft,,3,9
24,1,9:13.0,,Defensive rebound by Team,3,9
25,1,8:57.0,,J. Green makes 2-pt jump shot from 21 ft (assist by M. Barnes),3,11
26,1,8:40.0,L. Nance makes 2-pt hook shot from 9 ft,,5,11
27,1,8:22.0,,M. Conley makes 2-pt jump shot from 6 ft,5,13
28,1,8:08.0,J. Clarkson misses 2-pt layup from 1 ft,,5,13
29,1,8:07.0,,Defensive rebound by M. Conley,5,13
30,1,8:01.0,,J. Green misses 3-pt jump shot from 25 ft,5,13
31,1,7:59.0,Defensive rebound by L. Nance,,5,13
32,1,7:53.0,L. Nance misses 2-pt layup from 1 ft,,5,13
33,1,7:51.0,Offensive rebound by J. Clarkson,,5,13
34,1,7:51.0,J. Clarkson makes 2-pt layup from 1 ft,,7,13
35,1,7:28.0,,M. Gasol misses 2-pt jump shot from 15 ft,7,13
36,1,7:27.0,Defensive rebound by L. Nance,,7,13
37,1,7:16.0,K. Bryant makes 2-pt layup from 1 ft,,9,13
38,1,7:04.0,,Shooting foul by J. Clarkson (drawn by J. Green),9,13
39,1,7:04.0,,J. Green makes free throw 1 of 2,9,14
40,1,7:04.0,,J. Green misses free throw 2 of 2,9,14
41,1,7:03.0,Defensive rebound by R. Hibbert,,9,14
42,1,6:50.0,K. Bryant misses 2-pt jump shot from 21 ft,,9,14
43,1,6:49.0,Offensive rebound by Team,,9,14
44,1,6:39.0,R. Hibbert misses 2-pt layup from 1 ft,,9,14
45,1,6:37.0,Offensive rebound by L. Nance,,9,14
46,1,6:37.0,L. Nance makes 2-pt dunk at rim,,11,14
47,1,6:15.0,,M. Gasol makes 2-pt jump shot from 4 ft,11,16
48,1,6:01.0,Turnover by K. Bryant (bad pass),,11,16
49,1,6:01.0,,T. Allen enters the game for J. Green,11,16
50,1,5:46.0,,Personal foul by K. Bryant (drawn by M. Gasol),11,16
51,1,5:46.0,,Memphis full timeout,11,16
52,1,5:46.0,D. Russell enters the game for L. Williams,,11,16
53,1,5:35.0,,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),11,18
54,1,5:19.0,Personal foul by T. Allen (drawn by K. Bryant),,11,18
55,1,5:19.0,,Z. Randolph enters the game for M. Barnes,11,18
56,1,5:10.0,K. Bryant makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,14,18
57,1,4:55.0,,Personal foul by R. Hibbert (drawn by M. Gasol),14,18
58,1,4:46.0,,M. Conley misses 3-pt jump shot from 24 ft,14,18
59,1,4:45.0,Defensive rebound by L. Nance,,14,18
60,1,4:30.0,Turnover by K. Bryant (bad pass; steal by M. Conley),,14,18
61,1,4:20.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by M. Gasol),14,20
62,1,4:04.0,L. Nance misses 2-pt jump shot from 20 ft,,14,20
63,1,4:03.0,,Defensive rebound by M. Conley,14,20
64,1,3:53.0,,M. Conley makes 2-pt jump shot from 16 ft,14,22
65,1,3:45.0,LA Lakers full timeout,,14,22
66,1,3:45.0,B. Bass enters the game for L. Nance,,14,22
67,1,3:45.0,J. Randle enters the game for R. Hibbert,,14,22
68,1,3:45.0,,M. Chalmers enters the game for M. Conley,14,22
69,1,3:35.0,B. Bass misses 2-pt jump shot from 13 ft,,14,22
70,1,3:35.0,,Defensive rebound by Z. Randolph,14,22
71,1,3:15.0,,T. Allen misses 2-pt jump shot from 20 ft,14,22
72,1,3:14.0,Defensive rebound by J. Randle,,14,22
73,1,3:05.0,Shooting foul by C. Lee (drawn by J. Clarkson),,14,22
74,1,3:05.0,J. Clarkson makes free throw 1 of 2,,15,22
75,1,3:05.0,J. Clarkson makes free throw 2 of 2,,16,22
76,1,2:45.0,,C. Lee misses 3-pt jump shot from 25 ft,16,22
77,1,2:45.0,Defensive rebound by K. Bryant,,16,22
78,1,2:37.0,K. Bryant misses 3-pt jump shot from 25 ft,,16,22
79,1,2:36.0,,Defensive rebound by M. Gasol,16,22
80,1,2:29.0,,M. Chalmers makes 2-pt layup at rim,16,24
81,1,2:13.0,J. Randle misses 2-pt jump shot from 19 ft,,16,24
82,1,2:12.0,,Defensive rebound by C. Lee,16,24
83,1,2:01.0,,Turnover by Z. Randolph (lost ball; steal by D. Russell),16,24
84,1,1:53.0,D. Russell misses 3-pt jump shot from 24 ft,,16,24
85,1,1:51.0,,Defensive rebound by M. Gasol,16,24
86,1,1:42.0,,M. Chalmers misses 2-pt layup from 1 ft,16,24
87,1,1:41.0,Defensive rebound by J. Clarkson,,16,24
88,1,1:36.0,K. Bryant makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,19,24
89,1,1:19.0,,Personal foul by J. Clarkson (drawn by C. Lee),19,24
90,1,1:19.0,,C. Lee makes free throw 1 of 2,19,25
91,1,1:19.0,,J. Green enters the game for M. Gasol,19,25
92,1,1:19.0,,C. Lee makes free throw 2 of 2,19,26
93,1,1:04.0,K. Bryant misses 3-pt jump shot from 23 ft,,19,26
94,1,1:04.0,,Defensive rebound by M. Chalmers,19,26
95,1,0:58.0,,M. Chalmers makes 2-pt layup at rim,19,28
96,1,0:49.0,Turnover by D. Russell (bad pass; steal by Z. Randolph),,19,28
97,1,0:45.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Chalmers),19,30
98,1,0:37.0,Shooting foul by T. Allen (drawn by K. Bryant),,19,30
99,1,0:37.0,K. Bryant makes free throw 1 of 2,,20,30
100,1,0:37.0,,V. Carter enters the game for T. Allen,20,30
101,1,0:37.0,K. Bryant makes free throw 2 of 2,,21,30
102,1,0:27.0,,C. Lee misses 2-pt layup from 2 ft (block by B. Bass),21,30
103,1,0:25.0,Defensive rebound by J. Randle,,21,30
104,1,0:07.0,K. Bryant makes 2-pt layup at rim,,23,30
105,1,0:01.0,,C. Lee makes 2-pt jump shot from 18 ft (assist by M. Chalmers),23,32
106,2,11:50.0,J. Randle makes 2-pt dunk at rim,,25,32
107,2,11:30.0,,J. Green misses 2-pt layup from 1 ft (block by N. Young),25,32
108,2,11:27.0,Defensive rebound by J. Randle,,25,32
109,2,11:23.0,L. Williams misses 3-pt jump shot from 23 ft,,25,32
110,2,11:19.0,,Defensive rebound by M. Chalmers,25,32
111,2,11:15.0,,T. Allen misses 2-pt layup from 2 ft,25,32
112,2,11:13.0,Defensive rebound by J. Randle,,25,32
113,2,11:08.0,D. Russell makes 3-pt jump shot from 25 ft (assist by L. Williams),,28,32
114,2,10:53.0,,Personal foul by L. Williams,28,32
115,2,10:46.0,,Z. Randolph misses 2-pt jump shot from 16 ft,28,32
116,2,10:46.0,Defensive rebound by J. Randle,,28,32
117,2,10:38.0,N. Young misses 2-pt jump shot from 13 ft,,28,32
118,2,10:35.0,,Defensive rebound by Z. Randolph,28,32
119,2,10:30.0,,J. Green makes 2-pt layup at rim (assist by M. Chalmers),28,34
120,2,10:15.0,L. Williams makes 3-pt jump shot from 25 ft,,31,34
121,2,10:09.0,,Memphis full timeout,31,34
122,2,9:59.0,,Z. Randolph makes 2-pt hook shot from 5 ft (assist by V. Carter),31,36
123,2,9:41.0,Personal foul by V. Carter,,31,36
124,2,9:29.0,J. Randle misses 2-pt jump shot from 7 ft,,31,36
125,2,9:28.0,,Defensive rebound by T. Allen,31,36
126,2,9:14.0,,Turnover by Z. Randolph (back court),31,36
127,2,8:49.0,N. Young misses 3-pt jump shot from 26 ft,,31,36
128,2,8:49.0,Offensive rebound by J. Randle,,31,36
129,2,8:49.0,Personal foul by Z. Randolph (drawn by J. Randle),,31,36
130,2,8:41.0,Turnover by L. Williams (lost ball),,31,36
131,2,8:35.0,,Shooting foul by D. Russell (drawn by M. Chalmers),31,36
132,2,8:35.0,,M. Chalmers makes free throw 1 of 2,31,37
133,2,8:35.0,,J. Green enters the game for T. Allen,31,37
134,2,8:35.0,,M. Chalmers makes free throw 2 of 2,31,38
135,2,8:25.0,L. Williams misses 3-pt jump shot from 25 ft,,31,38
136,2,8:25.0,,Defensive rebound by J. Green,31,38
137,2,8:11.0,,V. Carter makes 2-pt dunk at rim,31,40
138,2,7:58.0,D. Russell makes 3-pt jump shot from 24 ft,,34,40
139,2,7:45.0,,J. Green misses 2-pt layup from 1 ft (block by B. Bass),34,40
140,2,7:42.0,Defensive rebound by J. Randle,,34,40
141,2,7:36.0,L. Williams misses 2-pt dunk at rim (block by J. Green),,34,40
142,2,7:33.0,Offensive rebound by N. Young,,34,40
143,2,7:29.0,N. Young makes 3-pt jump shot from 24 ft,,37,40
144,2,7:11.0,,Shooting foul by J. Randle (drawn by Z. Randolph),37,40
145,2,7:11.0,,Z. Randolph makes free throw 1 of 2,37,41
146,2,7:11.0,,M. Barnes enters the game for V. Carter,37,41
147,2,7:11.0,,Z. Randolph makes free throw 2 of 2,37,42
148,2,6:57.0,L. Williams misses 3-pt jump shot from 22 ft (block by J. Green),,37,42
149,2,6:55.0,,Defensive rebound by J. Green,37,42
150,2,6:49.0,,J. Green misses 3-pt jump shot from 25 ft,37,42
151,2,6:47.0,Defensive rebound by N. Young,,37,42
152,2,6:36.0,D. Russell misses 3-pt jump shot from 24 ft,,37,42
153,2,6:35.0,,Defensive rebound by M. Barnes,37,42
154,2,6:16.0,,Z. Randolph makes 2-pt layup from 1 ft,37,44
155,2,5:51.0,Shooting foul by J. Green (drawn by J. Randle),,37,44
156,2,5:51.0,LA Lakers full timeout,,37,44
157,2,5:51.0,,M. Gasol enters the game for Z. Randolph,37,44
158,2,5:51.0,,M. Conley enters the game for M. Chalmers,37,44
159,2,5:51.0,J. Randle misses free throw 1 of 2,,37,44
160,2,5:51.0,Offensive rebound by Team,,37,44
161,2,5:51.0,J. Randle makes free throw 2 of 2,,38,44
162,2,5:33.0,J. Clarkson enters the game for D. Russell,,38,44
163,2,5:33.0,R. Hibbert enters the game for B. Bass,,38,44
164,2,5:28.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),38,46
165,2,5:07.0,J. Randle misses 2-pt jump shot from 5 ft,,38,46
166,2,5:05.0,Offensive rebound by J. Randle,,38,46
167,2,5:05.0,J. Randle misses 2-pt layup at rim,,38,46
168,2,5:03.0,,Defensive rebound by J. Green,38,46
169,2,4:56.0,,Turnover by M. Barnes (bad pass; steal by N. Young),38,46
170,2,4:53.0,N. Young misses 2-pt dunk at rim (block by J. Green),,38,46
171,2,4:53.0,Offensive rebound by Team,,38,46
172,2,4:43.0,J. Clarkson makes 2-pt jump shot from 20 ft,,40,46
173,2,4:23.0,,Shooting foul by R. Hibbert (drawn by M. Conley),40,46
174,2,4:23.0,,M. Conley makes free throw 1 of 2,40,47
175,2,4:23.0,L. Nance enters the game for J. Randle,,40,47
176,2,4:23.0,,M. Conley makes free throw 2 of 2,40,48
177,2,4:02.0,N. Young misses 3-pt jump shot from 24 ft,,40,48
178,2,4:02.0,,Defensive rebound by M. Gasol,40,48
179,2,3:50.0,,M. Gasol makes 2-pt jump shot from 9 ft (assist by M. Conley),40,50
