,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ORLANDO_ACTION,MEMPHIS_SCORE,ORLANDO_SCORE
35,1,8:03.0,Offensive rebound by C. Andersen,,4,10
36,1,8:01.0,J. Farmar makes 2-pt layup at rim (assist by Z. Randolph),,6,10
37,1,7:39.0,,V. Oladipo makes 2-pt layup at rim,6,12
38,1,7:24.0,J. Green enters the game for C. Andersen,,6,12
39,1,7:15.0,J. Green misses 2-pt hook shot from 7 ft,,6,12
40,1,7:13.0,,Defensive rebound by A. Gordon,6,12
41,1,7:09.0,,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),6,14
42,1,6:52.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,9,14
43,1,6:39.0,,A. Gordon misses 3-pt jump shot from 25 ft,9,14
44,1,6:38.0,Defensive rebound by T. Allen,,9,14
45,1,6:33.0,Personal foul by D. Dedmon,,9,14
46,1,6:33.0,L. Stephenson enters the game for T. Allen,,9,14
47,1,6:26.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,12,14
48,1,6:16.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),12,16
49,1,5:58.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by J. Green),,15,16
50,1,5:46.0,,E. Fournier misses 3-pt jump shot from 22 ft,15,16
51,1,5:45.0,Defensive rebound by Z. Randolph,,15,16
52,1,5:39.0,L. Stephenson misses 2-pt layup at rim,,15,16
53,1,5:39.0,Offensive rebound by J. Green,,15,16
54,1,5:39.0,J. Green makes 2-pt dunk at rim,,17,16
55,1,5:39.0,,Orlando full timeout,17,16
56,1,5:39.0,,N. Vučević enters the game for D. Dedmon,17,16
57,1,5:25.0,,N. Vučević misses 2-pt jump shot from 18 ft,17,16
58,1,5:24.0,Defensive rebound by J. Green,,17,16
59,1,5:09.0,J. Green misses 2-pt layup from 3 ft (block by N. Vučević),,17,16
60,1,5:06.0,,Defensive rebound by V. Oladipo,17,16
61,1,5:02.0,,V. Oladipo misses 2-pt jump shot from 16 ft (block by L. Stephenson),17,16
62,1,4:59.0,,Offensive rebound by A. Gordon,17,16
63,1,4:56.0,,E. Fournier misses 3-pt jump shot from 26 ft,17,16
64,1,4:56.0,,Offensive rebound by Team,17,16
65,1,4:49.0,,Shooting foul by M. Barnes (drawn by E. Fournier),17,16
66,1,4:49.0,,E. Fournier makes free throw 1 of 2,17,17
67,1,4:49.0,,E. Fournier makes free throw 2 of 2,17,18
68,1,4:33.0,L. Stephenson makes 2-pt jump shot from 18 ft,,19,18
69,1,4:13.0,,E. Payton misses 2-pt layup at rim,19,18
70,1,4:12.0,Defensive rebound by Z. Randolph,,19,18
71,1,4:06.0,Z. Randolph misses 3-pt jump shot from 24 ft,,19,18
72,1,4:03.0,,Defensive rebound by A. Gordon,19,18
73,1,4:00.0,,A. Gordon misses 2-pt jump shot from 7 ft,19,18
74,1,3:56.0,,Offensive rebound by E. Payton,19,18
75,1,3:56.0,,E. Payton misses 2-pt dunk from 1 ft,19,18
76,1,3:55.0,Defensive rebound by L. Stephenson,,19,18
77,1,3:52.0,J. Green makes 2-pt dunk from 2 ft (assist by L. Stephenson),,21,18
78,1,3:39.0,,N. Vučević makes 2-pt jump shot from 3 ft (assist by E. Payton),21,20
79,1,3:39.0,,Shooting foul by Z. Randolph (drawn by N. Vučević),21,20
80,1,3:39.0,X. Munford enters the game for J. Farmar,,21,20
81,1,3:39.0,,M. Hezonja enters the game for E. Fournier,21,20
82,1,3:39.0,,N. Vučević makes free throw 1 of 1,21,21
83,1,3:25.0,J. Green makes 2-pt jump shot from 15 ft (assist by M. Barnes),,23,21
84,1,3:09.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),23,23
85,1,2:52.0,Z. Randolph makes 2-pt jump shot from 18 ft,,25,23
86,1,2:37.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),25,25
87,1,2:20.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,28,25
88,1,2:09.0,,E. Payton misses 2-pt jump shot from 6 ft,28,25
89,1,2:06.0,,Offensive rebound by A. Gordon,28,25
90,1,2:06.0,,A. Gordon misses 2-pt layup at rim,28,25
91,1,2:04.0,,Offensive rebound by V. Oladipo,28,25
92,1,1:57.0,,Personal foul by J. Green,28,25
93,1,1:57.0,Memphis full timeout,,28,25
94,1,1:57.0,,A. Nicholson enters the game for A. Gordon,28,25
95,1,1:57.0,,B. Jennings enters the game for E. Payton,28,25
96,1,1:47.0,,N. Vučević makes 2-pt jump shot from 12 ft,28,27
97,1,1:29.0,M. Barnes misses 3-pt jump shot from 24 ft,,28,27
98,1,1:27.0,,Defensive rebound by N. Vučević,28,27
99,1,1:11.0,,V. Oladipo misses 2-pt jump shot from 21 ft,28,27
100,1,1:09.0,Defensive rebound by M. Barnes,,28,27
101,1,0:54.0,Z. Randolph misses 2-pt jump shot from 18 ft,,28,27
102,1,0:53.0,,Defensive rebound by B. Jennings,28,27
103,1,0:46.0,,A. Nicholson misses 3-pt jump shot from 25 ft,28,27
104,1,0:45.0,Defensive rebound by J. Green,,28,27
105,1,0:37.0,X. Munford makes 2-pt jump shot from 17 ft,,30,27
106,1,0:21.0,,M. Hezonja makes 2-pt jump shot from 14 ft,30,29
107,1,0:00.0,L. Stephenson misses 2-pt jump shot from 16 ft,,30,29
108,1,0:00.0,Offensive rebound by Team,,30,29
109,2,11:45.0,Turnover by M. Barnes (lost ball; steal by M. Hezonja),,30,29
110,2,11:34.0,,E. Fournier misses 2-pt jump shot from 20 ft,30,29
111,2,11:32.0,Defensive rebound by J. Green,,30,29
112,2,11:25.0,X. Munford misses 2-pt jump shot from 14 ft,,30,29
113,2,11:22.0,,Defensive rebound by A. Nicholson,30,29
114,2,11:12.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by M. Hezonja),30,31
115,2,11:02.0,Offensive foul by M. Barnes (drawn by E. Fournier),,30,31
116,2,11:02.0,Turnover by M. Barnes (offensive foul),,30,31
117,2,11:02.0,V. Carter enters the game for L. Stephenson,,30,31
118,2,10:49.0,,N. Vučević makes 2-pt hook shot from 7 ft,30,33
119,2,10:36.0,Turnover by M. Barnes (bad pass; steal by M. Hezonja),,30,33
120,2,10:26.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by B. Jennings),30,35
121,2,10:21.0,Memphis full timeout,,30,35
122,2,10:07.0,X. Munford makes 2-pt jump shot from 4 ft,,32,35
123,2,9:53.0,,N. Vučević misses 2-pt hook shot from 8 ft,32,35
124,2,9:52.0,Defensive rebound by C. Andersen,,32,35
125,2,9:34.0,V. Carter misses 2-pt jump shot from 22 ft,,32,35
126,2,9:33.0,,Defensive rebound by A. Nicholson,32,35
127,2,9:13.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by N. Vučević),32,38
128,2,8:56.0,V. Carter makes 2-pt jump shot from 12 ft,,34,38
129,2,8:35.0,,E. Fournier makes 3-pt jump shot from 25 ft,34,41
130,2,8:25.0,Turnover by X. Munford (bad pass),,34,41
131,2,8:25.0,L. Stephenson enters the game for M. Barnes,,34,41
132,2,8:10.0,,Turnover by N. Vučević (lost ball; steal by X. Munford),34,41
133,2,8:06.0,Shooting foul by E. Fournier (drawn by J. Green),,34,41
134,2,8:06.0,J. Green misses free throw 1 of 2,,34,41
135,2,8:06.0,Offensive rebound by Team,,34,41
136,2,8:06.0,J. Green misses free throw 2 of 2,,34,41
137,2,8:06.0,,Defensive rebound by N. Vučević,34,41
138,2,7:54.0,,Personal foul by J. Green,34,41
139,2,7:37.0,,A. Nicholson makes 3-pt jump shot from 25 ft,34,44
140,2,7:30.0,Personal foul by M. Hezonja,,34,44
141,2,7:30.0,,J. Smith enters the game for N. Vučević,34,44
142,2,7:17.0,C. Andersen misses 3-pt jump shot from 26 ft,,34,44
143,2,7:16.0,,Defensive rebound by A. Nicholson,34,44
144,2,7:08.0,,B. Jennings misses 2-pt jump shot from 20 ft,34,44
145,2,7:06.0,Defensive rebound by V. Carter,,34,44
146,2,7:00.0,V. Carter makes 2-pt jump shot from 17 ft,,36,44
147,2,6:42.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by E. Fournier),36,47
148,2,6:30.0,,V. Oladipo enters the game for M. Hezonja,36,47
149,2,6:30.0,J. Martin enters the game for C. Andersen,,36,47
150,2,6:25.0,Shooting foul by J. Smith (drawn by L. Stephenson),,36,47
151,2,6:25.0,L. Stephenson makes free throw 1 of 2,,37,47
152,2,6:25.0,L. Stephenson makes free throw 2 of 2,,38,47
153,2,6:15.0,,B. Jennings misses 2-pt jump shot from 5 ft,38,47
154,2,6:13.0,Defensive rebound by J. Green,,38,47
155,2,6:05.0,L. Stephenson makes 2-pt layup from 1 ft (assist by J. Martin),,40,47
156,2,5:49.0,,J. Smith misses 2-pt jump shot from 20 ft,40,47
157,2,5:47.0,Defensive rebound by L. Stephenson,,40,47
158,2,5:39.0,L. Stephenson misses 2-pt jump shot from 8 ft,,40,47
159,2,5:37.0,Offensive rebound by J. Martin,,40,47
160,2,5:37.0,J. Martin makes 2-pt layup at rim,,42,47
161,2,5:28.0,,Orlando full timeout,42,47
162,2,5:28.0,,A. Gordon enters the game for B. Jennings,42,47
163,2,5:28.0,,E. Payton enters the game for A. Nicholson,42,47
164,2,5:17.0,,V. Oladipo misses 3-pt jump shot from 24 ft,42,47
165,2,5:14.0,Defensive rebound by L. Stephenson,,42,47
166,2,5:07.0,Shooting foul by J. Smith (drawn by J. Martin),,42,47
167,2,5:07.0,J. Martin misses free throw 1 of 2,,42,47
168,2,5:07.0,Offensive rebound by Team,,42,47
169,2,5:07.0,J. Martin makes free throw 2 of 2,,43,47
170,2,4:50.0,,A. Gordon misses 3-pt jump shot from 23 ft,43,47
171,2,4:49.0,,Offensive rebound by E. Fournier,43,47
172,2,4:46.0,,E. Fournier makes 2-pt jump shot from 8 ft,43,49
173,2,4:26.0,L. Stephenson makes 2-pt layup at rim (assist by V. Carter),,45,49
174,2,4:14.0,,Shooting foul by L. Stephenson (drawn by V. Oladipo),45,49
175,2,4:14.0,Technical foul by L. Stephenson,,45,49
176,2,4:14.0,,V. Oladipo makes technical free throw,45,50
177,2,4:14.0,,V. Oladipo makes free throw 1 of 2,45,51
178,2,4:14.0,,V. Oladipo misses free throw 2 of 2,45,51
179,2,4:14.0,Defensive rebound by Team,,45,51
180,2,4:14.0,,Loose ball foul by J. Smith,45,51
181,2,4:14.0,J. Green misses free throw 1 of 2,,45,51
182,2,4:14.0,Offensive rebound by Team,,45,51
183,2,4:14.0,,D. Dedmon enters the game for J. Smith,45,51
184,2,4:14.0,J. Green makes free throw 2 of 2,,46,51
185,2,3:50.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by E. Payton),46,53
186,2,3:50.0,,Shooting foul by V. Carter (drawn by D. Dedmon),46,53
187,2,3:50.0,,D. Dedmon misses free throw 1 of 1,46,53
188,2,3:49.0,Defensive rebound by J. Green,,46,53
189,2,3:42.0,Personal foul by V. Oladipo,,46,53
190,2,3:42.0,L. Stephenson makes free throw 1 of 2,,47,53
191,2,3:42.0,Z. Randolph enters the game for J. Green,,47,53
192,2,3:42.0,L. Stephenson misses free throw 2 of 2,,47,53
193,2,3:41.0,,Defensive rebound by A. Gordon,47,53
194,2,3:29.0,,D. Dedmon makes 2-pt jump shot from 11 ft (assist by E. Payton),47,55
195,2,3:11.0,X. Munford makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,50,55
196,2,2:57.0,,Turnover by E. Payton (bad pass; steal by V. Carter),50,55
197,2,2:57.0,Personal foul by D. Dedmon,,50,55
198,2,2:57.0,Official timeout,,50,55
199,2,2:57.0,,N. Vučević enters the game for D. Dedmon,50,55
200,2,2:57.0,Z. Randolph misses free throw 1 of 2,,50,55
201,2,2:57.0,Offensive rebound by Team,,50,55
202,2,2:57.0,Z. Randolph makes free throw 2 of 2,,51,55
203,2,2:46.0,,Personal foul by J. Martin,51,55
204,2,2:46.0,M. Barnes enters the game for J. Martin,,51,55
205,2,2:46.0,,Turnover by E. Fournier (bad pass; steal by X. Munford),51,55
206,2,2:42.0,X. Munford makes 2-pt layup at rim,,53,55
207,2,2:23.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by E. Payton),53,58
208,2,2:08.0,Z. Randolph misses 2-pt hook shot from 5 ft,,53,58
209,2,2:06.0,Offensive rebound by Z. Randolph,,53,58
210,2,2:06.0,Shooting foul by E. Fournier (drawn by Z. Randolph),,53,58
211,2,2:06.0,Z. Randolph makes free throw 1 of 2,,54,58
212,2,2:06.0,,M. Hezonja enters the game for E. Fournier,54,58
213,2,2:06.0,Z. Randolph misses free throw 2 of 2,,54,58
214,2,2:05.0,,Defensive rebound by A. Gordon,54,58
215,2,1:45.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by A. Gordon),54,60
216,2,1:33.0,Turnover by Z. Randolph (lost ball; steal by N. Vučević),,54,60
217,2,1:29.0,,V. Oladipo makes 2-pt dunk at rim (assist by E. Payton),54,62
218,2,1:08.0,Z. Randolph misses 2-pt hook shot from 4 ft,,54,62
219,2,1:05.0,,Defensive rebound by N. Vučević,54,62
220,2,1:02.0,,E. Payton makes 2-pt layup at rim (assist by M. Hezonja),54,64
221,2,1:02.0,,Shooting foul by X. Munford (drawn by E. Payton),54,64
222,2,1:02.0,,E. Payton makes free throw 1 of 1,54,65
223,2,0:49.0,Z. Randolph makes 2-pt layup from 1 ft (assist by L. Stephenson),,56,65
224,2,0:33.0,,N. Vučević misses 2-pt jump shot from 21 ft,56,65
225,2,0:32.0,Defensive rebound by X. Munford,,56,65
226,2,0:11.0,L. Stephenson misses 2-pt jump shot from 20 ft,,56,65
227,2,0:09.0,,Defensive rebound by V. Oladipo,56,65
228,2,0:04.0,,Shooting foul by X. Munford (drawn by V. Oladipo),56,65
229,2,0:04.0,,V. Oladipo makes free throw 1 of 2,56,66
230,2,0:04.0,,V. Oladipo makes free throw 2 of 2,56,67
231,2,0:00.0,L. Stephenson misses 2-pt jump shot from 3 ft,,56,67
232,2,0:00.0,Offensive rebound by Team,,56,67
233,3,11:42.0,Z. Randolph makes 2-pt layup from 1 ft (assist by J. Farmar),,58,67
234,3,11:31.0,,Personal foul by J. Farmar,58,67
235,3,11:25.0,,Shooting foul by M. Barnes (drawn by E. Fournier),58,67
236,3,11:25.0,,E. Fournier makes free throw 1 of 3,58,68
237,3,11:25.0,,E. Fournier makes free throw 2 of 3,58,69
238,3,11:25.0,,E. Fournier makes free throw 3 of 3,58,70
239,3,11:14.0,Personal foul by V. Oladipo,,58,70
240,3,11:04.0,Z. Randolph makes 2-pt layup at rim,,60,70
241,3,10:41.0,,Turnover by D. Dedmon (3 sec),60,70
242,3,10:32.0,Personal foul by V. Oladipo,,60,70
243,3,10:22.0,Z. Randolph misses 2-pt jump shot from 15 ft,,60,70
244,3,10:21.0,,Defensive rebound by Team,60,70
245,3,9:58.0,,V. Oladipo makes 2-pt layup at rim (assist by E. Fournier),60,72
246,3,9:32.0,M. Barnes misses 3-pt jump shot from 26 ft,,60,72
247,3,9:31.0,Offensive rebound by Z. Randolph,,60,72
248,3,9:28.0,J. Farmar misses 3-pt jump shot from 25 ft,,60,72
249,3,9:26.0,,Defensive rebound by D. Dedmon,60,72
250,3,9:18.0,,V. Oladipo makes 2-pt layup from 1 ft,60,74
251,3,9:01.0,J. Farmar misses 2-pt layup from 1 ft,,60,74
252,3,9:00.0,,Defensive rebound by A. Gordon,60,74
253,3,8:55.0,,V. Oladipo makes 2-pt dunk at rim (assist by E. Payton),60,76
254,3,8:33.0,M. Barnes makes 2-pt layup from 1 ft (assist by Z. Randolph),,62,76
255,3,8:22.0,,Shooting foul by C. Andersen (drawn by A. Gordon),62,76
256,3,8:22.0,,A. Gordon makes free throw 1 of 2,62,77
257,3,8:22.0,,A. Gordon makes free throw 2 of 2,62,78
258,3,8:07.0,J. Farmar misses 3-pt jump shot from 23 ft,,62,78
259,3,8:07.0,Offensive rebound by Team,,62,78
260,3,7:56.0,T. Allen makes 2-pt jump shot from 21 ft (assist by J. Farmar),,64,78
261,3,7:40.0,,E. Payton misses 2-pt jump shot from 6 ft,64,78
262,3,7:39.0,,Offensive rebound by D. Dedmon,64,78
263,3,7:36.0,,D. Dedmon makes 2-pt layup at rim,64,80
264,3,7:27.0,M. Barnes misses 2-pt layup from 2 ft (block by A. Gordon),,64,80
265,3,7:27.0,Offensive rebound by Team,,64,80
266,3,7:18.0,M. Barnes misses 2-pt jump shot from 10 ft,,64,80
267,3,7:17.0,Offensive rebound by Team,,64,80
268,3,7:11.0,Turnover by J. Farmar (bad pass; steal by E. Fournier),,64,80
269,3,7:08.0,,E. Fournier makes 2-pt layup from 1 ft,64,82
270,3,7:07.0,Memphis full timeout,,64,82
271,3,7:07.0,,N. Vučević enters the game for D. Dedmon,64,82
272,3,6:51.0,T. Allen misses 3-pt jump shot from 24 ft,,64,82
273,3,6:50.0,,Defensive rebound by N. Vučević,64,82
274,3,6:34.0,,E. Fournier misses 3-pt jump shot from 24 ft,64,82
275,3,6:33.0,,Offensive rebound by E. Payton,64,82
276,3,6:24.0,,V. Oladipo misses 2-pt layup from 2 ft,64,82
277,3,6:21.0,Defensive rebound by Z. Randolph,,64,82
278,3,6:15.0,T. Allen makes 2-pt layup at rim (assist by J. Farmar),,66,82
279,3,6:07.0,,Shooting foul by C. Andersen (drawn by E. Payton),66,82
280,3,6:07.0,,E. Payton makes free throw 1 of 2,66,83
281,3,6:07.0,J. Green enters the game for C. Andersen,,66,83
282,3,6:07.0,X. Munford enters the game for J. Farmar,,66,83
283,3,6:07.0,,E. Payton makes free throw 2 of 2,66,84
284,3,5:50.0,Z. Randolph misses 2-pt jump shot from 18 ft,,66,84
285,3,5:49.0,,Defensive rebound by A. Gordon,66,84
286,3,5:47.0,,Shooting foul by Z. Randolph (drawn by N. Vučević),66,84
287,3,5:47.0,,N. Vučević misses free throw 1 of 2,66,84
288,3,5:47.0,,Offensive rebound by Team,66,84
289,3,5:47.0,,N. Vučević makes free throw 2 of 2,66,85
290,3,5:37.0,Personal foul by E. Fournier,,66,85
291,3,5:29.0,T. Allen misses 2-pt jump shot from 4 ft (block by V. Oladipo),,66,85
292,3,5:27.0,,Defensive rebound by V. Oladipo,66,85
293,3,5:26.0,,Shooting foul by M. Barnes (drawn by A. Gordon),66,85
294,3,5:26.0,,A. Gordon makes free throw 1 of 2,66,86
295,3,5:26.0,,A. Gordon misses free throw 2 of 2,66,86
296,3,5:25.0,,Offensive rebound by N. Vučević,66,86
297,3,5:17.0,,V. Oladipo misses 3-pt jump shot from 25 ft,66,86
298,3,5:15.0,Defensive rebound by T. Allen,,66,86
299,3,5:11.0,T. Allen makes 2-pt layup at rim,,68,86
300,3,4:54.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by N. Vučević),68,88
301,3,4:38.0,T. Allen makes 2-pt layup from 2 ft,,70,88
302,3,4:22.0,,E. Fournier misses 2-pt layup at rim,70,88
303,3,4:20.0,Defensive rebound by M. Barnes,,70,88
304,3,4:16.0,M. Barnes makes 2-pt layup from 2 ft,,72,88
305,3,3:57.0,,A. Gordon misses 2-pt layup from 2 ft (block by J. Green),72,88
306,3,3:52.0,Defensive rebound by T. Allen,,72,88
307,3,3:42.0,Shooting foul by V. Oladipo (drawn by Z. Randolph),,72,88
308,3,3:42.0,Z. Randolph makes free throw 1 of 2,,73,88
309,3,3:42.0,,M. Hezonja enters the game for V. Oladipo,73,88
310,3,3:42.0,V. Carter enters the game for T. Allen,,73,88
311,3,3:42.0,Z. Randolph makes free throw 2 of 2,,74,88
312,3,3:26.0,,E. Payton makes 2-pt layup from 1 ft,74,90
313,3,3:02.0,J. Green makes 2-pt hook shot from 7 ft (assist by Z. Randolph),,76,90
314,3,2:45.0,,N. Vučević makes 2-pt hook shot from 9 ft (assist by E. Payton),76,92
315,3,2:24.0,J. Green makes 2-pt hook shot from 4 ft,,78,92
316,3,2:24.0,,Orlando full timeout,78,92
317,3,2:24.0,,A. Nicholson enters the game for A. Gordon,78,92
318,3,2:24.0,J. Martin enters the game for Z. Randolph,,78,92
319,3,2:15.0,Violation by X. Munford (kicked ball),,78,92
320,3,2:00.0,,A. Nicholson misses 2-pt jump shot from 18 ft,78,92
321,3,2:00.0,Defensive rebound by Team,,78,92
322,3,2:00.0,,Loose ball foul by A. Nicholson,78,92
323,3,2:00.0,J. Martin makes free throw 1 of 2,,79,92
324,3,2:00.0,J. Martin makes free throw 2 of 2,,80,92
325,3,1:43.0,,N. Vučević makes 2-pt jump shot from 16 ft,80,94
326,3,1:28.0,M. Barnes makes 2-pt layup from 1 ft (assist by J. Green),,82,94
327,3,1:17.0,,Personal foul by J. Green,82,94
328,3,1:17.0,,N. Vučević makes free throw 1 of 2,82,95
329,3,1:17.0,,B. Jennings enters the game for E. Payton,82,95
330,3,1:17.0,,N. Vučević misses free throw 2 of 2,82,95
331,3,1:16.0,Defensive rebound by J. Martin,,82,95
332,3,1:01.0,X. Munford misses 2-pt jump shot from 13 ft,,82,95
333,3,1:00.0,,Defensive rebound by B. Jennings,82,95
334,3,0:50.0,,E. Fournier misses 3-pt jump shot from 24 ft,82,95
335,3,0:49.0,Defensive rebound by J. Green,,82,95
336,3,0:38.0,M. Barnes misses 3-pt jump shot from 26 ft,,82,95
337,3,0:36.0,,Defensive rebound by Team,82,95
338,3,0:28.0,,Shooting foul by X. Munford (drawn by E. Fournier),82,95
339,3,0:28.0,,E. Fournier makes free throw 1 of 2,82,96
340,3,0:28.0,,E. Fournier makes free throw 2 of 2,82,97
341,3,0:17.0,V. Carter misses 2-pt jump shot from 15 ft,,82,97
342,3,0:16.0,Offensive rebound by Team,,82,97
343,3,0:16.0,,Loose ball foul by E. Fournier,82,97
344,3,0:16.0,,Technical foul by E. Fournier,82,97
345,3,0:16.0,M. Barnes makes technical free throw,,83,97
346,3,0:16.0,M. Barnes makes free throw 1 of 2,,84,97
347,3,0:16.0,T. Allen enters the game for V. Carter,,84,97
348,3,0:16.0,M. Barnes makes free throw 2 of 2,,85,97
349,3,0:01.0,,M. Hezonja misses 3-pt jump shot from 25 ft,85,97
350,3,0:00.0,Defensive rebound by J. Green,,85,97
351,4,11:36.0,,N. Vučević misses 2-pt jump shot from 19 ft,85,97
352,4,11:32.0,Defensive rebound by M. Barnes,,85,97
353,4,11:24.0,Turnover by X. Munford (traveling),,85,97
354,4,11:11.0,,Turnover by M. Hezonja (lost ball),85,97
355,4,11:00.0,M. Barnes misses 3-pt jump shot from 24 ft,,85,97
356,4,10:59.0,,Defensive rebound by A. Nicholson,85,97
357,4,10:43.0,,Personal take foul by J. Green,85,97
358,4,10:43.0,,N. Vučević makes free throw 1 of 2,85,98
359,4,10:43.0,V. Carter enters the game for M. Barnes,,85,98
360,4,10:43.0,,N. Vučević makes free throw 2 of 2,85,99
361,4,10:31.0,V. Carter misses 3-pt jump shot from 24 ft,,85,99
362,4,10:29.0,,Defensive rebound by V. Oladipo,85,99
363,4,10:24.0,,M. Hezonja misses 3-pt jump shot from 25 ft,85,99
364,4,10:22.0,Defensive rebound by J. Martin,,85,99
365,4,10:13.0,J. Martin misses 2-pt jump shot from 16 ft,,85,99
366,4,10:11.0,,Defensive rebound by A. Nicholson,85,99
367,4,10:05.0,,Turnover by M. Hezonja (bad pass),85,99
368,4,9:52.0,Turnover by L. Stephenson (bad pass; steal by N. Vučević),,85,99
369,4,9:38.0,,Shooting block foul by J. Martin (drawn by A. Nicholson),85,99
370,4,9:38.0,,A. Nicholson misses free throw 1 of 2,85,99
371,4,9:38.0,,Offensive rebound by Team,85,99
372,4,9:38.0,,A. Nicholson makes free throw 2 of 2,85,100
373,4,9:27.0,X. Munford misses 2-pt layup from 1 ft,,85,100
374,4,9:24.0,Offensive rebound by J. Green,,85,100
375,4,9:24.0,J. Green misses 2-pt layup from 1 ft,,85,100
376,4,9:22.0,Offensive rebound by J. Green,,85,100
377,4,9:22.0,J. Green misses 2-pt layup from 1 ft,,85,100
378,4,9:20.0,,Defensive rebound by A. Nicholson,85,100
379,4,9:06.0,,N. Vučević misses 2-pt hook shot from 10 ft,85,100
380,4,9:05.0,Defensive rebound by V. Carter,,85,100
381,4,8:59.0,Shooting foul by N. Vučević (drawn by J. Martin),,85,100
382,4,8:59.0,Official timeout,,85,100
383,4,8:59.0,,E. Fournier enters the game for M. Hezonja,85,100
384,4,8:59.0,J. Martin makes free throw 1 of 2,,86,100
385,4,8:59.0,J. Martin makes free throw 2 of 2,,87,100
386,4,8:35.0,,B. Jennings makes 3-pt jump shot from 24 ft (assist by A. Nicholson),87,103
387,4,8:19.0,V. Carter makes 2-pt dunk at rim (assist by J. Green),,89,103
388,4,8:04.0,,A. Nicholson makes 3-pt jump shot from 23 ft (assist by B. Jennings),89,106
389,4,7:49.0,L. Stephenson makes 2-pt layup at rim,,91,106
390,4,7:31.0,,N. Vučević misses 2-pt jump shot from 13 ft,91,106
391,4,7:29.0,Defensive rebound by J. Martin,,91,106
