,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MIAMI_ACTION,LA CLIPPERS_SCORE,MIAMI_SCORE
220,2,0:00.0,,G. Green misses 2-pt jump shot from 11 ft,46,45
221,2,0:00.0,,Offensive rebound by Team,46,45
222,3,11:41.0,,C. Bosh misses 2-pt jump shot from 16 ft,46,45
223,3,11:40.0,Defensive rebound by D. Jordan,,46,45
224,3,11:26.0,J. Redick misses 2-pt hook shot from 9 ft,,46,45
225,3,11:24.0,Offensive rebound by Team,,46,45
226,3,11:14.0,J. Redick misses 2-pt jump shot from 19 ft,,46,45
227,3,11:13.0,,Defensive rebound by A. Stoudemire,46,45
228,3,10:59.0,,Turnover by A. Stoudemire (bad pass; steal by J. Redick),46,45
229,3,10:54.0,,Technical foul by A. Stoudemire,46,45
230,3,10:54.0,C. Paul makes technical free throw,,47,45
231,3,10:37.0,C. Paul makes 2-pt jump shot from 19 ft,,49,45
232,3,10:20.0,,Personal foul by C. Paul (drawn by A. Stoudemire),49,45
233,3,10:08.0,,G. Dragić misses 2-pt jump shot from 17 ft,49,45
234,3,10:07.0,Defensive rebound by L. Mbah a Moute,,49,45
235,3,9:58.0,J. Redick misses 2-pt jump shot from 15 ft,,49,45
236,3,9:57.0,,Defensive rebound by A. Stoudemire,49,45
237,3,9:41.0,,D. Wade misses 2-pt jump shot from 6 ft,49,45
238,3,9:39.0,Defensive rebound by D. Jordan,,49,45
239,3,9:33.0,P. Pierce misses 3-pt jump shot from 25 ft,,49,45
240,3,9:32.0,,Defensive rebound by Team,49,45
241,3,9:14.0,,Personal foul by D. Jordan (drawn by A. Stoudemire),49,45
242,3,9:06.0,,Shooting foul by J. Redick (drawn by C. Bosh),49,45
243,3,9:06.0,,C. Bosh misses free throw 1 of 2,49,45
244,3,9:06.0,,Offensive rebound by Team,49,45
245,3,9:06.0,,C. Bosh makes free throw 2 of 2,49,46
246,3,8:50.0,P. Pierce makes 2-pt jump shot from 17 ft (assist by J. Redick),,51,46
247,3,8:28.0,,Shooting foul by L. Mbah a Moute (drawn by D. Wade),51,46
248,3,8:28.0,,D. Wade makes free throw 1 of 2,51,47
249,3,8:28.0,,D. Wade makes free throw 2 of 2,51,48
250,3,8:22.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,53,48
251,3,8:22.0,Shooting foul by L. Deng (drawn by J. Redick),,53,48
252,3,8:22.0,J. Redick makes free throw 1 of 1,,54,48
253,3,8:13.0,,D. Wade misses 2-pt jump shot from 16 ft,54,48
254,3,8:12.0,Defensive rebound by C. Paul,,54,48
255,3,8:04.0,Turnover by J. Redick (lost ball),,54,48
256,3,7:49.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Wade),54,51
257,3,7:49.0,,Shooting foul by P. Pierce (drawn by L. Deng),54,51
258,3,7:49.0,,L. Deng makes free throw 1 of 1,54,52
259,3,7:35.0,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),,56,52
260,3,7:29.0,Offensive charge foul by D. Wade (drawn by J. Redick),,56,52
261,3,7:29.0,,Turnover by D. Wade (offensive foul),56,52
262,3,7:17.0,P. Pierce misses 3-pt jump shot from 24 ft,,56,52
263,3,7:16.0,Offensive rebound by D. Jordan,,56,52
264,3,7:10.0,P. Pierce misses 3-pt jump shot from 24 ft,,56,52
265,3,7:09.0,,Defensive rebound by A. Stoudemire,56,52
266,3,7:02.0,,G. Dragić misses 3-pt jump shot from 24 ft,56,52
267,3,7:00.0,Defensive rebound by P. Pierce,,56,52
268,3,7:00.0,Personal foul by G. Dragić (drawn by C. Paul),,56,52
269,3,6:44.0,Shooting foul by C. Bosh (drawn by L. Mbah a Moute),,56,52
270,3,6:44.0,L. Mbah a Moute makes free throw 1 of 2,,57,52
271,3,6:44.0,,J. Winslow enters the game for C. Bosh,57,52
272,3,6:44.0,L. Mbah a Moute makes free throw 2 of 2,,58,52
273,3,6:32.0,J. Crawford enters the game for L. Mbah a Moute,,58,52
274,3,6:32.0,W. Johnson enters the game for P. Pierce,,58,52
275,3,6:24.0,,D. Wade misses 2-pt jump shot from 16 ft,58,52
276,3,6:23.0,Defensive rebound by C. Paul,,58,52
277,3,6:10.0,C. Paul makes 2-pt layup from 2 ft (assist by D. Jordan),,60,52
278,3,6:10.0,,Miami full timeout,60,52
279,3,5:52.0,,J. Winslow misses 2-pt jump shot from 5 ft (block by D. Jordan),60,52
280,3,5:51.0,Defensive rebound by W. Johnson,,60,52
281,3,5:41.0,C. Paul makes 2-pt jump shot from 15 ft,,62,52
282,3,5:27.0,,D. Wade misses 2-pt jump shot from 7 ft (block by D. Jordan),62,52
283,3,5:26.0,,Offensive rebound by Team,62,52
284,3,5:26.0,,H. Whiteside enters the game for A. Stoudemire,62,52
285,3,5:23.0,,Shooting foul by W. Johnson (drawn by L. Deng),62,52
286,3,5:23.0,,L. Deng makes free throw 1 of 2,62,53
287,3,5:23.0,,L. Deng misses free throw 2 of 2,62,53
288,3,5:22.0,Defensive rebound by W. Johnson,,62,53
289,3,5:06.0,C. Paul misses 2-pt jump shot from 5 ft,,62,53
290,3,5:05.0,Offensive rebound by D. Jordan,,62,53
291,3,5:04.0,D. Jordan makes 2-pt layup from 1 ft,,64,53
292,3,4:50.0,,Shooting foul by D. Jordan (drawn by H. Whiteside),64,53
293,3,4:50.0,,H. Whiteside makes free throw 1 of 2,64,54
294,3,4:50.0,,H. Whiteside makes free throw 2 of 2,64,55
295,3,4:40.0,Shooting foul by J. Winslow (drawn by D. Jordan),,64,55
296,3,4:40.0,D. Jordan misses free throw 1 of 2,,64,55
297,3,4:40.0,Offensive rebound by Team,,64,55
298,3,4:40.0,D. Jordan makes free throw 2 of 2,,65,55
299,3,4:26.0,,D. Wade misses 2-pt jump shot from 6 ft,65,55
300,3,4:25.0,,Offensive rebound by L. Deng,65,55
301,3,4:25.0,,Shooting foul by J. Redick (drawn by L. Deng),65,55
302,3,4:25.0,,L. Deng makes free throw 1 of 2,65,56
303,3,4:25.0,,L. Deng makes free throw 2 of 2,65,57
304,3,4:23.0,Personal take foul by D. Wade (drawn by D. Jordan),,65,57
305,3,4:23.0,D. Jordan misses free throw 1 of 2,,65,57
306,3,4:23.0,Offensive rebound by Team,,65,57
307,3,4:23.0,D. Jordan misses free throw 2 of 2,,65,57
308,3,4:22.0,,Defensive rebound by H. Whiteside,65,57
309,3,4:06.0,,G. Dragić makes 2-pt layup from 2 ft,65,59
310,3,4:02.0,Personal take foul by L. Deng (drawn by D. Jordan),,65,59
311,3,4:02.0,D. Jordan makes free throw 1 of 2,,66,59
312,3,4:02.0,D. Jordan misses free throw 2 of 2,,66,59
313,3,4:01.0,,Defensive rebound by J. Winslow,66,59
314,3,3:50.0,,Personal foul by C. Paul (drawn by H. Whiteside),66,59
315,3,3:50.0,,H. Whiteside misses free throw 1 of 2,66,59
316,3,3:50.0,,Offensive rebound by Team,66,59
317,3,3:50.0,,H. Whiteside makes free throw 2 of 2,66,60
318,3,3:49.0,Personal take foul by J. Winslow (drawn by D. Jordan),,66,60
319,3,3:49.0,D. Jordan misses free throw 1 of 2,,66,60
320,3,3:49.0,Offensive rebound by Team,,66,60
321,3,3:49.0,D. Jordan makes free throw 2 of 2,,67,60
322,3,3:36.0,,J. Winslow misses 3-pt jump shot from 22 ft,67,60
323,3,3:35.0,Defensive rebound by W. Johnson,,67,60
324,3,3:26.0,J. Crawford misses 2-pt jump shot from 8 ft,,67,60
325,3,3:26.0,Offensive rebound by Team,,67,60
326,3,3:26.0,,Loose ball foul by L. Deng (drawn by D. Jordan),67,60
327,3,3:26.0,D. Jordan misses free throw 1 of 2,,67,60
328,3,3:26.0,Offensive rebound by Team,,67,60
329,3,3:26.0,D. Jordan misses free throw 2 of 2,,67,60
330,3,3:25.0,,Defensive rebound by J. Winslow,67,60
331,3,3:17.0,,Offensive foul by G. Dragić (drawn by J. Redick),67,60
332,3,3:17.0,,Turnover by G. Dragić (offensive foul),67,60
333,3,3:17.0,LA Clippers full timeout,,67,60
334,3,3:17.0,C. Aldrich enters the game for D. Jordan,,67,60
335,3,3:05.0,Turnover by J. Redick (step out of bounds),,67,60
336,3,2:53.0,,G. Dragić makes 2-pt jump shot from 8 ft,67,62
337,3,2:38.0,J. Redick makes 2-pt jump shot from 19 ft,,69,62
338,3,2:23.0,,H. Whiteside misses 2-pt jump shot from 12 ft,69,62
339,3,2:21.0,Defensive rebound by C. Aldrich,,69,62
340,3,2:08.0,C. Paul misses 2-pt jump shot from 11 ft,,69,62
341,3,2:07.0,Offensive rebound by C. Aldrich,,69,62
342,3,2:04.0,C. Aldrich makes 2-pt layup from 1 ft,,71,62
343,3,1:51.0,,D. Wade misses 2-pt jump shot from 18 ft,71,62
344,3,1:50.0,Defensive rebound by C. Aldrich,,71,62
345,3,1:50.0,,Loose ball foul by H. Whiteside (drawn by C. Aldrich),71,62
346,3,1:50.0,C. Aldrich misses free throw 1 of 2,,71,62
347,3,1:50.0,Offensive rebound by Team,,71,62
348,3,1:50.0,,G. Green enters the game for L. Deng,71,62
349,3,1:50.0,,C. Bosh enters the game for H. Whiteside,71,62
350,3,1:50.0,C. Aldrich misses free throw 2 of 2,,71,62
351,3,1:46.0,,Defensive rebound by G. Dragić,71,62
352,3,1:35.0,,C. Bosh misses 2-pt jump shot from 15 ft,71,62
353,3,1:34.0,Defensive rebound by C. Aldrich,,71,62
354,3,1:22.0,W. Johnson makes 2-pt jump shot from 17 ft (assist by C. Aldrich),,73,62
355,3,1:06.0,,Shooting foul by C. Aldrich (drawn by D. Wade),73,62
356,3,1:06.0,,D. Wade makes free throw 1 of 2,73,63
357,3,1:06.0,P. Prigioni enters the game for J. Redick,,73,63
358,3,1:06.0,,B. Udrih enters the game for G. Dragić,73,63
359,3,1:06.0,L. Stephenson enters the game for C. Paul,,73,63
360,3,1:06.0,,D. Wade misses free throw 2 of 2,73,63
361,3,1:04.0,Defensive rebound by C. Aldrich,,73,63
362,3,0:54.0,J. Crawford misses 2-pt layup from 3 ft,,73,63
363,3,0:52.0,,Defensive rebound by C. Bosh,73,63
364,3,0:47.0,,D. Wade makes 2-pt layup at rim,73,65
365,3,0:47.0,,Shooting foul by W. Johnson (drawn by D. Wade),73,65
366,3,0:47.0,P. Pierce enters the game for W. Johnson,,73,65
367,3,0:47.0,,D. Wade misses free throw 1 of 1,73,65
368,3,0:47.0,Defensive rebound by C. Aldrich,,73,65
369,3,0:31.0,J. Crawford misses 2-pt jump shot from 8 ft,,73,65
370,3,0:30.0,,Defensive rebound by J. Winslow,73,65
371,3,0:25.0,,G. Green misses 3-pt jump shot from 23 ft,73,65
372,3,0:23.0,,Offensive rebound by J. Winslow,73,65
373,3,0:20.0,,J. Winslow misses 2-pt layup from 1 ft,73,65
374,3,0:18.0,,Offensive rebound by B. Udrih,73,65
375,3,0:11.0,Technical foul by J. Crawford,,73,65
376,3,0:11.0,,C. Bosh misses technical free throw,73,65
377,3,0:11.0,,Offensive rebound by Team,73,65
378,3,0:11.0,L. Mbah a Moute enters the game for J. Crawford,,73,65
379,3,0:00.0,,J. Winslow misses 2-pt jump shot from 8 ft,73,65
380,3,0:00.0,,Offensive rebound by Team,73,65
381,4,11:42.0,J. Crawford makes 2-pt jump shot from 21 ft,,75,65
382,4,11:27.0,,Personal foul by L. Stephenson (drawn by G. Green),75,65
383,4,11:19.0,,C. Bosh misses 2-pt jump shot from 19 ft,75,65
384,4,11:19.0,,Offensive rebound by L. Deng,75,65
385,4,11:19.0,,Personal foul by P. Pierce (drawn by L. Deng),75,65
386,4,11:12.0,,B. Udrih misses 2-pt layup from 2 ft,75,65
387,4,11:11.0,Defensive rebound by C. Aldrich,,75,65
388,4,10:58.0,J. Crawford makes 2-pt jump shot from 19 ft,,77,65
389,4,10:41.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by B. Udrih),77,68
390,4,10:16.0,P. Pierce makes 2-pt jump shot from 16 ft,,79,68
391,4,9:50.0,,Shooting foul by P. Prigioni (drawn by J. Winslow),79,68
