,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW YORK_ACTION,BROOKLYN_SCORE,NEW YORK_SCORE
0,1,11:49.0,T. Young misses 2-pt layup from 2 ft,,0,0
1,1,11:48.0,,Defensive rebound by R. Lopez,0,0
2,1,11:31.0,,A. Afflalo makes 2-pt jump shot from 18 ft (assist by C. Anthony),0,2
3,1,11:12.0,Turnover by J. Jack (bad pass),,0,2
4,1,10:56.0,,A. Afflalo makes 2-pt jump shot from 4 ft (assist by C. Anthony),0,4
5,1,10:40.0,T. Young makes 2-pt jump shot from 14 ft,,2,4
6,1,10:25.0,,C. Anthony misses 3-pt jump shot from 24 ft,2,4
7,1,10:23.0,Defensive rebound by R. Hollis-Jefferson,,2,4
8,1,10:11.0,J. Johnson makes 2-pt jump shot from 16 ft,,4,4
9,1,9:50.0,,J. Calderón misses 3-pt jump shot from 25 ft,4,4
10,1,9:48.0,Defensive rebound by T. Young,,4,4
11,1,9:41.0,T. Young makes 2-pt jump shot from 16 ft,,6,4
12,1,9:28.0,,R. Lopez makes 2-pt hook shot from 4 ft,6,6
13,1,9:07.0,J. Johnson misses 2-pt jump shot from 15 ft,,6,6
14,1,9:05.0,,Defensive rebound by K. Porziņģis,6,6
15,1,8:56.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by J. Calderón),6,9
16,1,8:37.0,B. Lopez misses 2-pt jump shot from 6 ft,,6,9
17,1,8:35.0,,Defensive rebound by J. Calderón,6,9
18,1,8:21.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Calderón),6,12
19,1,8:04.0,T. Young misses 2-pt layup from 3 ft (block by R. Lopez),,6,12
20,1,8:02.0,,Defensive rebound by J. Calderón,6,12
21,1,7:56.0,,C. Anthony makes 3-pt jump shot from 23 ft (assist by J. Calderón),6,15
22,1,7:55.0,Brooklyn full timeout,,6,15
23,1,7:45.0,J. Jack misses 2-pt jump shot from 17 ft,,6,15
24,1,7:43.0,,Defensive rebound by C. Anthony,6,15
25,1,7:22.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Calderón),6,18
26,1,7:07.0,J. Jack misses 2-pt jump shot from 17 ft,,6,18
27,1,7:05.0,,Defensive rebound by A. Afflalo,6,18
28,1,6:55.0,,C. Anthony misses 3-pt jump shot from 24 ft,6,18
29,1,6:53.0,Defensive rebound by R. Hollis-Jefferson,,6,18
30,1,6:46.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,6,18
31,1,6:45.0,,Defensive rebound by K. Porziņģis,6,18
32,1,6:35.0,,K. Porziņģis makes 2-pt jump shot from 4 ft (assist by J. Calderón),6,20
33,1,6:14.0,B. Lopez misses 2-pt hook shot from 4 ft,,6,20
34,1,6:13.0,,Defensive rebound by K. Porziņģis,6,20
35,1,6:06.0,,Turnover by J. Calderón (lost ball; steal by J. Jack),6,20
36,1,6:01.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by T. Young),,8,20
37,1,5:47.0,,K. Porziņģis misses 2-pt layup from 2 ft,8,20
38,1,5:45.0,,Offensive rebound by K. Porziņģis,8,20
39,1,5:44.0,,Shooting foul by B. Lopez (drawn by K. Porziņģis),8,20
40,1,5:44.0,,K. Porziņģis makes free throw 1 of 2,8,21
41,1,5:44.0,B. Bogdanović enters the game for R. Hollis-Jefferson,,8,21
42,1,5:44.0,,K. Porziņģis makes free throw 2 of 2,8,22
43,1,5:34.0,B. Lopez makes 2-pt jump shot from 5 ft (assist by J. Jack),,10,22
44,1,5:23.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by R. Lopez),10,25
45,1,5:04.0,B. Lopez misses 2-pt hook shot from 3 ft,,10,25
46,1,5:02.0,,Defensive rebound by K. Porziņģis,10,25
47,1,4:46.0,,Shooting foul by B. Bogdanović (drawn by A. Afflalo),10,25
48,1,4:46.0,,A. Afflalo makes 2-pt jump shot from 13 ft,10,27
49,1,4:46.0,T. Robinson enters the game for T. Young,,10,27
50,1,4:46.0,,A. Afflalo makes free throw 1 of 1,10,28
51,1,4:31.0,B. Bogdanović makes 2-pt layup from 2 ft,,12,28
52,1,4:17.0,,R. Lopez misses 2-pt jump shot from 7 ft,12,28
53,1,4:15.0,Defensive rebound by B. Bogdanović,,12,28
54,1,4:02.0,B. Lopez makes 2-pt layup from 1 ft,,14,28
55,1,3:49.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Calderón),14,31
56,1,3:34.0,B. Lopez makes 2-pt jump shot from 12 ft (assist by J. Johnson),,16,31
57,1,3:17.0,,R. Lopez misses 2-pt layup from 2 ft,16,31
58,1,3:15.0,,Offensive rebound by R. Lopez,16,31
59,1,3:15.0,,R. Lopez makes 2-pt layup at rim,16,33
60,1,3:05.0,J. Jack misses 2-pt jump shot from 5 ft (block by K. Porziņģis),,16,33
61,1,3:03.0,,Defensive rebound by A. Afflalo,16,33
62,1,2:58.0,,C. Anthony misses 2-pt jump shot from 11 ft,16,33
63,1,2:56.0,Defensive rebound by J. Johnson,,16,33
64,1,2:48.0,J. Johnson makes 2-pt jump shot from 11 ft,,18,33
65,1,2:45.0,,New York full timeout,18,33
66,1,2:45.0,,L. Galloway enters the game for C. Anthony,18,33
67,1,2:45.0,,D. Williams enters the game for K. Porziņģis,18,33
68,1,2:45.0,,L. Thomas enters the game for R. Lopez,18,33
69,1,2:45.0,,K. Séraphin enters the game for J. Calderón,18,33
70,1,2:45.0,R. Hollis-Jefferson enters the game for B. Lopez,,18,33
