,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
390,4,3:33.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by P. Mills),,84,86
391,4,3:02.0,,K. Walker misses 2-pt jump shot from 6 ft (block by D. West),84,86
392,4,3:00.0,Defensive rebound by D. Green,,84,86
393,4,2:50.0,P. Mills misses 3-pt jump shot from 25 ft,,84,86
394,4,2:48.0,Offensive rebound by P. Mills,,84,86
395,4,2:45.0,Turnover by D. Green (step out of bounds),,84,86
396,4,2:45.0,,Charlotte full timeout,84,86
397,4,2:45.0,T. Duncan enters the game for D. West,,84,86
398,4,2:45.0,,F. Kaminsky enters the game for M. Williams,84,86
399,4,2:45.0,T. Parker enters the game for P. Mills,,84,86
400,4,2:28.0,,Shooting foul by T. Duncan (drawn by F. Kaminsky),84,86
401,4,2:28.0,,F. Kaminsky makes free throw 1 of 2,84,87
402,4,2:28.0,,F. Kaminsky misses free throw 2 of 2,84,87
403,4,2:26.0,Defensive rebound by L. Aldridge,,84,87
404,4,2:12.0,L. Aldridge makes 2-pt hook shot from 5 ft (assist by D. Green),,86,87
405,4,1:59.0,,Turnover by K. Walker (lost ball; steal by K. Leonard),86,87
406,4,1:41.0,D. Green misses 3-pt jump shot from 24 ft,,86,87
407,4,1:40.0,,Defensive rebound by J. Lin,86,87
408,4,1:37.0,,J. Lin misses 2-pt layup from 2 ft (block by D. Green),86,87
409,4,1:37.0,Offensive rebound by Team,,86,87
410,4,1:36.0,,Loose ball foul by J. Lin,86,87
411,4,1:13.0,L. Aldridge misses 2-pt layup from 2 ft,,86,87
412,4,1:13.0,Offensive rebound by T. Duncan,,86,87
413,4,1:13.0,K. Leonard makes 2-pt layup from 1 ft,,88,87
414,4,1:00.0,,Personal foul by K. Leonard,88,87
415,4,0:48.0,,J. Lin makes 2-pt jump shot from 16 ft,88,89
416,4,0:32.0,K. Leonard misses 2-pt jump shot from 14 ft,,88,89
417,4,0:30.0,Offensive rebound by T. Duncan,,88,89
418,4,0:24.0,K. Leonard misses 3-pt jump shot from 26 ft,,88,89
419,4,0:22.0,,Defensive rebound by J. Lin,88,89
420,4,0:18.0,,Personal foul by T. Parker,88,89
421,4,0:18.0,,J. Lin makes free throw 1 of 2,88,90
422,4,0:18.0,,J. Lin makes free throw 2 of 2,88,91
423,4,0:18.0,San Antonio full timeout,,88,91
424,4,0:18.0,P. Mills enters the game for K. Leonard,,88,91
425,4,0:18.0,M. Ginóbili enters the game for T. Parker,,88,91
426,4,0:08.0,P. Mills misses 3-pt jump shot from 25 ft,,88,91
427,4,0:05.0,Offensive rebound by L. Aldridge,,88,91
428,4,0:00.0,D. Green misses 3-pt jump shot from 23 ft,,88,91
429,4,0:00.0,Offensive rebound by Team,,88,91
430,4,0:00.0,K. Leonard enters the game for D. Green,,88,91
431,4,0:00.0,,C. Lee enters the game for F. Kaminsky,88,91
432,4,0:00.0,Turnover by P. Mills (bad pass; steal by C. Lee),,88,91
