,QUARTER,TIME_REMAINING,TORONTO_ACTION,MEMPHIS_ACTION,TORONTO_SCORE,MEMPHIS_SCORE
388,4,3:11.0,Offensive rebound by Team,,89,86
389,4,3:11.0,Toronto full timeout,,89,86
390,4,3:11.0,,M. Barnes enters the game for L. Stephenson,89,86
391,4,2:53.0,D. DeRozan misses 2-pt jump shot from 11 ft,,89,86
392,4,2:53.0,,Defensive rebound by Team,89,86
393,4,2:53.0,Loose ball foul by J. Valančiūnas,,89,86
394,4,2:53.0,,Z. Randolph makes free throw 1 of 2,89,87
395,4,2:53.0,,Z. Randolph makes free throw 2 of 2,89,88
396,4,2:38.0,K. Lowry misses 3-pt jump shot from 24 ft,,89,88
397,4,2:36.0,Offensive rebound by J. Valančiūnas,,89,88
398,4,2:36.0,Personal foul by M. Barnes,,89,88
399,4,2:36.0,J. Valančiūnas makes free throw 1 of 2,,90,88
400,4,2:36.0,J. Valančiūnas makes free throw 2 of 2,,91,88
401,4,2:22.0,,Z. Randolph misses 2-pt jump shot from 5 ft,91,88
402,4,2:19.0,,Offensive rebound by T. Allen,91,88
403,4,2:19.0,,T. Allen misses 2-pt layup from 2 ft,91,88
404,4,2:17.0,Defensive rebound by D. DeRozan,,91,88
405,4,1:53.0,K. Lowry misses 3-pt jump shot from 30 ft,,91,88
406,4,1:52.0,,Defensive rebound by M. Barnes,91,88
407,4,1:50.0,,Turnover by T. Allen (step out of bounds),91,88
408,4,1:50.0,,C. Andersen enters the game for J. Green,91,88
409,4,1:32.0,K. Lowry makes 2-pt jump shot from 7 ft,,93,88
410,4,1:16.0,,J. Farmar misses 2-pt jump shot from 4 ft (block by P. Patterson),93,88
411,4,1:16.0,,Offensive rebound by Team,93,88
412,4,1:16.0,,Memphis full timeout,93,88
413,4,1:16.0,,J. Green enters the game for C. Andersen,93,88
414,4,1:09.0,,J. Farmar makes 3-pt jump shot from 25 ft,93,91
415,4,0:50.0,Turnover by K. Lowry (lost ball; steal by Z. Randolph),,93,91
416,4,0:47.0,,V. Carter enters the game for T. Allen,93,91
417,4,0:37.0,,Z. Randolph misses 2-pt layup from 3 ft,93,91
418,4,0:36.0,,Offensive rebound by Z. Randolph,93,91
419,4,0:27.0,,V. Carter misses 3-pt jump shot from 24 ft,93,91
420,4,0:26.0,Defensive rebound by J. Valančiūnas,,93,91
421,4,0:25.0,,Loose ball foul by Z. Randolph,93,91
422,4,0:25.0,J. Valančiūnas makes free throw 1 of 2,,94,91
423,4,0:25.0,J. Valančiūnas makes free throw 2 of 2,,95,91
424,4,0:25.0,,Memphis full timeout,95,91
425,4,0:25.0,N. Powell enters the game for T. Ross,,95,91
426,4,0:20.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Barnes),95,93
427,4,0:19.0,Personal take foul by V. Carter,,95,93
428,4,0:19.0,D. DeRozan makes free throw 1 of 2,,96,93
429,4,0:19.0,D. DeRozan makes free throw 2 of 2,,97,93
430,4,0:12.0,,Personal foul by K. Lowry,97,93
431,4,0:12.0,,J. Farmar makes free throw 1 of 2,97,94
432,4,0:12.0,,J. Farmar makes free throw 2 of 2,97,95
433,4,0:12.0,Toronto full timeout,,97,95
434,4,0:12.0,,T. Allen enters the game for V. Carter,97,95
435,4,0:10.0,Personal take foul by T. Allen,,97,95
436,4,0:10.0,J. Valančiūnas makes free throw 1 of 2,,98,95
437,4,0:10.0,,V. Carter enters the game for T. Allen,98,95
438,4,0:10.0,J. Valančiūnas makes free throw 2 of 2,,99,95
439,4,0:10.0,,Memphis full timeout,99,95
440,4,0:07.0,,Z. Randolph misses 3-pt jump shot from 26 ft,99,95
441,4,0:04.0,Defensive rebound by N. Powell,,99,95
442,4,0:04.0,Turnover by N. Powell (step out of bounds),,99,95
443,4,0:02.0,,J. Farmar misses 3-pt jump shot from 28 ft,99,95
444,4,0:01.0,,Offensive rebound by V. Carter,99,95
