,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
165,2,6:15.0,,Defensive rebound by E. Mudiay,47,37
166,2,6:12.0,,Personal foul by T. Hardaway (drawn by J. Nurkić),47,37
167,2,6:12.0,,J. Nurkić makes free throw 1 of 2,47,38
168,2,6:12.0,,J. Nurkić makes free throw 2 of 2,47,39
169,2,6:01.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by K. Korver),,50,39
170,2,5:48.0,,W. Barton misses 2-pt jump shot from 16 ft,50,39
171,2,5:47.0,Defensive rebound by J. Teague,,50,39
172,2,5:28.0,J. Teague misses 3-pt jump shot from 24 ft,,50,39
173,2,5:27.0,Offensive rebound by P. Millsap,,50,39
174,2,5:23.0,P. Millsap makes 2-pt layup from 1 ft,,52,39
175,2,5:21.0,,Denver full timeout,52,39
176,2,5:21.0,,K. Faried enters the game for J. Nurkić,52,39
177,2,5:11.0,,Shooting foul by T. Splitter (drawn by D. Gallinari),52,39
178,2,5:11.0,,D. Gallinari makes free throw 1 of 2,52,40
179,2,5:11.0,,D. Gallinari makes free throw 2 of 2,52,41
180,2,5:01.0,P. Millsap misses 2-pt dunk at rim (block by K. Faried),,52,41
181,2,4:59.0,,Defensive rebound by W. Barton,52,41
182,2,4:52.0,,D. Gallinari misses 3-pt jump shot from 26 ft,52,41
183,2,4:52.0,Defensive rebound by T. Hardaway,,52,41
184,2,4:46.0,Turnover by J. Teague (bad pass; steal by G. Harris),,52,41
185,2,4:42.0,,Shooting foul by T. Hardaway (drawn by W. Barton),52,41
186,2,4:42.0,,W. Barton misses free throw 1 of 2,52,41
187,2,4:42.0,,Offensive rebound by Team,52,41
188,2,4:42.0,K. Bazemore enters the game for T. Hardaway,,52,41
189,2,4:42.0,,W. Barton makes free throw 2 of 2,52,42
190,2,4:28.0,J. Teague misses 2-pt jump shot from 16 ft,,52,42
191,2,4:27.0,,Defensive rebound by W. Barton,52,42
192,2,4:15.0,,W. Barton misses 2-pt layup from 1 ft (block by P. Millsap),52,42
193,2,4:14.0,Defensive rebound by P. Millsap,,52,42
194,2,4:02.0,Turnover by J. Teague (bad pass; steal by W. Barton),,52,42
195,2,3:58.0,,W. Barton makes 2-pt layup from 1 ft,52,44
196,2,3:55.0,Atlanta full timeout,,52,44
197,2,3:55.0,A. Horford enters the game for T. Splitter,,52,44
198,2,3:41.0,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),,54,44
199,2,3:23.0,,E. Mudiay misses 2-pt jump shot from 21 ft,54,44
200,2,3:22.0,,Offensive rebound by K. Faried,54,44
201,2,3:19.0,,K. Faried makes 2-pt layup from 2 ft,54,46
202,2,2:58.0,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Teague),,57,46
203,2,2:43.0,,Shooting foul by K. Bazemore (drawn by W. Barton),57,46
204,2,2:43.0,,W. Barton makes free throw 1 of 3,57,47
205,2,2:43.0,,W. Barton makes free throw 2 of 3,57,48
206,2,2:43.0,,W. Barton makes free throw 3 of 3,57,49
207,2,2:20.0,J. Teague makes 2-pt layup at rim,,59,49
208,2,2:04.0,,Turnover by G. Harris (lost ball),59,49
209,2,1:52.0,A. Horford makes 3-pt jump shot from 25 ft (assist by P. Millsap),,62,49
210,2,1:31.0,,E. Mudiay misses 2-pt jump shot from 17 ft,62,49
211,2,1:31.0,Defensive rebound by Team,,62,49
212,2,1:31.0,,Loose ball foul by K. Faried (drawn by A. Horford),62,49
213,2,1:31.0,,D. Arthur enters the game for K. Faried,62,49
214,2,1:21.0,P. Millsap misses 3-pt jump shot from 25 ft,,62,49
215,2,1:20.0,,Defensive rebound by W. Barton,62,49
216,2,1:11.0,,E. Mudiay misses 2-pt layup from 1 ft,62,49
217,2,1:10.0,Defensive rebound by A. Horford,,62,49
218,2,1:00.0,K. Bazemore misses 3-pt jump shot from 23 ft,,62,49
219,2,1:00.0,,Defensive rebound by Team,62,49
220,2,1:00.0,T. Sefolosha enters the game for K. Bazemore,,62,49
221,2,1:00.0,M. Scott enters the game for A. Horford,,62,49
222,2,0:48.0,,G. Harris misses 3-pt jump shot from 23 ft,62,49
223,2,0:47.0,Defensive rebound by P. Millsap,,62,49
224,2,0:38.0,M. Scott makes 2-pt hook shot from 4 ft (assist by J. Teague),,64,49
225,2,0:26.0,,Shooting foul by J. Teague (drawn by D. Gallinari),64,49
226,2,0:26.0,,D. Gallinari misses free throw 1 of 2,64,49
227,2,0:26.0,,Offensive rebound by Team,64,49
228,2,0:26.0,T. Hardaway enters the game for T. Sefolosha,,64,49
229,2,0:26.0,,D. Gallinari makes free throw 2 of 2,64,50
230,2,0:04.0,J. Teague makes 2-pt jump shot from 8 ft,,66,50
231,2,0:01.0,,E. Mudiay misses 3-pt jump shot from 25 ft,66,50
232,2,0:00.0,,Offensive rebound by Team,66,50
233,3,11:44.0,P. Millsap misses 2-pt hook shot from 3 ft,,66,50
234,3,11:43.0,,Defensive rebound by N. Jokić,66,50
235,3,11:37.0,,Turnover by E. Mudiay (bad pass; steal by J. Teague),66,50
236,3,11:14.0,P. Millsap makes 2-pt jump shot from 3 ft,,68,50
237,3,10:54.0,,Turnover by E. Mudiay (bad pass; steal by P. Millsap),68,50
238,3,10:48.0,K. Bazemore misses 3-pt jump shot from 24 ft,,68,50
239,3,10:46.0,,Defensive rebound by K. Faried,68,50
240,3,10:31.0,,Shooting foul by A. Horford (drawn by N. Jokić),68,50
241,3,10:31.0,,N. Jokić misses free throw 1 of 2,68,50
242,3,10:31.0,,Offensive rebound by Team,68,50
243,3,10:31.0,,N. Jokić makes free throw 2 of 2,68,51
244,3,10:17.0,J. Teague misses 2-pt jump shot from 18 ft,,68,51
245,3,10:13.0,,Defensive rebound by K. Faried,68,51
246,3,10:01.0,,E. Mudiay misses 3-pt jump shot from 24 ft,68,51
247,3,10:00.0,Defensive rebound by P. Millsap,,68,51
248,3,9:53.0,K. Korver misses 2-pt jump shot from 19 ft,,68,51
249,3,9:51.0,Offensive rebound by J. Teague,,68,51
250,3,9:46.0,K. Korver misses 3-pt jump shot from 24 ft,,68,51
251,3,9:46.0,Offensive rebound by J. Teague,,68,51
252,3,9:41.0,Shooting foul by K. Faried (drawn by P. Millsap),,68,51
253,3,9:41.0,P. Millsap makes free throw 1 of 2,,69,51
254,3,9:41.0,P. Millsap makes free throw 2 of 2,,70,51
255,3,9:28.0,,G. Harris misses 2-pt jump shot from 18 ft,70,51
256,3,9:27.0,,Offensive rebound by N. Jokić,70,51
257,3,9:16.0,,E. Mudiay misses 2-pt layup from 2 ft,70,51
258,3,9:12.0,,Offensive rebound by N. Jokić,70,51
259,3,9:12.0,,N. Jokić makes 2-pt layup from 2 ft,70,53
260,3,9:02.0,K. Korver makes 3-pt jump shot from 22 ft (assist by J. Teague),,73,53
261,3,9:02.0,,Denver full timeout,73,53
262,3,8:49.0,,K. Faried misses 2-pt layup from 1 ft (block by A. Horford),73,53
263,3,8:47.0,Defensive rebound by K. Korver,,73,53
264,3,8:31.0,Turnover by K. Bazemore (bad pass; steal by N. Jokić),,73,53
265,3,8:25.0,,Personal take foul by K. Korver (drawn by D. Gallinari),73,53
266,3,8:25.0,M. Scott enters the game for P. Millsap,,73,53
267,3,8:25.0,T. Splitter enters the game for A. Horford,,73,53
268,3,8:13.0,,D. Gallinari misses 2-pt jump shot from 15 ft,73,53
269,3,8:12.0,Defensive rebound by T. Splitter,,73,53
270,3,7:55.0,T. Splitter makes 2-pt hook shot from 3 ft (assist by J. Teague),,75,53
271,3,7:43.0,,N. Jokić misses 3-pt jump shot from 25 ft,75,53
272,3,7:42.0,,Offensive rebound by Team,75,53
273,3,7:42.0,Loose ball foul by M. Scott (drawn by K. Faried),,75,53
274,3,7:42.0,,W. Barton enters the game for K. Faried,75,53
275,3,7:35.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by N. Jokić),75,56
276,3,7:11.0,M. Scott misses 2-pt jump shot from 5 ft,,75,56
277,3,7:10.0,,Defensive rebound by N. Jokić,75,56
278,3,7:01.0,,W. Barton misses 3-pt jump shot from 26 ft,75,56
279,3,7:00.0,Defensive rebound by K. Bazemore,,75,56
280,3,6:48.0,T. Splitter misses 2-pt layup from 1 ft,,75,56
281,3,6:47.0,Offensive rebound by K. Bazemore,,75,56
282,3,6:47.0,Turnover by K. Korver (step out of bounds),,75,56
283,3,6:37.0,,E. Mudiay makes 2-pt layup from 1 ft,75,58
284,3,6:26.0,J. Teague makes 2-pt jump shot from 14 ft,,77,58
285,3,6:12.0,,Shooting foul by T. Splitter (drawn by E. Mudiay),77,58
286,3,6:12.0,,E. Mudiay makes free throw 1 of 2,77,59
287,3,6:12.0,P. Millsap enters the game for M. Scott,,77,59
288,3,6:12.0,T. Sefolosha enters the game for K. Bazemore,,77,59
289,3,6:12.0,,E. Mudiay misses free throw 2 of 2,77,59
290,3,6:10.0,Defensive rebound by T. Splitter,,77,59
291,3,5:51.0,Turnover by P. Millsap (traveling),,77,59
292,3,5:38.0,,D. Gallinari misses 3-pt jump shot from 24 ft,77,59
293,3,5:37.0,,Offensive rebound by N. Jokić,77,59
294,3,5:37.0,,N. Jokić makes 2-pt layup from 2 ft,77,61
295,3,5:28.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),,79,61
296,3,5:10.0,,D. Gallinari misses 2-pt layup from 1 ft,79,61
297,3,5:09.0,Defensive rebound by T. Sefolosha,,79,61
298,3,4:57.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by P. Millsap),,81,61
299,3,4:43.0,,N. Jokić makes 2-pt jump shot from 3 ft (assist by E. Mudiay),81,63
300,3,4:25.0,P. Millsap misses 2-pt layup from 3 ft,,81,63
301,3,4:24.0,,Defensive rebound by N. Jokić,81,63
302,3,4:14.0,,Shooting foul by K. Korver (drawn by D. Gallinari),81,63
303,3,4:14.0,,D. Gallinari makes free throw 1 of 2,81,64
304,3,4:14.0,K. Bazemore enters the game for K. Korver,,81,64
305,3,4:14.0,D. Schröder enters the game for J. Teague,,81,64
306,3,4:14.0,,D. Gallinari makes free throw 2 of 2,81,65
307,3,3:55.0,Turnover by D. Schröder (bad pass; steal by N. Jokić),,81,65
308,3,3:50.0,,Shooting block foul by K. Bazemore (drawn by D. Gallinari),81,65
309,3,3:50.0,Atlanta full timeout,,81,65
310,3,3:50.0,A. Horford enters the game for T. Splitter,,81,65
311,3,3:50.0,,D. Gallinari makes free throw 1 of 2,81,66
312,3,3:50.0,,D. Gallinari makes free throw 2 of 2,81,67
313,3,3:33.0,K. Bazemore misses 2-pt layup from 3 ft,,81,67
314,3,3:32.0,Offensive rebound by T. Sefolosha,,81,67
315,3,3:32.0,T. Sefolosha misses 2-pt layup at rim,,81,67
316,3,3:29.0,,Defensive rebound by N. Jokić,81,67
317,3,3:27.0,,Turnover by E. Mudiay (bad pass),81,67
318,3,3:14.0,D. Schröder misses 2-pt layup from 2 ft (block by N. Jokić),,81,67
319,3,3:13.0,Offensive rebound by Team,,81,67
320,3,3:06.0,D. Schröder misses 3-pt jump shot from 27 ft,,81,67
321,3,3:05.0,,Defensive rebound by N. Jokić,81,67
322,3,2:49.0,,D. Gallinari misses 2-pt jump shot from 19 ft,81,67
323,3,2:48.0,Defensive rebound by Team,,81,67
324,3,2:37.0,Turnover by P. Millsap (bad pass; steal by W. Barton),,81,67
325,3,2:27.0,,D. Gallinari makes 2-pt layup from 1 ft (assist by E. Mudiay),81,69
326,3,2:15.0,Personal foul by W. Barton (drawn by D. Schröder),,81,69
327,3,2:10.0,D. Schröder misses 2-pt layup from 1 ft,,81,69
328,3,2:09.0,Offensive rebound by P. Millsap,,81,69
329,3,2:08.0,P. Millsap makes 2-pt layup from 1 ft,,83,69
330,3,2:08.0,Shooting foul by E. Mudiay (drawn by P. Millsap),,83,69
331,3,2:08.0,,J. Lauvergne enters the game for N. Jokić,83,69
332,3,2:08.0,P. Millsap makes free throw 1 of 1,,84,69
333,3,1:49.0,,E. Mudiay makes 2-pt jump shot from 14 ft,84,71
334,3,1:29.0,P. Millsap misses 2-pt jump shot from 4 ft (block by G. Harris),,84,71
335,3,1:27.0,Offensive rebound by P. Millsap,,84,71
336,3,1:27.0,P. Millsap misses 2-pt layup from 2 ft,,84,71
337,3,1:25.0,,Defensive rebound by D. Gallinari,84,71
338,3,1:19.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Gallinari),84,73
339,3,1:01.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,87,73
340,3,0:37.0,,J. Lauvergne misses 2-pt hook shot from 6 ft,87,73
341,3,0:36.0,Defensive rebound by K. Bazemore,,87,73
342,3,0:31.0,D. Schröder makes 2-pt layup from 2 ft,,89,73
343,3,0:31.0,Shooting foul by J. Lauvergne (drawn by D. Schröder),,89,73
344,3,0:31.0,,D. Arthur enters the game for D. Gallinari,89,73
345,3,0:31.0,T. Hardaway enters the game for P. Millsap,,89,73
346,3,0:31.0,D. Schröder makes free throw 1 of 1,,90,73
347,3,0:15.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by E. Mudiay),90,76
348,3,0:03.0,T. Hardaway misses 3-pt jump shot from 23 ft,,90,76
349,3,0:01.0,,Defensive rebound by D. Arthur,90,76
350,4,11:56.0,,Turnover by J. Lauvergne (bad pass; steal by T. Sefolosha),90,76
351,4,11:53.0,T. Hardaway misses 3-pt jump shot from 25 ft,,90,76
352,4,11:51.0,,Defensive rebound by D. Arthur,90,76
353,4,11:38.0,,W. Barton makes 2-pt layup from 1 ft,90,78
354,4,11:29.0,Shooting foul by D. Arthur (drawn by D. Schröder),,90,78
355,4,11:29.0,D. Schröder makes free throw 1 of 2,,91,78
356,4,11:29.0,D. Schröder makes free throw 2 of 2,,92,78
357,4,11:25.0,,Personal foul by D. Schröder (drawn by R. Foye),92,78
358,4,11:02.0,,Shooting foul by D. Schröder (drawn by J. Lauvergne),92,78
359,4,11:02.0,,J. Lauvergne makes free throw 1 of 2,92,79
360,4,11:02.0,,J. Lauvergne makes free throw 2 of 2,92,80
361,4,10:45.0,A. Horford makes 2-pt layup from 1 ft (assist by D. Schröder),,94,80
362,4,10:29.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,94,80
363,4,10:29.0,Defensive rebound by D. Schröder,,94,80
364,4,10:23.0,T. Hardaway misses 2-pt layup from 2 ft,,94,80
365,4,10:22.0,Offensive rebound by T. Hardaway,,94,80
366,4,10:22.0,T. Hardaway makes 2-pt layup from 2 ft,,96,80
367,4,10:10.0,,D. Arthur misses 2-pt jump shot from 18 ft,96,80
368,4,10:09.0,Defensive rebound by D. Schröder,,96,80
369,4,10:00.0,A. Horford makes 2-pt jump shot from 17 ft,,98,80
370,4,10:00.0,,Denver full timeout,98,80
371,4,9:43.0,,J. Lauvergne makes 2-pt dunk at rim (assist by R. Foye),98,82
372,4,9:21.0,Shooting foul by S. Kilpatrick (drawn by M. Scott),,98,82
373,4,9:21.0,M. Scott makes free throw 1 of 2,,99,82
374,4,9:21.0,M. Scott makes free throw 2 of 2,,100,82
375,4,9:02.0,,Shooting foul by T. Hardaway (drawn by S. Kilpatrick),100,82
376,4,9:02.0,,S. Kilpatrick makes free throw 1 of 2,100,83
377,4,9:02.0,,S. Kilpatrick makes free throw 2 of 2,100,84
378,4,8:51.0,Personal foul by R. Foye (drawn by D. Schröder),,100,84
379,4,8:40.0,M. Scott misses 3-pt jump shot from 24 ft,,100,84
380,4,8:40.0,,Defensive rebound by S. Kilpatrick,100,84
381,4,8:20.0,,S. Kilpatrick makes 3-pt jump shot from 23 ft (assist by D. Arthur),100,87
382,4,8:05.0,Shooting block foul by D. Arthur (drawn by T. Sefolosha),,100,87
